exec_min,execution_start,reference_start,H_regime,L_regime,range_pct,trailing20_median,classified,vol_regime
300,2022-05-16 05:00:00+00:00,2022-05-16 00:00:00+00:00,2144.07,2061.35,0.03933970923237168,0.01786868618665649,True,HIGH_VOL
300,2022-05-17 05:00:00+00:00,2022-05-17 00:00:00+00:00,2083.0,2018.16,0.03162032205522336,0.01786868618665649,True,HIGH_VOL
300,2022-05-18 05:00:00+00:00,2022-05-18 00:00:00+00:00,2110.89,2027.86,0.040123225611597695,0.01786868618665649,True,HIGH_VOL
300,2022-05-19 05:00:00+00:00,2022-05-19 00:00:00+00:00,1970.0,1901.7,0.035281659219464294,0.019460445954350567,True,HIGH_VOL
300,2022-05-20 05:00:00+00:00,2022-05-20 00:00:00+00:00,2053.0,2003.68,0.024315450072473023,0.024586280525272806,True,LOW_VOL
300,2022-05-23 05:00:00+00:00,2022-05-23 00:00:00+00:00,2058.5,2018.83,0.019458812507204507,0.026903649819351463,True,LOW_VOL
300,2022-05-24 05:00:00+00:00,2022-05-24 00:00:00+00:00,1993.72,1967.64,0.013167195104711475,0.021998080778394366,True,LOW_VOL
300,2022-05-25 05:00:00+00:00,2022-05-25 00:00:00+00:00,2022.74,1969.01,0.026920523579883518,0.021998080778394366,True,HIGH_VOL
300,2022-05-26 05:00:00+00:00,2022-05-26 00:00:00+00:00,1965.28,1932.21,0.016969896009996144,0.02561798682617827,True,LOW_VOL
300,2022-05-27 05:00:00+00:00,2022-05-27 00:00:00+00:00,1807.97,1726.86,0.0458918816463593,0.02561798682617827,True,HIGH_VOL
300,2022-05-30 05:00:00+00:00,2022-05-30 00:00:00+00:00,1889.85,1801.52,0.04785757049550705,0.029114613699772692,True,HIGH_VOL
300,2022-05-31 05:00:00+00:00,2022-05-31 00:00:00+00:00,2016.77,1975.82,0.02051300033311712,0.03146451293744261,True,LOW_VOL
300,2022-06-01 05:00:00+00:00,2022-06-01 00:00:00+00:00,1959.25,1912.69,0.024049959451850983,0.03146451293744261,True,LOW_VOL
300,2022-06-02 05:00:00+00:00,2022-06-02 00:00:00+00:00,1835.35,1801.12,0.018825949340981786,0.03146451293744261,True,LOW_VOL
300,2022-06-03 05:00:00+00:00,2022-06-03 00:00:00+00:00,1843.33,1816.0,0.014937160627765152,0.03146451293744261,True,LOW_VOL
300,2022-06-06 05:00:00+00:00,2022-06-06 00:00:00+00:00,1884.6,1803.52,0.04396820060084809,0.03146451293744261,True,HIGH_VOL
300,2022-06-07 05:00:00+00:00,2022-06-07 00:00:00+00:00,1861.23,1722.0,0.07771200843931314,0.03146451293744261,True,HIGH_VOL
300,2022-06-08 05:00:00+00:00,2022-06-08 00:00:00+00:00,1836.99,1763.87,0.04061252034236273,0.03146451293744261,True,HIGH_VOL
300,2022-06-09 05:00:00+00:00,2022-06-09 00:00:00+00:00,1801.42,1776.32,0.014031204056191975,0.03345099063734383,True,LOW_VOL
300,2022-06-10 05:00:00+00:00,2022-06-10 00:00:00+00:00,1803.82,1740.6,0.03567297329323276,0.02927042281755344,True,HIGH_VOL
300,2022-06-13 05:00:00+00:00,2022-06-13 00:00:00+00:00,1454.58,1303.33,0.10968450747123729,0.02927042281755344,True,HIGH_VOL
300,2022-06-14 05:00:00+00:00,2022-06-14 00:00:00+00:00,1224.78,1073.0,0.1321101236845999,0.02927042281755344,True,HIGH_VOL
300,2022-06-15 05:00:00+00:00,2022-06-15 00:00:00+00:00,1232.03,1119.54,0.09567225300543894,0.031101091399673906,True,HIGH_VOL
300,2022-06-16 05:00:00+00:00,2022-06-16 00:00:00+00:00,1257.29,1186.21,0.058178841825250606,0.031101091399673906,True,HIGH_VOL
300,2022-06-17 05:00:00+00:00,2022-06-17 00:00:00+00:00,1116.7,1050.0,0.06156828356486828,0.031296748436558136,True,HIGH_VOL
300,2022-06-20 05:00:00+00:00,2022-06-20 00:00:00+00:00,1132.2,1052.05,0.07338903513791928,0.038142746817797744,True,HIGH_VOL
300,2022-06-21 05:00:00+00:00,2022-06-21 00:00:00+00:00,1143.8,1108.63,0.03122849544713917,0.04229036047160541,True,LOW_VOL
300,2022-06-22 05:00:00+00:00,2022-06-22 00:00:00+00:00,1126.81,1085.2,0.03762189140193751,0.04229036047160541,True,LOW_VOL
300,2022-06-23 05:00:00+00:00,2022-06-23 00:00:00+00:00,1097.59,1044.16,0.04989377845220015,0.04229036047160541,True,HIGH_VOL
300,2022-06-24 05:00:00+00:00,2022-06-24 00:00:00+00:00,1169.0,1140.23,0.024917396707993558,0.0449300411236037,True,LOW_VOL
300,2022-06-27 05:00:00+00:00,2022-06-27 00:00:00+00:00,1228.35,1194.83,0.02766612467914062,0.04229036047160541,True,LOW_VOL
300,2022-06-28 05:00:00+00:00,2022-06-28 00:00:00+00:00,1199.06,1160.0,0.03311488474222779,0.03911720587215012,True,LOW_VOL
300,2022-06-29 05:00:00+00:00,2022-06-29 00:00:00+00:00,1156.76,1132.1,0.021547844778623496,0.03911720587215012,True,LOW_VOL
300,2022-06-30 05:00:00+00:00,2022-06-30 00:00:00+00:00,1106.6,1076.0,0.02803995235040769,0.03911720587215012,True,LOW_VOL
300,2022-07-01 05:00:00+00:00,2022-07-01 00:00:00+00:00,1118.21,1045.0,0.06768644745540196,0.03911720587215012,True,HIGH_VOL
300,2022-07-04 05:00:00+00:00,2022-07-04 00:00:00+00:00,1076.2,1046.62,0.027868589894574348,0.04229036047160541,True,LOW_VOL
300,2022-07-05 05:00:00+00:00,2022-07-05 00:00:00+00:00,1164.54,1141.3,0.020157513097179343,0.03911720587215012,True,LOW_VOL
300,2022-07-06 05:00:00+00:00,2022-07-06 00:00:00+00:00,1153.66,1111.03,0.03764753674895911,0.036647432347585135,True,HIGH_VOL
300,2022-07-07 05:00:00+00:00,2022-07-07 00:00:00+00:00,1189.74,1165.1,0.02092711182076073,0.036647432347585135,True,LOW_VOL
300,2022-07-08 05:00:00+00:00,2022-07-08 00:00:00+00:00,1277.0,1230.28,0.03726747710666541,0.036647432347585135,True,HIGH_VOL
300,2022-07-11 05:00:00+00:00,2022-07-11 00:00:00+00:00,1170.97,1142.75,0.02439361720519339,0.03744468425430146,True,LOW_VOL
300,2022-07-12 05:00:00+00:00,2022-07-12 00:00:00+00:00,1097.51,1081.0,0.015157148693372983,0.035191180924446605,True,LOW_VOL
300,2022-07-13 05:00:00+00:00,2022-07-13 00:00:00+00:00,1059.43,1034.51,0.02380201916005241,0.03217169009468348,True,LOW_VOL
300,2022-07-14 05:00:00+00:00,2022-07-14 00:00:00+00:00,1126.91,1103.53,0.020964473377450287,0.029634223898773432,True,LOW_VOL
300,2022-07-15 05:00:00+00:00,2022-07-15 00:00:00+00:00,1224.45,1180.74,0.036346400908036404,0.02795427112249102,True,HIGH_VOL
300,2022-07-18 05:00:00+00:00,2022-07-18 00:00:00+00:00,1421.0,1335.49,0.06204267020740144,0.02795427112249102,True,HIGH_VOL
300,2022-07-19 05:00:00+00:00,2022-07-19 00:00:00+00:00,1640.0,1492.57,0.09412718630389749,0.02795427112249102,True,HIGH_VOL
300,2022-07-20 05:00:00+00:00,2022-07-20 00:00:00+00:00,1569.58,1508.88,0.039435302066617606,0.02795427112249102,True,HIGH_VOL
300,2022-07-21 05:00:00+00:00,2022-07-21 00:00:00+00:00,1555.0,1462.3,0.06144566334139796,0.02795427112249102,True,HIGH_VOL
300,2022-07-22 05:00:00+00:00,2022-07-22 00:00:00+00:00,1595.86,1552.0,0.027866550608985092,0.02795427112249102,True,LOW_VOL
300,2022-07-25 05:00:00+00:00,2022-07-25 00:00:00+00:00,1609.26,1497.5,0.07194633637616037,0.02795427112249102,True,HIGH_VOL
300,2022-07-26 05:00:00+00:00,2022-07-26 00:00:00+00:00,1448.9,1400.0,0.03432903927831801,0.03057741854631774,True,HIGH_VOL
300,2022-07-27 05:00:00+00:00,2022-07-27 00:00:00+00:00,1459.08,1420.22,0.026992671829958598,0.03118449581436285,True,LOW_VOL
300,2022-07-28 05:00:00+00:00,2022-07-28 00:00:00+00:00,1681.46,1605.81,0.04602603376053691,0.03118449581436285,True,HIGH_VOL
300,2022-07-29 05:00:00+00:00,2022-07-29 00:00:00+00:00,1743.74,1695.34,0.028147062586505747,0.035337720093177205,True,LOW_VOL
300,2022-08-01 05:00:00+00:00,2022-08-01 00:00:00+00:00,1704.32,1673.75,0.018099092085125494,0.03123805093241188,True,LOW_VOL
300,2022-08-02 05:00:00+00:00,2022-08-02 00:00:00+00:00,1656.35,1565.07,0.05667066076450756,0.03123805093241188,True,HIGH_VOL
300,2022-08-03 05:00:00+00:00,2022-08-03 00:00:00+00:00,1638.3,1588.5,0.030866493120118972,0.035337720093177205,True,LOW_VOL
300,2022-08-04 05:00:00+00:00,2022-08-04 00:00:00+00:00,1659.11,1614.8,0.02706855105974199,0.03259776619921849,True,LOW_VOL
300,2022-08-05 05:00:00+00:00,2022-08-05 00:00:00+00:00,1668.5,1605.0,0.03879639529555522,0.03259776619921849,True,HIGH_VOL
300,2022-08-08 05:00:00+00:00,2022-08-08 00:00:00+00:00,1719.21,1693.15,0.015273886694252626,0.03259776619921849,True,LOW_VOL
300,2022-08-09 05:00:00+00:00,2022-08-09 00:00:00+00:00,1786.6,1759.0,0.015568592057761682,0.03259776619921849,True,LOW_VOL
300,2022-08-10 05:00:00+00:00,2022-08-10 00:00:00+00:00,1702.24,1655.0,0.028142164396945116,0.03259776619921849,True,LOW_VOL
300,2022-08-11 05:00:00+00:00,2022-08-11 00:00:00+00:00,1919.4,1849.8,0.03693091372174474,0.03259776619921849,True,HIGH_VOL
300,2022-08-12 05:00:00+00:00,2022-08-12 00:00:00+00:00,1914.24,1856.04,0.030873038607212223,0.035337720093177205,True,LOW_VOL
300,2022-08-15 05:00:00+00:00,2022-08-15 00:00:00+00:00,2012.94,1922.0,0.04622179753693833,0.032601038942765115,True,HIGH_VOL
300,2022-08-16 05:00:00+00:00,2022-08-16 00:00:00+00:00,1914.59,1860.1,0.02887124505588539,0.032601038942765115,True,LOW_VOL
300,2022-08-17 05:00:00+00:00,2022-08-17 00:00:00+00:00,1904.73,1874.02,0.016254052265960984,0.030869765863665598,True,LOW_VOL
300,2022-08-18 05:00:00+00:00,2022-08-18 00:00:00+00:00,1865.0,1820.11,0.024362909112618132,0.02986886908800218,True,LOW_VOL
300,2022-08-19 05:00:00+00:00,2022-08-19 00:00:00+00:00,1847.65,1805.75,0.022937537636174572,0.02850915382119557,True,LOW_VOL
300,2022-08-22 05:00:00+00:00,2022-08-22 00:00:00+00:00,1621.43,1584.13,0.023272064787431806,0.02850915382119557,True,LOW_VOL
300,2022-08-23 05:00:00+00:00,2022-08-23 00:00:00+00:00,1638.75,1606.39,0.01994366961055603,0.02814461349172543,True,LOW_VOL
300,2022-08-24 05:00:00+00:00,2022-08-24 00:00:00+00:00,1665.31,1605.0,0.03688335356586987,0.027605357728343553,True,HIGH_VOL
300,2022-08-25 05:00:00+00:00,2022-08-25 00:00:00+00:00,1687.02,1652.27,0.020812807512974315,0.02814461349172543,True,LOW_VOL
300,2022-08-26 05:00:00+00:00,2022-08-26 00:00:00+00:00,1694.29,1670.04,0.014415946117057482,0.027605357728343553,True,LOW_VOL
300,2022-08-29 05:00:00+00:00,2022-08-29 00:00:00+00:00,1462.0,1420.59,0.028731106400840967,0.025715730086180062,True,HIGH_VOL
300,2022-08-30 05:00:00+00:00,2022-08-30 00:00:00+00:00,1584.92,1523.0,0.039846585497696256,0.027605357728343553,True,HIGH_VOL
300,2022-08-31 05:00:00+00:00,2022-08-31 00:00:00+00:00,1621.29,1523.26,0.06234914375665832,0.027605357728343553,True,HIGH_VOL
300,2022-09-01 05:00:00+00:00,2022-09-01 00:00:00+00:00,1573.82,1533.06,0.02623854155937789,0.027605357728343553,True,LOW_VOL
300,2022-09-02 05:00:00+00:00,2022-09-02 00:00:00+00:00,1611.06,1566.66,0.027944564027038165,0.027190352978161504,True,HIGH_VOL
300,2022-09-05 05:00:00+00:00,2022-09-05 00:00:00+00:00,1594.39,1568.01,0.016683531495067107,0.027091552793208025,True,LOW_VOL
300,2022-09-06 05:00:00+00:00,2022-09-06 00:00:00+00:00,1675.4,1614.09,0.03727629510957636,0.027091552793208025,True,HIGH_VOL
300,2022-09-07 05:00:00+00:00,2022-09-07 00:00:00+00:00,1567.14,1486.16,0.05304424720793896,0.02804336421199164,True,HIGH_VOL
300,2022-09-08 05:00:00+00:00,2022-09-08 00:00:00+00:00,1646.94,1612.86,0.02090925823670173,0.028337835213939566,True,LOW_VOL
300,2022-09-09 05:00:00+00:00,2022-09-09 00:00:00+00:00,1704.4,1629.25,0.04508571685689865,0.027091552793208025,True,HIGH_VOL
300,2022-09-12 05:00:00+00:00,2022-09-12 00:00:00+00:00,1783.43,1708.01,0.04320280457347116,0.027091552793208025,True,HIGH_VOL
300,2022-09-13 05:00:00+00:00,2022-09-13 00:00:00+00:00,1724.13,1672.79,0.030227382452339264,0.027091552793208025,True,HIGH_VOL
300,2022-09-14 05:00:00+00:00,2022-09-14 00:00:00+00:00,1618.0,1548.0,0.04421983575489577,0.027091552793208025,True,HIGH_VOL
300,2022-09-15 05:00:00+00:00,2022-09-15 00:00:00+00:00,1641.22,1570.0,0.04435697336214898,0.028337835213939566,True,HIGH_VOL
300,2022-09-16 05:00:00+00:00,2022-09-16 00:00:00+00:00,1482.65,1445.0,0.02572028760268481,0.029479244426590116,True,LOW_VOL
300,2022-09-19 05:00:00+00:00,2022-09-19 00:00:00+00:00,1353.81,1283.28,0.05349077960934209,0.029479244426590116,True,HIGH_VOL
300,2022-09-20 05:00:00+00:00,2022-09-20 00:00:00+00:00,1384.53,1341.34,0.0316889653578491,0.033555368009104566,True,LOW_VOL
300,2022-09-21 05:00:00+00:00,2022-09-21 00:00:00+00:00,1345.2,1316.58,0.021504406825507832,0.034286159461859485,True,LOW_VOL
300,2022-09-22 05:00:00+00:00,2022-09-22 00:00:00+00:00,1270.0,1235.6,0.02745849297573443,0.03095817390509418,True,LOW_VOL
300,2022-09-23 05:00:00+00:00,2022-09-23 00:00:00+00:00,1359.22,1313.51,0.034204727001979275,0.03095817390509418,True,HIGH_VOL
300,2022-09-26 05:00:00+00:00,2022-09-26 00:00:00+00:00,1314.18,1286.0,0.021675422470752072,0.03294684617991418,True,LOW_VOL
300,2022-09-27 05:00:00+00:00,2022-09-27 00:00:00+00:00,1389.47,1331.23,0.042812511486014636,0.03294684617991418,True,HIGH_VOL
300,2022-09-28 05:00:00+00:00,2022-09-28 00:00:00+00:00,1339.96,1266.0,0.0567621912845938,0.03294684617991418,True,HIGH_VOL
300,2022-09-29 05:00:00+00:00,2022-09-29 00:00:00+00:00,1351.93,1326.7,0.018837988075994086,0.03294684617991418,True,LOW_VOL
300,2022-09-30 05:00:00+00:00,2022-09-30 00:00:00+00:00,1352.99,1318.75,0.025631236572420977,0.03294684617991418,True,LOW_VOL
300,2022-10-03 05:00:00+00:00,2022-10-03 00:00:00+00:00,1300.0,1260.48,0.030869212022745722,0.03294684617991418,True,LOW_VOL
300,2022-10-04 05:00:00+00:00,2022-10-04 00:00:00+00:00,1336.98,1318.06,0.014252139327467814,0.03294684617991418,True,LOW_VOL
300,2022-10-05 05:00:00+00:00,2022-10-05 00:00:00+00:00,1362.79,1348.0,0.010911948177468534,0.03127908869029741,True,LOW_VOL
300,2022-10-06 05:00:00+00:00,2022-10-06 00:00:00+00:00,1383.29,1350.82,0.023751787601815604,0.030548297237542495,True,LOW_VOL
300,2022-10-07 05:00:00+00:00,2022-10-07 00:00:00+00:00,1361.21,1349.58,0.008580524496549058,0.030548297237542495,True,LOW_VOL
300,2022-10-10 05:00:00+00:00,2022-10-10 00:00:00+00:00,1337.93,1319.76,0.0136735285153649,0.028842937714036846,True,LOW_VOL
300,2022-10-11 05:00:00+00:00,2022-10-11 00:00:00+00:00,1289.58,1265.0,0.019243867876519764,0.02658939028920962,True,LOW_VOL
300,2022-10-12 05:00:00+00:00,2022-10-12 00:00:00+00:00,1292.82,1274.35,0.014389385977555071,0.025675762087552893,True,LOW_VOL
300,2022-10-13 05:00:00+00:00,2022-10-13 00:00:00+00:00,1298.72,1281.55,0.013308684750045595,0.02469151208711829,True,LOW_VOL
300,2022-10-14 05:00:00+00:00,2022-10-14 00:00:00+00:00,1343.36,1282.74,0.046167320360991505,0.02271360503628384,True,HIGH_VOL
300,2022-10-17 05:00:00+00:00,2022-10-17 00:00:00+00:00,1307.85,1295.0,0.009873792189330856,0.02271360503628384,True,LOW_VOL
300,2022-10-18 05:00:00+00:00,2022-10-18 00:00:00+00:00,1342.0,1326.71,0.011458719755986948,0.021589914648129954,True,LOW_VOL
300,2022-10-19 05:00:00+00:00,2022-10-19 00:00:00+00:00,1312.78,1297.0,0.012092973354075803,0.0203741373510138,True,LOW_VOL
300,2022-10-20 05:00:00+00:00,2022-10-20 00:00:00+00:00,1291.43,1270.0,0.01673284063979891,0.019040927976256925,True,LOW_VOL
300,2022-10-21 05:00:00+00:00,2022-10-21 00:00:00+00:00,1291.94,1278.11,0.010762436528472329,0.017785414357896497,True,LOW_VOL
300,2022-10-24 05:00:00+00:00,2022-10-24 00:00:00+00:00,1370.4,1340.0,0.02243211334120432,0.015561113308676992,True,HIGH_VOL
300,2022-10-25 05:00:00+00:00,2022-10-25 00:00:00+00:00,1351.41,1334.16,0.012846434835062946,0.015561113308676992,True,LOW_VOL
300,2022-10-26 05:00:00+00:00,2022-10-26 00:00:00+00:00,1499.0,1456.69,0.028629524747182517,0.014320762652511441,True,HIGH_VOL
300,2022-10-27 05:00:00+00:00,2022-10-27 00:00:00+00:00,1577.5,1522.76,0.03531316728274403,0.014320762652511441,True,HIGH_VOL
300,2022-10-28 05:00:00+00:00,2022-10-28 00:00:00+00:00,1524.8,1496.0,0.01906779661016946,0.014320762652511441,True,HIGH_VOL
300,2022-10-31 05:00:00+00:00,2022-10-31 00:00:00+00:00,1596.36,1561.0,0.02239845947247061,0.014320762652511441,True,HIGH_VOL
300,2022-11-01 05:00:00+00:00,2022-11-01 00:00:00+00:00,1604.5,1568.0,0.02301024428684003,0.014320762652511441,True,HIGH_VOL
300,2022-11-02 05:00:00+00:00,2022-11-02 00:00:00+00:00,1595.3,1571.41,0.015088214582326688,0.015561113308676992,True,LOW_VOL
300,2022-11-03 05:00:00+00:00,2022-11-03 00:00:00+00:00,1558.14,1514.07,0.02868944505746688,0.0159105276110628,True,HIGH_VOL
300,2022-11-04 05:00:00+00:00,2022-11-04 00:00:00+00:00,1550.74,1527.78,0.014916258461858319,0.0159105276110628,True,LOW_VOL
300,2022-11-07 05:00:00+00:00,2022-11-07 00:00:00+00:00,1594.7,1563.0,0.020077904804129618,0.0159105276110628,True,HIGH_VOL
300,2022-11-08 05:00:00+00:00,2022-11-08 00:00:00+00:00,1576.34,1438.88,0.09117742652277433,0.017900318624984188,True,HIGH_VOL
300,2022-11-09 05:00:00+00:00,2022-11-09 00:00:00+00:00,1336.47,1282.03,0.041581057857552076,0.017900318624984188,True,HIGH_VOL
300,2022-11-10 05:00:00+00:00,2022-11-10 00:00:00+00:00,1185.99,1083.77,0.09007119695474412,0.01957285070714954,True,HIGH_VOL
300,2022-11-11 05:00:00+00:00,2022-11-11 00:00:00+00:00,1309.01,1219.01,0.07120196833885808,0.021238182138300116,True,HIGH_VOL
300,2022-11-14 05:00:00+00:00,2022-11-14 00:00:00+00:00,1230.86,1170.5,0.05027151280940793,0.021238182138300116,True,HIGH_VOL
300,2022-11-15 05:00:00+00:00,2022-11-15 00:00:00+00:00,1266.23,1235.37,0.02467220978573723,0.022415286406837466,True,HIGH_VOL
300,2022-11-16 05:00:00+00:00,2022-11-16 00:00:00+00:00,1268.2,1247.02,0.016841469135900684,0.022721178814022174,True,LOW_VOL
300,2022-11-17 05:00:00+00:00,2022-11-17 00:00:00+00:00,1228.92,1192.0,0.030500801348247834,0.022721178814022174,True,HIGH_VOL
300,2022-11-18 05:00:00+00:00,2022-11-18 00:00:00+00:00,1235.0,1198.48,0.03001462925522296,0.02384122703628863,True,HIGH_VOL
300,2022-11-21 05:00:00+00:00,2022-11-21 00:00:00+00:00,1143.64,1110.08,0.02978187174981823,0.026650867266459873,True,HIGH_VOL
300,2022-11-22 05:00:00+00:00,2022-11-22 00:00:00+00:00,1117.11,1096.27,0.018830928263560632,0.0286594849023247,True,LOW_VOL
300,2022-11-23 05:00:00+00:00,2022-11-23 00:00:00+00:00,1171.0,1127.01,0.038285299019586515,0.0286594849023247,True,HIGH_VOL
300,2022-11-24 05:00:00+00:00,2022-11-24 00:00:00+00:00,1210.0,1179.72,0.02534188105719496,0.029235658403642555,True,LOW_VOL
300,2022-11-25 05:00:00+00:00,2022-11-25 00:00:00+00:00,1204.27,1170.99,0.0280221954649175,0.02701566305733092,True,HIGH_VOL
300,2022-11-28 05:00:00+00:00,2022-11-28 00:00:00+00:00,1198.8,1156.52,0.03590170337788494,0.02835582026119219,True,HIGH_VOL
300,2022-11-29 05:00:00+00:00,2022-11-29 00:00:00+00:00,1203.0,1156.06,0.039795511771637905,0.029235658403642555,True,HIGH_VOL
300,2022-11-30 05:00:00+00:00,2022-11-30 00:00:00+00:00,1283.0,1211.53,0.05730137540939578,0.029898250502520596,True,HIGH_VOL
300,2022-12-01 05:00:00+00:00,2022-12-01 00:00:00+00:00,1295.38,1280.46,0.011584570470215598,0.030257715301735398,True,LOW_VOL
300,2022-12-02 05:00:00+00:00,2022-12-02 00:00:00+00:00,1284.66,1264.43,0.015872330910246413,0.030257715301735398,True,LOW_VOL
300,2022-12-05 05:00:00+00:00,2022-12-05 00:00:00+00:00,1303.86,1276.1,0.021519713483929975,0.030257715301735398,True,LOW_VOL
300,2022-12-06 05:00:00+00:00,2022-12-06 00:00:00+00:00,1269.6,1256.14,0.01065826252900125,0.030257715301735398,True,LOW_VOL
300,2022-12-07 05:00:00+00:00,2022-12-07 00:00:00+00:00,1278.3,1258.0,0.016007570082403465,0.029898250502520596,True,LOW_VOL
300,2022-12-08 05:00:00+00:00,2022-12-08 00:00:00+00:00,1238.91,1221.0,0.014561508347866453,0.028902033607367865,True,LOW_VOL
300,2022-12-09 05:00:00+00:00,2022-12-09 00:00:00+00:00,1290.0,1272.29,0.013823571882964096,0.02668203826105623,True,LOW_VOL
300,2022-12-12 05:00:00+00:00,2022-12-12 00:00:00+00:00,1262.6,1238.5,0.019271520530966302,0.025007045421466097,True,LOW_VOL
300,2022-12-13 05:00:00+00:00,2022-12-13 00:00:00+00:00,1278.0,1265.21,0.010058154851545853,0.0230959616348336,True,LOW_VOL
300,2022-12-14 05:00:00+00:00,2022-12-14 00:00:00+00:00,1327.69,1317.3,0.007856362405907093,0.020395617007448137,True,LOW_VOL
300,2022-12-15 05:00:00+00:00,2022-12-15 00:00:00+00:00,1311.86,1280.0,0.024584661208552856,0.020395617007448137,True,HIGH_VOL
300,2022-12-16 05:00:00+00:00,2022-12-16 00:00:00+00:00,1273.28,1265.27,0.006310689172953056,0.020395617007448137,True,LOW_VOL
300,2022-12-19 05:00:00+00:00,2022-12-19 00:00:00+00:00,1194.86,1172.75,0.018677062522966116,0.019051224397263467,True,LOW_VOL
300,2022-12-20 05:00:00+00:00,2022-12-20 00:00:00+00:00,1225.0,1162.5,0.05235602094240838,0.018753995393263376,True,HIGH_VOL
300,2022-12-21 05:00:00+00:00,2022-12-21 00:00:00+00:00,1218.55,1205.02,0.011165346988120809,0.01897429152696621,True,LOW_VOL
300,2022-12-22 05:00:00+00:00,2022-12-22 00:00:00+00:00,1217.98,1210.46,0.006193276342013788,0.01734231630268479,True,LOW_VOL
300,2022-12-23 05:00:00+00:00,2022-12-23 00:00:00+00:00,1229.58,1214.08,0.012685889198988403,0.01593995049632494,True,LOW_VOL
300,2022-12-26 05:00:00+00:00,2022-12-26 00:00:00+00:00,1224.0,1216.1,0.006475144461292645,0.015216919629056434,True,LOW_VOL
300,2022-12-27 05:00:00+00:00,2022-12-27 00:00:00+00:00,1233.97,1220.91,0.010640031284624865,0.014192540115415275,True,LOW_VOL
300,2022-12-28 05:00:00+00:00,2022-12-28 00:00:00+00:00,1215.42,1184.0,0.02618966250177132,0.01325473054097625,True,HIGH_VOL
300,2022-12-29 05:00:00+00:00,2022-12-29 00:00:00+00:00,1199.44,1186.24,0.0110660272962007,0.01325473054097625,True,LOW_VOL
300,2022-12-30 05:00:00+00:00,2022-12-30 00:00:00+00:00,1202.22,1194.53,0.006417023052049696,0.01325473054097625,True,LOW_VOL
300,2023-01-02 05:00:00+00:00,2023-01-02 00:00:00+00:00,1203.32,1191.5,0.009871305567850559,0.011925618093554606,True,LOW_VOL
300,2023-01-03 05:00:00+00:00,2023-01-03 00:00:00+00:00,1216.28,1210.64,0.004647866431526274,0.011115687142160754,True,LOW_VOL
300,2023-01-04 05:00:00+00:00,2023-01-04 00:00:00+00:00,1258.53,1212.16,0.03753607291890111,0.011115687142160754,True,HIGH_VOL
300,2023-01-05 05:00:00+00:00,2023-01-05 00:00:00+00:00,1260.0,1251.51,0.006760872940979736,0.011115687142160754,True,LOW_VOL
300,2023-01-06 05:00:00+00:00,2023-01-06 00:00:00+00:00,1258.98,1247.4,0.009240418452110157,0.010853029290412783,True,LOW_VOL
300,2023-01-09 05:00:00+00:00,2023-01-09 00:00:00+00:00,1314.61,1284.81,0.022928191673527137,0.010349093068085359,True,HIGH_VOL
300,2023-01-10 05:00:00+00:00,2023-01-10 00:00:00+00:00,1329.64,1316.74,0.00974916678632705,0.010349093068085359,True,LOW_VOL
300,2023-01-11 05:00:00+00:00,2023-01-11 00:00:00+00:00,1341.61,1326.74,0.01114546442558127,0.01025566842623771,True,HIGH_VOL
300,2023-01-12 05:00:00+00:00,2023-01-12 00:00:00+00:00,1419.73,1385.57,0.02435390154350699,0.010853029290412783,True,HIGH_VOL
300,2023-01-13 05:00:00+00:00,2023-01-13 00:00:00+00:00,1418.44,1400.7,0.012585398383904316,0.010853029290412783,True,HIGH_VOL
300,2023-01-16 05:00:00+00:00,2023-01-16 00:00:00+00:00,1586.5,1541.24,0.02894102450970988,0.011105745860890985,True,HIGH_VOL
300,2023-01-17 05:00:00+00:00,2023-01-17 00:00:00+00:00,1582.95,1540.0,0.027506043964840965,0.011105745860890985,True,HIGH_VOL
300,2023-01-18 05:00:00+00:00,2023-01-18 00:00:00+00:00,1592.91,1562.72,0.01913405564023669,0.011105745860890985,True,HIGH_VOL
300,2023-01-19 05:00:00+00:00,2023-01-19 00:00:00+00:00,1533.05,1509.87,0.015235366029997545,0.011105745860890985,True,HIGH_VOL
300,2023-01-20 05:00:00+00:00,2023-01-20 00:00:00+00:00,1564.0,1545.3,0.012028430836522719,0.011865431404742794,True,HIGH_VOL
300,2023-01-23 05:00:00+00:00,2023-01-23 00:00:00+00:00,1644.29,1626.38,0.010951884476269299,0.011586947631051996,True,LOW_VOL
300,2023-01-24 05:00:00+00:00,2023-01-24 00:00:00+00:00,1641.89,1623.04,0.01154695506488662,0.011586947631051996,True,LOW_VOL
300,2023-01-25 05:00:00+00:00,2023-01-25 00:00:00+00:00,1557.21,1512.3,0.029261999472228517,0.01178769295070467,True,HIGH_VOL
300,2023-01-26 05:00:00+00:00,2023-01-26 00:00:00+00:00,1633.0,1609.82,0.014296198987301216,0.01178769295070467,True,HIGH_VOL
300,2023-01-27 05:00:00+00:00,2023-01-27 00:00:00+00:00,1606.33,1551.1,0.034984148500521006,0.012306914610213517,True,HIGH_VOL
300,2023-01-30 05:00:00+00:00,2023-01-30 00:00:00+00:00,1648.49,1632.17,0.009949217535495868,0.013440798685602766,True,LOW_VOL
300,2023-01-31 05:00:00+00:00,2023-01-31 00:00:00+00:00,1576.68,1561.62,0.00959755281521854,0.013440798685602766,True,LOW_VOL
