character_rule,pair_state,lookback_min,hold_min,trades,net_wins,net_losses,win_rate,gross_pnl,fees,net_pnl,expectancy,net_per_100,pf,max_dd,max_loss_streak,max_win_streak,H1_trades,H1_wr,H1_net,H1_exp,H1_pf,H2_trades,H2_wr,H2_net,H2_exp,H2_pf,min_half_exp,evaluable_anchors,positive_anchors,discovery_supportive,discovery_strict
EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,60,480,37,14,23,0.3783783783783784,-119.41021236807991,27.75,-147.16021236807993,-3.977303036975133,-397.7303036975133,0.4422759161894516,202.51998284493112,11,6,19,0.15789473684210525,-151.57125123130427,-7.977434275331804,0.13300328349451518,18,0.6111111111111112,4.411038863224376,0.24505771462357645,1.0495426832694077,-7.977434275331804,2,0,False,False
EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,120,120,30,9,21,0.3,-3.1882874076899324,22.5,-25.688287407689934,-0.8562762469229978,-85.62762469229978,0.573453272075116,43.5576841564006,4,3,10,0.2,-27.140532939881037,-2.714053293988104,0.23586995447619397,20,0.35,1.4522455321911056,0.07261227660955528,1.058781941164728,-2.714053293988104,0,0,False,False
EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,120,240,30,13,17,0.43333333333333335,40.54884530021149,22.5,18.04884530021149,0.6016281766737163,60.16281766737163,1.3223483435040562,38.00797817597202,5,4,10,0.2,-19.801854261207005,-1.9801854261207006,0.30806291179477846,20,0.55,37.85069956141849,1.8925349780709244,2.382737399741457,-1.9801854261207006,0,0,False,False
EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,120,360,30,18,12,0.6,122.16139270409674,22.5,99.66139270409674,3.3220464234698914,332.20464234698915,3.213305968982231,19.16174390496542,5,8,10,0.6,27.249791087934312,2.7249791087934314,4.580653627890126,20,0.6,72.41160161616243,3.6205800808081214,2.9352071619659297,2.7249791087934314,0,0,False,False
EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,120,480,30,16,14,0.5333333333333333,81.26415191512612,22.5,58.764151915126114,1.9588050638375372,195.88050638375373,1.8004828384383103,38.44123884858835,4,11,10,0.2,-11.503535076198393,-1.1503535076198392,0.6196328294572054,20,0.7,70.26768699132452,3.513384349566226,2.6277859970136603,-1.1503535076198392,0,0,False,False
EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,180,120,18,3,15,0.16666666666666666,-38.140270645085074,13.5,-51.640270645085074,-2.8689039247269488,-286.8903924726949,0.2345272707024648,58.760548677715015,9,1,5,0.0,-26.004939368063063,-5.200987873612613,0.0,13,0.23076923076923078,-25.63533127702201,-1.9719485597709239,0.3816403821973115,-5.200987873612613,0,0,False,False
EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,180,240,18,5,13,0.2777777777777778,-60.09685028820573,13.5,-73.59685028820573,-4.0887139049003185,-408.87139049003184,0.23172119158375498,90.92941236233341,11,2,5,0.0,-21.044514114586008,-4.208902822917201,0.0,13,0.38461538461538464,-52.55233617361973,-4.042487397970748,0.2969581641170506,-4.208902822917201,0,0,False,False
EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,180,360,18,12,6,0.6666666666666666,-3.709821344457014,13.5,-17.209821344457005,-0.9561011858031669,-95.6101185803167,0.7865704575995212,76.54967746199787,4,4,5,0.8,19.031492664076467,3.806298532815293,11.05974682140428,13,0.6153846153846154,-36.24131400853347,-2.7877933852718053,0.539750914933863,-2.7877933852718053,0,0,False,False
EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,180,480,18,7,11,0.3888888888888889,-39.49877922145884,13.5,-52.998779221458854,-2.9443766234143807,-294.43766234143806,0.4728061241823082,85.29774779204485,5,4,5,0.0,-22.22942383902368,-4.445884767804737,0.0,13,0.5384615384615384,-30.769355382435176,-2.366873490956552,0.6070351888892834,-4.445884767804737,0,0,False,False
EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,240,120,26,10,16,0.38461538461538464,-1.0756921849375538,19.5,-20.575692184937562,-0.7913727763437524,-79.13727763437524,0.6790417956655713,42.98051046693351,4,3,7,0.5714285714285714,-4.749224031369899,-0.6784605759099855,0.7663289127171397,19,0.3157894736842105,-15.826468153567655,-0.8329720080825082,0.6385221636120605,-0.8329720080825082,0,0,False,False
EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,240,240,26,12,14,0.46153846153846156,-5.9603477546057135,19.5,-25.46034775460571,-0.979244144407912,-97.9244144407912,0.7056583619742824,46.61610016424177,4,3,7,0.5714285714285714,15.894709721651083,2.2706728173787263,2.52440331459161,19,0.42105263157894735,-41.35505747625679,-2.1765819724345676,0.45637286234952285,-2.1765819724345676,0,0,False,False
EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,240,360,26,14,12,0.5384615384615384,-38.861100481957074,19.5,-58.36110048195707,-2.2446577108445025,-224.46577108445024,0.5925262043773353,89.07677689804953,4,3,7,0.7142857142857143,19.899954442786118,2.8428506346837312,2.556713162350384,19,0.47368421052631576,-78.26105492474319,-4.119002890775957,0.40003784794240477,-4.119002890775957,0,0,False,False
EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,240,480,26,13,13,0.5,-61.31147023474051,19.5,-80.81147023474051,-3.108133470566943,-310.8133470566943,0.48172274920759584,109.5775925965951,4,6,7,0.42857142857142855,8.471027577167366,1.2101467967381951,1.4677445694581612,19,0.5263157894736842,-89.28249781190787,-4.699078832205678,0.35214689515061093,-4.699078832205678,0,0,False,False
EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,360,120,13,5,8,0.38461538461538464,-12.5754547890576,9.75,-22.325454789057602,-1.717342676081354,-171.73426760813538,0.45894852477612563,32.563357378843826,3,2,2,0.0,-12.466858438255215,-6.233429219127608,0.0,11,0.45454545454545453,-9.858596350802385,-0.8962360318911259,0.6576428093828337,-6.233429219127608,0,0,False,False
EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,360,240,13,5,8,0.38461538461538464,1.411115906167975,9.75,-8.338884093832025,-0.6414526226024635,-64.14526226024635,0.7935541950814481,24.540562621957683,3,2,2,0.0,-6.76911342795398,-3.38455671397699,0.0,11,0.45454545454545453,-1.5697706658780444,-0.14270642417073132,0.9533132777771973,-3.38455671397699,0,0,False,False
EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,360,360,13,7,6,0.5384615384615384,-3.105050707928113,9.75,-12.855050707928113,-0.9888500544560087,-98.88500544560087,0.7718910339030123,37.72987338530197,2,4,2,0.5,-5.30927649456753,-2.654638247283765,0.025570120715673363,11,0.5454545454545454,-7.545774213360579,-0.6859794739418708,0.8517712226533527,-2.654638247283765,0,0,False,False
EFF_HIGH__EXT_LOW,EFF_HIGH__EXT_LOW,360,480,13,5,8,0.38461538461538464,9.65882387833407,9.75,-0.0911761216659297,-0.00701354782045613,-0.7013547820456131,0.9979679014900363,25.881584861252236,3,2,2,0.0,-4.305977035896461,-2.1529885179482307,0.0,11,0.45454545454545453,4.21480091423053,0.3831637194755027,1.1039101209566904,-2.1529885179482307,0,0,False,False
EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,60,120,118,46,72,0.3898305084745763,-98.51079649087728,88.5,-187.01079649087728,-1.5848372583972652,-158.48372583972653,0.46838926268857767,187.62569270015024,7,4,60,0.4,-107.36653364874672,-1.789442227479112,0.47206333567724157,58,0.3793103448275862,-79.64426284213057,-1.3731769455539753,0.46335463016116585,-1.789442227479112,4,0,False,False
EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,60,240,118,47,71,0.3983050847457627,-136.81674795132375,88.5,-225.31674795132375,-1.9094639656891843,-190.94639656891843,0.49315540063568714,230.5331850660053,8,4,60,0.36666666666666664,-148.33191830374415,-2.472198638395736,0.427710168362234,58,0.43103448275862066,-76.98482964757953,-1.3273246490961987,0.5846690267132337,-2.472198638395736,4,1,False,False
EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,60,360,118,53,65,0.4491525423728814,-33.02784922394616,88.5,-121.52784922394613,-1.0298970273215775,-102.98970273215775,0.7498465829931366,167.07578850252435,7,6,60,0.36666666666666664,-132.33910686418864,-2.2056517810698106,0.5388710714116814,58,0.5344827586206896,10.811257640242491,0.18640099379728434,1.054376050517463,-2.2056517810698106,4,1,False,False
EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,60,480,118,61,57,0.5169491525423728,12.85190040773255,88.5,-75.64809959226746,-0.6410855897649784,-64.10855897649785,0.865181694304333,215.71391078625678,5,6,60,0.43333333333333335,-178.19145646341377,-2.9698576077235628,0.5453380539198746,58,0.603448275862069,102.5433568711463,1.767988911571488,1.6060814431087038,-2.9698576077235628,4,2,False,False
EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,120,120,133,51,82,0.38345864661654133,-86.97701171742119,99.75,-186.7270117174212,-1.4039624941159488,-140.39624941159488,0.5749743867347575,186.72701171742122,7,6,71,0.4225352112676056,-103.8797593172325,-1.463095201651162,0.6128998066453394,62,0.3387096774193548,-82.84725240018871,-1.3362460064546566,0.5154494526447825,-1.463095201651162,4,0,False,False
EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,120,240,133,58,75,0.43609022556390975,-31.548018041702335,99.75,-131.29801804170233,-0.9872031431706942,-98.72031431706942,0.7179564306373079,137.75710055270278,8,8,71,0.4788732394366197,-3.846669660208036,-0.054178445918423045,0.9833549749444741,62,0.3870967741935484,-127.45134838149428,-2.05566690937894,0.4563203688805165,-2.05566690937894,4,1,False,False
EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,120,360,133,62,71,0.46616541353383456,8.098321726920194,99.75,-91.6516782730798,-0.6891103629554872,-68.91103629554873,0.8465755190227766,137.09908378239822,6,7,71,0.43661971830985913,-34.37507237834355,-0.48415594899075426,0.8932330123663299,62,0.5,-57.27660589473622,-0.9238162241086487,0.7920312984335811,-0.9238162241086487,4,2,False,False
EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,120,480,133,62,71,0.46616541353383456,-96.00846200247105,99.75,-195.75846200247105,-1.4718681353569252,-147.18681353569252,0.7527874268461472,220.26912135327106,6,7,71,0.4788732394366197,-139.20784973340113,-1.9606739399070583,0.7033751148703079,62,0.45161290322580644,-56.5506122690699,-0.9121066495011274,0.8246801690019636,-1.9606739399070583,4,1,False,False
EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,180,120,135,53,82,0.3925925925925926,21.064614601008095,101.25,-80.18538539899191,-0.5939658177703104,-59.396581777031045,0.7874094151944582,124.81675411232588,9,7,68,0.39705882352941174,-33.9949923337128,-0.49992635784871764,0.8541356371040333,67,0.3880597014925373,-46.19039306527911,-0.6894088517205837,0.679507745996146,-0.6894088517205837,4,0,False,False
EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,180,240,135,56,79,0.4148148148148148,49.498672728683175,101.25,-51.75132727131681,-0.38334316497271714,-38.334316497271715,0.8952582059389418,157.14549766287604,14,7,68,0.39705882352941174,-58.97299854251776,-0.8672499785664376,0.8205115670224592,67,0.43283582089552236,7.221671271200953,0.10778613837613363,1.043629350695723,-0.8672499785664376,4,1,False,False
EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,180,360,135,67,68,0.4962962962962963,246.02066360141237,101.25,144.7706636014124,1.0723752859363882,107.23752859363881,1.2816649272187655,148.73545306711645,7,8,68,0.4411764705882353,-10.544083208941824,-0.15506004719032096,0.969800876933922,67,0.5522388059701493,155.3147468103542,2.3181305494082713,1.9422729230213547,-0.15506004719032096,4,2,False,False
EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,180,480,135,65,70,0.48148148148148145,-81.42068184304452,101.25,-182.6706818430445,-1.3531161618003296,-135.31161618003296,0.7899025683273297,311.70414703537915,8,8,68,0.36764705882352944,-270.234877971722,-3.9740423231135593,0.5668026089467803,67,0.5970149253731343,87.56419612867751,1.3069283004280225,1.3564702778225686,-3.9740423231135593,4,1,False,False
EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,240,120,115,40,75,0.34782608695652173,-1.7766263357662853,86.25,-88.0266263357663,-0.7654489246588373,-76.54489246588373,0.6904409554194375,114.12708943163385,16,4,52,0.38461538461538464,-69.44996265299767,-1.33557620486534,0.5761295728779834,63,0.31746031746031744,-18.576663682768633,-0.294867677504264,0.8458549709580321,-1.33557620486534,4,2,False,False
EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,240,240,115,46,69,0.4,101.2889423579232,86.25,15.03894235792323,0.13077341180802807,13.077341180802806,1.0447958287248302,77.36103544625065,14,9,52,0.40384615384615385,0.28204380339427004,0.005423919296043655,1.001716513204917,63,0.3968253968253968,14.756898554528956,0.23423648499252311,1.086091291842364,0.005423919296043655,4,1,False,False
EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,240,360,115,52,63,0.45217391304347826,83.70038888848349,86.25,-2.5496111115165228,-0.022170531404491503,-2.2170531404491505,0.9937249474425174,131.96861986394492,6,6,52,0.38461538461538464,-9.838293727074777,-0.18919795628989958,0.9511422879738552,63,0.5079365079365079,7.288682615558269,0.11569337485013126,1.035564457879491,-0.18919795628989958,4,2,False,False
EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,240,480,115,52,63,0.45217391304347826,-95.7872551229507,86.25,-182.03725512295068,-1.5829326532430494,-158.29326532430494,0.6934455843204195,250.4009475874731,9,6,52,0.3076923076923077,-146.08392615511985,-2.8093062722138433,0.5551174358787372,63,0.5714285714285714,-35.95332896783082,-0.57068776139414,0.8645580588855227,-2.8093062722138433,4,0,False,False
EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,360,120,116,52,64,0.4482758620689655,94.54055121722512,87.0,7.5405512172251115,0.06500475187263027,6.500475187263027,1.0343574214909468,58.52911514233432,8,7,60,0.43333333333333335,-58.52911514233434,-0.975485252372239,0.6255158579084178,56,0.4642857142857143,66.06966635955946,1.179815470706419,2.0457191099537972,-0.975485252372239,4,2,False,False
EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,360,240,116,52,64,0.4482758620689655,101.21311790512787,87.0,14.213117905127879,0.12252687849248171,12.252687849248172,1.0515261138855376,80.51460982965754,9,7,60,0.36666666666666664,-80.51460982965752,-1.3419101638276252,0.5668408510265452,56,0.5357142857142857,94.7277277347854,1.6915665666925965,2.052935810861435,-1.3419101638276252,4,2,False,False
EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,360,360,116,63,53,0.5431034482758621,130.77537416107756,87.0,43.775374161077565,0.37737391518170316,37.73739151817031,1.1238240619323223,93.39624170479352,7,10,60,0.5333333333333333,-22.219075887999402,-0.3703179314666567,0.9047592078671504,56,0.5535714285714286,65.99445004907695,1.1784723223049454,1.5488782843001299,-0.3703179314666567,4,2,False,False
EFF_HIGH__EXT_MID,EFF_HIGH__EXT_MID,360,480,116,59,57,0.5086206896551724,11.999783196882769,87.0,-75.00021680311723,-0.6465535931303209,-64.6553593130321,0.8413278624704457,212.46186249480178,8,10,60,0.4,-144.1775793171264,-2.40295965528544,0.5895191836442589,56,0.625,69.17736251400913,1.2353100448930203,1.5696731814858622,-2.40295965528544,4,2,False,False
EFF_HIGH__RANGE_HIGH,EFF_HIGH__RANGE_HIGH,60,120,194,71,123,0.36597938144329895,-436.16334126734995,145.5,-581.6633412673499,-2.998264645707989,-299.8264645707989,0.369796179466924,617.3837967343136,12,6,116,0.3620689655172414,-301.44544545964953,-2.5986676332728407,0.3958588866282079,78,0.3717948717948718,-280.2178958077005,-3.59253712573975,0.3391262710005852,-3.59253712573975,4,0,False,False
EFF_HIGH__RANGE_HIGH,EFF_HIGH__RANGE_HIGH,60,240,194,66,128,0.3402061855670103,-554.4853106826395,145.5,-699.9853106826395,-3.608171704549688,-360.8171704549688,0.334696833592363,717.7685493853154,15,8,116,0.35344827586206895,-265.9012592388373,-2.292252234817563,0.4679906909700267,78,0.32051282051282054,-434.084051443802,-5.56518014671541,0.21407741262638771,-5.56518014671541,4,0,False,False
EFF_HIGH__RANGE_HIGH,EFF_HIGH__RANGE_HIGH,60,360,194,71,123,0.36597938144329895,-749.4372660631423,145.5,-894.9372660631423,-4.613078691047125,-461.3078691047125,0.33702404393212354,914.4131379438322,12,6,116,0.3706896551724138,-504.32775396607417,-4.347653051431674,0.3300278086658313,78,0.358974358974359,-390.60951209706826,-5.007814257654721,0.3458438515070348,-5.007814257654721,4,0,False,False
EFF_HIGH__RANGE_HIGH,EFF_HIGH__RANGE_HIGH,60,480,194,73,121,0.37628865979381443,-711.7145684569696,145.5,-857.2145684569696,-4.418631796169946,-441.8631796169946,0.3958410325286593,891.5938350579371,12,6,116,0.3706896551724138,-554.067534077199,-4.7764442592861975,0.3678775785486933,78,0.38461538461538464,-303.14703437977056,-3.886500440766289,0.44103530269116964,-4.7764442592861975,4,0,False,False
EFF_HIGH__RANGE_HIGH,EFF_HIGH__RANGE_HIGH,120,120,214,78,136,0.3644859813084112,-137.77108050313578,160.5,-298.27108050313575,-1.3937900958090454,-139.37900958090455,0.5800991377336098,383.3687389262485,13,10,127,0.3228346456692913,-263.5804448300517,-2.075436573464974,0.46600788741895816,87,0.42528735632183906,-34.690635673084046,-0.39874293877108097,0.8399385836523745,-2.075436573464974,4,0,False,False
EFF_HIGH__RANGE_HIGH,EFF_HIGH__RANGE_HIGH,120,240,214,85,129,0.397196261682243,-42.57068891993658,160.5,-203.0706889199366,-0.9489284528969,-94.89284528969,0.7117002870963471,291.87780181582133,14,9,127,0.3700787401574803,-108.05298479637678,-0.8508109039084786,0.7428844040972918,87,0.4367816091954023,-95.0177041235598,-1.0921575186616068,0.6655753794914276,-1.0921575186616068,4,0,False,False
