partition,transition,date_utc,previous_session_start,previous_session_end,active_session_start,active_session_end,previous_session_high,previous_session_low,breakout_side,breakout_bar_start,breakout_ts,side,signal_level,k,visit_no,signal_bar_start,signal_ts,same_visits_at_signal,opp_visits_at_signal,structural_outcome,entry_depth,entry_fraction_from_low,planned_entry_px,stop_px,target_px,nominal_rr,filled,entry_ts,entry_px,exit_ts,exit_px,exit_reason,gross_return,net_pnl_usd,hold_minutes
development,ASIA_TO_LONDON,2022-06-06,2022-06-06 00:00:00+00:00,2022-06-06 08:00:00+00:00,2022-06-06 08:00:00+00:00,2022-06-06 13:30:00+00:00,31473.9,29876.2,HIGH,2022-06-06 10:45:00+00:00,2022-06-06 10:50:00+00:00,LONG,HIGH,1,1,2022-06-06 08:30:00+00:00,2022-06-06 08:35:00+00:00,1,0,TARGET_BREAK,DEEP,0.25,30275.625,29876.2,31473.9,3.0000000000000093,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-06-06,2022-06-06 00:00:00+00:00,2022-06-06 08:00:00+00:00,2022-06-06 08:00:00+00:00,2022-06-06 13:30:00+00:00,31473.9,29876.2,HIGH,2022-06-06 10:45:00+00:00,2022-06-06 10:50:00+00:00,LONG,HIGH,1,1,2022-06-06 08:30:00+00:00,2022-06-06 08:35:00+00:00,1,0,TARGET_BREAK,NEAR_OPPOSITE_EDGE,0.1,30035.97,29876.2,31473.9,8.999999999999977,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-06-06,2022-06-06 00:00:00+00:00,2022-06-06 08:00:00+00:00,2022-06-06 08:00:00+00:00,2022-06-06 13:30:00+00:00,31473.9,29876.2,HIGH,2022-06-06 10:45:00+00:00,2022-06-06 10:50:00+00:00,LONG,HIGH,2,2,2022-06-06 09:00:00+00:00,2022-06-06 09:05:00+00:00,2,0,TARGET_BREAK,SHALLOW,0.75,31074.475000000002,29876.2,31473.9,0.3333333333333323,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-06-06,2022-06-06 00:00:00+00:00,2022-06-06 08:00:00+00:00,2022-06-06 08:00:00+00:00,2022-06-06 13:30:00+00:00,31473.9,29876.2,HIGH,2022-06-06 10:45:00+00:00,2022-06-06 10:50:00+00:00,LONG,HIGH,2,2,2022-06-06 09:00:00+00:00,2022-06-06 09:05:00+00:00,2,0,TARGET_BREAK,MID,0.5,30675.050000000003,29876.2,31473.9,0.9999999999999954,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-06-06,2022-06-06 00:00:00+00:00,2022-06-06 08:00:00+00:00,2022-06-06 08:00:00+00:00,2022-06-06 13:30:00+00:00,31473.9,29876.2,HIGH,2022-06-06 10:45:00+00:00,2022-06-06 10:50:00+00:00,LONG,HIGH,2,2,2022-06-06 09:00:00+00:00,2022-06-06 09:05:00+00:00,2,0,TARGET_BREAK,DEEP,0.25,30275.625,29876.2,31473.9,3.0000000000000093,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-06-06,2022-06-06 00:00:00+00:00,2022-06-06 08:00:00+00:00,2022-06-06 08:00:00+00:00,2022-06-06 13:30:00+00:00,31473.9,29876.2,HIGH,2022-06-06 10:45:00+00:00,2022-06-06 10:50:00+00:00,LONG,HIGH,2,2,2022-06-06 09:00:00+00:00,2022-06-06 09:05:00+00:00,2,0,TARGET_BREAK,NEAR_OPPOSITE_EDGE,0.1,30035.97,29876.2,31473.9,8.999999999999977,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-06-06,2022-06-06 00:00:00+00:00,2022-06-06 08:00:00+00:00,2022-06-06 08:00:00+00:00,2022-06-06 13:30:00+00:00,31473.9,29876.2,HIGH,2022-06-06 10:45:00+00:00,2022-06-06 10:50:00+00:00,LONG,HIGH,3,3,2022-06-06 09:20:00+00:00,2022-06-06 09:25:00+00:00,3,0,TARGET_BREAK,SHALLOW,0.75,31074.475000000002,29876.2,31473.9,0.3333333333333323,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-06-06,2022-06-06 00:00:00+00:00,2022-06-06 08:00:00+00:00,2022-06-06 08:00:00+00:00,2022-06-06 13:30:00+00:00,31473.9,29876.2,HIGH,2022-06-06 10:45:00+00:00,2022-06-06 10:50:00+00:00,LONG,HIGH,3,3,2022-06-06 09:20:00+00:00,2022-06-06 09:25:00+00:00,3,0,TARGET_BREAK,MID,0.5,30675.050000000003,29876.2,31473.9,0.9999999999999954,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-06-06,2022-06-06 00:00:00+00:00,2022-06-06 08:00:00+00:00,2022-06-06 08:00:00+00:00,2022-06-06 13:30:00+00:00,31473.9,29876.2,HIGH,2022-06-06 10:45:00+00:00,2022-06-06 10:50:00+00:00,LONG,HIGH,3,3,2022-06-06 09:20:00+00:00,2022-06-06 09:25:00+00:00,3,0,TARGET_BREAK,DEEP,0.25,30275.625,29876.2,31473.9,3.0000000000000093,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-06-06,2022-06-06 00:00:00+00:00,2022-06-06 08:00:00+00:00,2022-06-06 08:00:00+00:00,2022-06-06 13:30:00+00:00,31473.9,29876.2,HIGH,2022-06-06 10:45:00+00:00,2022-06-06 10:50:00+00:00,LONG,HIGH,3,3,2022-06-06 09:20:00+00:00,2022-06-06 09:25:00+00:00,3,0,TARGET_BREAK,NEAR_OPPOSITE_EDGE,0.1,30035.97,29876.2,31473.9,8.999999999999977,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-06-06,2022-06-06 08:00:00+00:00,2022-06-06 13:30:00+00:00,2022-06-06 13:30:00+00:00,2022-06-06 20:00:00+00:00,31594.6,31261.2,HIGH,2022-06-06 14:20:00+00:00,2022-06-06 14:25:00+00:00,SHORT,LOW,1,1,2022-06-06 13:35:00+00:00,2022-06-06 13:40:00+00:00,1,0,OPPOSITE_BREAK,SHALLOW,0.25,31344.55,31594.6,31261.2,0.3333333333333285,True,2022-06-06 13:40:00+00:00,31344.55,2022-06-06 14:05:00+00:00,31594.6,SL_RANGE_EDGE,-0.00797746338677685,-4.388731693388426,25.0
development,LONDON_TO_NEWYORK,2022-06-06,2022-06-06 08:00:00+00:00,2022-06-06 13:30:00+00:00,2022-06-06 13:30:00+00:00,2022-06-06 20:00:00+00:00,31594.6,31261.2,HIGH,2022-06-06 14:20:00+00:00,2022-06-06 14:25:00+00:00,SHORT,LOW,1,1,2022-06-06 13:35:00+00:00,2022-06-06 13:40:00+00:00,1,0,OPPOSITE_BREAK,MID,0.5,31427.9,31594.6,31261.2,1.0000000000000218,True,2022-06-06 13:40:00+00:00,31427.9,2022-06-06 14:05:00+00:00,31594.6,SL_RANGE_EDGE,-0.005304204226181053,-3.0521021130905264,25.0
development,LONDON_TO_NEWYORK,2022-06-06,2022-06-06 08:00:00+00:00,2022-06-06 13:30:00+00:00,2022-06-06 13:30:00+00:00,2022-06-06 20:00:00+00:00,31594.6,31261.2,HIGH,2022-06-06 14:20:00+00:00,2022-06-06 14:25:00+00:00,SHORT,LOW,1,1,2022-06-06 13:35:00+00:00,2022-06-06 13:40:00+00:00,1,0,OPPOSITE_BREAK,DEEP,0.75,31511.25,31594.6,31261.2,3.0000000000000435,True,2022-06-06 14:00:00+00:00,31511.25,2022-06-06 14:05:00+00:00,31594.6,SL_RANGE_EDGE,-0.0026450870720773345,-1.7225435360386672,5.0
development,LONDON_TO_NEWYORK,2022-06-06,2022-06-06 08:00:00+00:00,2022-06-06 13:30:00+00:00,2022-06-06 13:30:00+00:00,2022-06-06 20:00:00+00:00,31594.6,31261.2,HIGH,2022-06-06 14:20:00+00:00,2022-06-06 14:25:00+00:00,SHORT,LOW,1,1,2022-06-06 13:35:00+00:00,2022-06-06 13:40:00+00:00,1,0,OPPOSITE_BREAK,NEAR_OPPOSITE_EDGE,0.9,31561.26,31594.6,31261.2,8.999999999999892,True,2022-06-06 14:05:00+00:00,31561.26,2022-06-06 14:05:00+00:00,31594.6,SL_FILL_5M_CONSERVATIVE,-0.0010563583329690207,-0.9281791664845104,0.0
development,LONDON_TO_NEWYORK,2022-06-06,2022-06-06 08:00:00+00:00,2022-06-06 13:30:00+00:00,2022-06-06 13:30:00+00:00,2022-06-06 20:00:00+00:00,31594.6,31261.2,HIGH,2022-06-06 14:20:00+00:00,2022-06-06 14:25:00+00:00,LONG,HIGH,1,1,2022-06-06 14:05:00+00:00,2022-06-06 14:10:00+00:00,1,1,TARGET_BREAK,SHALLOW,0.75,31511.25,31261.2,31594.6,0.3333333333333285,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-06-06,2022-06-06 08:00:00+00:00,2022-06-06 13:30:00+00:00,2022-06-06 13:30:00+00:00,2022-06-06 20:00:00+00:00,31594.6,31261.2,HIGH,2022-06-06 14:20:00+00:00,2022-06-06 14:25:00+00:00,LONG,HIGH,1,1,2022-06-06 14:05:00+00:00,2022-06-06 14:10:00+00:00,1,1,TARGET_BREAK,MID,0.5,31427.9,31261.2,31594.6,0.9999999999999781,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-06-06,2022-06-06 08:00:00+00:00,2022-06-06 13:30:00+00:00,2022-06-06 13:30:00+00:00,2022-06-06 20:00:00+00:00,31594.6,31261.2,HIGH,2022-06-06 14:20:00+00:00,2022-06-06 14:25:00+00:00,LONG,HIGH,1,1,2022-06-06 14:05:00+00:00,2022-06-06 14:10:00+00:00,1,1,TARGET_BREAK,DEEP,0.25,31344.55,31261.2,31594.6,3.0000000000000435,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-06-06,2022-06-06 08:00:00+00:00,2022-06-06 13:30:00+00:00,2022-06-06 13:30:00+00:00,2022-06-06 20:00:00+00:00,31594.6,31261.2,HIGH,2022-06-06 14:20:00+00:00,2022-06-06 14:25:00+00:00,LONG,HIGH,1,1,2022-06-06 14:05:00+00:00,2022-06-06 14:10:00+00:00,1,1,TARGET_BREAK,NEAR_OPPOSITE_EDGE,0.1,31294.54,31261.2,31594.6,8.999999999999892,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-06-09,2022-06-09 00:00:00+00:00,2022-06-09 08:00:00+00:00,2022-06-09 08:00:00+00:00,2022-06-09 13:30:00+00:00,30479.7,30055.3,HIGH,2022-06-09 08:45:00+00:00,2022-06-09 08:50:00+00:00,LONG,HIGH,1,1,2022-06-09 08:00:00+00:00,2022-06-09 08:05:00+00:00,1,0,TARGET_BREAK,SHALLOW,0.75,30373.6,30055.3,30479.7,0.333333333333341,True,2022-06-09 08:15:00+00:00,30373.6,2022-06-09 08:35:00+00:00,30479.7,TP_RANGE_EDGE,0.0034931651170755362,1.3465825585377682,20.0
development,ASIA_TO_LONDON,2022-06-09,2022-06-09 00:00:00+00:00,2022-06-09 08:00:00+00:00,2022-06-09 08:00:00+00:00,2022-06-09 13:30:00+00:00,30479.7,30055.3,HIGH,2022-06-09 08:45:00+00:00,2022-06-09 08:50:00+00:00,LONG,HIGH,1,1,2022-06-09 08:00:00+00:00,2022-06-09 08:05:00+00:00,1,0,TARGET_BREAK,MID,0.5,30267.5,30055.3,30479.7,1.0,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-06-09,2022-06-09 00:00:00+00:00,2022-06-09 08:00:00+00:00,2022-06-09 08:00:00+00:00,2022-06-09 13:30:00+00:00,30479.7,30055.3,HIGH,2022-06-09 08:45:00+00:00,2022-06-09 08:50:00+00:00,LONG,HIGH,1,1,2022-06-09 08:00:00+00:00,2022-06-09 08:05:00+00:00,1,0,TARGET_BREAK,DEEP,0.25,30161.4,30055.3,30479.7,2.9999999999999316,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-06-09,2022-06-09 00:00:00+00:00,2022-06-09 08:00:00+00:00,2022-06-09 08:00:00+00:00,2022-06-09 13:30:00+00:00,30479.7,30055.3,HIGH,2022-06-09 08:45:00+00:00,2022-06-09 08:50:00+00:00,LONG,HIGH,1,1,2022-06-09 08:00:00+00:00,2022-06-09 08:05:00+00:00,1,0,TARGET_BREAK,NEAR_OPPOSITE_EDGE,0.1,30097.739999999998,30055.3,30479.7,9.000000000000343,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-06-09,2022-06-09 00:00:00+00:00,2022-06-09 08:00:00+00:00,2022-06-09 08:00:00+00:00,2022-06-09 13:30:00+00:00,30479.7,30055.3,HIGH,2022-06-09 08:45:00+00:00,2022-06-09 08:50:00+00:00,LONG,HIGH,2,2,2022-06-09 08:35:00+00:00,2022-06-09 08:40:00+00:00,2,0,TARGET_BREAK,SHALLOW,0.75,30373.6,30055.3,30479.7,0.333333333333341,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-06-09,2022-06-09 00:00:00+00:00,2022-06-09 08:00:00+00:00,2022-06-09 08:00:00+00:00,2022-06-09 13:30:00+00:00,30479.7,30055.3,HIGH,2022-06-09 08:45:00+00:00,2022-06-09 08:50:00+00:00,LONG,HIGH,2,2,2022-06-09 08:35:00+00:00,2022-06-09 08:40:00+00:00,2,0,TARGET_BREAK,MID,0.5,30267.5,30055.3,30479.7,1.0,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-06-09,2022-06-09 00:00:00+00:00,2022-06-09 08:00:00+00:00,2022-06-09 08:00:00+00:00,2022-06-09 13:30:00+00:00,30479.7,30055.3,HIGH,2022-06-09 08:45:00+00:00,2022-06-09 08:50:00+00:00,LONG,HIGH,2,2,2022-06-09 08:35:00+00:00,2022-06-09 08:40:00+00:00,2,0,TARGET_BREAK,DEEP,0.25,30161.4,30055.3,30479.7,2.9999999999999316,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-06-09,2022-06-09 00:00:00+00:00,2022-06-09 08:00:00+00:00,2022-06-09 08:00:00+00:00,2022-06-09 13:30:00+00:00,30479.7,30055.3,HIGH,2022-06-09 08:45:00+00:00,2022-06-09 08:50:00+00:00,LONG,HIGH,2,2,2022-06-09 08:35:00+00:00,2022-06-09 08:40:00+00:00,2,0,TARGET_BREAK,NEAR_OPPOSITE_EDGE,0.1,30097.739999999998,30055.3,30479.7,9.000000000000343,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-06-10,2022-06-10 00:00:00+00:00,2022-06-10 08:00:00+00:00,2022-06-10 08:00:00+00:00,2022-06-10 13:30:00+00:00,30374.1,29470.5,LOW,2022-06-10 13:25:00+00:00,2022-06-10 13:30:00+00:00,SHORT,LOW,1,1,2022-06-10 12:30:00+00:00,2022-06-10 12:35:00+00:00,1,0,TARGET_BREAK,SHALLOW,0.25,29696.4,30374.1,29470.5,0.3333333333333369,True,2022-06-10 12:35:00+00:00,29696.4,2022-06-10 13:25:00+00:00,29470.5,TP_RANGE_EDGE,0.007606982664565498,3.403491332282749,50.0
development,ASIA_TO_LONDON,2022-06-10,2022-06-10 00:00:00+00:00,2022-06-10 08:00:00+00:00,2022-06-10 08:00:00+00:00,2022-06-10 13:30:00+00:00,30374.1,29470.5,LOW,2022-06-10 13:25:00+00:00,2022-06-10 13:30:00+00:00,SHORT,LOW,1,1,2022-06-10 12:30:00+00:00,2022-06-10 12:35:00+00:00,1,0,TARGET_BREAK,MID,0.5,29922.3,30374.1,29470.5,1.0,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-06-10,2022-06-10 00:00:00+00:00,2022-06-10 08:00:00+00:00,2022-06-10 08:00:00+00:00,2022-06-10 13:30:00+00:00,30374.1,29470.5,LOW,2022-06-10 13:25:00+00:00,2022-06-10 13:30:00+00:00,SHORT,LOW,1,1,2022-06-10 12:30:00+00:00,2022-06-10 12:35:00+00:00,1,0,TARGET_BREAK,DEEP,0.75,30148.199999999997,30374.1,29470.5,2.9999999999999676,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-06-10,2022-06-10 00:00:00+00:00,2022-06-10 08:00:00+00:00,2022-06-10 08:00:00+00:00,2022-06-10 13:30:00+00:00,30374.1,29470.5,LOW,2022-06-10 13:25:00+00:00,2022-06-10 13:30:00+00:00,SHORT,LOW,1,1,2022-06-10 12:30:00+00:00,2022-06-10 12:35:00+00:00,1,0,TARGET_BREAK,NEAR_OPPOSITE_EDGE,0.9,30283.739999999998,30374.1,29470.5,8.99999999999992,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-06-10,2022-06-10 08:00:00+00:00,2022-06-10 13:30:00+00:00,2022-06-10 13:30:00+00:00,2022-06-10 20:00:00+00:00,30177.4,29284.0,LOW,2022-06-10 16:25:00+00:00,2022-06-10 16:30:00+00:00,SHORT,LOW,1,1,2022-06-10 13:30:00+00:00,2022-06-10 13:35:00+00:00,1,0,TARGET_BREAK,SHALLOW,0.25,29507.35,30177.4,29284.0,0.3333333333333297,True,2022-06-10 13:40:00+00:00,29507.35,2022-06-10 14:00:00+00:00,29284.0,TP_RANGE_EDGE,0.007569300530206879,3.38465026510344,20.0
development,LONDON_TO_NEWYORK,2022-06-10,2022-06-10 08:00:00+00:00,2022-06-10 13:30:00+00:00,2022-06-10 13:30:00+00:00,2022-06-10 20:00:00+00:00,30177.4,29284.0,LOW,2022-06-10 16:25:00+00:00,2022-06-10 16:30:00+00:00,SHORT,LOW,1,1,2022-06-10 13:30:00+00:00,2022-06-10 13:35:00+00:00,1,0,TARGET_BREAK,MID,0.5,29730.7,30177.4,29284.0,1.0,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-06-10,2022-06-10 08:00:00+00:00,2022-06-10 13:30:00+00:00,2022-06-10 13:30:00+00:00,2022-06-10 20:00:00+00:00,30177.4,29284.0,LOW,2022-06-10 16:25:00+00:00,2022-06-10 16:30:00+00:00,SHORT,LOW,1,1,2022-06-10 13:30:00+00:00,2022-06-10 13:35:00+00:00,1,0,TARGET_BREAK,DEEP,0.75,29954.050000000003,30177.4,29284.0,3.0000000000000324,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-06-10,2022-06-10 08:00:00+00:00,2022-06-10 13:30:00+00:00,2022-06-10 13:30:00+00:00,2022-06-10 20:00:00+00:00,30177.4,29284.0,LOW,2022-06-10 16:25:00+00:00,2022-06-10 16:30:00+00:00,SHORT,LOW,1,1,2022-06-10 13:30:00+00:00,2022-06-10 13:35:00+00:00,1,0,TARGET_BREAK,NEAR_OPPOSITE_EDGE,0.9,30088.06,30177.4,29284.0,9.0,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-06-10,2022-06-10 08:00:00+00:00,2022-06-10 13:30:00+00:00,2022-06-10 13:30:00+00:00,2022-06-10 20:00:00+00:00,30177.4,29284.0,LOW,2022-06-10 16:25:00+00:00,2022-06-10 16:30:00+00:00,SHORT,LOW,2,2,2022-06-10 14:00:00+00:00,2022-06-10 14:05:00+00:00,2,0,TARGET_BREAK,SHALLOW,0.25,29507.35,30177.4,29284.0,0.3333333333333297,True,2022-06-10 14:30:00+00:00,29507.35,2022-06-10 16:20:00+00:00,29284.0,TP_RANGE_EDGE,0.007569300530206879,3.38465026510344,110.0
development,LONDON_TO_NEWYORK,2022-06-10,2022-06-10 08:00:00+00:00,2022-06-10 13:30:00+00:00,2022-06-10 13:30:00+00:00,2022-06-10 20:00:00+00:00,30177.4,29284.0,LOW,2022-06-10 16:25:00+00:00,2022-06-10 16:30:00+00:00,SHORT,LOW,2,2,2022-06-10 14:00:00+00:00,2022-06-10 14:05:00+00:00,2,0,TARGET_BREAK,MID,0.5,29730.7,30177.4,29284.0,1.0,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-06-10,2022-06-10 08:00:00+00:00,2022-06-10 13:30:00+00:00,2022-06-10 13:30:00+00:00,2022-06-10 20:00:00+00:00,30177.4,29284.0,LOW,2022-06-10 16:25:00+00:00,2022-06-10 16:30:00+00:00,SHORT,LOW,2,2,2022-06-10 14:00:00+00:00,2022-06-10 14:05:00+00:00,2,0,TARGET_BREAK,DEEP,0.75,29954.050000000003,30177.4,29284.0,3.0000000000000324,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-06-10,2022-06-10 08:00:00+00:00,2022-06-10 13:30:00+00:00,2022-06-10 13:30:00+00:00,2022-06-10 20:00:00+00:00,30177.4,29284.0,LOW,2022-06-10 16:25:00+00:00,2022-06-10 16:30:00+00:00,SHORT,LOW,2,2,2022-06-10 14:00:00+00:00,2022-06-10 14:05:00+00:00,2,0,TARGET_BREAK,NEAR_OPPOSITE_EDGE,0.9,30088.06,30177.4,29284.0,9.0,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-06-10,2022-06-10 08:00:00+00:00,2022-06-10 13:30:00+00:00,2022-06-10 13:30:00+00:00,2022-06-10 20:00:00+00:00,30177.4,29284.0,LOW,2022-06-10 16:25:00+00:00,2022-06-10 16:30:00+00:00,SHORT,LOW,3,3,2022-06-10 14:10:00+00:00,2022-06-10 14:15:00+00:00,3,0,TARGET_BREAK,SHALLOW,0.25,29507.35,30177.4,29284.0,0.3333333333333297,True,2022-06-10 14:30:00+00:00,29507.35,2022-06-10 16:20:00+00:00,29284.0,TP_RANGE_EDGE,0.007569300530206879,3.38465026510344,110.0
development,LONDON_TO_NEWYORK,2022-06-10,2022-06-10 08:00:00+00:00,2022-06-10 13:30:00+00:00,2022-06-10 13:30:00+00:00,2022-06-10 20:00:00+00:00,30177.4,29284.0,LOW,2022-06-10 16:25:00+00:00,2022-06-10 16:30:00+00:00,SHORT,LOW,3,3,2022-06-10 14:10:00+00:00,2022-06-10 14:15:00+00:00,3,0,TARGET_BREAK,MID,0.5,29730.7,30177.4,29284.0,1.0,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-06-10,2022-06-10 08:00:00+00:00,2022-06-10 13:30:00+00:00,2022-06-10 13:30:00+00:00,2022-06-10 20:00:00+00:00,30177.4,29284.0,LOW,2022-06-10 16:25:00+00:00,2022-06-10 16:30:00+00:00,SHORT,LOW,3,3,2022-06-10 14:10:00+00:00,2022-06-10 14:15:00+00:00,3,0,TARGET_BREAK,DEEP,0.75,29954.050000000003,30177.4,29284.0,3.0000000000000324,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,LONDON_TO_NEWYORK,2022-06-10,2022-06-10 08:00:00+00:00,2022-06-10 13:30:00+00:00,2022-06-10 13:30:00+00:00,2022-06-10 20:00:00+00:00,30177.4,29284.0,LOW,2022-06-10 16:25:00+00:00,2022-06-10 16:30:00+00:00,SHORT,LOW,3,3,2022-06-10 14:10:00+00:00,2022-06-10 14:15:00+00:00,3,0,TARGET_BREAK,NEAR_OPPOSITE_EDGE,0.9,30088.06,30177.4,29284.0,9.0,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-06-13,2022-06-13 00:00:00+00:00,2022-06-13 08:00:00+00:00,2022-06-13 08:00:00+00:00,2022-06-13 13:30:00+00:00,26877.0,24552.0,LOW,2022-06-13 08:45:00+00:00,2022-06-13 08:50:00+00:00,SHORT,LOW,1,1,2022-06-13 08:25:00+00:00,2022-06-13 08:30:00+00:00,1,0,TARGET_BREAK,SHALLOW,0.25,25133.25,26877.0,24552.0,0.3333333333333333,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-06-13,2022-06-13 00:00:00+00:00,2022-06-13 08:00:00+00:00,2022-06-13 08:00:00+00:00,2022-06-13 13:30:00+00:00,26877.0,24552.0,LOW,2022-06-13 08:45:00+00:00,2022-06-13 08:50:00+00:00,SHORT,LOW,1,1,2022-06-13 08:25:00+00:00,2022-06-13 08:30:00+00:00,1,0,TARGET_BREAK,MID,0.5,25714.5,26877.0,24552.0,1.0,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-06-13,2022-06-13 00:00:00+00:00,2022-06-13 08:00:00+00:00,2022-06-13 08:00:00+00:00,2022-06-13 13:30:00+00:00,26877.0,24552.0,LOW,2022-06-13 08:45:00+00:00,2022-06-13 08:50:00+00:00,SHORT,LOW,1,1,2022-06-13 08:25:00+00:00,2022-06-13 08:30:00+00:00,1,0,TARGET_BREAK,DEEP,0.75,26295.75,26877.0,24552.0,3.0,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-06-13,2022-06-13 00:00:00+00:00,2022-06-13 08:00:00+00:00,2022-06-13 08:00:00+00:00,2022-06-13 13:30:00+00:00,26877.0,24552.0,LOW,2022-06-13 08:45:00+00:00,2022-06-13 08:50:00+00:00,SHORT,LOW,1,1,2022-06-13 08:25:00+00:00,2022-06-13 08:30:00+00:00,1,0,TARGET_BREAK,NEAR_OPPOSITE_EDGE,0.9,26644.5,26877.0,24552.0,9.0,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-06-13,2022-06-13 00:00:00+00:00,2022-06-13 08:00:00+00:00,2022-06-13 08:00:00+00:00,2022-06-13 13:30:00+00:00,26877.0,24552.0,LOW,2022-06-13 08:45:00+00:00,2022-06-13 08:50:00+00:00,SHORT,LOW,2,2,2022-06-13 08:35:00+00:00,2022-06-13 08:40:00+00:00,2,0,TARGET_BREAK,SHALLOW,0.25,25133.25,26877.0,24552.0,0.3333333333333333,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-06-13,2022-06-13 00:00:00+00:00,2022-06-13 08:00:00+00:00,2022-06-13 08:00:00+00:00,2022-06-13 13:30:00+00:00,26877.0,24552.0,LOW,2022-06-13 08:45:00+00:00,2022-06-13 08:50:00+00:00,SHORT,LOW,2,2,2022-06-13 08:35:00+00:00,2022-06-13 08:40:00+00:00,2,0,TARGET_BREAK,MID,0.5,25714.5,26877.0,24552.0,1.0,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-06-13,2022-06-13 00:00:00+00:00,2022-06-13 08:00:00+00:00,2022-06-13 08:00:00+00:00,2022-06-13 13:30:00+00:00,26877.0,24552.0,LOW,2022-06-13 08:45:00+00:00,2022-06-13 08:50:00+00:00,SHORT,LOW,2,2,2022-06-13 08:35:00+00:00,2022-06-13 08:40:00+00:00,2,0,TARGET_BREAK,DEEP,0.75,26295.75,26877.0,24552.0,3.0,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
development,ASIA_TO_LONDON,2022-06-13,2022-06-13 00:00:00+00:00,2022-06-13 08:00:00+00:00,2022-06-13 08:00:00+00:00,2022-06-13 13:30:00+00:00,26877.0,24552.0,LOW,2022-06-13 08:45:00+00:00,2022-06-13 08:50:00+00:00,SHORT,LOW,2,2,2022-06-13 08:35:00+00:00,2022-06-13 08:40:00+00:00,2,0,TARGET_BREAK,NEAR_OPPOSITE_EDGE,0.9,26644.5,26877.0,24552.0,9.0,False,,,,,RANGE_BROKE_BEFORE_FILL,,,
