period,n_sessions,up_sessions,up_rate,down_sessions,down_rate,flat_sessions,flat_rate,mean_ny_return,median_ny_return,high_close_breaks,high_close_break_rate,low_close_breaks,low_close_break_rate,high_first,high_first_rate,low_first,low_first_rate,none_first,none_first_rate,same_bar_both,median_up_extension_r,median_down_extension_r
ALL,1732,863,0.4982678983833718,869,0.5017321016166282,0,0.0,-1.635114915219383e-05,-5.30458743668305e-05,918,0.5300230946882217,915,0.5282909930715936,765,0.4416859122401848,758,0.4376443418013857,209,0.12066974595842957,0,0.1581500071477764,0.20727090393829295
2020,262,158,0.6030534351145038,104,0.3969465648854962,0,0.0,0.0025043786423732486,0.0026208545222777824,126,0.48091603053435117,89,0.33969465648854963,119,0.4541984732824427,78,0.29770992366412213,65,0.2480916030534351,0,0.044141180654338794,0.0
2021,261,130,0.49808429118773945,131,0.5019157088122606,0,0.0,-0.00041138491070136484,-0.00026596972998216284,124,0.47509578544061304,108,0.41379310344827586,120,0.45977011494252873,94,0.36015325670498083,47,0.18007662835249041,0,0.014482904178977489,0.0
2022,260,106,0.4076923076923077,154,0.5923076923076923,0,0.0,-0.001793259415193223,-0.0023654391106616157,126,0.4846153846153846,152,0.5846153846153846,104,0.4,126,0.4846153846153846,30,0.11538461538461539,0,0.10003677619759022,0.27762112995383176
2023,260,120,0.46153846153846156,140,0.5384615384615384,0,0.0,-0.00013074455912751154,-0.0007458956383561977,127,0.48846153846153845,149,0.573076923076923,103,0.39615384615384613,126,0.4846153846153846,31,0.11923076923076924,0,0.20033296820059487,0.3067025657431902
2024,262,133,0.5076335877862596,129,0.49236641221374045,0,0.0,0.0003239444978307775,0.0005785262803882363,164,0.6259541984732825,153,0.583969465648855,128,0.48854961832061067,118,0.45038167938931295,16,0.061068702290076333,0,0.3410749500924747,0.30748582797640034
2025,261,124,0.47509578544061304,137,0.524904214559387,0,0.0,-0.0009383257104269613,-0.00046671267961695406,160,0.6130268199233716,163,0.6245210727969349,121,0.46360153256704983,130,0.49808429118773945,10,0.038314176245210725,0,0.346192157928101,0.3893609789258973
2026,166,92,0.5542168674698795,74,0.4457831325301205,0,0.0,0.0005010521227278886,0.0017590477073365918,91,0.5481927710843374,101,0.608433734939759,70,0.42168674698795183,86,0.5180722891566265,10,0.060240963855421686,0,0.18910292518363112,0.2774064193886808
