partition,regime,clock_block,obs_start,obs_end,reclaim_complete_ts,H,L,R4,F05,T10,base_filled,base_fill_ts,base_cancel_reason,rebreak_confirmed,rebreak_complete_ts,t10_reached,t10_ts,high_failure,high_failure_ts,unresolved,minutes_reclaim_to_fill,minutes_fill_to_rebreak,minutes_fill_to_t10,gate,gate_pass,filled,fill_ts,cancel_reason,rebreak_after_fill,t10_after_fill,high_failure_after_fill,unresolved_after_fill
development,BULL,08-12,2022-02-05 08:00:00+00:00,2022-02-05 12:00:00+00:00,2022-02-05 08:45:00+00:00,41752.46,41352.85,399.6100000000006,41372.8305,41312.888999999996,True,2022-02-05 08:45:00+00:00,,True,2022-02-05 09:50:00+00:00,True,2022-02-05 09:55:00+00:00,False,,False,0.0,65.0,70.0,BASE,True,True,2022-02-05 08:45:00+00:00,,True,True,False,False
development,BULL,08-12,2022-02-05 08:00:00+00:00,2022-02-05 12:00:00+00:00,2022-02-05 08:45:00+00:00,41752.46,41352.85,399.6100000000006,41372.8305,41312.888999999996,True,2022-02-05 08:45:00+00:00,,True,2022-02-05 09:50:00+00:00,True,2022-02-05 09:55:00+00:00,False,,False,0.0,65.0,70.0,WEAK_C05,False,False,,GATE_REJECT,False,False,False,False
development,BULL,08-12,2022-02-05 08:00:00+00:00,2022-02-05 12:00:00+00:00,2022-02-05 08:45:00+00:00,41752.46,41352.85,399.6100000000006,41372.8305,41312.888999999996,True,2022-02-05 08:45:00+00:00,,True,2022-02-05 09:50:00+00:00,True,2022-02-05 09:55:00+00:00,False,,False,0.0,65.0,70.0,WEAK_C10,False,False,,GATE_REJECT,False,False,False,False
development,BULL,08-12,2022-02-05 08:00:00+00:00,2022-02-05 12:00:00+00:00,2022-02-05 08:45:00+00:00,41752.46,41352.85,399.6100000000006,41372.8305,41312.888999999996,True,2022-02-05 08:45:00+00:00,,True,2022-02-05 09:50:00+00:00,True,2022-02-05 09:55:00+00:00,False,,False,0.0,65.0,70.0,NOT_STRONG_BODY,True,True,2022-02-05 08:45:00+00:00,,True,True,False,False
development,BULL,08-12,2022-02-05 08:00:00+00:00,2022-02-05 12:00:00+00:00,2022-02-05 08:45:00+00:00,41752.46,41352.85,399.6100000000006,41372.8305,41312.888999999996,True,2022-02-05 08:45:00+00:00,,True,2022-02-05 09:50:00+00:00,True,2022-02-05 09:55:00+00:00,False,,False,0.0,65.0,70.0,QUICK_RECLAIM,True,True,2022-02-05 08:45:00+00:00,,True,True,False,False
development,BULL,08-12,2022-02-05 08:00:00+00:00,2022-02-05 12:00:00+00:00,2022-02-05 08:45:00+00:00,41752.46,41352.85,399.6100000000006,41372.8305,41312.888999999996,True,2022-02-05 08:45:00+00:00,,True,2022-02-05 09:50:00+00:00,True,2022-02-05 09:55:00+00:00,False,,False,0.0,65.0,70.0,TIME_LEFT_120,True,True,2022-02-05 08:45:00+00:00,,True,True,False,False
development,BULL,08-12,2022-02-08 08:00:00+00:00,2022-02-08 12:00:00+00:00,2022-02-08 08:40:00+00:00,45600.0,44063.38,1536.6200000000026,44140.210999999996,43909.71799999999,True,2022-02-08 08:40:00+00:00,,True,2022-02-08 08:55:00+00:00,True,2022-02-08 09:10:00+00:00,False,,False,0.0,15.0,30.0,BASE,True,True,2022-02-08 08:40:00+00:00,,True,True,False,False
development,BULL,08-12,2022-02-08 08:00:00+00:00,2022-02-08 12:00:00+00:00,2022-02-08 08:40:00+00:00,45600.0,44063.38,1536.6200000000026,44140.210999999996,43909.71799999999,True,2022-02-08 08:40:00+00:00,,True,2022-02-08 08:55:00+00:00,True,2022-02-08 09:10:00+00:00,False,,False,0.0,15.0,30.0,WEAK_C05,True,True,2022-02-08 08:40:00+00:00,,True,True,False,False
development,BULL,08-12,2022-02-08 08:00:00+00:00,2022-02-08 12:00:00+00:00,2022-02-08 08:40:00+00:00,45600.0,44063.38,1536.6200000000026,44140.210999999996,43909.71799999999,True,2022-02-08 08:40:00+00:00,,True,2022-02-08 08:55:00+00:00,True,2022-02-08 09:10:00+00:00,False,,False,0.0,15.0,30.0,WEAK_C10,True,True,2022-02-08 08:40:00+00:00,,True,True,False,False
development,BULL,08-12,2022-02-08 08:00:00+00:00,2022-02-08 12:00:00+00:00,2022-02-08 08:40:00+00:00,45600.0,44063.38,1536.6200000000026,44140.210999999996,43909.71799999999,True,2022-02-08 08:40:00+00:00,,True,2022-02-08 08:55:00+00:00,True,2022-02-08 09:10:00+00:00,False,,False,0.0,15.0,30.0,NOT_STRONG_BODY,True,True,2022-02-08 08:40:00+00:00,,True,True,False,False
development,BULL,08-12,2022-02-08 08:00:00+00:00,2022-02-08 12:00:00+00:00,2022-02-08 08:40:00+00:00,45600.0,44063.38,1536.6200000000026,44140.210999999996,43909.71799999999,True,2022-02-08 08:40:00+00:00,,True,2022-02-08 08:55:00+00:00,True,2022-02-08 09:10:00+00:00,False,,False,0.0,15.0,30.0,QUICK_RECLAIM,True,True,2022-02-08 08:40:00+00:00,,True,True,False,False
development,BULL,08-12,2022-02-08 08:00:00+00:00,2022-02-08 12:00:00+00:00,2022-02-08 08:40:00+00:00,45600.0,44063.38,1536.6200000000026,44140.210999999996,43909.71799999999,True,2022-02-08 08:40:00+00:00,,True,2022-02-08 08:55:00+00:00,True,2022-02-08 09:10:00+00:00,False,,False,0.0,15.0,30.0,TIME_LEFT_120,True,True,2022-02-08 08:40:00+00:00,,True,True,False,False
development,BULL,16-20,2022-02-08 16:00:00+00:00,2022-02-08 20:00:00+00:00,2022-02-08 17:40:00+00:00,43978.64,42822.0,1156.6399999999994,42879.832,42706.336,True,2022-02-08 17:40:00+00:00,,True,2022-02-08 19:30:00+00:00,True,2022-02-08 19:35:00+00:00,False,,False,0.0,110.0,115.0,BASE,True,True,2022-02-08 17:40:00+00:00,,True,True,False,False
development,BULL,16-20,2022-02-08 16:00:00+00:00,2022-02-08 20:00:00+00:00,2022-02-08 17:40:00+00:00,43978.64,42822.0,1156.6399999999994,42879.832,42706.336,True,2022-02-08 17:40:00+00:00,,True,2022-02-08 19:30:00+00:00,True,2022-02-08 19:35:00+00:00,False,,False,0.0,110.0,115.0,WEAK_C05,True,True,2022-02-08 17:40:00+00:00,,True,True,False,False
development,BULL,16-20,2022-02-08 16:00:00+00:00,2022-02-08 20:00:00+00:00,2022-02-08 17:40:00+00:00,43978.64,42822.0,1156.6399999999994,42879.832,42706.336,True,2022-02-08 17:40:00+00:00,,True,2022-02-08 19:30:00+00:00,True,2022-02-08 19:35:00+00:00,False,,False,0.0,110.0,115.0,WEAK_C10,True,True,2022-02-08 17:40:00+00:00,,True,True,False,False
development,BULL,16-20,2022-02-08 16:00:00+00:00,2022-02-08 20:00:00+00:00,2022-02-08 17:40:00+00:00,43978.64,42822.0,1156.6399999999994,42879.832,42706.336,True,2022-02-08 17:40:00+00:00,,True,2022-02-08 19:30:00+00:00,True,2022-02-08 19:35:00+00:00,False,,False,0.0,110.0,115.0,NOT_STRONG_BODY,True,True,2022-02-08 17:40:00+00:00,,True,True,False,False
development,BULL,16-20,2022-02-08 16:00:00+00:00,2022-02-08 20:00:00+00:00,2022-02-08 17:40:00+00:00,43978.64,42822.0,1156.6399999999994,42879.832,42706.336,True,2022-02-08 17:40:00+00:00,,True,2022-02-08 19:30:00+00:00,True,2022-02-08 19:35:00+00:00,False,,False,0.0,110.0,115.0,QUICK_RECLAIM,True,True,2022-02-08 17:40:00+00:00,,True,True,False,False
development,BULL,16-20,2022-02-08 16:00:00+00:00,2022-02-08 20:00:00+00:00,2022-02-08 17:40:00+00:00,43978.64,42822.0,1156.6399999999994,42879.832,42706.336,True,2022-02-08 17:40:00+00:00,,True,2022-02-08 19:30:00+00:00,True,2022-02-08 19:35:00+00:00,False,,False,0.0,110.0,115.0,TIME_LEFT_120,True,True,2022-02-08 17:40:00+00:00,,True,True,False,False
development,BEAR,20-00,2022-02-11 20:00:00+00:00,2022-02-12 00:00:00+00:00,2022-02-11 23:15:00+00:00,43746.52,42046.11,1700.4099999999962,42131.1305,41876.069,True,2022-02-11 23:15:00+00:00,,False,,False,,False,,True,0.0,,,BASE,True,True,2022-02-11 23:15:00+00:00,,False,False,False,True
development,BEAR,20-00,2022-02-11 20:00:00+00:00,2022-02-12 00:00:00+00:00,2022-02-11 23:15:00+00:00,43746.52,42046.11,1700.4099999999962,42131.1305,41876.069,True,2022-02-11 23:15:00+00:00,,False,,False,,False,,True,0.0,,,WEAK_C05,False,False,,GATE_REJECT,False,False,False,False
development,BEAR,20-00,2022-02-11 20:00:00+00:00,2022-02-12 00:00:00+00:00,2022-02-11 23:15:00+00:00,43746.52,42046.11,1700.4099999999962,42131.1305,41876.069,True,2022-02-11 23:15:00+00:00,,False,,False,,False,,True,0.0,,,WEAK_C10,True,True,2022-02-11 23:15:00+00:00,,False,False,False,True
development,BEAR,20-00,2022-02-11 20:00:00+00:00,2022-02-12 00:00:00+00:00,2022-02-11 23:15:00+00:00,43746.52,42046.11,1700.4099999999962,42131.1305,41876.069,True,2022-02-11 23:15:00+00:00,,False,,False,,False,,True,0.0,,,NOT_STRONG_BODY,True,True,2022-02-11 23:15:00+00:00,,False,False,False,True
development,BEAR,20-00,2022-02-11 20:00:00+00:00,2022-02-12 00:00:00+00:00,2022-02-11 23:15:00+00:00,43746.52,42046.11,1700.4099999999962,42131.1305,41876.069,True,2022-02-11 23:15:00+00:00,,False,,False,,False,,True,0.0,,,QUICK_RECLAIM,True,True,2022-02-11 23:15:00+00:00,,False,False,False,True
development,BEAR,20-00,2022-02-11 20:00:00+00:00,2022-02-12 00:00:00+00:00,2022-02-11 23:15:00+00:00,43746.52,42046.11,1700.4099999999962,42131.1305,41876.069,True,2022-02-11 23:15:00+00:00,,False,,False,,False,,True,0.0,,,TIME_LEFT_120,False,False,,GATE_REJECT,False,False,False,False
development,BEAR,16-20,2022-02-13 16:00:00+00:00,2022-02-13 20:00:00+00:00,2022-02-13 17:20:00+00:00,42755.97,42158.01,597.9599999999991,42187.908,42098.214,True,2022-02-13 17:20:00+00:00,,True,2022-02-13 18:40:00+00:00,True,2022-02-13 18:45:00+00:00,False,,False,0.0,80.0,85.0,BASE,True,True,2022-02-13 17:20:00+00:00,,True,True,False,False
development,BEAR,16-20,2022-02-13 16:00:00+00:00,2022-02-13 20:00:00+00:00,2022-02-13 17:20:00+00:00,42755.97,42158.01,597.9599999999991,42187.908,42098.214,True,2022-02-13 17:20:00+00:00,,True,2022-02-13 18:40:00+00:00,True,2022-02-13 18:45:00+00:00,False,,False,0.0,80.0,85.0,WEAK_C05,True,True,2022-02-13 17:20:00+00:00,,True,True,False,False
development,BEAR,16-20,2022-02-13 16:00:00+00:00,2022-02-13 20:00:00+00:00,2022-02-13 17:20:00+00:00,42755.97,42158.01,597.9599999999991,42187.908,42098.214,True,2022-02-13 17:20:00+00:00,,True,2022-02-13 18:40:00+00:00,True,2022-02-13 18:45:00+00:00,False,,False,0.0,80.0,85.0,WEAK_C10,True,True,2022-02-13 17:20:00+00:00,,True,True,False,False
development,BEAR,16-20,2022-02-13 16:00:00+00:00,2022-02-13 20:00:00+00:00,2022-02-13 17:20:00+00:00,42755.97,42158.01,597.9599999999991,42187.908,42098.214,True,2022-02-13 17:20:00+00:00,,True,2022-02-13 18:40:00+00:00,True,2022-02-13 18:45:00+00:00,False,,False,0.0,80.0,85.0,NOT_STRONG_BODY,True,True,2022-02-13 17:20:00+00:00,,True,True,False,False
development,BEAR,16-20,2022-02-13 16:00:00+00:00,2022-02-13 20:00:00+00:00,2022-02-13 17:20:00+00:00,42755.97,42158.01,597.9599999999991,42187.908,42098.214,True,2022-02-13 17:20:00+00:00,,True,2022-02-13 18:40:00+00:00,True,2022-02-13 18:45:00+00:00,False,,False,0.0,80.0,85.0,QUICK_RECLAIM,True,True,2022-02-13 17:20:00+00:00,,True,True,False,False
development,BEAR,16-20,2022-02-13 16:00:00+00:00,2022-02-13 20:00:00+00:00,2022-02-13 17:20:00+00:00,42755.97,42158.01,597.9599999999991,42187.908,42098.214,True,2022-02-13 17:20:00+00:00,,True,2022-02-13 18:40:00+00:00,True,2022-02-13 18:45:00+00:00,False,,False,0.0,80.0,85.0,TIME_LEFT_120,True,True,2022-02-13 17:20:00+00:00,,True,True,False,False
development,BULL,00-04,2022-02-16 00:00:00+00:00,2022-02-16 04:00:00+00:00,2022-02-16 02:40:00+00:00,44777.0,43939.2,837.8000000000029,43981.09,43855.42,True,2022-02-16 02:40:00+00:00,,True,2022-02-16 04:10:00+00:00,True,2022-02-16 04:20:00+00:00,False,,False,0.0,90.0,100.0,BASE,True,True,2022-02-16 02:40:00+00:00,,True,True,False,False
development,BULL,00-04,2022-02-16 00:00:00+00:00,2022-02-16 04:00:00+00:00,2022-02-16 02:40:00+00:00,44777.0,43939.2,837.8000000000029,43981.09,43855.42,True,2022-02-16 02:40:00+00:00,,True,2022-02-16 04:10:00+00:00,True,2022-02-16 04:20:00+00:00,False,,False,0.0,90.0,100.0,WEAK_C05,True,True,2022-02-16 02:40:00+00:00,,True,True,False,False
development,BULL,00-04,2022-02-16 00:00:00+00:00,2022-02-16 04:00:00+00:00,2022-02-16 02:40:00+00:00,44777.0,43939.2,837.8000000000029,43981.09,43855.42,True,2022-02-16 02:40:00+00:00,,True,2022-02-16 04:10:00+00:00,True,2022-02-16 04:20:00+00:00,False,,False,0.0,90.0,100.0,WEAK_C10,True,True,2022-02-16 02:40:00+00:00,,True,True,False,False
development,BULL,00-04,2022-02-16 00:00:00+00:00,2022-02-16 04:00:00+00:00,2022-02-16 02:40:00+00:00,44777.0,43939.2,837.8000000000029,43981.09,43855.42,True,2022-02-16 02:40:00+00:00,,True,2022-02-16 04:10:00+00:00,True,2022-02-16 04:20:00+00:00,False,,False,0.0,90.0,100.0,NOT_STRONG_BODY,True,True,2022-02-16 02:40:00+00:00,,True,True,False,False
development,BULL,00-04,2022-02-16 00:00:00+00:00,2022-02-16 04:00:00+00:00,2022-02-16 02:40:00+00:00,44777.0,43939.2,837.8000000000029,43981.09,43855.42,True,2022-02-16 02:40:00+00:00,,True,2022-02-16 04:10:00+00:00,True,2022-02-16 04:20:00+00:00,False,,False,0.0,90.0,100.0,QUICK_RECLAIM,True,True,2022-02-16 02:40:00+00:00,,True,True,False,False
development,BULL,00-04,2022-02-16 00:00:00+00:00,2022-02-16 04:00:00+00:00,2022-02-16 02:40:00+00:00,44777.0,43939.2,837.8000000000029,43981.09,43855.42,True,2022-02-16 02:40:00+00:00,,True,2022-02-16 04:10:00+00:00,True,2022-02-16 04:20:00+00:00,False,,False,0.0,90.0,100.0,TIME_LEFT_120,False,False,,GATE_REJECT,False,False,False,False
development,BEAR,12-16,2022-02-18 12:00:00+00:00,2022-02-18 16:00:00+00:00,2022-02-18 14:55:00+00:00,40938.0,40073.1,864.9000000000015,40116.345,39986.61,True,2022-02-18 14:55:00+00:00,,True,2022-02-18 15:35:00+00:00,True,2022-02-18 15:40:00+00:00,False,,False,0.0,40.0,45.0,BASE,True,True,2022-02-18 14:55:00+00:00,,True,True,False,False
development,BEAR,12-16,2022-02-18 12:00:00+00:00,2022-02-18 16:00:00+00:00,2022-02-18 14:55:00+00:00,40938.0,40073.1,864.9000000000015,40116.345,39986.61,True,2022-02-18 14:55:00+00:00,,True,2022-02-18 15:35:00+00:00,True,2022-02-18 15:40:00+00:00,False,,False,0.0,40.0,45.0,WEAK_C05,False,False,,GATE_REJECT,False,False,False,False
