partition,regime,clock_block,obs_start,obs_end,reclaim_complete_ts,H,L,R4,F05,T10,base_filled,base_fill_ts,base_cancel_reason,rebreak_confirmed,rebreak_complete_ts,t10_reached,t10_ts,high_failure,high_failure_ts,unresolved,minutes_reclaim_to_fill,minutes_fill_to_rebreak,minutes_fill_to_t10,gate,gate_pass,filled,fill_ts,cancel_reason,rebreak_after_fill,t10_after_fill,high_failure_after_fill,unresolved_after_fill
development,BEAR,00-04,2022-01-03 00:00:00+00:00,2022-01-03 04:00:00+00:00,2022-01-03 03:55:00+00:00,47469.46,46815.75,653.7099999999991,46848.4355,46750.379,True,2022-01-03 03:55:00+00:00,,True,2022-01-03 04:00:00+00:00,True,2022-01-03 04:05:00+00:00,False,,False,0.0,5.0,10.0,BASE,True,True,2022-01-03 03:55:00+00:00,,True,True,False,False
development,BEAR,00-04,2022-01-03 00:00:00+00:00,2022-01-03 04:00:00+00:00,2022-01-03 03:55:00+00:00,47469.46,46815.75,653.7099999999991,46848.4355,46750.379,True,2022-01-03 03:55:00+00:00,,True,2022-01-03 04:00:00+00:00,True,2022-01-03 04:05:00+00:00,False,,False,0.0,5.0,10.0,WEAK_C05,False,False,,GATE_REJECT,False,False,False,False
development,BEAR,00-04,2022-01-03 00:00:00+00:00,2022-01-03 04:00:00+00:00,2022-01-03 03:55:00+00:00,47469.46,46815.75,653.7099999999991,46848.4355,46750.379,True,2022-01-03 03:55:00+00:00,,True,2022-01-03 04:00:00+00:00,True,2022-01-03 04:05:00+00:00,False,,False,0.0,5.0,10.0,WEAK_C10,True,True,2022-01-03 03:55:00+00:00,,True,True,False,False
development,BEAR,00-04,2022-01-03 00:00:00+00:00,2022-01-03 04:00:00+00:00,2022-01-03 03:55:00+00:00,47469.46,46815.75,653.7099999999991,46848.4355,46750.379,True,2022-01-03 03:55:00+00:00,,True,2022-01-03 04:00:00+00:00,True,2022-01-03 04:05:00+00:00,False,,False,0.0,5.0,10.0,NOT_STRONG_BODY,False,False,,GATE_REJECT,False,False,False,False
development,BEAR,00-04,2022-01-03 00:00:00+00:00,2022-01-03 04:00:00+00:00,2022-01-03 03:55:00+00:00,47469.46,46815.75,653.7099999999991,46848.4355,46750.379,True,2022-01-03 03:55:00+00:00,,True,2022-01-03 04:00:00+00:00,True,2022-01-03 04:05:00+00:00,False,,False,0.0,5.0,10.0,QUICK_RECLAIM,True,True,2022-01-03 03:55:00+00:00,,True,True,False,False
development,BEAR,00-04,2022-01-03 00:00:00+00:00,2022-01-03 04:00:00+00:00,2022-01-03 03:55:00+00:00,47469.46,46815.75,653.7099999999991,46848.4355,46750.379,True,2022-01-03 03:55:00+00:00,,True,2022-01-03 04:00:00+00:00,True,2022-01-03 04:05:00+00:00,False,,False,0.0,5.0,10.0,TIME_LEFT_120,False,False,,GATE_REJECT,False,False,False,False
development,BEAR,16-20,2022-01-17 16:00:00+00:00,2022-01-17 20:00:00+00:00,2022-01-17 16:25:00+00:00,42768.95,42345.78,423.1699999999983,42366.9385,42303.462999999996,True,2022-01-17 16:25:00+00:00,,True,2022-01-17 16:30:00+00:00,True,2022-01-17 16:35:00+00:00,False,,False,0.0,5.0,10.0,BASE,True,True,2022-01-17 16:25:00+00:00,,True,True,False,False
development,BEAR,16-20,2022-01-17 16:00:00+00:00,2022-01-17 20:00:00+00:00,2022-01-17 16:25:00+00:00,42768.95,42345.78,423.1699999999983,42366.9385,42303.462999999996,True,2022-01-17 16:25:00+00:00,,True,2022-01-17 16:30:00+00:00,True,2022-01-17 16:35:00+00:00,False,,False,0.0,5.0,10.0,WEAK_C05,False,False,,GATE_REJECT,False,False,False,False
development,BEAR,16-20,2022-01-17 16:00:00+00:00,2022-01-17 20:00:00+00:00,2022-01-17 16:25:00+00:00,42768.95,42345.78,423.1699999999983,42366.9385,42303.462999999996,True,2022-01-17 16:25:00+00:00,,True,2022-01-17 16:30:00+00:00,True,2022-01-17 16:35:00+00:00,False,,False,0.0,5.0,10.0,WEAK_C10,False,False,,GATE_REJECT,False,False,False,False
development,BEAR,16-20,2022-01-17 16:00:00+00:00,2022-01-17 20:00:00+00:00,2022-01-17 16:25:00+00:00,42768.95,42345.78,423.1699999999983,42366.9385,42303.462999999996,True,2022-01-17 16:25:00+00:00,,True,2022-01-17 16:30:00+00:00,True,2022-01-17 16:35:00+00:00,False,,False,0.0,5.0,10.0,NOT_STRONG_BODY,False,False,,GATE_REJECT,False,False,False,False
development,BEAR,16-20,2022-01-17 16:00:00+00:00,2022-01-17 20:00:00+00:00,2022-01-17 16:25:00+00:00,42768.95,42345.78,423.1699999999983,42366.9385,42303.462999999996,True,2022-01-17 16:25:00+00:00,,True,2022-01-17 16:30:00+00:00,True,2022-01-17 16:35:00+00:00,False,,False,0.0,5.0,10.0,QUICK_RECLAIM,True,True,2022-01-17 16:25:00+00:00,,True,True,False,False
development,BEAR,16-20,2022-01-17 16:00:00+00:00,2022-01-17 20:00:00+00:00,2022-01-17 16:25:00+00:00,42768.95,42345.78,423.1699999999983,42366.9385,42303.462999999996,True,2022-01-17 16:25:00+00:00,,True,2022-01-17 16:30:00+00:00,True,2022-01-17 16:35:00+00:00,False,,False,0.0,5.0,10.0,TIME_LEFT_120,True,True,2022-01-17 16:25:00+00:00,,True,True,False,False
development,BEAR,12-16,2022-01-18 12:00:00+00:00,2022-01-18 16:00:00+00:00,2022-01-18 14:40:00+00:00,42040.0,41379.39,660.6100000000006,41412.4205,41313.329,True,2022-01-18 14:40:00+00:00,,True,2022-01-18 14:55:00+00:00,True,2022-01-18 15:00:00+00:00,False,,False,0.0,15.0,20.0,BASE,True,True,2022-01-18 14:40:00+00:00,,True,True,False,False
development,BEAR,12-16,2022-01-18 12:00:00+00:00,2022-01-18 16:00:00+00:00,2022-01-18 14:40:00+00:00,42040.0,41379.39,660.6100000000006,41412.4205,41313.329,True,2022-01-18 14:40:00+00:00,,True,2022-01-18 14:55:00+00:00,True,2022-01-18 15:00:00+00:00,False,,False,0.0,15.0,20.0,WEAK_C05,True,True,2022-01-18 14:40:00+00:00,,True,True,False,False
development,BEAR,12-16,2022-01-18 12:00:00+00:00,2022-01-18 16:00:00+00:00,2022-01-18 14:40:00+00:00,42040.0,41379.39,660.6100000000006,41412.4205,41313.329,True,2022-01-18 14:40:00+00:00,,True,2022-01-18 14:55:00+00:00,True,2022-01-18 15:00:00+00:00,False,,False,0.0,15.0,20.0,WEAK_C10,True,True,2022-01-18 14:40:00+00:00,,True,True,False,False
development,BEAR,12-16,2022-01-18 12:00:00+00:00,2022-01-18 16:00:00+00:00,2022-01-18 14:40:00+00:00,42040.0,41379.39,660.6100000000006,41412.4205,41313.329,True,2022-01-18 14:40:00+00:00,,True,2022-01-18 14:55:00+00:00,True,2022-01-18 15:00:00+00:00,False,,False,0.0,15.0,20.0,NOT_STRONG_BODY,True,True,2022-01-18 14:40:00+00:00,,True,True,False,False
development,BEAR,12-16,2022-01-18 12:00:00+00:00,2022-01-18 16:00:00+00:00,2022-01-18 14:40:00+00:00,42040.0,41379.39,660.6100000000006,41412.4205,41313.329,True,2022-01-18 14:40:00+00:00,,True,2022-01-18 14:55:00+00:00,True,2022-01-18 15:00:00+00:00,False,,False,0.0,15.0,20.0,QUICK_RECLAIM,True,True,2022-01-18 14:40:00+00:00,,True,True,False,False
development,BEAR,12-16,2022-01-18 12:00:00+00:00,2022-01-18 16:00:00+00:00,2022-01-18 14:40:00+00:00,42040.0,41379.39,660.6100000000006,41412.4205,41313.329,True,2022-01-18 14:40:00+00:00,,True,2022-01-18 14:55:00+00:00,True,2022-01-18 15:00:00+00:00,False,,False,0.0,15.0,20.0,TIME_LEFT_120,False,False,,GATE_REJECT,False,False,False,False
development,BEAR,20-00,2022-01-21 20:00:00+00:00,2022-01-22 00:00:00+00:00,2022-01-21 20:20:00+00:00,39045.0,37805.0,1240.0,37867.0,37681.0,True,2022-01-21 20:20:00+00:00,,True,2022-01-21 20:30:00+00:00,True,2022-01-21 21:35:00+00:00,False,,False,0.0,10.0,75.0,BASE,True,True,2022-01-21 20:20:00+00:00,,True,True,False,False
development,BEAR,20-00,2022-01-21 20:00:00+00:00,2022-01-22 00:00:00+00:00,2022-01-21 20:20:00+00:00,39045.0,37805.0,1240.0,37867.0,37681.0,True,2022-01-21 20:20:00+00:00,,True,2022-01-21 20:30:00+00:00,True,2022-01-21 21:35:00+00:00,False,,False,0.0,10.0,75.0,WEAK_C05,False,False,,GATE_REJECT,False,False,False,False
development,BEAR,20-00,2022-01-21 20:00:00+00:00,2022-01-22 00:00:00+00:00,2022-01-21 20:20:00+00:00,39045.0,37805.0,1240.0,37867.0,37681.0,True,2022-01-21 20:20:00+00:00,,True,2022-01-21 20:30:00+00:00,True,2022-01-21 21:35:00+00:00,False,,False,0.0,10.0,75.0,WEAK_C10,False,False,,GATE_REJECT,False,False,False,False
development,BEAR,20-00,2022-01-21 20:00:00+00:00,2022-01-22 00:00:00+00:00,2022-01-21 20:20:00+00:00,39045.0,37805.0,1240.0,37867.0,37681.0,True,2022-01-21 20:20:00+00:00,,True,2022-01-21 20:30:00+00:00,True,2022-01-21 21:35:00+00:00,False,,False,0.0,10.0,75.0,NOT_STRONG_BODY,True,True,2022-01-21 20:20:00+00:00,,True,True,False,False
development,BEAR,20-00,2022-01-21 20:00:00+00:00,2022-01-22 00:00:00+00:00,2022-01-21 20:20:00+00:00,39045.0,37805.0,1240.0,37867.0,37681.0,True,2022-01-21 20:20:00+00:00,,True,2022-01-21 20:30:00+00:00,True,2022-01-21 21:35:00+00:00,False,,False,0.0,10.0,75.0,QUICK_RECLAIM,True,True,2022-01-21 20:20:00+00:00,,True,True,False,False
development,BEAR,20-00,2022-01-21 20:00:00+00:00,2022-01-22 00:00:00+00:00,2022-01-21 20:20:00+00:00,39045.0,37805.0,1240.0,37867.0,37681.0,True,2022-01-21 20:20:00+00:00,,True,2022-01-21 20:30:00+00:00,True,2022-01-21 21:35:00+00:00,False,,False,0.0,10.0,75.0,TIME_LEFT_120,True,True,2022-01-21 20:20:00+00:00,,True,True,False,False
development,BULL,08-12,2022-01-29 08:00:00+00:00,2022-01-29 12:00:00+00:00,2022-01-29 09:25:00+00:00,37939.0,37575.06,363.9400000000023,37593.257,37538.666,True,2022-01-29 09:25:00+00:00,,False,,False,,True,2022-01-29 13:35:00+00:00,False,0.0,,,BASE,True,True,2022-01-29 09:25:00+00:00,,False,False,True,False
development,BULL,08-12,2022-01-29 08:00:00+00:00,2022-01-29 12:00:00+00:00,2022-01-29 09:25:00+00:00,37939.0,37575.06,363.9400000000023,37593.257,37538.666,True,2022-01-29 09:25:00+00:00,,False,,False,,True,2022-01-29 13:35:00+00:00,False,0.0,,,WEAK_C05,False,False,,GATE_REJECT,False,False,False,False
development,BULL,08-12,2022-01-29 08:00:00+00:00,2022-01-29 12:00:00+00:00,2022-01-29 09:25:00+00:00,37939.0,37575.06,363.9400000000023,37593.257,37538.666,True,2022-01-29 09:25:00+00:00,,False,,False,,True,2022-01-29 13:35:00+00:00,False,0.0,,,WEAK_C10,False,False,,GATE_REJECT,False,False,False,False
development,BULL,08-12,2022-01-29 08:00:00+00:00,2022-01-29 12:00:00+00:00,2022-01-29 09:25:00+00:00,37939.0,37575.06,363.9400000000023,37593.257,37538.666,True,2022-01-29 09:25:00+00:00,,False,,False,,True,2022-01-29 13:35:00+00:00,False,0.0,,,NOT_STRONG_BODY,True,True,2022-01-29 09:25:00+00:00,,False,False,True,False
development,BULL,08-12,2022-01-29 08:00:00+00:00,2022-01-29 12:00:00+00:00,2022-01-29 09:25:00+00:00,37939.0,37575.06,363.9400000000023,37593.257,37538.666,True,2022-01-29 09:25:00+00:00,,False,,False,,True,2022-01-29 13:35:00+00:00,False,0.0,,,QUICK_RECLAIM,True,True,2022-01-29 09:25:00+00:00,,False,False,True,False
development,BULL,08-12,2022-01-29 08:00:00+00:00,2022-01-29 12:00:00+00:00,2022-01-29 09:25:00+00:00,37939.0,37575.06,363.9400000000023,37593.257,37538.666,True,2022-01-29 09:25:00+00:00,,False,,False,,True,2022-01-29 13:35:00+00:00,False,0.0,,,TIME_LEFT_120,True,True,2022-01-29 09:25:00+00:00,,False,False,True,False
