partition,exec_min,execution_utc,reference_start,execution_start,entry_bar_start,exit_ts,entry_px,pnl_0,pnl_5,exit_reason,H,L,range_completion_ts,range_completion_elapsed_min,k1_ts,k1_elapsed_min,fill_elapsed_min,high_formation_ts,low_formation_ts,range_order
development,540,09:00,2024-03-07 04:00:00+00:00,2024-03-07 09:00:00+00:00,2024-03-07 11:15:00+00:00,2024-03-07 14:35:00+00:00,3798.1349999999998,5.014499484615476,4.7619185253528595,TARGET,3818.7,3736.44,2024-03-07 08:05:00+00:00,245.0,2024-03-07 11:05:00+00:00,125.0,135.0,2024-03-07 08:05:00+00:00,2024-03-07 06:10:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2024-03-08 04:00:00+00:00,2024-03-08 09:00:00+00:00,2024-03-08 11:30:00+00:00,2024-03-08 13:35:00+00:00,3939.5775000000003,4.377796603823603,4.125533836905126,TARGET,3958.4,3883.11,2024-03-08 08:35:00+00:00,275.0,2024-03-08 10:50:00+00:00,110.0,150.0,2024-03-08 08:35:00+00:00,2024-03-08 05:30:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2024-05-23 04:00:00+00:00,2024-05-23 09:00:00+00:00,2024-05-23 09:40:00+00:00,2024-05-23 11:20:00+00:00,3818.79,4.630389207052454,4.378000206949073,TARGET,3838.0,3761.16,2024-05-23 07:40:00+00:00,220.0,2024-05-23 09:15:00+00:00,15.0,40.0,2024-05-23 07:40:00+00:00,2024-05-23 06:10:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2024-06-25 04:00:00+00:00,2024-06-25 09:00:00+00:00,2024-06-25 10:00:00+00:00,2024-06-25 14:30:00+00:00,3381.735,3.2209223963438176,2.9692377774551253,TARGET,3393.98,3345.0,2024-06-25 08:45:00+00:00,285.0,2024-06-25 09:50:00+00:00,50.0,60.0,2024-06-25 05:05:00+00:00,2024-06-25 08:45:00+00:00,HIGH_BEFORE_LOW
development,540,09:00,2024-07-18 04:00:00+00:00,2024-07-18 09:00:00+00:00,2024-07-18 10:00:00+00:00,2024-07-18 12:50:00+00:00,3446.08,3.3259726994149923,3.0742355816241855,TARGET,3458.92,3407.56,2024-07-18 08:55:00+00:00,295.0,2024-07-18 09:25:00+00:00,25.0,60.0,2024-07-18 08:55:00+00:00,2024-07-18 05:20:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2024-08-08 04:00:00+00:00,2024-08-08 09:00:00+00:00,2024-08-08 10:00:00+00:00,2024-08-08 11:50:00+00:00,2434.9575,3.4162883746430954,3.1645061215823227,TARGET,2444.25,2407.08,2024-08-08 08:00:00+00:00,240.0,2024-08-08 09:40:00+00:00,40.0,60.0,2024-08-08 04:20:00+00:00,2024-08-08 08:00:00+00:00,HIGH_BEFORE_LOW
development,540,09:00,2024-08-22 04:00:00+00:00,2024-08-22 09:00:00+00:00,2024-08-22 11:05:00+00:00,2024-08-22 13:50:00+00:00,2634.5425,-4.581466042016746,-5.077036790600442,CLOSE_INVALIDATION,2641.95,2612.32,2024-08-22 07:55:00+00:00,235.0,2024-08-22 10:55:00+00:00,115.0,125.0,2024-08-22 07:55:00+00:00,2024-08-22 04:00:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2024-08-30 04:00:00+00:00,2024-08-30 09:00:00+00:00,2024-08-30 12:40:00+00:00,2024-08-30 14:20:00+00:00,2524.6275,-4.120845946580231,-4.616877085064353,CLOSE_INVALIDATION,2531.89,2502.84,2024-08-30 07:30:00+00:00,210.0,2024-08-30 12:30:00+00:00,210.0,220.0,2024-08-30 07:30:00+00:00,2024-08-30 05:15:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2024-10-04 04:00:00+00:00,2024-10-04 09:00:00+00:00,2024-10-04 12:40:00+00:00,2024-10-04 14:25:00+00:00,2385.4725,-5.389053531323396,-5.883817096009702,CLOSE_INVALIDATION,2392.44,2364.57,2024-10-04 08:25:00+00:00,265.0,2024-10-04 12:30:00+00:00,210.0,220.0,2024-10-04 08:25:00+00:00,2024-10-04 04:15:00+00:00,LOW_BEFORE_HIGH
development,540,09:00,2024-11-20 04:00:00+00:00,2024-11-20 09:00:00+00:00,2024-11-20 09:30:00+00:00,2024-11-20 11:15:00+00:00,3121.4249999999997,-6.020029313534614,-6.514162217768893,CLOSE_INVALIDATION,3131.93,3089.91,2024-11-20 08:50:00+00:00,290.0,2024-11-20 09:10:00+00:00,10.0,30.0,2024-11-20 08:50:00+00:00,2024-11-20 04:10:00+00:00,LOW_BEFORE_HIGH
reference_validation,540,09:00,2025-01-30 04:00:00+00:00,2025-01-30 09:00:00+00:00,2025-01-30 09:30:00+00:00,2025-01-30 09:55:00+00:00,3205.3875,2.5520611782507534,2.300710822839403,TARGET,3214.85,3177.0,2025-01-30 07:35:00+00:00,215.0,2025-01-30 09:20:00+00:00,20.0,30.0,2025-01-30 04:00:00+00:00,2025-01-30 07:35:00+00:00,HIGH_BEFORE_LOW
reference_validation,540,09:00,2025-02-03 04:00:00+00:00,2025-02-03 09:00:00+00:00,2025-02-03 12:45:00+00:00,2025-02-03 15:00:00+00:00,2583.7599999999998,6.285992507044047,5.779559730925099,TIME_EXIT,2629.91,2445.31,2025-02-03 07:55:00+00:00,235.0,2025-02-03 12:20:00+00:00,200.0,225.0,2025-02-03 07:55:00+00:00,2025-02-03 05:00:00+00:00,LOW_BEFORE_HIGH
reference_validation,540,09:00,2025-02-06 04:00:00+00:00,2025-02-06 09:00:00+00:00,2025-02-06 10:05:00+00:00,2025-02-06 11:20:00+00:00,2842.4025,-5.92745432780899,-6.421679760764565,CLOSE_INVALIDATION,2854.95,2804.76,2025-02-06 06:55:00+00:00,175.0,2025-02-06 09:55:00+00:00,55.0,65.0,2025-02-06 06:55:00+00:00,2025-02-06 04:05:00+00:00,LOW_BEFORE_HIGH
reference_validation,540,09:00,2025-02-10 04:00:00+00:00,2025-02-10 09:00:00+00:00,2025-02-10 10:35:00+00:00,2025-02-10 13:55:00+00:00,2649.2375,3.6322923105232667,3.380402109468506,TARGET,2659.92,2617.19,2025-02-10 05:50:00+00:00,110.0,2025-02-10 10:10:00+00:00,70.0,95.0,2025-02-10 05:50:00+00:00,2025-02-10 04:00:00+00:00,LOW_BEFORE_HIGH
reference_validation,540,09:00,2025-02-14 04:00:00+00:00,2025-02-14 09:00:00+00:00,2025-02-14 10:25:00+00:00,2025-02-14 11:30:00+00:00,2708.795,-3.5333120446545014,-4.029930423420469,CLOSE_INVALIDATION,2715.72,2688.02,2025-02-14 08:25:00+00:00,265.0,2025-02-14 10:15:00+00:00,75.0,85.0,2025-02-14 08:25:00+00:00,2025-02-14 05:45:00+00:00,LOW_BEFORE_HIGH
reference_validation,540,09:00,2025-03-13 04:00:00+00:00,2025-03-13 09:00:00+00:00,2025-03-13 09:10:00+00:00,2025-03-13 10:55:00+00:00,1881.115,4.72727823657777,4.474840816169734,TARGET,1890.76,1852.18,2025-03-13 08:25:00+00:00,265.0,2025-03-13 09:00:00+00:00,0.0,10.0,2025-03-13 04:00:00+00:00,2025-03-13 08:25:00+00:00,HIGH_BEFORE_LOW
reference_validation,540,09:00,2025-03-14 04:00:00+00:00,2025-03-14 09:00:00+00:00,2025-03-14 11:05:00+00:00,2025-03-14 13:35:00+00:00,1900.405,1.9863334394511605,1.7352658065478814,TARGET,1904.94,1886.8,2025-03-14 07:40:00+00:00,220.0,2025-03-14 10:40:00+00:00,100.0,125.0,2025-03-14 07:40:00+00:00,2025-03-14 05:10:00+00:00,LOW_BEFORE_HIGH
reference_validation,540,09:00,2025-03-19 04:00:00+00:00,2025-03-19 09:00:00+00:00,2025-03-19 09:45:00+00:00,2025-03-19 10:35:00+00:00,1940.2875000000001,1.472145236208489,1.2213345689241044,TARGET,1943.92,1929.39,2025-03-19 08:50:00+00:00,290.0,2025-03-19 09:30:00+00:00,30.0,45.0,2025-03-19 08:50:00+00:00,2025-03-19 04:30:00+00:00,LOW_BEFORE_HIGH
reference_validation,540,09:00,2025-04-29 04:00:00+00:00,2025-04-29 09:00:00+00:00,2025-04-29 10:40:00+00:00,2025-04-29 15:00:00+00:00,1824.4724999999999,-0.959750832089756,-1.45894148593072,TIME_EXIT,1836.84,1787.37,2025-04-29 08:55:00+00:00,295.0,2025-04-29 10:10:00+00:00,70.0,100.0,2025-04-29 08:55:00+00:00,2025-04-29 05:15:00+00:00,LOW_BEFORE_HIGH
reference_validation,540,09:00,2025-06-03 04:00:00+00:00,2025-06-03 09:00:00+00:00,2025-06-03 10:40:00+00:00,2025-06-03 13:20:00+00:00,2611.8,2.5251856956887813,2.2738487713031668,TARGET,2619.44,2588.88,2025-06-03 07:05:00+00:00,185.0,2025-06-03 10:30:00+00:00,90.0,100.0,2025-06-03 07:05:00+00:00,2025-06-03 04:30:00+00:00,LOW_BEFORE_HIGH
reference_validation,540,09:00,2025-06-24 04:00:00+00:00,2025-06-24 09:00:00+00:00,2025-06-24 09:35:00+00:00,2025-06-24 15:00:00+00:00,2419.3,1.8072500310006405,1.305293759105664,TIME_EXIT,2434.1,2374.9,2025-06-24 08:15:00+00:00,255.0,2025-06-24 09:25:00+00:00,25.0,35.0,2025-06-24 06:45:00+00:00,2025-06-24 08:15:00+00:00,HIGH_BEFORE_LOW
reference_validation,540,09:00,2025-07-14 04:00:00+00:00,2025-07-14 09:00:00+00:00,2025-07-14 10:25:00+00:00,2025-07-14 10:40:00+00:00,3053.4700000000003,3.7035281171911687,3.451602316033209,TARGET,3066.0,3015.88,2025-07-14 05:50:00+00:00,110.0,2025-07-14 09:40:00+00:00,40.0,85.0,2025-07-14 05:20:00+00:00,2025-07-14 05:50:00+00:00,HIGH_BEFORE_LOW
reference_validation,540,09:00,2025-07-24 04:00:00+00:00,2025-07-24 09:00:00+00:00,2025-07-24 10:20:00+00:00,2025-07-24 14:50:00+00:00,3619.1875,10.116863246239683,9.861732380049682,TARGET,3657.25,3505.0,2025-07-24 07:05:00+00:00,185.0,2025-07-24 10:00:00+00:00,60.0,80.0,2025-07-24 04:10:00+00:00,2025-07-24 07:05:00+00:00,HIGH_BEFORE_LOW
reference_validation,540,09:00,2025-08-27 04:00:00+00:00,2025-08-27 09:00:00+00:00,2025-08-27 13:50:00+00:00,2025-08-27 15:00:00+00:00,4621.1975,-1.4827821143762905,-1.9814499983198282,TIME_EXIT,4643.93,4553.0,2025-08-27 08:25:00+00:00,265.0,2025-08-27 13:40:00+00:00,280.0,290.0,2025-08-27 05:15:00+00:00,2025-08-27 08:25:00+00:00,HIGH_BEFORE_LOW
reference_validation,540,09:00,2025-10-06 04:00:00+00:00,2025-10-06 09:00:00+00:00,2025-10-06 10:15:00+00:00,2025-10-06 12:20:00+00:00,4559.3425,3.3806986424029355,3.1289341753154125,TARGET,4576.58,4507.63,2025-10-06 07:20:00+00:00,200.0,2025-10-06 10:00:00+00:00,60.0,75.0,2025-10-06 07:20:00+00:00,2025-10-06 05:20:00+00:00,LOW_BEFORE_HIGH
reference_validation,540,09:00,2025-10-24 04:00:00+00:00,2025-10-24 09:00:00+00:00,2025-10-24 12:45:00+00:00,2025-10-24 14:30:00+00:00,3962.08,-7.861989661995739,-8.354281526401486,CLOSE_INVALIDATION,3988.0,3884.32,2025-10-24 05:45:00+00:00,105.0,2025-10-24 12:30:00+00:00,210.0,225.0,2025-10-24 05:45:00+00:00,2025-10-24 04:00:00+00:00,LOW_BEFORE_HIGH
reference_validation,540,09:00,2025-11-17 04:00:00+00:00,2025-11-17 09:00:00+00:00,2025-11-17 09:35:00+00:00,2025-11-17 11:35:00+00:00,3198.6525,3.075682338109465,2.8240703029581264,TARGET,3209.77,3165.3,2025-11-17 07:05:00+00:00,185.0,2025-11-17 09:15:00+00:00,15.0,35.0,2025-11-17 07:05:00+00:00,2025-11-17 04:20:00+00:00,LOW_BEFORE_HIGH
reference_validation,540,09:00,2025-12-01 04:00:00+00:00,2025-12-01 09:00:00+00:00,2025-12-01 09:15:00+00:00,2025-12-01 12:50:00+00:00,2834.9275,-6.68896153428965,-7.18242584060218,CLOSE_INVALIDATION,2844.72,2805.55,2025-12-01 08:05:00+00:00,245.0,2025-12-01 09:00:00+00:00,0.0,15.0,2025-12-01 08:05:00+00:00,2025-12-01 04:25:00+00:00,LOW_BEFORE_HIGH
reference_validation,540,09:00,2025-12-03 04:00:00+00:00,2025-12-03 09:00:00+00:00,2025-12-03 12:30:00+00:00,2025-12-03 14:05:00+00:00,3070.2675,-6.817600420810188,-7.310936152523473,CLOSE_INVALIDATION,3084.34,3028.05,2025-12-03 06:20:00+00:00,140.0,2025-12-03 12:20:00+00:00,200.0,210.0,2025-12-03 06:20:00+00:00,2025-12-03 04:00:00+00:00,LOW_BEFORE_HIGH
reference_validation,540,09:00,2025-12-19 04:00:00+00:00,2025-12-19 09:00:00+00:00,2025-12-19 14:25:00+00:00,2025-12-19 15:00:00+00:00,2964.4475,1.486101879017943,0.9844665947810863,TIME_EXIT,2984.0,2905.79,2025-12-19 07:10:00+00:00,190.0,2025-12-19 14:15:00+00:00,315.0,325.0,2025-12-19 07:10:00+00:00,2025-12-19 04:00:00+00:00,LOW_BEFORE_HIGH
reference_validation,540,09:00,2025-12-22 04:00:00+00:00,2025-12-22 09:00:00+00:00,2025-12-22 12:10:00+00:00,2025-12-22 12:35:00+00:00,3045.85,2.604087528932886,2.3527111733461896,TARGET,3055.0,3018.4,2025-12-22 08:20:00+00:00,260.0,2025-12-22 11:45:00+00:00,165.0,190.0,2025-12-22 08:20:00+00:00,2025-12-22 04:05:00+00:00,LOW_BEFORE_HIGH
reference_validation,540,09:00,2026-01-13 04:00:00+00:00,2026-01-13 09:00:00+00:00,2026-01-13 09:35:00+00:00,2026-01-13 13:35:00+00:00,3136.96,2.389324696521489,2.138055668687145,TARGET,3145.71,3110.71,2026-01-13 05:20:00+00:00,80.0,2026-01-13 09:20:00+00:00,20.0,35.0,2026-01-13 05:20:00+00:00,2026-01-13 04:30:00+00:00,LOW_BEFORE_HIGH
reference_validation,540,09:00,2026-03-16 04:00:00+00:00,2026-03-16 09:00:00+00:00,2026-03-16 12:10:00+00:00,2026-03-16 12:30:00+00:00,2274.25,5.645949214026569,5.39305268768282,TARGET,2288.0,2233.0,2026-03-16 08:45:00+00:00,285.0,2026-03-16 12:00:00+00:00,180.0,190.0,2026-03-16 05:55:00+00:00,2026-03-16 08:45:00+00:00,HIGH_BEFORE_LOW
reference_validation,540,09:00,2026-03-30 04:00:00+00:00,2026-03-30 09:00:00+00:00,2026-03-30 11:40:00+00:00,2026-03-30 15:00:00+00:00,2064.9925,0.9408039012249295,0.4397136424530549,TIME_EXIT,2075.0,2034.97,2026-03-30 08:35:00+00:00,275.0,2026-03-30 11:25:00+00:00,145.0,160.0,2026-03-30 08:35:00+00:00,2026-03-30 04:00:00+00:00,LOW_BEFORE_HIGH
reference_validation,540,09:00,2026-04-08 04:00:00+00:00,2026-04-08 09:00:00+00:00,2026-04-08 09:25:00+00:00,2026-04-08 13:10:00+00:00,2253.2599999999998,2.4669572086665874,2.2156493839746276,TARGET,2259.72,2233.88,2026-04-08 07:25:00+00:00,205.0,2026-04-08 09:05:00+00:00,5.0,25.0,2026-04-08 07:25:00+00:00,2026-04-08 04:00:00+00:00,LOW_BEFORE_HIGH
reference_validation,540,09:00,2026-05-01 04:00:00+00:00,2026-05-01 09:00:00+00:00,2026-05-01 11:35:00+00:00,2026-05-01 12:15:00+00:00,2283.2725,1.4471295038151593,1.1963313381460732,TARGET,2287.49,2270.62,2026-05-01 08:20:00+00:00,260.0,2026-05-01 11:20:00+00:00,140.0,155.0,2026-05-01 08:20:00+00:00,2026-05-01 06:50:00+00:00,LOW_BEFORE_HIGH
reference_validation,540,09:00,2026-05-06 04:00:00+00:00,2026-05-06 09:00:00+00:00,2026-05-06 09:20:00+00:00,2026-05-06 09:40:00+00:00,2385.1175,4.158475630655478,3.9063224694207537,TARGET,2395.99,2352.5,2026-05-06 08:55:00+00:00,295.0,2026-05-06 09:05:00+00:00,5.0,20.0,2026-05-06 08:55:00+00:00,2026-05-06 05:35:00+00:00,LOW_BEFORE_HIGH
reference_validation,540,09:00,2026-05-20 04:00:00+00:00,2026-05-20 09:00:00+00:00,2026-05-20 13:10:00+00:00,2026-05-20 15:00:00+00:00,2130.0025,0.5477688406468454,0.047071420516254014,TIME_EXIT,2138.0,2106.01,2026-05-20 08:35:00+00:00,275.0,2026-05-20 12:55:00+00:00,235.0,250.0,2026-05-20 08:35:00+00:00,2026-05-20 04:35:00+00:00,LOW_BEFORE_HIGH
reference_validation,540,09:00,2026-05-27 04:00:00+00:00,2026-05-27 09:00:00+00:00,2026-05-27 12:30:00+00:00,2026-05-27 13:40:00+00:00,2085.8475,-6.665438868373608,-7.158926685596523,CLOSE_INVALIDATION,2096.13,2055.0,2026-05-27 08:25:00+00:00,265.0,2026-05-27 12:20:00+00:00,200.0,210.0,2026-05-27 08:25:00+00:00,2026-05-27 04:30:00+00:00,LOW_BEFORE_HIGH
reference_validation,540,09:00,2026-05-28 04:00:00+00:00,2026-05-28 09:00:00+00:00,2026-05-28 10:50:00+00:00,2026-05-28 15:00:00+00:00,1988.0625,0.7613065484611384,0.260395697338334,TIME_EXIT,1995.59,1965.48,2026-05-28 07:35:00+00:00,215.0,2026-05-28 10:10:00+00:00,70.0,110.0,2026-05-28 07:35:00+00:00,2026-05-28 04:00:00+00:00,LOW_BEFORE_HIGH
reference_validation,540,09:00,2026-06-11 04:00:00+00:00,2026-06-11 09:00:00+00:00,2026-06-11 11:25:00+00:00,2026-06-11 11:55:00+00:00,1659.295,2.399381665104739,2.1481076112990887,TARGET,1663.94,1645.36,2026-06-11 08:45:00+00:00,285.0,2026-06-11 11:15:00+00:00,135.0,145.0,2026-06-11 08:45:00+00:00,2026-06-11 06:00:00+00:00,LOW_BEFORE_HIGH
