event_type,decision_bar_start,effective_bar_start,old_floor,new_floor,zone,partition,entry_bar_start,execution_end,active_open,active_low,classification,old_floor_protects_open
RATCHET,2020-10-19 15:50:00+00:00,2020-10-19 15:55:00+00:00,11725.738,11751.476,LONDON,external,2020-10-19 15:35:00+00:00,2020-10-19 20:00:00+00:00,11798.21,11782.63,NO_IMMEDIATE_CROSS,False
ARM,2021-01-14 13:50:00+00:00,2021-01-14 13:55:00+00:00,,38959.0,LONDON,external,2021-01-14 13:45:00+00:00,2021-01-14 20:00:00+00:00,38870.01,38844.89,BOUNDARY_GAP_NEW_FLOOR_REQUIRED,False
ARM,2021-02-03 16:00:00+00:00,2021-02-03 16:05:00+00:00,,36894.7,LONDON,external,2021-02-03 14:15:00+00:00,2021-02-03 20:00:00+00:00,37087.06,36980.12,NO_IMMEDIATE_CROSS,False
ARM,2021-03-01 15:25:00+00:00,2021-03-01 15:30:00+00:00,,48664.761,LONDON,external,2021-03-01 14:55:00+00:00,2021-03-01 20:00:00+00:00,48768.12,48750.5,NO_IMMEDIATE_CROSS,False
RATCHET,2021-03-01 15:40:00+00:00,2021-03-01 15:45:00+00:00,48664.761,48880.892,LONDON,external,2021-03-01 14:55:00+00:00,2021-03-01 20:00:00+00:00,49170.4,49036.28,NO_IMMEDIATE_CROSS,False
ARM,2021-06-02 14:25:00+00:00,2021-06-02 14:30:00+00:00,,37861.9,LONDON,external,2021-06-02 13:45:00+00:00,2021-06-02 20:00:00+00:00,37858.04,37814.52,BOUNDARY_GAP_NEW_FLOOR_REQUIRED,False
ARM,2021-07-02 16:20:00+00:00,2021-07-02 16:25:00+00:00,,33684.9,LONDON,external,2021-07-02 14:45:00+00:00,2021-07-02 20:00:00+00:00,33532.58,33501.35,BOUNDARY_GAP_NEW_FLOOR_REQUIRED,False
ARM,2021-07-22 15:25:00+00:00,2021-07-22 15:30:00+00:00,,32294.0,LONDON,external,2021-07-22 14:55:00+00:00,2021-07-22 20:00:00+00:00,32331.04,32253.61,SAME_BAR_CROSS_LATENCY_AMBIGUOUS,False
ARM,2021-08-04 16:10:00+00:00,2021-08-04 16:15:00+00:00,,39320.5,LONDON,external,2021-08-04 14:00:00+00:00,2021-08-04 20:00:00+00:00,39437.27,39339.91,NO_IMMEDIATE_CROSS,False
ARM,2021-11-25 15:55:00+00:00,2021-11-25 16:00:00+00:00,,59039.262,LONDON,external,2021-11-25 15:25:00+00:00,2021-11-25 20:00:00+00:00,59087.68,59084.63,NO_IMMEDIATE_CROSS,False
RATCHET,2021-11-25 16:15:00+00:00,2021-11-25 16:20:00+00:00,59039.262,59190.524,LONDON,external,2021-11-25 15:25:00+00:00,2021-11-25 20:00:00+00:00,59358.49,59123.41,SAME_BAR_CROSS_LATENCY_AMBIGUOUS,False
ARM,2022-01-28 14:05:00+00:00,2022-01-28 14:10:00+00:00,,36958.466,LONDON,development,2022-01-28 13:55:00+00:00,2022-01-28 20:00:00+00:00,36985.0,36888.0,SAME_BAR_CROSS_LATENCY_AMBIGUOUS,False
ARM,2022-03-16 14:15:00+00:00,2022-03-16 14:20:00+00:00,,40882.2,LONDON,development,2022-03-16 14:15:00+00:00,2022-03-16 20:00:00+00:00,40861.3,40830.0,BOUNDARY_GAP_NEW_FLOOR_REQUIRED,False
ARM,2022-04-18 17:05:00+00:00,2022-04-18 17:10:00+00:00,,39630.8,LONDON,development,2022-04-18 14:05:00+00:00,2022-04-18 20:00:00+00:00,39767.5,39726.9,NO_IMMEDIATE_CROSS,False
RATCHET,2022-04-18 17:10:00+00:00,2022-04-18 17:15:00+00:00,39630.8,40056.2,LONDON,development,2022-04-18 14:05:00+00:00,2022-04-18 20:00:00+00:00,40129.8,40018.9,SAME_BAR_CROSS_LATENCY_AMBIGUOUS,False
ARM,2022-07-06 17:00:00+00:00,2022-07-06 17:05:00+00:00,,20329.5,LONDON,development,2022-07-06 14:10:00+00:00,2022-07-06 20:00:00+00:00,20327.1,20316.0,BOUNDARY_GAP_NEW_FLOOR_REQUIRED,False
ARM,2022-07-08 15:10:00+00:00,2022-07-08 15:15:00+00:00,,21877.989999999998,LONDON,development,2022-07-08 15:00:00+00:00,2022-07-08 20:00:00+00:00,21926.9,21850.7,SAME_BAR_CROSS_LATENCY_AMBIGUOUS,False
ARM,2022-07-28 15:20:00+00:00,2022-07-28 15:25:00+00:00,,23272.91,LONDON,development,2022-07-28 15:00:00+00:00,2022-07-28 20:00:00+00:00,23374.9,23360.1,NO_IMMEDIATE_CROSS,False
RATCHET,2022-07-28 15:25:00+00:00,2022-07-28 15:30:00+00:00,23272.91,23398.33,LONDON,development,2022-07-28 15:00:00+00:00,2022-07-28 20:00:00+00:00,23488.1,23416.0,NO_IMMEDIATE_CROSS,False
RATCHET,2022-07-28 15:30:00+00:00,2022-07-28 15:35:00+00:00,23398.33,23461.04,LONDON,development,2022-07-28 15:00:00+00:00,2022-07-28 20:00:00+00:00,23529.8,23497.0,NO_IMMEDIATE_CROSS,False
RATCHET,2022-07-28 15:35:00+00:00,2022-07-28 15:40:00+00:00,23461.04,23523.75,LONDON,development,2022-07-28 15:00:00+00:00,2022-07-28 20:00:00+00:00,23586.5,23585.6,NO_IMMEDIATE_CROSS,False
RATCHET,2022-07-28 15:40:00+00:00,2022-07-28 15:45:00+00:00,23523.75,23586.460000000003,LONDON,development,2022-07-28 15:00:00+00:00,2022-07-28 20:00:00+00:00,23671.8,23601.2,NO_IMMEDIATE_CROSS,False
RATCHET,2022-07-28 15:45:00+00:00,2022-07-28 15:50:00+00:00,23586.460000000003,23649.170000000002,LONDON,development,2022-07-28 15:00:00+00:00,2022-07-28 20:00:00+00:00,23723.9,23666.4,NO_IMMEDIATE_CROSS,False
RATCHET,2022-07-28 15:50:00+00:00,2022-07-28 15:55:00+00:00,23649.170000000002,23837.300000000003,LONDON,development,2022-07-28 15:00:00+00:00,2022-07-28 20:00:00+00:00,23936.3,23707.4,SAME_BAR_CROSS_LATENCY_AMBIGUOUS,False
ARM,2022-09-28 14:30:00+00:00,2022-09-28 14:35:00+00:00,,19236.64,LONDON,development,2022-09-28 13:45:00+00:00,2022-09-28 20:00:00+00:00,19328.1,19301.0,NO_IMMEDIATE_CROSS,False
RATCHET,2022-09-28 14:35:00+00:00,2022-09-28 14:40:00+00:00,19236.64,19298.28,LONDON,development,2022-09-28 13:45:00+00:00,2022-09-28 20:00:00+00:00,19373.2,19340.0,NO_IMMEDIATE_CROSS,False
RATCHET,2022-09-28 14:45:00+00:00,2022-09-28 14:50:00+00:00,19298.28,19359.920000000002,LONDON,development,2022-09-28 13:45:00+00:00,2022-09-28 20:00:00+00:00,19428.0,19315.1,SAME_BAR_CROSS_LATENCY_AMBIGUOUS,False
ARM,2022-11-02 18:00:00+00:00,2022-11-02 18:05:00+00:00,,20591.97,LONDON,development,2022-11-02 17:15:00+00:00,2022-11-02 20:00:00+00:00,20618.3,20600.0,NO_IMMEDIATE_CROSS,False
