feature,impulse,comparison,development_high_n,development_low_n,development_high_D,development_low_D,development_delta_D,validation_2025_high_n,validation_2025_low_n,validation_2025_high_D,validation_2025_low_D,validation_2025_delta_D,validation_2026_high_n,validation_2026_low_n,validation_2026_high_D,validation_2026_low_D,validation_2026_delta_D,classification
btcd_chg_24h,UP_IMPULSE,DOM_HIGH_vs_LOW,866,748,0.009237875288683584,0.060160427807486594,-0.05092255251880301,351,208,-0.07977207977207978,0.0,-0.07977207977207978,80,121,-0.11249999999999993,0.0,-0.11249999999999993,WEAK_OR_UNSTABLE
btcd_chg_24h,DOWN_IMPULSE,DOM_HIGH_vs_LOW,799,665,0.006257822277847269,0.007518796992481203,-0.0012609747146339334,355,189,0.02535211267605636,0.031746031746031744,-0.0063939190699753845,75,115,-0.1333333333333333,0.07826086956521744,-0.21159420289855074,WEAK_OR_UNSTABLE
usdtd_chg_24h,UP_IMPULSE,DOM_HIGH_vs_LOW,848,781,0.06014150943396229,0.035851472471190804,0.02429003696277149,414,226,-0.09420289855072467,-0.026548672566371667,-0.067654225984353,161,66,-0.06832298136645959,-0.06060606060606061,-0.007716920760398982,WEAK_OR_UNSTABLE
usdtd_chg_24h,DOWN_IMPULSE,DOM_HIGH_vs_LOW,741,748,0.055330634278002666,-0.004010695187165791,0.05934132946516846,401,221,0.06234413965087282,-0.11312217194570134,0.17546631159657416,145,74,-0.006896551724137889,-0.06756756756756754,0.060671015843429654,WEAK_OR_UNSTABLE
