n,wins,wr,pf,expectancy,net,max_ls,partition,side,exec_min,ref_min,horizon_min,entry_f,target_ext,stop_f,stress_bps,targets,stops,time_exits,config_id,execution_utc,stop,positive
58,28,0.4827586206896552,1.2332624985562253,0.34126298585738823,19.793253179728516,5,development,LONG,300,300,360,0.8,0.25,0.6,0.0,19,24,15,LONG|E0300|R300|X360|F0.80|T0.25|S0.60,05:00,F60,True
36,14,0.3888888888888889,1.3968303871022003,0.6751047144973914,24.30376972190609,4,external,LONG,300,300,360,0.8,0.25,0.6,0.0,11,14,11,LONG|E0300|R300|X360|F0.80|T0.25|S0.60,05:00,F60,True
28,17,0.6071428571428571,1.6559509035979623,0.7596238796703608,21.269468630770103,5,reference_validation,LONG,300,300,360,0.8,0.25,0.6,0.0,11,10,7,LONG|E0300|R300|X360|F0.80|T0.25|S0.60,05:00,F60,True
96,39,0.40625,0.8223455867164754,-0.2762300441077621,-26.51808423434516,7,development,LONG,540,300,360,0.8,0.25,0.6,0.0,35,55,6,LONG|E0540|R300|X360|F0.80|T0.25|S0.60,09:00,F60,False
56,24,0.42857142857142855,1.1278523824317803,0.2713341221205732,15.194710838752098,6,external,LONG,540,300,360,0.8,0.25,0.6,0.0,23,30,3,LONG|E0540|R300|X360|F0.80|T0.25|S0.60,09:00,F60,True
35,14,0.4,0.6276475080792645,-0.7628846689232356,-26.700963412313246,6,reference_validation,LONG,540,300,360,0.8,0.25,0.6,0.0,14,20,1,LONG|E0540|R300|X360|F0.80|T0.25|S0.60,09:00,F60,False
102,36,0.35294117647058826,0.6280243180055792,-0.5914510237195779,-60.32800441939695,13,development,LONG,600,300,360,0.8,0.25,0.6,0.0,33,64,5,LONG|E0600|R300|X360|F0.80|T0.25|S0.60,10:00,F60,False
43,23,0.5348837209302325,1.3303664665711634,0.6822983870673055,29.338830643894138,4,external,LONG,600,300,360,0.8,0.25,0.6,0.0,21,19,3,LONG|E0600|R300|X360|F0.80|T0.25|S0.60,10:00,F60,True
46,16,0.34782608695652173,0.7440493142246508,-0.47726661112779306,-21.95426411187848,10,reference_validation,LONG,600,300,360,0.8,0.25,0.6,0.0,15,28,3,LONG|E0600|R300|X360|F0.80|T0.25|S0.60,10:00,F60,False
58,22,0.3793103448275862,0.742869734106599,-0.6145403794148881,-35.64334200606351,6,development,LONG,960,300,360,0.8,0.25,0.6,0.0,22,31,5,LONG|E0960|R300|X360|F0.80|T0.25|S0.60,16:00,F60,False
57,25,0.43859649122807015,1.482160620139428,0.9403636267562788,53.60072672510789,6,external,LONG,960,300,360,0.8,0.25,0.6,0.0,19,25,13,LONG|E0960|R300|X360|F0.80|T0.25|S0.60,16:00,F60,True
28,13,0.4642857142857143,1.4293217216060705,0.6968762375560312,19.512534651568874,5,reference_validation,LONG,960,300,360,0.8,0.25,0.6,0.0,9,11,8,LONG|E0960|R300|X360|F0.80|T0.25|S0.60,16:00,F60,True
58,30,0.5172413793103449,1.3952178571850837,0.5324695785339189,30.883235554967296,4,development,LONG,300,300,360,0.8,0.25,0.55,0.0,21,19,18,LONG|E0300|R300|X360|F0.80|T0.25|S0.55,05:00,F55,True
36,15,0.4166666666666667,1.2826822205713806,0.5334092320689451,19.202732354482023,4,external,LONG,300,300,360,0.8,0.25,0.55,0.0,12,13,11,LONG|E0300|R300|X360|F0.80|T0.25|S0.55,05:00,F55,True
28,18,0.6428571428571429,1.6578034067596903,0.8012915583994251,22.436163635183902,4,reference_validation,LONG,300,300,360,0.8,0.25,0.55,0.0,12,8,8,LONG|E0300|R300|X360|F0.80|T0.25|S0.55,05:00,F55,True
96,48,0.5,0.9982517449734645,-0.0027181471834054984,-0.26094212960692786,7,development,LONG,540,300,360,0.8,0.25,0.55,0.0,44,45,7,LONG|E0540|R300|X360|F0.80|T0.25|S0.55,09:00,F55,False
56,28,0.5,1.190602320700313,0.43512147280663627,24.366802477171632,4,external,LONG,540,300,360,0.8,0.25,0.55,0.0,27,26,3,LONG|E0540|R300|X360|F0.80|T0.25|S0.55,09:00,F55,True
35,17,0.4857142857142857,0.8564587774337628,-0.2758386334631685,-9.654352171210897,4,reference_validation,LONG,540,300,360,0.8,0.25,0.55,0.0,16,17,2,LONG|E0540|R300|X360|F0.80|T0.25|S0.55,09:00,F55,False
102,43,0.4215686274509804,0.6868529220925575,-0.5442663528695431,-55.51516799269339,9,development,LONG,600,300,360,0.8,0.25,0.55,0.0,40,56,6,LONG|E0600|R300|X360|F0.80|T0.25|S0.55,10:00,F55,False
43,25,0.5813953488372093,1.4857667500393117,0.9694669039956276,41.68707687181199,3,external,LONG,600,300,360,0.8,0.25,0.55,0.0,22,16,5,LONG|E0600|R300|X360|F0.80|T0.25|S0.55,10:00,F55,True
46,20,0.43478260869565216,0.8533547818619298,-0.2872070233192295,-13.211523072684557,7,reference_validation,LONG,600,300,360,0.8,0.25,0.55,0.0,18,24,4,LONG|E0600|R300|X360|F0.80|T0.25|S0.55,10:00,F55,False
58,25,0.43103448275862066,0.8394901958095543,-0.3943827038472983,-22.8741968231433,6,development,LONG,960,300,360,0.8,0.25,0.55,0.0,24,28,6,LONG|E0960|R300|X360|F0.80|T0.25|S0.55,16:00,F55,False
57,26,0.45614035087719296,1.38210358917061,0.8266465580908833,47.118853811180344,6,external,LONG,960,300,360,0.8,0.25,0.55,0.0,20,19,18,LONG|E0960|R300|X360|F0.80|T0.25|S0.55,16:00,F55,True
28,13,0.4642857142857143,1.289369971438776,0.5206893530371532,14.579301885040291,5,reference_validation,LONG,960,300,360,0.8,0.25,0.55,0.0,9,10,9,LONG|E0960|R300|X360|F0.80|T0.25|S0.55,16:00,F55,True
58,33,0.5689655172413793,1.524710798078921,0.6908497648611015,40.06928636194389,4,development,LONG,300,300,360,0.8,0.25,0.5,0.0,24,15,19,LONG|E0300|R300|X360|F0.80|T0.25|S0.50,05:00,F50,True
36,17,0.4722222222222222,1.531378819293605,0.9221165908926847,33.19619727213665,4,external,LONG,300,300,360,0.8,0.25,0.5,0.0,14,11,11,LONG|E0300|R300|X360|F0.80|T0.25|S0.50,05:00,F50,True
28,18,0.6428571428571429,1.6919295576347648,0.8258612371500383,23.124114640201075,4,reference_validation,LONG,300,300,360,0.8,0.25,0.5,0.0,12,7,9,LONG|E0300|R300|X360|F0.80|T0.25|S0.50,05:00,F50,True
96,57,0.59375,1.2688714068828482,0.38008344643357955,36.488010857623635,5,development,LONG,540,300,360,0.8,0.25,0.5,0.0,52,35,9,LONG|E0540|R300|X360|F0.80|T0.25|S0.50,09:00,F50,True
56,30,0.5357142857142857,1.2005548144295082,0.46754433858455613,26.182482960735143,4,external,LONG,540,300,360,0.8,0.25,0.5,0.0,29,23,4,LONG|E0540|R300|X360|F0.80|T0.25|S0.50,09:00,F50,True
35,19,0.5428571428571428,0.9009985613094412,-0.19294781887305992,-6.753173660557097,4,reference_validation,LONG,540,300,360,0.8,0.25,0.5,0.0,18,15,2,LONG|E0540|R300|X360|F0.80|T0.25|S0.50,09:00,F50,False
102,49,0.4803921568627451,0.7829274448595338,-0.38398760526547837,-39.166735737078795,6,development,LONG,600,300,360,0.8,0.25,0.5,0.0,46,49,7,LONG|E0600|R300|X360|F0.80|T0.25|S0.50,10:00,F50,False
43,27,0.627906976744186,1.543293364530635,1.100566927108335,47.3243778656584,3,external,LONG,600,300,360,0.8,0.25,0.5,0.0,24,14,5,LONG|E0600|R300|X360|F0.80|T0.25|S0.50,10:00,F50,True
46,22,0.4782608695652174,0.8551857356714265,-0.30462815056738274,-14.012894926099605,7,reference_validation,LONG,600,300,360,0.8,0.25,0.5,0.0,20,22,4,LONG|E0600|R300|X360|F0.80|T0.25|S0.50,10:00,F50,False
58,25,0.43103448275862066,0.7831366030128046,-0.5711900810534776,-33.1290247011017,6,development,LONG,960,300,360,0.8,0.25,0.5,0.0,24,26,8,LONG|E0960|R300|X360|F0.80|T0.25|S0.50,16:00,F50,False
57,28,0.49122807017543857,1.5405251888539588,1.1048026110333449,62.97374882890065,6,external,LONG,960,300,360,0.8,0.25,0.5,0.0,22,15,20,LONG|E0960|R300|X360|F0.80|T0.25|S0.50,16:00,F50,True
28,14,0.5,1.446822369217358,0.7777589673244201,21.777251085083762,5,reference_validation,LONG,960,300,360,0.8,0.25,0.5,0.0,10,8,10,LONG|E0960|R300|X360|F0.80|T0.25|S0.50,16:00,F50,True
58,34,0.5862068965517241,1.5062798417356562,0.6972601047743588,40.44108607691281,4,development,LONG,300,300,360,0.8,0.25,0.45,0.0,25,13,20,LONG|E0300|R300|X360|F0.80|T0.25|S0.45,05:00,F45,True
