character_rule,lookback_min,hold_min,trades,wr,net,exp,pf,dd,ls,H1_trades,H1_exp,H1_pf,H2_trades,H2_exp,H2_pf,min_half_exp,positive_anchors,dev_eligible
ALL,60,120,1039,0.4966313763233879,-390.46396639441394,-0.37580747487431565,0.8459182844258417,493.7862965132276,16,516,-0.7021748843212224,0.7516464080936797,523,-0.0538082716723961,0.9738274669800424,-0.7021748843212224,0,False
ALL,60,240,1039,0.47834456207892206,-718.5673425921583,-0.6915951324274864,0.8014711150156429,858.0840876785421,21,516,-0.935194376934099,0.7486457806141242,523,-0.4512562984592029,0.8611411470871246,-0.935194376934099,0,False
ALL,60,360,1039,0.5033686236766122,-627.0111044134812,-0.6034755576645633,0.8497842723300535,870.1850563829242,16,512,-1.278891199351584,0.7189000517767739,523,-0.22049894365833078,0.9374845038704621,-1.278891199351584,0,False
ALL,60,480,1039,0.4879692011549567,-948.288646106143,-0.9126935958673176,0.8110285275783022,1263.8222995196443,20,512,-1.9189914434289295,0.6563435845208963,523,-0.17888702529474235,0.9566686737625861,-1.9189914434289295,0,False
ALL,120,120,1039,0.4956689124157844,-394.8678590615258,-0.38004606261937035,0.8441841195360142,493.7862965132276,16,515,-0.7119738879072262,0.7486686017097303,524,-0.053819287765847976,0.9737735086356817,-0.7119738879072262,0,False
ALL,120,240,1039,0.47834456207892206,-698.5910228537449,-0.6723686456725168,0.8059190983996707,838.0481872354875,21,515,-0.898105627291147,0.7565412153740029,524,-0.4505088259519166,0.8611109605455053,-0.898105627291147,0,False
ALL,120,360,1039,0.5043310875842156,-604.4387188387306,-0.5817504512403566,0.8544455063831854,848.7768272977022,16,511,-1.2394991486943017,0.7255683696038675,524,-0.21785647145759363,0.9381155932091465,-1.2394991486943017,0,False
ALL,120,480,1039,0.48893166506256014,-903.3407220847429,-0.8694328412750172,0.8184082152860022,1220.232841609819,20,511,-1.8374445423205215,0.6665052881458802,524,-0.17595314526254816,0.9572978470265275,-1.8374445423205215,0,False
ALL,180,120,1040,0.49615384615384617,-390.5235470990551,-0.3755034106721684,0.8458983962944502,493.7862965132276,16,516,-0.7021748843212224,0.7516464080936797,524,-0.053819287765847976,0.9737735086356817,-0.7021748843212224,0,False
ALL,180,240,1040,0.4778846153846154,-718.6269232967993,-0.6909874262469224,0.8014579220452102,858.0840876785421,21,516,-0.935194376934099,0.7486457806141242,524,-0.4505088259519166,0.8611109605455053,-0.935194376934099,0,False
ALL,180,360,1040,0.5038461538461538,-625.8469479239534,-0.6017759114653398,0.8500631742712874,870.1850563829242,16,512,-1.278891199351584,0.7189000517767739,524,-0.21785647145759363,0.9381155932091465,-1.278891199351584,0,False
ALL,180,480,1040,0.48846153846153845,-946.9301799945681,-0.9105097884563155,0.8112992377069044,1263.8222995196443,20,512,-1.9189914434289295,0.6563435845208963,524,-0.17595314526254816,0.9572978470265275,-1.9189914434289295,0,False
ALL,240,120,1040,0.49615384615384617,-390.5235470990551,-0.3755034106721684,0.8458983962944502,493.7862965132276,16,516,-0.7021748843212224,0.7516464080936797,524,-0.053819287765847976,0.9737735086356817,-0.7021748843212224,0,False
ALL,240,240,1040,0.4778846153846154,-718.6269232967993,-0.6909874262469224,0.8014579220452102,858.0840876785421,21,516,-0.935194376934099,0.7486457806141242,524,-0.4505088259519166,0.8611109605455053,-0.935194376934099,0,False
ALL,240,360,1040,0.5038461538461538,-625.8469479239534,-0.6017759114653398,0.8500631742712874,870.1850563829242,16,512,-1.278891199351584,0.7189000517767739,524,-0.21785647145759363,0.9381155932091465,-1.278891199351584,0,False
ALL,240,480,1040,0.48846153846153845,-946.9301799945681,-0.9105097884563155,0.8112992377069044,1263.8222995196443,20,512,-1.9189914434289295,0.6563435845208963,524,-0.17595314526254816,0.9572978470265275,-1.9189914434289295,0,False
ALL,360,120,1040,0.49615384615384617,-390.5235470990551,-0.3755034106721684,0.8458983962944502,493.7862965132276,16,516,-0.7021748843212224,0.7516464080936797,524,-0.053819287765847976,0.9737735086356817,-0.7021748843212224,0,False
ALL,360,240,1040,0.4778846153846154,-718.6269232967993,-0.6909874262469224,0.8014579220452102,858.0840876785421,21,516,-0.935194376934099,0.7486457806141242,524,-0.4505088259519166,0.8611109605455053,-0.935194376934099,0,False
ALL,360,360,1040,0.5038461538461538,-625.8469479239534,-0.6017759114653398,0.8500631742712874,870.1850563829242,16,512,-1.278891199351584,0.7189000517767739,524,-0.21785647145759363,0.9381155932091465,-1.278891199351584,0,False
ALL,360,480,1040,0.48846153846153845,-946.9301799945681,-0.9105097884563155,0.8112992377069044,1263.8222995196443,20,512,-1.9189914434289295,0.6563435845208963,524,-0.17595314526254816,0.9572978470265275,-1.9189914434289295,0,False
DRIVE_UP,60,120,529,0.47448015122873344,-96.79463558901253,-0.18297662682232993,0.920797088443399,302.476687094926,15,229,-0.049860122016569995,0.978148424860788,300,-0.2845888921573935,0.8779611143224701,-0.2845888921573935,1,False
DRIVE_UP,60,240,529,0.4706994328922495,-426.408170689704,-0.8060645948765671,0.7699473816426391,564.6452114845217,17,229,-0.7868512081105485,0.7849877059218137,300,-0.8207308134412946,0.7575351822935422,-0.8207308134412946,1,False
DRIVE_UP,60,360,529,0.4820415879017013,-418.0439313854932,-0.7902531784224824,0.7990405535076748,577.6248587261574,22,229,-1.4517202708498802,0.681233614925833,300,-0.2853332978695685,0.9174806624760881,-1.4517202708498802,1,False
DRIVE_UP,60,480,529,0.45746691871455575,-628.5308219981291,-1.1881490018868226,0.7508671024063508,822.7620199392833,14,229,-2.763096537361283,0.5225108373837624,300,0.014060950192015914,1.0035219452356667,-2.763096537361283,1,False
DRIVE_UP,120,120,495,0.43434343434343436,-225.8234753137217,-0.4562090410378216,0.8065657323124644,305.9798577299771,23,221,0.017742472640744626,1.0078172820133904,274,-0.8384838020705339,0.6549609626976445,-0.8384838020705339,1,False
DRIVE_UP,120,240,495,0.43636363636363634,-331.5762664060775,-0.669851043244601,0.7852785024012806,419.7588677107816,19,221,-0.02848569694011537,0.9898259059973707,274,-1.187156669278511,0.648517407011134,-1.187156669278511,0,False
DRIVE_UP,120,360,495,0.4686868686868687,-523.8357390193244,-1.0582540182208573,0.7199821031609103,646.6084301795755,15,221,-1.1630272831843238,0.7048193730144207,274,-0.9737471147284261,0.7331854633792356,-1.1630272831843238,0,False
DRIVE_UP,120,480,495,0.4404040404040404,-481.09067397518027,-0.9719003514650106,0.7746251471823383,638.034514343534,17,221,-1.820203562019697,0.612528798205114,274,-0.28768498820739863,0.9281078845984033,-1.820203562019697,0,False
DRIVE_UP,180,120,506,0.4644268774703557,-235.6798876400165,-0.46577052893283893,0.805330002089195,331.49572749625656,13,221,-0.2991302836478548,0.880970128625594,285,-0.5949898068555809,0.7412201038580145,-0.5949898068555809,1,False
DRIVE_UP,180,240,506,0.46047430830039526,-350.82984074851305,-0.6933396062223578,0.7898006552884397,443.22244815353065,19,221,-0.41306965255493955,0.8608710309875943,285,-0.9106717457328819,0.743761897822344,-0.9106717457328819,0,False
DRIVE_UP,180,360,506,0.4762845849802372,-463.4604130688981,-0.9159296700966366,0.7629423872868196,606.9633127328822,17,221,-1.3292764459317308,0.6722438451436512,285,-0.5954046263788971,0.839725342852805,-1.3292764459317308,0,False
DRIVE_UP,180,480,506,0.45849802371541504,-295.2531473463091,-0.5835042437674093,0.8591458290377101,483.610495701786,17,221,-1.6140541890755347,0.6554329420039008,285,0.21562395943643534,1.057923414256227,-1.6140541890755347,0,False
DRIVE_UP,240,120,448,0.4799107142857143,-68.22852093789255,-0.15229580566493875,0.9347769046800993,315.3627316360216,11,198,0.49255322591480477,1.223672816701114,250,-0.6630162386760958,0.7282989482275272,-0.6630162386760958,2,False
DRIVE_UP,240,240,448,0.484375,-265.3997755891622,-0.5924102133686656,0.8276923896901348,548.3201560108115,17,198,0.4155038563219568,1.1453810831909392,250,-1.3906781565636381,0.6431878117157502,-1.3906781565636381,0,False
DRIVE_UP,240,360,448,0.49107142857142855,-388.6062650018154,-0.8674246986647666,0.7886131549417722,581.1136059824161,18,198,-0.30127991002925186,0.9201420386303558,250,-1.3158113712640938,0.6985876170939523,-1.3158113712640938,0,False
DRIVE_UP,240,480,448,0.49330357142857145,-134.32758425501993,-0.29983835771209805,0.9322438028917973,467.4598558105857,16,198,-0.34147135524341654,0.9230274344973141,250,-0.2668650236672938,0.939575804377947,-0.34147135524341654,1,False
DRIVE_UP,360,120,464,0.5064655172413793,58.406468439312334,0.1258760095674835,1.0578449788877453,205.27875659619758,14,222,0.2701676867133305,1.1144125331927095,242,-0.00649073558283898,0.9967645776211849,-0.00649073558283898,3,False
DRIVE_UP,360,240,464,0.5193965517241379,-28.109869753111717,-0.060581615847223526,0.980554979414265,305.8495818234628,14,222,-0.09877524871178488,0.9714259290950388,242,-0.025544481566510024,0.9908849734216867,-0.09877524871178488,2,False
DRIVE_UP,360,360,464,0.5172413793103449,-144.96888105477484,-0.3124329333077044,0.919892468226832,371.876502124708,12,221,-0.9018807034515234,0.8003755756248971,242,0.06836004577195552,1.0203927679238647,-0.9018807034515234,0,False
DRIVE_UP,360,480,464,0.4956896551724138,-321.540318147093,-0.6929748235928728,0.8550051712473995,530.6056731722524,16,221,-2.013781450004994,0.6640934498029605,242,0.38314797199005285,1.103867956650391,-2.013781450004994,0,False
DRIVE_DOWN,60,120,510,0.5196078431372549,-293.6693308054013,-0.5758222172654927,0.7761711168834776,375.24461751071067,11,287,-1.2226629699231928,0.6252515818980143,223,0.2566589307737889,1.152361138657432,-1.2226629699231928,1,False
DRIVE_DOWN,60,240,510,0.48627450980392156,-292.1591719024541,-0.572861121377361,0.8345584030146799,352.1712212878976,16,287,-1.0535587869013219,0.720492750629452,223,0.04579461855706405,1.014927195626334,-1.0535587869013219,1,False
DRIVE_DOWN,60,360,510,0.5254901960784314,-208.96717302798803,-0.4097395549568393,0.9001986289702715,324.31846123205975,17,283,-1.139040113227521,0.7494348877896033,223,-0.13327783933827952,0.9631868077084431,-1.139040113227521,1,False
DRIVE_DOWN,60,480,510,0.5196078431372549,-319.7578241080141,-0.6269761257019885,0.871855139699937,518.6432082181742,20,283,-1.2359523391515128,0.7719659686669013,223,-0.4384582927657176,0.8982996144802793,-1.2359523391515128,1,False
DRIVE_DOWN,120,120,544,0.5514705882352942,-169.04438374780406,-0.310743352477581,0.8763167328572999,395.0783552358147,17,294,-1.260502172536823,0.6128843324142972,250,0.8061730199120878,1.4922321376327203,-1.260502172536823,1,False
DRIVE_DOWN,120,240,544,0.5165441176470589,-367.01475644766737,-0.6746594787640944,0.8214273080132747,499.7742743875143,17,294,-1.5517995205142012,0.6438615544952048,250,0.3568572103340308,1.1152306111396604,-1.5517995205142012,0,False
DRIVE_DOWN,120,360,544,0.5367647058823529,-80.6029798194063,-0.1481672423150851,0.9646778762781472,452.7634251308765,15,290,-1.2977759841346643,0.7381392060020512,250,0.6105996735672389,1.1807134246966264,-1.2977759841346643,1,False
DRIVE_DOWN,120,480,544,0.5330882352941176,-422.25004810956256,-0.7761949413778724,0.8513174613905122,591.6864208633034,16,290,-1.8505833583428744,0.6980354863752571,250,-0.053495045394992134,0.9874151179746216,-1.8505833583428744,0,False
DRIVE_DOWN,180,120,534,0.5262172284644194,-154.84365945903863,-0.2899693997360274,0.8830072045663752,347.4094774756095,13,295,-1.0041167716053385,0.6721508874747019,239,0.5915095739101934,1.3365785884331887,-1.0041167716053385,0,False
DRIVE_DOWN,180,240,534,0.4943820224719101,-367.7970825482862,-0.6887585815510977,0.8114330658051933,480.39754139786237,13,295,-1.326345441638486,0.690375810267797,239,0.0982210156278957,1.0341806872673571,-1.326345441638486,0,False
DRIVE_DOWN,180,360,534,0.5299625468164794,-162.38653485505512,-0.30409463456002833,0.9268205099835328,396.71949011190344,12,291,-1.2406261151790325,0.7480806247740504,239,0.23235785554061344,1.070659567654192,-1.2406261151790325,0,False
DRIVE_DOWN,180,480,534,0.5168539325842697,-651.677032648259,-1.2203689749967397,0.7769753681063102,799.0490479589088,13,291,-2.1505760936423326,0.6568604856525255,239,-0.6428965546316289,0.8600867013507846,-2.1505760936423326,0,False
DRIVE_DOWN,240,120,592,0.5084459459459459,-322.29502616116247,-0.5444172739208826,0.7834207720960721,517.7847808949401,18,318,-1.4460621982417676,0.5504373086056101,274,0.502017346276349,1.2956609986721794,-1.4460621982417676,0,False
DRIVE_DOWN,240,240,592,0.47297297297297297,-453.2271477076372,-0.7655863981547926,0.7820239678424143,583.229011225235,16,318,-1.7761951636784352,0.5828283510998596,274,0.40730990635804853,1.1538711717618793,-1.7761951636784352,1,False
DRIVE_DOWN,240,360,592,0.5135135135135135,-237.2406829221378,-0.4007443968279355,0.8984286847101998,605.8102277470255,21,314,-1.8953467257395509,0.6239009030467715,274,0.7839271962490674,1.2851376842377076,-1.8953467257395509,0,False
DRIVE_DOWN,240,480,592,0.4847972972972973,-812.6025957395483,-1.372639519830318,0.7323129518574106,925.7925904900306,21,314,-2.913733409864381,0.5380739643257755,274,-0.09300435109763441,0.9758452542241466,-2.913733409864381,0,False
DRIVE_DOWN,360,120,576,0.4878472222222222,-448.93001553836734,-0.7793923880874433,0.70552087508913,507.19093678827943,15,294,-1.4363927440820072,0.5481870713051347,282,-0.09443457013566416,0.9548489918914937,-1.4363927440820072,0,False
DRIVE_DOWN,360,240,576,0.4444444444444444,-690.5170535436876,-1.198814329068902,0.6823619871163591,746.4136422286484,21,294,-1.5667761676325809,0.6002944920151596,282,-0.8151945399280454,0.7749498815204695,-1.5667761676325809,0,False
DRIVE_DOWN,360,360,576,0.4930555555555556,-480.8780668691785,-0.8348577549812126,0.7966166421686061,613.9334551365208,18,291,-1.5652118852413206,0.6577782179751839,282,-0.463474901136852,0.873530777702318,-1.5652118852413206,0,False
DRIVE_DOWN,360,480,576,0.4826388888888889,-625.3898618474751,-1.0857462879296442,0.7766910726299968,773.5632170963844,17,291,-1.8470031566477954,0.6496505808173462,282,-0.6557491395005959,0.8539833509995345,-1.8470031566477954,0,False
STR_B0_20,60,120,193,0.49222797927461137,33.108852481275676,0.17154845845220557,1.11000968315369,66.28460660754492,9,71,0.022553454275080282,1.0136922019409196,122,0.25825866580118834,1.1712240296342404,0.022553454275080282,3,False
STR_B0_20,60,240,193,0.47150259067357514,-142.52781250425676,-0.7384860751515894,0.7300199130760004,221.12993210014622,8,71,-0.843531761943645,0.7056040001653355,122,-0.6773529295594917,0.7453275440345671,-0.843531761943645,1,False
STR_B0_20,60,360,193,0.46113989637305697,-267.7996008817436,-1.3875626988691376,0.6192885834997968,332.5731397290889,8,71,-2.581316553910788,0.49849893860795724,122,-0.6928370947055541,0.7498998128897953,-2.581316553910788,1,False
STR_B0_20,60,480,193,0.41450777202072536,-281.9856286406933,-1.4610654333714677,0.653563112503093,345.225041796396,12,71,-2.9096453016213863,0.47817645159219274,122,-0.6180394444719249,0.8196452340286802,-2.9096453016213863,0,False
STR_B0_20,120,120,202,0.43564356435643564,-118.98117372537243,-0.5890157115117447,0.6749128748644462,131.20178426208432,14,67,-0.3219199475944882,0.8104294368914705,135,-0.721574349900309,0.6137817975903617,-0.721574349900309,0,False
STR_B0_20,120,240,202,0.43564356435643564,-177.35298535567244,-0.8779850760181804,0.6728773961107994,260.12731459265274,14,67,0.6980191141078405,1.4289240650113504,135,-1.6601501185251684,0.4825525891987288,-1.6601501185251684,0,False
STR_B0_20,120,360,202,0.4752475247524752,-291.15436556527567,-1.441358245372652,0.5626023310418717,353.31285092989566,8,67,-1.7830418194981286,0.5388977941112405,135,-1.2717819530288967,0.5777079016987613,-1.7830418194981286,0,False
