date_utc,year,london_high,london_low,range,ny_open,ny_close,ny_return,direction,high_close_break,low_close_break,first_boundary_break,first_high_break_bar_start,first_low_break_bar_start,max_up_extension_r,max_down_extension_r
2020-01-01,2020,7234.57,7174.0,60.56999999999971,7216.99,7226.35,0.001296939582845491,UP,True,False,HIGH_FIRST,2020-01-01 15:35:00+00:00,,0.42694403169887246,0.0
2020-01-02,2020,7175.0,7106.75,68.25,7143.15,6979.44,-0.022918460343125946,DOWN,False,True,LOW_FIRST,,2020-01-02 16:45:00+00:00,0.0,2.706959706959707
2020-01-03,2020,7368.33,7198.0,170.32999999999993,7327.98,7338.9,0.0014901787395709132,UP,True,False,HIGH_FIRST,2020-01-03 16:40:00+00:00,,0.22867375095402945,0.0
2020-01-06,2020,7576.0,7505.35,70.64999999999964,7551.99,7537.89,-0.001867057557014662,DOWN,False,False,NONE,,,0.5068648266100578,0.3341825902335556
2020-01-07,2020,7969.0,7810.0,159.0,7846.72,8077.71,0.029437777823090316,UP,True,True,LOW_FIRST,2020-01-07 18:20:00+00:00,2020-01-07 15:30:00+00:00,1.0314465408805031,0.48427672955974843
2020-01-08,2020,8379.51,8222.0,157.51000000000022,8313.08,7965.05,-0.041865349545535446,DOWN,True,True,HIGH_FIRST,2020-01-08 13:30:00+00:00,2020-01-08 16:25:00+00:00,0.3076630055234529,1.635388229318772
2020-01-09,2020,7960.0,7851.91,108.09000000000015,7931.5,7921.34,-0.0012809682909915576,DOWN,False,True,LOW_FIRST,,2020-01-09 16:20:00+00:00,0.02775464890369133,0.7022851327597349
2020-01-10,2020,7929.0,7670.0,259.0,7925.56,8064.34,0.017510434593896118,UP,True,False,HIGH_FIRST,2020-01-10 13:35:00+00:00,,0.835559845559845,0.0
2020-01-13,2020,8135.93,8055.0,80.93000000000029,8103.0,8111.81,0.0010872516351969619,UP,False,False,NONE,,,0.0,0.0
2020-01-14,2020,8629.9,8476.0,153.89999999999964,8544.59,8776.62,0.027155194105276115,UP,True,False,HIGH_FIRST,2020-01-14 14:10:00+00:00,,1.5275503573749234,0.0
2020-01-15,2020,8837.0,8610.68,226.3199999999997,8805.8,8766.5,-0.004462967589543121,DOWN,True,False,HIGH_FIRST,2020-01-15 13:45:00+00:00,,0.3720395899611207,0.0
2020-01-16,2020,8793.77,8607.05,186.72000000000116,8701.34,8709.6,0.0009492790765559533,UP,False,False,NONE,,,0.0,0.0
2020-01-17,2020,9039.0,8800.0,239.0,8858.62,8883.8,0.0028424291819717507,UP,False,True,LOW_FIRST,,2020-01-17 14:55:00+00:00,0.0,0.06276150627615062
2020-01-20,2020,8686.0,8526.06,159.9400000000005,8564.75,8678.35,0.013263667941270985,UP,True,False,HIGH_FIRST,2020-01-20 16:00:00+00:00,,0.15412029511066375,0.0
2020-01-21,2020,8684.0,8608.71,75.29000000000087,8655.6,8536.51,-0.013758722676648683,DOWN,False,True,LOW_FIRST,,2020-01-21 19:40:00+00:00,0.0,2.126577234692481
2020-01-22,2020,8749.0,8616.09,132.90999999999985,8653.37,8671.66,0.0021136274075879147,UP,False,False,NONE,,,0.0,0.22752238356782645
2020-01-23,2020,8625.0,8374.0,251.0,8406.96,8379.34,-0.003285373071835629,DOWN,False,True,LOW_FIRST,,2020-01-23 13:50:00+00:00,0.0,0.19123505976095617
2020-01-24,2020,8464.08,8247.0,217.07999999999993,8431.1,8504.0,0.008646558574800345,UP,True,False,HIGH_FIRST,2020-01-24 13:55:00+00:00,,0.2944536576377377,0.0
2020-01-27,2020,8764.0,8565.0,199.0,8747.61,8934.04,0.021312106964073596,UP,True,False,HIGH_FIRST,2020-01-27 13:35:00+00:00,,1.1325125628140744,0.0
2020-01-28,2020,9125.42,8952.41,173.01000000000022,9076.13,9019.86,-0.006199778980688797,DOWN,True,True,HIGH_FIRST,2020-01-28 14:10:00+00:00,2020-01-28 17:15:00+00:00,0.4762152476735409,0.2740304028668851
2020-01-29,2020,9449.0,9242.0,207.0,9299.21,9399.96,0.010834253662407978,UP,False,False,NONE,,,0.0,0.0
