type,label,n,wr,mean,median,pf,gross_pos,gross_neg,avg_win,avg_loss,max_dd,loss_streak,supportive,positive_mean
calendar_block,2025,159,0.5723270440251572,0.0001756000115599,0.0012902320258261,1.0571029486905594,0.5168689146254718,-0.4889485127874449,0.0056798781826974,-0.0071904193056977,0.1787211336762745,7,True,
calendar_block,2026_to_Jul30,110,0.5818181818181818,0.0017167332629829,0.0007107007171656,2.6987600546202324,0.300004480101414,-0.111163821173287,0.0046875700015845,-0.0024166048081149,0.0254794961362874,9,True,
horizon,60m,269,0.5799256505576208,0.0005003910898141,0.0008037975643415,1.268904304910674,0.635174367364111,-0.5005691642040925,0.0040716305600263,-0.0044298156124255,0.1066374817204929,6,True,
horizon,120m,269,0.5762081784386617,0.0003118587296918,0.0009973291862468,1.1040073808347786,0.890467354757398,-0.8065773564702843,0.0057449506758541,-0.0071378527121264,0.3061443940347881,7,True,
horizon,240m,269,0.5947955390334573,0.0016051597801164,0.0013024823781795,1.60488346505366,1.145624621786827,-0.7138366409354978,0.0071601538861676,-0.0065489600085825,0.1507059783071532,5,True,
anchor,02:00,61,0.5737704918032787,0.0018467379543392,0.0012836024632758,1.9331607273691784,0.2333708568354253,-0.1207198416207315,0.0066677387667264,-0.0046430708315665,0.0346105609233748,3,True,
anchor,02:15,68,0.5294117647058824,0.00094580243583,0.0001234331161213,1.4781968928718443,0.1988084667787172,-0.1344939011422705,0.0055224574105199,-0.0042029344106959,0.0434250984515046,5,True,
anchor,02:30,74,0.581081081081081,-0.0004326408110883,0.0008235962561814,0.8531055211198256,0.1859330029876237,-0.2179484230081637,0.0043240233252935,-0.0070305942905859,0.1349746156293557,4,False,
anchor,02:45,66,0.6212121212121212,0.0010880439384174,0.0013992420129896,1.5656621094689906,0.1987610681251195,-0.1269501681895662,0.0048478309298809,-0.0050780067275826,0.0419333782162741,4,True,
quarter,2025Q1,31,0.5483870967741935,0.0011557079779222,0.0012902320258261,1.470306173575909,0.1120048699721964,-0.0761779226566063,0.0065885217630703,-0.0054412801897575,0.0289965559742877,3,True,True
quarter,2025Q2,46,0.5652173913043478,-0.0011442217524861,0.000662791610056,0.616751129113301,0.0847026700529595,-0.1373368706673241,0.0032577950020369,-0.0068668435333662,0.0968270733150339,4,False,False
quarter,2025Q3,34,0.6470588235294118,0.0031448478006875,0.002068546941605,3.4882541152719693,0.1498966521630407,-0.0429718269396648,0.0068134841892291,-0.0035809855783054,0.0179126392431293,4,True,True
quarter,2025Q4,48,0.5416666666666666,-0.0012957743768036,0.0006128887500259,0.7324414362659745,0.170264722437275,-0.2324618925238497,0.0065486431706644,-0.0105664496601749,0.1787211336762745,5,False,False
quarter,2026Q1,47,0.6382978723404256,0.0016907267501462,0.0010862051940358,2.328124488655919,0.1392960163450915,-0.0598318590882184,0.0046432005448363,-0.0035195211228363,0.0254794961362874,4,True,True
quarter,2026Q2,44,0.6136363636363636,0.0025360041198285,0.00103060644025,4.291945517822986,0.1454803015661605,-0.033896120293706,0.0053881593172652,-0.0019938894290415,0.0226882863862925,5,True,True
quarter,2026Q3,19,0.3684210526315789,-0.000116193663221,-0.0004916504195981,0.87338267761214,0.0152281621901619,-0.0174358417913625,0.0021754517414517,-0.0014529868159468,0.0149923851229883,9,False,False
