episode_id,first_sideways_ts,last_sideways_ts,partition,n_intervals,duration_hours,origin_state,exit_state,bracketed_directional,class,same_direction_resume,opposite_direction_transition,gap_or_boundary
760,2022-07-24 08:00:00+00:00,2022-07-24 08:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
762,2022-07-24 16:00:00+00:00,2022-07-24 20:00:00+00:00,development,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
764,2022-07-27 20:00:00+00:00,2022-07-27 20:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
766,2022-08-01 00:00:00+00:00,2022-08-01 04:00:00+00:00,development,2,8,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
768,2022-08-03 12:00:00+00:00,2022-08-03 16:00:00+00:00,development,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
771,2022-08-05 04:00:00+00:00,2022-08-05 08:00:00+00:00,development,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
775,2022-08-07 00:00:00+00:00,2022-08-07 00:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
777,2022-08-07 20:00:00+00:00,2022-08-07 20:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
779,2022-08-09 12:00:00+00:00,2022-08-09 16:00:00+00:00,development,2,8,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
782,2022-08-12 12:00:00+00:00,2022-08-12 12:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
784,2022-08-14 20:00:00+00:00,2022-08-15 00:00:00+00:00,development,2,8,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
786,2022-08-15 08:00:00+00:00,2022-08-15 12:00:00+00:00,development,2,8,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
788,2022-08-23 20:00:00+00:00,2022-08-24 00:00:00+00:00,development,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
790,2022-08-24 16:00:00+00:00,2022-08-24 16:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
794,2022-08-26 08:00:00+00:00,2022-08-26 08:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
796,2022-08-29 16:00:00+00:00,2022-08-29 16:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
798,2022-08-30 00:00:00+00:00,2022-08-30 12:00:00+00:00,development,4,16,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
800,2022-08-31 04:00:00+00:00,2022-08-31 12:00:00+00:00,development,3,12,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
802,2022-08-31 20:00:00+00:00,2022-08-31 20:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
804,2022-09-02 00:00:00+00:00,2022-09-02 08:00:00+00:00,development,3,12,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
808,2022-09-05 00:00:00+00:00,2022-09-05 00:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
810,2022-09-06 08:00:00+00:00,2022-09-06 12:00:00+00:00,development,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
812,2022-09-08 12:00:00+00:00,2022-09-08 12:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
814,2022-09-08 20:00:00+00:00,2022-09-09 00:00:00+00:00,development,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
816,2022-09-13 16:00:00+00:00,2022-09-13 16:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
818,2022-09-18 00:00:00+00:00,2022-09-18 00:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
820,2022-09-18 08:00:00+00:00,2022-09-18 08:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
822,2022-09-22 12:00:00+00:00,2022-09-22 12:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
824,2022-09-22 20:00:00+00:00,2022-09-23 00:00:00+00:00,development,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
827,2022-09-24 00:00:00+00:00,2022-09-24 04:00:00+00:00,development,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
829,2022-09-24 16:00:00+00:00,2022-09-24 20:00:00+00:00,development,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
831,2022-09-25 08:00:00+00:00,2022-09-25 12:00:00+00:00,development,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
833,2022-09-26 16:00:00+00:00,2022-09-26 16:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
835,2022-09-27 20:00:00+00:00,2022-09-28 04:00:00+00:00,development,3,12,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
837,2022-09-28 16:00:00+00:00,2022-09-28 16:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
839,2022-09-29 16:00:00+00:00,2022-09-29 16:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
841,2022-10-01 00:00:00+00:00,2022-10-01 12:00:00+00:00,development,4,16,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
843,2022-10-03 16:00:00+00:00,2022-10-03 16:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
845,2022-10-07 00:00:00+00:00,2022-10-07 00:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
847,2022-10-07 08:00:00+00:00,2022-10-07 08:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
850,2022-10-13 20:00:00+00:00,2022-10-14 00:00:00+00:00,development,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
852,2022-10-14 20:00:00+00:00,2022-10-15 04:00:00+00:00,development,3,12,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
854,2022-10-16 20:00:00+00:00,2022-10-16 20:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
856,2022-10-17 04:00:00+00:00,2022-10-17 04:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
858,2022-10-18 16:00:00+00:00,2022-10-19 04:00:00+00:00,development,4,16,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
860,2022-10-21 16:00:00+00:00,2022-10-21 20:00:00+00:00,development,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
862,2022-10-22 12:00:00+00:00,2022-10-22 20:00:00+00:00,development,3,12,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
864,2022-10-23 08:00:00+00:00,2022-10-23 08:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
867,2022-10-28 08:00:00+00:00,2022-10-28 12:00:00+00:00,development,2,8,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
869,2022-10-31 04:00:00+00:00,2022-10-31 08:00:00+00:00,development,2,8,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
872,2022-11-01 08:00:00+00:00,2022-11-01 08:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
874,2022-11-04 08:00:00+00:00,2022-11-04 08:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
876,2022-11-07 00:00:00+00:00,2022-11-07 04:00:00+00:00,development,2,8,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
878,2022-11-15 04:00:00+00:00,2022-11-15 08:00:00+00:00,development,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
880,2022-11-15 16:00:00+00:00,2022-11-15 20:00:00+00:00,development,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
882,2022-11-16 08:00:00+00:00,2022-11-16 08:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
884,2022-11-18 00:00:00+00:00,2022-11-18 08:00:00+00:00,development,3,12,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
886,2022-11-18 16:00:00+00:00,2022-11-18 16:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
888,2022-11-20 00:00:00+00:00,2022-11-20 08:00:00+00:00,development,3,12,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
890,2022-11-22 16:00:00+00:00,2022-11-22 16:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
892,2022-11-23 00:00:00+00:00,2022-11-23 04:00:00+00:00,development,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
894,2022-11-25 08:00:00+00:00,2022-11-25 08:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
896,2022-11-26 20:00:00+00:00,2022-11-27 00:00:00+00:00,development,2,8,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
898,2022-11-28 00:00:00+00:00,2022-11-28 00:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
900,2022-11-29 08:00:00+00:00,2022-11-29 20:00:00+00:00,development,4,16,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
902,2022-12-04 00:00:00+00:00,2022-12-04 00:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
904,2022-12-05 20:00:00+00:00,2022-12-06 08:00:00+00:00,development,4,16,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
908,2022-12-08 16:00:00+00:00,2022-12-08 16:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
910,2022-12-12 00:00:00+00:00,2022-12-12 00:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
912,2022-12-13 00:00:00+00:00,2022-12-13 00:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
914,2022-12-15 16:00:00+00:00,2022-12-16 00:00:00+00:00,development,3,12,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
916,2022-12-20 08:00:00+00:00,2022-12-20 20:00:00+00:00,development,4,16,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
918,2022-12-21 20:00:00+00:00,2022-12-21 20:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
921,2022-12-23 00:00:00+00:00,2022-12-23 08:00:00+00:00,development,3,12,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
923,2022-12-24 00:00:00+00:00,2022-12-24 00:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
925,2022-12-25 12:00:00+00:00,2022-12-25 12:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
927,2022-12-26 00:00:00+00:00,2022-12-26 00:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
929,2022-12-26 16:00:00+00:00,2022-12-26 16:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
931,2022-12-27 12:00:00+00:00,2022-12-27 16:00:00+00:00,development,2,8,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
933,2023-01-01 20:00:00+00:00,2023-01-02 00:00:00+00:00,development,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
935,2023-01-03 20:00:00+00:00,2023-01-03 20:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
937,2023-01-06 12:00:00+00:00,2023-01-06 12:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
939,2023-01-18 20:00:00+00:00,2023-01-19 08:00:00+00:00,development,4,16,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
942,2023-01-25 00:00:00+00:00,2023-01-25 04:00:00+00:00,development,2,8,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
944,2023-01-25 12:00:00+00:00,2023-01-25 16:00:00+00:00,development,2,8,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
946,2023-01-27 04:00:00+00:00,2023-01-27 04:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
948,2023-01-30 12:00:00+00:00,2023-01-30 20:00:00+00:00,development,3,12,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
950,2023-01-31 16:00:00+00:00,2023-02-01 04:00:00+00:00,development,4,16,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
953,2023-02-03 20:00:00+00:00,2023-02-04 04:00:00+00:00,development,3,12,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
955,2023-02-04 20:00:00+00:00,2023-02-04 20:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
957,2023-02-07 20:00:00+00:00,2023-02-08 04:00:00+00:00,development,3,12,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
960,2023-02-12 20:00:00+00:00,2023-02-12 20:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
962,2023-02-14 16:00:00+00:00,2023-02-14 16:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
964,2023-02-20 00:00:00+00:00,2023-02-20 00:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
966,2023-02-21 12:00:00+00:00,2023-02-21 16:00:00+00:00,development,2,8,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
968,2023-02-22 00:00:00+00:00,2023-02-22 00:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
970,2023-02-23 04:00:00+00:00,2023-02-23 08:00:00+00:00,development,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
972,2023-02-26 20:00:00+00:00,2023-02-27 04:00:00+00:00,development,3,12,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
974,2023-02-27 16:00:00+00:00,2023-02-27 16:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
976,2023-02-28 00:00:00+00:00,2023-02-28 04:00:00+00:00,development,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
978,2023-02-28 16:00:00+00:00,2023-02-28 16:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
980,2023-03-01 04:00:00+00:00,2023-03-01 04:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
982,2023-03-01 20:00:00+00:00,2023-03-01 20:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
984,2023-03-02 08:00:00+00:00,2023-03-02 12:00:00+00:00,development,2,8,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
986,2023-03-02 20:00:00+00:00,2023-03-03 00:00:00+00:00,development,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
988,2023-03-06 16:00:00+00:00,2023-03-06 16:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
990,2023-03-12 20:00:00+00:00,2023-03-12 20:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
992,2023-03-22 20:00:00+00:00,2023-03-23 00:00:00+00:00,development,2,8,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
994,2023-03-23 08:00:00+00:00,2023-03-23 08:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
997,2023-03-24 12:00:00+00:00,2023-03-24 12:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
999,2023-03-24 20:00:00+00:00,2023-03-24 20:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
1001,2023-03-26 12:00:00+00:00,2023-03-26 16:00:00+00:00,development,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
1004,2023-03-28 20:00:00+00:00,2023-03-28 20:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
1007,2023-03-30 20:00:00+00:00,2023-03-30 20:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
1009,2023-03-31 08:00:00+00:00,2023-03-31 12:00:00+00:00,development,2,8,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
1011,2023-04-02 16:00:00+00:00,2023-04-02 16:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
1013,2023-04-03 12:00:00+00:00,2023-04-03 12:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
1015,2023-04-04 12:00:00+00:00,2023-04-04 12:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
1017,2023-04-04 20:00:00+00:00,2023-04-05 00:00:00+00:00,development,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
1019,2023-04-05 16:00:00+00:00,2023-04-05 16:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
1021,2023-04-06 00:00:00+00:00,2023-04-06 04:00:00+00:00,development,2,8,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
1023,2023-04-08 08:00:00+00:00,2023-04-08 08:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
1025,2023-04-09 04:00:00+00:00,2023-04-09 04:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
1027,2023-04-09 20:00:00+00:00,2023-04-09 20:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
1029,2023-04-16 12:00:00+00:00,2023-04-16 12:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
1032,2023-04-18 12:00:00+00:00,2023-04-18 16:00:00+00:00,development,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
1035,2023-04-25 20:00:00+00:00,2023-04-25 20:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
1037,2023-04-26 20:00:00+00:00,2023-04-26 20:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
1040,2023-05-02 20:00:00+00:00,2023-05-03 00:00:00+00:00,development,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
1042,2023-05-03 08:00:00+00:00,2023-05-03 08:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
1044,2023-05-04 00:00:00+00:00,2023-05-04 00:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
1046,2023-05-06 16:00:00+00:00,2023-05-06 20:00:00+00:00,development,2,8,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
1048,2023-05-10 16:00:00+00:00,2023-05-10 16:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
1050,2023-05-14 16:00:00+00:00,2023-05-14 16:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
1053,2023-05-16 12:00:00+00:00,2023-05-16 16:00:00+00:00,development,2,8,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
1055,2023-05-17 20:00:00+00:00,2023-05-17 20:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
1057,2023-05-18 16:00:00+00:00,2023-05-18 16:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
1059,2023-05-20 20:00:00+00:00,2023-05-20 20:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
1061,2023-05-21 12:00:00+00:00,2023-05-21 12:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
1064,2023-05-24 04:00:00+00:00,2023-05-24 04:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
1066,2023-05-26 16:00:00+00:00,2023-05-26 20:00:00+00:00,development,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
1068,2023-05-31 08:00:00+00:00,2023-05-31 08:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
1070,2023-06-02 12:00:00+00:00,2023-06-02 12:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
1072,2023-06-02 20:00:00+00:00,2023-06-03 08:00:00+00:00,development,4,16,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
1075,2023-06-03 20:00:00+00:00,2023-06-03 20:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
1077,2023-06-04 08:00:00+00:00,2023-06-04 08:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
1079,2023-06-05 00:00:00+00:00,2023-06-05 00:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
1081,2023-06-06 20:00:00+00:00,2023-06-07 00:00:00+00:00,development,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
1083,2023-06-07 16:00:00+00:00,2023-06-07 16:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
1085,2023-06-08 16:00:00+00:00,2023-06-08 16:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
1087,2023-06-09 12:00:00+00:00,2023-06-09 12:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
1089,2023-06-13 04:00:00+00:00,2023-06-13 08:00:00+00:00,development,2,8,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
1092,2023-06-14 04:00:00+00:00,2023-06-14 04:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
1094,2023-06-14 12:00:00+00:00,2023-06-14 16:00:00+00:00,development,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
1096,2023-06-16 00:00:00+00:00,2023-06-16 00:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
1098,2023-06-16 16:00:00+00:00,2023-06-16 16:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
1100,2023-06-26 04:00:00+00:00,2023-06-26 04:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
1102,2023-06-26 20:00:00+00:00,2023-06-27 00:00:00+00:00,development,2,8,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
1104,2023-06-28 08:00:00+00:00,2023-06-28 12:00:00+00:00,development,2,8,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
1107,2023-06-29 08:00:00+00:00,2023-06-29 08:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
1109,2023-06-30 16:00:00+00:00,2023-06-30 20:00:00+00:00,development,2,8,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
1111,2023-07-01 04:00:00+00:00,2023-07-01 04:00:00+00:00,development,1,4,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
1113,2023-07-04 20:00:00+00:00,2023-07-05 00:00:00+00:00,development,2,8,BULL,BULL,True,BULL->SIDEWAYS->BULL,True,False,False
1115,2023-07-05 08:00:00+00:00,2023-07-05 08:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
1117,2023-07-06 08:00:00+00:00,2023-07-06 12:00:00+00:00,development,2,8,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
1119,2023-07-09 16:00:00+00:00,2023-07-09 16:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
1121,2023-07-10 16:00:00+00:00,2023-07-10 16:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
1123,2023-07-12 20:00:00+00:00,2023-07-13 00:00:00+00:00,development,2,8,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
1125,2023-07-13 12:00:00+00:00,2023-07-13 12:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
1127,2023-07-14 20:00:00+00:00,2023-07-14 20:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
1129,2023-07-20 08:00:00+00:00,2023-07-20 08:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
1132,2023-07-22 08:00:00+00:00,2023-07-22 08:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
1134,2023-07-23 08:00:00+00:00,2023-07-23 08:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
1138,2023-07-26 20:00:00+00:00,2023-07-26 20:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
1140,2023-07-27 04:00:00+00:00,2023-07-27 12:00:00+00:00,development,3,12,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
1142,2023-07-28 16:00:00+00:00,2023-07-28 16:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
1144,2023-07-29 04:00:00+00:00,2023-07-29 04:00:00+00:00,development,1,4,BEAR,BEAR,True,BEAR->SIDEWAYS->BEAR,True,False,False
1146,2023-07-29 20:00:00+00:00,2023-07-29 20:00:00+00:00,development,1,4,BEAR,BULL,True,BEAR->SIDEWAYS->BULL,False,True,False
1152,2023-07-31 16:00:00+00:00,2023-07-31 16:00:00+00:00,development,1,4,BULL,BEAR,True,BULL->SIDEWAYS->BEAR,False,True,False
