zone,sessions,k1,leaves,upstream_h2,upstream_h2_rate,entries,h2_after_entry,h2_after_entry_rate,actual_net_wr,avg_net_return,total_pnl_usd_500,profit_factor,max_dd_usd_500,median_rr,candidate_label,wr_rank_n30
Z16,1096,232,231,195,0.8441558441558441,105,72,0.6857142857142857,0.41904761904761906,-0.0010098097987127582,-53.015014432419804,0.6271450699914276,53.01501443241982,1.445186421814103,NO_CANDIDATE,1
Z08,1096,250,248,202,0.8145161290322581,143,103,0.7202797202797203,0.40559440559440557,-0.0011468966895345808,-82.00311330172252,0.596381830470149,85.83377978278003,1.6388361796331423,NO_CANDIDATE,2
Z00,1096,222,220,185,0.8409090909090909,106,77,0.7264150943396226,0.39622641509433965,-0.0008879523735373589,-47.06147579748003,0.6713745523533466,51.65695868073359,1.3949082513063522,NO_CANDIDATE,3
Z12,1096,205,205,163,0.7951219512195122,94,56,0.5957446808510638,0.3829787234042553,-0.002228265617245804,-104.72848401055276,0.40041934798399526,107.68356763366913,1.5043962945517273,NO_CANDIDATE,4
Z20,1095,251,251,205,0.8167330677290837,99,62,0.6262626262626263,0.37373737373737376,-0.001464242738856382,-72.48001557339092,0.559659069184738,78.42094192087633,1.638792102206757,NO_CANDIDATE,5
Z04,1096,253,251,212,0.8446215139442231,106,69,0.6509433962264151,0.3584905660377358,-0.001350359799367234,-71.56906936646338,0.5362219120544224,81.58954872717274,1.5610422110316273,NO_CANDIDATE,6
