event_id,partition,clock_block,regime,label,checkpoint,decision_ts,exit_ts,R4,H,L,F05,entry_px,target_name,model_eligible,resolved_before_or_at,reclaim_pos_r4,reclaim_body_frac,reclaim_upper_wick_frac,reclaim_lower_wick_frac,remaining_block_min_reclaim,setup_f05_pos_r4,setup_f05_to_h_r4,ema20_dist_r4,ema50_dist_r4,ema20_minus_50_r4,ema50_slope3_r4,current_close_pos_r4,net_close_from_entry_r4,mae_high_r4,mae_close_r4,mfe_low_r4,rebreak_done,higher_close_streak,higher_high_streak,bullish_frac,close_above_entry_frac,max_bull_body_r4,closes_ge_f10,closes_ge_f15,entry_pos_r4,entry_gap_f05_r4,entry_to_h_r4,reclaim_to_fill_min
202,development,00-04,BEAR,GOOD,RECLAIM,2022-01-03 03:55:00+00:00,2022-01-03 04:05:00+00:00,653.7099999999991,47469.46,46815.75,46848.4355,46851.48,T5,True,False,0.05467256122745256,0.9718934911242513,0.020802514792900136,0.007303994082848564,5.0,0.04999999999999944,0.9500000000000005,-0.4846315029766999,-0.5358531973174714,-0.051221694340771534,-0.027654426127561756,,,,,,,,,,,,,,,,,
202,development,00-04,BEAR,GOOD,FILL,2022-01-03 03:55:00+00:00,2022-01-03 04:05:00+00:00,653.7099999999991,47469.46,46815.75,46848.4355,46851.48,T5,True,False,0.05467256122745256,0.9718934911242513,0.020802514792900136,0.007303994082848564,5.0,0.04999999999999944,0.9500000000000005,-0.48464680027977736,-0.5358684946205489,-0.051221694340771534,-0.027654426127561756,,,,,,,,,,,,,,0.0546572639243751,0.00465726392437566,0.9453427360756249,0.0
202,development,00-04,BEAR,GOOD,PLUS5,2022-01-03 04:00:00+00:00,2022-01-03 04:05:00+00:00,653.7099999999991,47469.46,46815.75,46848.4355,46851.48,T5,True,False,0.05467256122745256,0.9718934911242513,0.020802514792900136,0.007303994082848564,5.0,0.04999999999999944,0.9500000000000005,-0.5057820699878558,-0.5863128456643643,-0.08053077567650836,-0.04196142530936899,-0.019718223677164852,-0.07437548760153996,0.009025408820416067,0.0,0.09975371342033393,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0546572639243751,0.00465726392437566,0.9453427360756249,0.0
202,development,00-04,BEAR,GOOD,PLUS10,2022-01-03 04:05:00+00:00,2022-01-03 04:05:00+00:00,653.7099999999991,47469.46,46815.75,46848.4355,46851.48,T5,False,True,0.05467256122745256,0.9718934911242513,0.020802514792900136,0.007303994082848564,5.0,0.04999999999999944,0.9500000000000005,-0.5182493720025129,-0.5987801476790213,-0.08053077567650836,-0.04196142530936899,-0.03218552569182191,-0.08684278961619701,0.009025408820416067,0.0,0.1552370317113144,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0546572639243751,0.00465726392437566,0.9453427360756249,0.0
202,development,00-04,BEAR,GOOD,PLUS15,2022-01-03 04:10:00+00:00,2022-01-03 04:05:00+00:00,653.7099999999991,47469.46,46815.75,46848.4355,46851.48,T5,False,True,0.05467256122745256,0.9718934911242513,0.020802514792900136,0.007303994082848564,5.0,0.04999999999999944,0.9500000000000005,-0.41935230755497266,-0.499883083231481,-0.08053077567650836,-0.04196142530936899,0.06671153875571835,0.012054274831343243,0.027596334766170964,0.012054274831343243,0.1552370317113144,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.09891236175062884,0.0,0.0,0.0546572639243751,0.00465726392437566,0.9453427360756249,0.0
203,development,16-20,BEAR,GOOD,RECLAIM,2022-01-17 16:25:00+00:00,2022-01-17 16:35:00+00:00,423.1699999999983,42768.95,42345.78,42366.9385,42431.5,T10,True,False,0.20256634449512373,0.6327742978379429,0.12818751262881634,0.2390381895332407,215.0,0.04999999999999483,0.9500000000000051,-0.7470008232159595,-1.0643799793176003,-0.31737915610164075,-0.09120681387926728,,,,,,,,,,,,,,,,,
203,development,16-20,BEAR,GOOD,FILL,2022-01-17 16:25:00+00:00,2022-01-17 16:35:00+00:00,423.1699999999983,42768.95,42345.78,42366.9385,42431.5,T10,True,False,0.20256634449512373,0.6327742978379429,0.12818751262881634,0.2390381895332407,215.0,0.04999999999999483,0.9500000000000051,-0.7470008232159595,-1.0643799793176003,-0.31737915610164075,-0.09120681387926728,,,,,,,,,,,,,,0.20256634449512373,0.1525663444951289,0.7974336555048761,0.0
203,development,16-20,BEAR,GOOD,PLUS5,2022-01-17 16:30:00+00:00,2022-01-17 16:35:00+00:00,423.1699999999983,42768.95,42345.78,42366.9385,42431.5,T10,True,False,0.20256634449512373,0.6327742978379429,0.12818751262881634,0.2390381895332407,215.0,0.04999999999999483,0.9500000000000051,-0.999310769573209,-1.3166899256748497,-0.31737915610164075,-0.09120681387926728,-0.04974360186212567,-0.2523099463572494,0.01273719781647905,0.0,0.2896471867098334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20256634449512373,0.1525663444951289,0.7974336555048761,0.0
203,development,16-20,BEAR,GOOD,PLUS10,2022-01-17 16:35:00+00:00,2022-01-17 16:35:00+00:00,423.1699999999983,42768.95,42345.78,42366.9385,42431.5,T10,False,True,0.20256634449512373,0.6327742978379429,0.12818751262881634,0.2390381895332407,215.0,0.04999999999999483,0.9500000000000051,-1.2440587432008292,-1.56143789930247,-0.31737915610164075,-0.09120681387926728,-0.2944915754897461,-0.4970579199848698,0.01273719781647905,0.0,0.5187040669234607,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20256634449512373,0.1525663444951289,0.7974336555048761,0.0
203,development,16-20,BEAR,GOOD,PLUS15,2022-01-17 16:40:00+00:00,2022-01-17 16:35:00+00:00,423.1699999999983,42768.95,42345.78,42366.9385,42431.5,T10,False,True,0.20256634449512373,0.6327742978379429,0.12818751262881634,0.2390381895332407,215.0,0.04999999999999483,0.9500000000000051,-1.2101952840709418,-1.5275744401725824,-0.31737915610164075,-0.09120681387926728,-0.2606281163598585,-0.4631944608549822,0.01273719781647905,0.0,0.5187040669234607,1.0,1.0,0.0,0.3333333333333333,0.0,0.03386345912988758,0.0,0.0,0.20256634449512373,0.1525663444951289,0.7974336555048761,0.0
