partition,side,raw_signals,executed_trades,skipped_active,trades_per_day,tp,sl,time,samebar_sl,target_wr,resolved_wr,economic_win_rate,net_expectancy_return,net_expectancy_usd,profit_factor,total_net_usd,max_loss_streak,median_hold_min
development,LONG,704,704,0,0.9630642954856361,352,241,111,0,0.5,0.5935919055649241,0.5582386363636364,8.295045502936035e-07,0.00041475227514675694,1.0001885918730662,0.2919856017033169,7,80.0
development,SHORT,1325,1325,0,1.8125854993160055,662,465,198,0,0.499622641509434,0.5874001774622892,0.5607547169811321,8.62108061305738e-06,0.004310540306528739,1.00196745699955,5.711465906150579,7,65.0
validation_2025,LONG,445,445,0,1.2191780821917808,224,144,77,0,0.503370786516854,0.6086956521739131,0.5662921348314607,0.0002879231629822332,0.14396158149111657,1.0691527125900813,64.06290376354687,6,95.0
validation_2025,SHORT,767,767,0,2.1013698630136988,393,260,114,1,0.5123859191655802,0.6018376722817764,0.5710560625814863,0.0002758354092698467,0.1379177046349235,1.0649664378001034,105.78287945498633,7,75.0
validation_2026,LONG,266,266,0,0.9962546816479401,109,65,92,0,0.40977443609022557,0.6264367816091954,0.5526315789473685,0.0002362615736270515,0.11813078681352576,1.0669495486472695,31.42278929239785,7,145.0
validation_2026,SHORT,660,660,0,2.4719101123595504,263,181,216,1,0.3984848484848485,0.5923423423423423,0.5272727272727272,-0.00018645108154313313,-0.0932255407715665,0.9520921265369587,-61.528856909233895,8,130.0
