rule_text,conditions,atoms_repr,selected_n,event_n,event_rate,lift_vs_buy_baseline,wilson_lower,mean_r,pf_r,cum_r,eligible
source_to_opposite_structure_range_units <= 1.59650150215,1,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}]",4,1,0.25,-0.125,0.045586062644636216,-0.42065755892508616,0.4391232547665518,-1.6826302357003446,False
source_to_opposite_structure_range_units >= 1.59650150215,1,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '>=', 'threshold': 1.5965015021503175, 'quantile': 0.25}]",12,5,0.4166666666666667,0.041666666666666685,0.19325746190524656,-0.4407311960035613,0.4123584053285849,-5.2887743520427355,False
source_to_opposite_structure_range_units <= 1.81134020619,1,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.811340206185567, 'quantile': 0.5}]",8,2,0.25,-0.125,0.07147768885802763,-0.5180210871548504,0.30930521712686604,-4.144168697238803,False
source_to_opposite_structure_range_units >= 1.81134020619,1,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '>=', 'threshold': 1.811340206185567, 'quantile': 0.5}]",8,4,0.5,0.125,0.21521252682444186,-0.35340448631303456,0.5287940182492873,-2.8272358905042765,False
source_to_opposite_structure_range_units <= 1.93762460051,1,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.9376246005088174, 'quantile': 0.75}]",12,3,0.25,-0.125,0.08894003962896138,-0.6786807247699004,0.18558313027611964,-8.144168697238804,False
source_to_opposite_structure_range_units >= 1.93762460051,1,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '>=', 'threshold': 1.9376246005088174, 'quantile': 0.75}]",4,3,0.75,0.375,0.3006360524426366,0.29319102737393093,1.5863820547478618,1.1727641094957237,False
approach_start_distance_to_level_range_units <= 0.978378228578,1,"[{'feature': 'approach_start_distance_to_level_range_units', 'op': '<=', 'threshold': 0.9783782285777651, 'quantile': 0.25}]",4,0,0.0,-0.375,0.0,-1.0,0.0,-4.0,False
approach_start_distance_to_level_range_units >= 0.978378228578,1,"[{'feature': 'approach_start_distance_to_level_range_units', 'op': '>=', 'threshold': 0.9783782285777651, 'quantile': 0.25}]",12,6,0.5,0.125,0.2537781703934222,-0.24761704897858997,0.628574426532115,-2.9714045877430797,False
approach_start_distance_to_level_range_units <= 1.08656260871,1,"[{'feature': 'approach_start_distance_to_level_range_units', 'op': '<=', 'threshold': 1.0865626087068305, 'quantile': 0.5}]",8,2,0.25,-0.125,0.07147768885802763,-0.3765541161112335,0.497927845185022,-3.012432928889868,False
approach_start_distance_to_level_range_units >= 1.08656260871,1,"[{'feature': 'approach_start_distance_to_level_range_units', 'op': '>=', 'threshold': 1.0865626087068305, 'quantile': 0.5}]",8,4,0.5,0.125,0.21521252682444186,-0.4948714573566515,0.3401713901911314,-3.958971658853212,False
approach_start_distance_to_level_range_units <= 1.24729634002,1,"[{'feature': 'approach_start_distance_to_level_range_units', 'op': '<=', 'threshold': 1.2472963400236092, 'quantile': 0.75}]",12,5,0.4166666666666667,0.041666666666666685,0.19325746190524656,-0.4561642825356939,0.39178095661907475,-5.473971390428327,False
approach_start_distance_to_level_range_units >= 1.24729634002,1,"[{'feature': 'approach_start_distance_to_level_range_units', 'op': '>=', 'threshold': 1.2472963400236092, 'quantile': 0.75}]",4,1,0.25,-0.125,0.045586062644636216,-0.3743582993286882,0.5008556008950824,-1.4974331973147528,False
reclaim_directional_body_range_units <= 0.82384492265,1,"[{'feature': 'reclaim_directional_body_range_units', 'op': '<=', 'threshold': 0.8238449226499903, 'quantile': 0.25}]",4,1,0.25,-0.125,0.045586062644636216,-0.42065755892508616,0.4391232547665518,-1.6826302357003446,False
reclaim_directional_body_range_units >= 0.82384492265,1,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 0.8238449226499903, 'quantile': 0.25}]",12,5,0.4166666666666667,0.041666666666666685,0.19325746190524656,-0.4407311960035613,0.4123584053285849,-5.2887743520427355,False
reclaim_directional_body_range_units <= 0.938715729547,1,"[{'feature': 'reclaim_directional_body_range_units', 'op': '<=', 'threshold': 0.9387157295465962, 'quantile': 0.5}]",8,3,0.375,0.0,0.13684175946152105,-0.39750792912688715,0.46998942783081715,-3.180063433015097,False
reclaim_directional_body_range_units >= 0.938715729547,1,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 0.9387157295465962, 'quantile': 0.5}]",8,3,0.375,0.0,0.13684175946152105,-0.4739176443409978,0.36810980754533623,-3.7913411547279825,False
reclaim_directional_body_range_units <= 1.07291188004,1,"[{'feature': 'reclaim_directional_body_range_units', 'op': '<=', 'threshold': 1.0729118800400952, 'quantile': 0.75}]",12,5,0.4166666666666667,0.041666666666666685,0.19325746190524656,-0.37582217718371846,0.49890376375504214,-4.509866126204622,False
reclaim_directional_body_range_units >= 1.07291188004,1,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}]",4,1,0.25,-0.125,0.045586062644636216,-0.6153846153846148,0.17948717948718038,-2.461538461538459,False
reclaim_close_inside_range_units <= 0.786541923801,1,"[{'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.7865419238005553, 'quantile': 0.25}]",4,3,0.75,0.375,0.3006360524426366,0.20498414174622565,1.4099682834924514,0.8199365669849026,False
reclaim_close_inside_range_units >= 0.786541923801,1,"[{'feature': 'reclaim_close_inside_range_units', 'op': '>=', 'threshold': 0.7865419238005553, 'quantile': 0.25}]",12,3,0.25,-0.125,0.08894003962896138,-0.6492784295606652,0.22086588452720174,-7.7913411547279825,False
reclaim_close_inside_range_units <= 0.851580400587,1,"[{'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.8515804005869738, 'quantile': 0.5}]",8,4,0.5,0.125,0.21521252682444186,-0.06373326577557761,0.8980267747590759,-0.5098661262046209,False
reclaim_close_inside_range_units >= 0.851580400587,1,"[{'feature': 'reclaim_close_inside_range_units', 'op': '>=', 'threshold': 0.8515804005869738, 'quantile': 0.5}]",8,2,0.25,-0.125,0.07147768885802763,-0.8076923076923074,0.0769230769230773,-6.461538461538459,False
reclaim_close_inside_range_units <= 1.01446857606,1,"[{'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 1.0144685760613668, 'quantile': 0.75}]",12,4,0.3333333333333333,-0.041666666666666685,0.13811783989736134,-0.37582217718371846,0.49890376375504214,-4.509866126204622,False
reclaim_close_inside_range_units >= 1.01446857606,1,"[{'feature': 'reclaim_close_inside_range_units', 'op': '>=', 'threshold': 1.0144685760613668, 'quantile': 0.75}]",4,2,0.5,0.125,0.15003570882017148,-0.6153846153846148,0.17948717948718038,-2.461538461538459,False
time_to_fill_min <= 0,1,"[{'feature': 'time_to_fill_min', 'op': '<=', 'threshold': 0.0, 'quantile': 0.25}]",5,2,0.4,0.025000000000000022,0.1176182311592533,-0.6923076923076918,0.13461538461538528,-3.461538461538459,False
time_to_fill_min >= 0,1,"[{'feature': 'time_to_fill_min', 'op': '>=', 'threshold': 0.0, 'quantile': 0.25}]",16,6,0.375,0.0,0.18480982554752806,-0.43571278673394254,0.4190496176880767,-6.971404587743081,False
time_to_fill_min <= 15,1,"[{'feature': 'time_to_fill_min', 'op': '<=', 'threshold': 15.0, 'quantile': 0.5}]",9,5,0.5555555555555556,0.18055555555555558,0.2666473457440297,0.003177268028546676,1.005719082451384,0.028595412256920083,False
time_to_fill_min >= 15,1,"[{'feature': 'time_to_fill_min', 'op': '>=', 'threshold': 15.0, 'quantile': 0.5}]",10,3,0.3,-0.07500000000000001,0.10778928748621183,-0.5180063433015097,0.35249207087311285,-5.180063433015097,False
time_to_fill_min <= 41.25,1,"[{'feature': 'time_to_fill_min', 'op': '<=', 'threshold': 41.25, 'quantile': 0.75}]",12,5,0.4166666666666667,0.041666666666666685,0.19325746190524656,-0.24761704897858997,0.628574426532115,-2.9714045877430797,False
time_to_fill_min >= 41.25,1,"[{'feature': 'time_to_fill_min', 'op': '>=', 'threshold': 41.25, 'quantile': 0.75}]",4,1,0.25,-0.125,0.045586062644636216,-1.0,0.0,-4.0,False
directional_improvement_range_units <= 0.185811739201,1,"[{'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.1858117392012214, 'quantile': 0.25}]",4,3,0.75,0.375,0.3006360524426366,0.8725334684488448,4.490133873795379,3.4901338737953793,False
directional_improvement_range_units >= 0.185811739201,1,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.1858117392012214, 'quantile': 0.25}]",12,3,0.25,-0.125,0.08894003962896138,-0.8717948717948717,0.04895104895104919,-10.46153846153846,False
directional_improvement_range_units <= 0.21471170803,1,"[{'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.21471170802976264, 'quantile': 0.5}]",8,4,0.5,0.125,0.21521252682444186,-0.06373326577557761,0.8980267747590759,-0.5098661262046209,False
directional_improvement_range_units >= 0.21471170803,1,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.21471170802976264, 'quantile': 0.5}]",8,2,0.25,-0.125,0.07147768885802763,-0.8076923076923074,0.0769230769230773,-6.461538461538459,False
directional_improvement_range_units <= 0.255466945921,1,"[{'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.25546694592127517, 'quantile': 0.75}]",12,5,0.4166666666666667,0.041666666666666685,0.19325746190524656,-0.37582217718371846,0.49890376375504214,-4.509866126204622,False
directional_improvement_range_units >= 0.255466945921,1,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.25546694592127517, 'quantile': 0.75}]",4,1,0.25,-0.125,0.045586062644636216,-0.6153846153846148,0.17948717948718038,-2.461538461538459,False
initial_risk_range_units <= 0.821954726364,1,"[{'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 0.8219547263639353, 'quantile': 0.25}]",4,2,0.5,0.125,0.15003570882017148,-1.0,0.0,-4.0,False
initial_risk_range_units >= 0.821954726364,1,"[{'feature': 'initial_risk_range_units', 'op': '>=', 'threshold': 0.8219547263639353, 'quantile': 0.25}]",12,4,0.3333333333333333,-0.041666666666666685,0.13811783989736134,-0.24761704897858997,0.628574426532115,-2.9714045877430797,False
initial_risk_range_units <= 0.952684811809,1,"[{'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 0.9526848118094255, 'quantile': 0.5}]",8,3,0.375,0.0,0.13684175946152105,-0.6662253366486904,0.2385996152586395,-5.3298026931895235,False
initial_risk_range_units >= 0.952684811809,1,"[{'feature': 'initial_risk_range_units', 'op': '>=', 'threshold': 0.9526848118094255, 'quantile': 0.5}]",8,3,0.375,0.0,0.13684175946152105,-0.20520023681919453,0.6716796210892888,-1.6416018945535562,False
initial_risk_range_units <= 1.31026395801,1,"[{'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 1.3102639580060815, 'quantile': 0.75}]",12,4,0.3333333333333333,-0.041666666666666685,0.13811783989736134,-0.5689363242086897,0.3172764109495724,-6.8272358905042765,False
initial_risk_range_units >= 1.31026395801,1,"[{'feature': 'initial_risk_range_units', 'op': '>=', 'threshold': 1.3102639580060815, 'quantile': 0.75}]",4,2,0.5,0.125,0.15003570882017148,-0.036042174309700886,0.9279156513805982,-0.14416869723880354,False
structural_target_distance_range_units <= 1.01904453724,1,"[{'feature': 'structural_target_distance_range_units', 'op': '<=', 'threshold': 1.0190445372434982, 'quantile': 0.25}]",4,1,0.25,-0.125,0.045586062644636216,-0.6153846153846148,0.17948717948718038,-2.461538461538459,False
structural_target_distance_range_units >= 1.01904453724,1,"[{'feature': 'structural_target_distance_range_units', 'op': '>=', 'threshold': 1.0190445372434982, 'quantile': 0.25}]",12,5,0.4166666666666667,0.041666666666666685,0.19325746190524656,-0.37582217718371846,0.49890376375504214,-4.509866126204622,False
structural_target_distance_range_units <= 1.10860006597,1,"[{'feature': 'structural_target_distance_range_units', 'op': '<=', 'threshold': 1.1086000659690294, 'quantile': 0.5}]",8,3,0.375,0.0,0.13684175946152105,-0.5180210871548504,0.30930521712686604,-4.144168697238803,False
structural_target_distance_range_units >= 1.10860006597,1,"[{'feature': 'structural_target_distance_range_units', 'op': '>=', 'threshold': 1.1086000659690294, 'quantile': 0.5}]",8,3,0.375,0.0,0.13684175946152105,-0.35340448631303456,0.5287940182492873,-2.8272358905042765,False
structural_target_distance_range_units <= 1.22797163375,1,"[{'feature': 'structural_target_distance_range_units', 'op': '<=', 'threshold': 1.2279716337452877, 'quantile': 0.75}]",12,3,0.25,-0.125,0.08894003962896138,-0.6786807247699004,0.18558313027611964,-8.144168697238804,False
structural_target_distance_range_units >= 1.22797163375,1,"[{'feature': 'structural_target_distance_range_units', 'op': '>=', 'threshold': 1.2279716337452877, 'quantile': 0.75}]",4,3,0.75,0.375,0.3006360524426366,0.29319102737393093,1.5863820547478618,1.1727641094957237,False
structural_reward_r <= 0.80242228366,1,"[{'feature': 'structural_reward_r', 'op': '<=', 'threshold': 0.8024222836602144, 'quantile': 0.25}]",4,2,0.5,0.125,0.15003570882017148,-0.036042174309700886,0.9279156513805982,-0.14416869723880354,False
structural_reward_r >= 0.80242228366,1,"[{'feature': 'structural_reward_r', 'op': '>=', 'threshold': 0.8024222836602144, 'quantile': 0.25}]",12,4,0.3333333333333333,-0.041666666666666685,0.13811783989736134,-0.5689363242086897,0.3172764109495724,-6.8272358905042765,False
structural_reward_r <= 1.16560173697,1,"[{'feature': 'structural_reward_r', 'op': '<=', 'threshold': 1.1656017369727043, 'quantile': 0.5}]",8,2,0.25,-0.125,0.07147768885802763,-0.5180210871548504,0.30930521712686604,-4.144168697238803,False
structural_reward_r >= 1.16560173697,1,"[{'feature': 'structural_reward_r', 'op': '>=', 'threshold': 1.1656017369727043, 'quantile': 0.5}]",8,4,0.5,0.125,0.21521252682444186,-0.35340448631303456,0.5287940182492873,-2.8272358905042765,False
structural_reward_r <= 1.35285896624,1,"[{'feature': 'structural_reward_r', 'op': '<=', 'threshold': 1.3528589662436352, 'quantile': 0.75}]",12,4,0.3333333333333333,-0.041666666666666685,0.13811783989736134,-0.47013349121279635,0.37315534504960485,-5.641601894553556,False
structural_reward_r >= 1.35285896624,1,"[{'feature': 'structural_reward_r', 'op': '>=', 'threshold': 1.3528589662436352, 'quantile': 0.75}]",4,2,0.5,0.125,0.15003570882017148,-0.33245067329738087,0.5567324356034922,-1.3298026931895235,False
source_to_opposite_structure_range_units <= 1.59650150215 AND approach_start_distance_to_level_range_units <= 0.978378228578,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'approach_start_distance_to_level_range_units', 'op': '<=', 'threshold': 0.9783782285777651, 'quantile': 0.25}]",1,0,0.0,-0.375,0.0,-1.0,0.0,-1.0,False
source_to_opposite_structure_range_units <= 1.59650150215 AND approach_start_distance_to_level_range_units >= 0.978378228578,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'approach_start_distance_to_level_range_units', 'op': '>=', 'threshold': 0.9783782285777651, 'quantile': 0.25}]",3,1,0.3333333333333333,-0.041666666666666685,0.0614903152761605,-0.22754341190011487,0.6586848821498277,-0.6826302357003446,False
source_to_opposite_structure_range_units <= 1.59650150215 AND approach_start_distance_to_level_range_units <= 1.08656260871,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'approach_start_distance_to_level_range_units', 'op': '<=', 'threshold': 1.0865626087068305, 'quantile': 0.5}]",3,1,0.3333333333333333,-0.041666666666666685,0.0614903152761605,-0.22754341190011487,0.6586848821498277,-0.6826302357003446,False
source_to_opposite_structure_range_units <= 1.59650150215 AND approach_start_distance_to_level_range_units >= 1.08656260871,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'approach_start_distance_to_level_range_units', 'op': '>=', 'threshold': 1.0865626087068305, 'quantile': 0.5}]",1,0,0.0,-0.375,0.0,-1.0,0.0,-1.0,False
source_to_opposite_structure_range_units <= 1.59650150215 AND approach_start_distance_to_level_range_units <= 1.24729634002,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'approach_start_distance_to_level_range_units', 'op': '<=', 'threshold': 1.2472963400236092, 'quantile': 0.75}]",4,1,0.25,-0.125,0.045586062644636216,-0.42065755892508616,0.4391232547665518,-1.6826302357003446,False
source_to_opposite_structure_range_units <= 1.59650150215 AND approach_start_distance_to_level_range_units >= 1.24729634002,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'approach_start_distance_to_level_range_units', 'op': '>=', 'threshold': 1.2472963400236092, 'quantile': 0.75}]",0,0,,,,,,0.0,False
source_to_opposite_structure_range_units <= 1.59650150215 AND reclaim_directional_body_range_units <= 0.82384492265,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'reclaim_directional_body_range_units', 'op': '<=', 'threshold': 0.8238449226499903, 'quantile': 0.25}]",3,1,0.3333333333333333,-0.041666666666666685,0.0614903152761605,-0.22754341190011487,0.6586848821498277,-0.6826302357003446,False
source_to_opposite_structure_range_units <= 1.59650150215 AND reclaim_directional_body_range_units >= 0.82384492265,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 0.8238449226499903, 'quantile': 0.25}]",1,0,0.0,-0.375,0.0,-1.0,0.0,-1.0,False
source_to_opposite_structure_range_units <= 1.59650150215 AND reclaim_directional_body_range_units <= 0.938715729547,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'reclaim_directional_body_range_units', 'op': '<=', 'threshold': 0.9387157295465962, 'quantile': 0.5}]",3,1,0.3333333333333333,-0.041666666666666685,0.0614903152761605,-0.22754341190011487,0.6586848821498277,-0.6826302357003446,False
source_to_opposite_structure_range_units <= 1.59650150215 AND reclaim_directional_body_range_units >= 0.938715729547,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 0.9387157295465962, 'quantile': 0.5}]",1,0,0.0,-0.375,0.0,-1.0,0.0,-1.0,False
source_to_opposite_structure_range_units <= 1.59650150215 AND reclaim_directional_body_range_units <= 1.07291188004,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'reclaim_directional_body_range_units', 'op': '<=', 'threshold': 1.0729118800400952, 'quantile': 0.75}]",3,1,0.3333333333333333,-0.041666666666666685,0.0614903152761605,-0.22754341190011487,0.6586848821498277,-0.6826302357003446,False
source_to_opposite_structure_range_units <= 1.59650150215 AND reclaim_directional_body_range_units >= 1.07291188004,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}]",1,0,0.0,-0.375,0.0,-1.0,0.0,-1.0,False
source_to_opposite_structure_range_units <= 1.59650150215 AND reclaim_close_inside_range_units <= 0.786541923801,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.7865419238005553, 'quantile': 0.25}]",2,1,0.5,0.125,0.09452865480086614,0.15868488214982768,1.3173697642996554,0.31736976429965535,False
source_to_opposite_structure_range_units <= 1.59650150215 AND reclaim_close_inside_range_units >= 0.786541923801,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'reclaim_close_inside_range_units', 'op': '>=', 'threshold': 0.7865419238005553, 'quantile': 0.25}]",2,0,0.0,-0.375,0.0,-1.0,0.0,-2.0,False
source_to_opposite_structure_range_units <= 1.59650150215 AND reclaim_close_inside_range_units <= 0.851580400587,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.8515804005869738, 'quantile': 0.5}]",2,1,0.5,0.125,0.09452865480086614,0.15868488214982768,1.3173697642996554,0.31736976429965535,False
source_to_opposite_structure_range_units <= 1.59650150215 AND reclaim_close_inside_range_units >= 0.851580400587,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'reclaim_close_inside_range_units', 'op': '>=', 'threshold': 0.8515804005869738, 'quantile': 0.5}]",2,0,0.0,-0.375,0.0,-1.0,0.0,-2.0,False
source_to_opposite_structure_range_units <= 1.59650150215 AND reclaim_close_inside_range_units <= 1.01446857606,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 1.0144685760613668, 'quantile': 0.75}]",3,1,0.3333333333333333,-0.041666666666666685,0.0614903152761605,-0.22754341190011487,0.6586848821498277,-0.6826302357003446,False
source_to_opposite_structure_range_units <= 1.59650150215 AND reclaim_close_inside_range_units >= 1.01446857606,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'reclaim_close_inside_range_units', 'op': '>=', 'threshold': 1.0144685760613668, 'quantile': 0.75}]",1,0,0.0,-0.375,0.0,-1.0,0.0,-1.0,False
source_to_opposite_structure_range_units <= 1.59650150215 AND time_to_fill_min <= 0,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'time_to_fill_min', 'op': '<=', 'threshold': 0.0, 'quantile': 0.25}]",1,0,0.0,-0.375,0.0,-1.0,0.0,-1.0,False
source_to_opposite_structure_range_units <= 1.59650150215 AND time_to_fill_min >= 0,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'time_to_fill_min', 'op': '>=', 'threshold': 0.0, 'quantile': 0.25}]",4,1,0.25,-0.125,0.045586062644636216,-0.42065755892508616,0.4391232547665518,-1.6826302357003446,False
source_to_opposite_structure_range_units <= 1.59650150215 AND time_to_fill_min <= 15,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'time_to_fill_min', 'op': '<=', 'threshold': 15.0, 'quantile': 0.5}]",2,1,0.5,0.125,0.09452865480086614,0.15868488214982768,1.3173697642996554,0.31736976429965535,False
source_to_opposite_structure_range_units <= 1.59650150215 AND time_to_fill_min >= 15,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'time_to_fill_min', 'op': '>=', 'threshold': 15.0, 'quantile': 0.5}]",3,1,0.3333333333333333,-0.041666666666666685,0.0614903152761605,-0.22754341190011487,0.6586848821498277,-0.6826302357003446,False
source_to_opposite_structure_range_units <= 1.59650150215 AND time_to_fill_min <= 41.25,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'time_to_fill_min', 'op': '<=', 'threshold': 41.25, 'quantile': 0.75}]",3,1,0.3333333333333333,-0.041666666666666685,0.0614903152761605,-0.22754341190011487,0.6586848821498277,-0.6826302357003446,False
source_to_opposite_structure_range_units <= 1.59650150215 AND time_to_fill_min >= 41.25,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'time_to_fill_min', 'op': '>=', 'threshold': 41.25, 'quantile': 0.75}]",1,0,0.0,-0.375,0.0,-1.0,0.0,-1.0,False
source_to_opposite_structure_range_units <= 1.59650150215 AND directional_improvement_range_units <= 0.185811739201,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.1858117392012214, 'quantile': 0.25}]",2,1,0.5,0.125,0.09452865480086614,0.15868488214982768,1.3173697642996554,0.31736976429965535,False
source_to_opposite_structure_range_units <= 1.59650150215 AND directional_improvement_range_units >= 0.185811739201,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.1858117392012214, 'quantile': 0.25}]",2,0,0.0,-0.375,0.0,-1.0,0.0,-2.0,False
source_to_opposite_structure_range_units <= 1.59650150215 AND directional_improvement_range_units <= 0.21471170803,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.21471170802976264, 'quantile': 0.5}]",2,1,0.5,0.125,0.09452865480086614,0.15868488214982768,1.3173697642996554,0.31736976429965535,False
source_to_opposite_structure_range_units <= 1.59650150215 AND directional_improvement_range_units >= 0.21471170803,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.21471170802976264, 'quantile': 0.5}]",2,0,0.0,-0.375,0.0,-1.0,0.0,-2.0,False
source_to_opposite_structure_range_units <= 1.59650150215 AND directional_improvement_range_units <= 0.255466945921,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.25546694592127517, 'quantile': 0.75}]",3,1,0.3333333333333333,-0.041666666666666685,0.0614903152761605,-0.22754341190011487,0.6586848821498277,-0.6826302357003446,False
source_to_opposite_structure_range_units <= 1.59650150215 AND directional_improvement_range_units >= 0.255466945921,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.25546694592127517, 'quantile': 0.75}]",1,0,0.0,-0.375,0.0,-1.0,0.0,-1.0,False
source_to_opposite_structure_range_units <= 1.59650150215 AND initial_risk_range_units <= 0.821954726364,2,"[{'feature': 'source_to_opposite_structure_range_units', 'op': '<=', 'threshold': 1.5965015021503175, 'quantile': 0.25}, {'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 0.8219547263639353, 'quantile': 0.25}]",1,0,0.0,-0.375,0.0,-1.0,0.0,-1.0,False
