rule_text,conditions,atoms_repr,selected_n,event_n,event_rate,lift_vs_buy_baseline,wilson_lower,mean_r,pf_r,cum_r,eligible
reclaim_directional_body_range_units <= 1.07291188004 AND structural_target_distance_range_units >= 1.10860006597,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '<=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'structural_target_distance_range_units', 'op': '>=', 'threshold': 1.1086000659690294, 'quantile': 0.5}]",6,3,0.5,0.125,0.18761280689940868,-0.13787264841737937,0.7931910273739309,-0.8272358905042763,False
reclaim_directional_body_range_units <= 1.07291188004 AND structural_target_distance_range_units <= 1.22797163375,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '<=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'structural_target_distance_range_units', 'op': '<=', 'threshold': 1.2279716337452877, 'quantile': 0.75}]",8,2,0.25,-0.125,0.07147768885802763,-0.710328779462543,0.18819568061423647,-5.682630235700344,False
reclaim_directional_body_range_units <= 1.07291188004 AND structural_target_distance_range_units >= 1.22797163375,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '<=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'structural_target_distance_range_units', 'op': '>=', 'threshold': 1.2279716337452877, 'quantile': 0.75}]",4,3,0.75,0.375,0.3006360524426366,0.29319102737393093,1.5863820547478618,1.1727641094957237,False
reclaim_directional_body_range_units <= 1.07291188004 AND structural_reward_r <= 0.80242228366,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '<=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'structural_reward_r', 'op': '<=', 'threshold': 0.8024222836602144, 'quantile': 0.25}]",2,1,0.5,0.125,0.09452865480086614,0.15868488214982768,1.3173697642996554,0.31736976429965535,False
reclaim_directional_body_range_units <= 1.07291188004 AND structural_reward_r >= 0.80242228366,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '<=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'structural_reward_r', 'op': '>=', 'threshold': 0.8024222836602144, 'quantile': 0.25}]",10,4,0.4,0.025000000000000022,0.16817758120350967,-0.48272358905042767,0.39659551368696544,-4.8272358905042765,False
reclaim_directional_body_range_units <= 1.07291188004 AND structural_reward_r <= 1.16560173697,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '<=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'structural_reward_r', 'op': '<=', 'threshold': 1.1656017369727043, 'quantile': 0.5}]",4,1,0.25,-0.125,0.045586062644636216,-0.42065755892508616,0.4391232547665518,-1.6826302357003446,False
reclaim_directional_body_range_units <= 1.07291188004 AND structural_reward_r >= 1.16560173697,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '<=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'structural_reward_r', 'op': '>=', 'threshold': 1.1656017369727043, 'quantile': 0.5}]",8,4,0.5,0.125,0.21521252682444186,-0.35340448631303456,0.5287940182492873,-2.8272358905042765,False
reclaim_directional_body_range_units <= 1.07291188004 AND structural_reward_r <= 1.35285896624,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '<=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'structural_reward_r', 'op': '<=', 'threshold': 1.3528589662436352, 'quantile': 0.75}]",8,3,0.375,0.0,0.13684175946152105,-0.39750792912688715,0.46998942783081715,-3.180063433015097,False
reclaim_directional_body_range_units <= 1.07291188004 AND structural_reward_r >= 1.35285896624,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '<=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'structural_reward_r', 'op': '>=', 'threshold': 1.3528589662436352, 'quantile': 0.75}]",4,2,0.5,0.125,0.15003570882017148,-0.33245067329738087,0.5567324356034922,-1.3298026931895235,False
reclaim_directional_body_range_units >= 1.07291188004 AND reclaim_close_inside_range_units <= 0.786541923801,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.7865419238005553, 'quantile': 0.25}]",0,0,,,,,,0.0,False
reclaim_directional_body_range_units >= 1.07291188004 AND reclaim_close_inside_range_units >= 0.786541923801,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'reclaim_close_inside_range_units', 'op': '>=', 'threshold': 0.7865419238005553, 'quantile': 0.25}]",4,1,0.25,-0.125,0.045586062644636216,-0.6153846153846148,0.17948717948718038,-2.461538461538459,False
reclaim_directional_body_range_units >= 1.07291188004 AND reclaim_close_inside_range_units <= 0.851580400587,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.8515804005869738, 'quantile': 0.5}]",1,0,0.0,-0.375,0.0,-1.0,0.0,-1.0,False
reclaim_directional_body_range_units >= 1.07291188004 AND reclaim_close_inside_range_units >= 0.851580400587,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'reclaim_close_inside_range_units', 'op': '>=', 'threshold': 0.8515804005869738, 'quantile': 0.5}]",3,1,0.3333333333333333,-0.041666666666666685,0.0614903152761605,-0.48717948717948634,0.26923076923077055,-1.461538461538459,False
reclaim_directional_body_range_units >= 1.07291188004 AND reclaim_close_inside_range_units <= 1.01446857606,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 1.0144685760613668, 'quantile': 0.75}]",3,0,0.0,-0.375,0.0,-1.0,0.0,-3.0,False
reclaim_directional_body_range_units >= 1.07291188004 AND reclaim_close_inside_range_units >= 1.01446857606,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'reclaim_close_inside_range_units', 'op': '>=', 'threshold': 1.0144685760613668, 'quantile': 0.75}]",1,1,1.0,0.625,0.20654329147389294,0.5384615384615411,inf,0.5384615384615411,False
reclaim_directional_body_range_units >= 1.07291188004 AND time_to_fill_min <= 0,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'time_to_fill_min', 'op': '<=', 'threshold': 0.0, 'quantile': 0.25}]",2,1,0.5,0.125,0.09452865480086614,-0.23076923076922945,0.5384615384615411,-0.4615384615384589,False
reclaim_directional_body_range_units >= 1.07291188004 AND time_to_fill_min >= 0,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'time_to_fill_min', 'op': '>=', 'threshold': 0.0, 'quantile': 0.25}]",4,1,0.25,-0.125,0.045586062644636216,-0.6153846153846148,0.17948717948718038,-2.461538461538459,False
reclaim_directional_body_range_units >= 1.07291188004 AND time_to_fill_min <= 15,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'time_to_fill_min', 'op': '<=', 'threshold': 15.0, 'quantile': 0.5}]",2,1,0.5,0.125,0.09452865480086614,-0.23076923076922945,0.5384615384615411,-0.4615384615384589,False
reclaim_directional_body_range_units >= 1.07291188004 AND time_to_fill_min >= 15,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'time_to_fill_min', 'op': '>=', 'threshold': 15.0, 'quantile': 0.5}]",2,0,0.0,-0.375,0.0,-1.0,0.0,-2.0,False
reclaim_directional_body_range_units >= 1.07291188004 AND time_to_fill_min <= 41.25,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'time_to_fill_min', 'op': '<=', 'threshold': 41.25, 'quantile': 0.75}]",4,1,0.25,-0.125,0.045586062644636216,-0.6153846153846148,0.17948717948718038,-2.461538461538459,False
reclaim_directional_body_range_units >= 1.07291188004 AND time_to_fill_min >= 41.25,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'time_to_fill_min', 'op': '>=', 'threshold': 41.25, 'quantile': 0.75}]",0,0,,,,,,0.0,False
reclaim_directional_body_range_units >= 1.07291188004 AND directional_improvement_range_units <= 0.185811739201,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.1858117392012214, 'quantile': 0.25}]",0,0,,,,,,0.0,False
reclaim_directional_body_range_units >= 1.07291188004 AND directional_improvement_range_units >= 0.185811739201,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.1858117392012214, 'quantile': 0.25}]",4,1,0.25,-0.125,0.045586062644636216,-0.6153846153846148,0.17948717948718038,-2.461538461538459,False
reclaim_directional_body_range_units >= 1.07291188004 AND directional_improvement_range_units <= 0.21471170803,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.21471170802976264, 'quantile': 0.5}]",1,0,0.0,-0.375,0.0,-1.0,0.0,-1.0,False
reclaim_directional_body_range_units >= 1.07291188004 AND directional_improvement_range_units >= 0.21471170803,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.21471170802976264, 'quantile': 0.5}]",3,1,0.3333333333333333,-0.041666666666666685,0.0614903152761605,-0.48717948717948634,0.26923076923077055,-1.461538461538459,False
reclaim_directional_body_range_units >= 1.07291188004 AND directional_improvement_range_units <= 0.255466945921,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.25546694592127517, 'quantile': 0.75}]",2,0,0.0,-0.375,0.0,-1.0,0.0,-2.0,False
reclaim_directional_body_range_units >= 1.07291188004 AND directional_improvement_range_units >= 0.255466945921,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.25546694592127517, 'quantile': 0.75}]",2,1,0.5,0.125,0.09452865480086614,-0.23076923076922945,0.5384615384615411,-0.4615384615384589,False
reclaim_directional_body_range_units >= 1.07291188004 AND initial_risk_range_units <= 0.821954726364,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 0.8219547263639353, 'quantile': 0.25}]",0,0,,,,,,0.0,False
reclaim_directional_body_range_units >= 1.07291188004 AND initial_risk_range_units >= 0.821954726364,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'initial_risk_range_units', 'op': '>=', 'threshold': 0.8219547263639353, 'quantile': 0.25}]",4,1,0.25,-0.125,0.045586062644636216,-0.6153846153846148,0.17948717948718038,-2.461538461538459,False
reclaim_directional_body_range_units >= 1.07291188004 AND initial_risk_range_units <= 0.952684811809,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 0.9526848118094255, 'quantile': 0.5}]",0,0,,,,,,0.0,False
reclaim_directional_body_range_units >= 1.07291188004 AND initial_risk_range_units >= 0.952684811809,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'initial_risk_range_units', 'op': '>=', 'threshold': 0.9526848118094255, 'quantile': 0.5}]",4,1,0.25,-0.125,0.045586062644636216,-0.6153846153846148,0.17948717948718038,-2.461538461538459,False
reclaim_directional_body_range_units >= 1.07291188004 AND initial_risk_range_units <= 1.31026395801,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 1.3102639580060815, 'quantile': 0.75}]",1,0,0.0,-0.375,0.0,-1.0,0.0,-1.0,False
reclaim_directional_body_range_units >= 1.07291188004 AND initial_risk_range_units >= 1.31026395801,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'initial_risk_range_units', 'op': '>=', 'threshold': 1.3102639580060815, 'quantile': 0.75}]",3,1,0.3333333333333333,-0.041666666666666685,0.0614903152761605,-0.48717948717948634,0.26923076923077055,-1.461538461538459,False
reclaim_directional_body_range_units >= 1.07291188004 AND structural_target_distance_range_units <= 1.01904453724,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'structural_target_distance_range_units', 'op': '<=', 'threshold': 1.0190445372434982, 'quantile': 0.25}]",2,1,0.5,0.125,0.09452865480086614,-0.23076923076922945,0.5384615384615411,-0.4615384615384589,False
reclaim_directional_body_range_units >= 1.07291188004 AND structural_target_distance_range_units >= 1.01904453724,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'structural_target_distance_range_units', 'op': '>=', 'threshold': 1.0190445372434982, 'quantile': 0.25}]",2,0,0.0,-0.375,0.0,-1.0,0.0,-2.0,False
reclaim_directional_body_range_units >= 1.07291188004 AND structural_target_distance_range_units <= 1.10860006597,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'structural_target_distance_range_units', 'op': '<=', 'threshold': 1.1086000659690294, 'quantile': 0.5}]",2,1,0.5,0.125,0.09452865480086614,-0.23076923076922945,0.5384615384615411,-0.4615384615384589,False
reclaim_directional_body_range_units >= 1.07291188004 AND structural_target_distance_range_units >= 1.10860006597,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'structural_target_distance_range_units', 'op': '>=', 'threshold': 1.1086000659690294, 'quantile': 0.5}]",2,0,0.0,-0.375,0.0,-1.0,0.0,-2.0,False
reclaim_directional_body_range_units >= 1.07291188004 AND structural_target_distance_range_units <= 1.22797163375,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'structural_target_distance_range_units', 'op': '<=', 'threshold': 1.2279716337452877, 'quantile': 0.75}]",4,1,0.25,-0.125,0.045586062644636216,-0.6153846153846148,0.17948717948718038,-2.461538461538459,False
reclaim_directional_body_range_units >= 1.07291188004 AND structural_target_distance_range_units >= 1.22797163375,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'structural_target_distance_range_units', 'op': '>=', 'threshold': 1.2279716337452877, 'quantile': 0.75}]",0,0,,,,,,0.0,False
reclaim_directional_body_range_units >= 1.07291188004 AND structural_reward_r <= 0.80242228366,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'structural_reward_r', 'op': '<=', 'threshold': 0.8024222836602144, 'quantile': 0.25}]",2,1,0.5,0.125,0.09452865480086614,-0.23076923076922945,0.5384615384615411,-0.4615384615384589,False
reclaim_directional_body_range_units >= 1.07291188004 AND structural_reward_r >= 0.80242228366,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'structural_reward_r', 'op': '>=', 'threshold': 0.8024222836602144, 'quantile': 0.25}]",2,0,0.0,-0.375,0.0,-1.0,0.0,-2.0,False
reclaim_directional_body_range_units >= 1.07291188004 AND structural_reward_r <= 1.16560173697,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'structural_reward_r', 'op': '<=', 'threshold': 1.1656017369727043, 'quantile': 0.5}]",4,1,0.25,-0.125,0.045586062644636216,-0.6153846153846148,0.17948717948718038,-2.461538461538459,False
reclaim_directional_body_range_units >= 1.07291188004 AND structural_reward_r >= 1.16560173697,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'structural_reward_r', 'op': '>=', 'threshold': 1.1656017369727043, 'quantile': 0.5}]",0,0,,,,,,0.0,False
reclaim_directional_body_range_units >= 1.07291188004 AND structural_reward_r <= 1.35285896624,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'structural_reward_r', 'op': '<=', 'threshold': 1.3528589662436352, 'quantile': 0.75}]",4,1,0.25,-0.125,0.045586062644636216,-0.6153846153846148,0.17948717948718038,-2.461538461538459,False
reclaim_directional_body_range_units >= 1.07291188004 AND structural_reward_r >= 1.35285896624,2,"[{'feature': 'reclaim_directional_body_range_units', 'op': '>=', 'threshold': 1.0729118800400952, 'quantile': 0.75}, {'feature': 'structural_reward_r', 'op': '>=', 'threshold': 1.3528589662436352, 'quantile': 0.75}]",0,0,,,,,,0.0,False
reclaim_close_inside_range_units <= 0.786541923801 AND time_to_fill_min <= 0,2,"[{'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.7865419238005553, 'quantile': 0.25}, {'feature': 'time_to_fill_min', 'op': '<=', 'threshold': 0.0, 'quantile': 0.25}]",1,1,1.0,0.625,0.20654329147389294,-1.0,0.0,-1.0,False
reclaim_close_inside_range_units <= 0.786541923801 AND time_to_fill_min >= 0,2,"[{'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.7865419238005553, 'quantile': 0.25}, {'feature': 'time_to_fill_min', 'op': '>=', 'threshold': 0.0, 'quantile': 0.25}]",4,3,0.75,0.375,0.3006360524426366,0.20498414174622565,1.4099682834924514,0.8199365669849026,False
reclaim_close_inside_range_units <= 0.786541923801 AND time_to_fill_min <= 15,2,"[{'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.7865419238005553, 'quantile': 0.25}, {'feature': 'time_to_fill_min', 'op': '<=', 'threshold': 15.0, 'quantile': 0.5}]",3,3,1.0,0.625,0.43849391955098227,0.6066455223283008,2.819936566984903,1.8199365669849026,False
reclaim_close_inside_range_units <= 0.786541923801 AND time_to_fill_min >= 15,2,"[{'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.7865419238005553, 'quantile': 0.25}, {'feature': 'time_to_fill_min', 'op': '>=', 'threshold': 15.0, 'quantile': 0.5}]",3,2,0.6666666666666666,0.29166666666666663,0.2076549551264879,0.6066455223283009,2.819936566984903,1.8199365669849028,False
reclaim_close_inside_range_units <= 0.786541923801 AND time_to_fill_min <= 41.25,2,"[{'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.7865419238005553, 'quantile': 0.25}, {'feature': 'time_to_fill_min', 'op': '<=', 'threshold': 41.25, 'quantile': 0.75}]",3,3,1.0,0.625,0.43849391955098227,0.6066455223283008,2.819936566984903,1.8199365669849026,False
reclaim_close_inside_range_units <= 0.786541923801 AND time_to_fill_min >= 41.25,2,"[{'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.7865419238005553, 'quantile': 0.25}, {'feature': 'time_to_fill_min', 'op': '>=', 'threshold': 41.25, 'quantile': 0.75}]",1,0,0.0,-0.375,0.0,-1.0,0.0,-1.0,False
reclaim_close_inside_range_units <= 0.786541923801 AND directional_improvement_range_units <= 0.185811739201,2,"[{'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.7865419238005553, 'quantile': 0.25}, {'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.1858117392012214, 'quantile': 0.25}]",3,2,0.6666666666666666,0.29166666666666663,0.2076549551264879,0.6066455223283009,2.819936566984903,1.8199365669849028,False
reclaim_close_inside_range_units <= 0.786541923801 AND directional_improvement_range_units >= 0.185811739201,2,"[{'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.7865419238005553, 'quantile': 0.25}, {'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.1858117392012214, 'quantile': 0.25}]",1,1,1.0,0.625,0.20654329147389294,-1.0,0.0,-1.0,False
reclaim_close_inside_range_units <= 0.786541923801 AND directional_improvement_range_units <= 0.21471170803,2,"[{'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.7865419238005553, 'quantile': 0.25}, {'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.21471170802976264, 'quantile': 0.5}]",4,3,0.75,0.375,0.3006360524426366,0.20498414174622565,1.4099682834924514,0.8199365669849026,False
reclaim_close_inside_range_units <= 0.786541923801 AND directional_improvement_range_units >= 0.21471170803,2,"[{'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.7865419238005553, 'quantile': 0.25}, {'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.21471170802976264, 'quantile': 0.5}]",0,0,,,,,,0.0,False
reclaim_close_inside_range_units <= 0.786541923801 AND directional_improvement_range_units <= 0.255466945921,2,"[{'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.7865419238005553, 'quantile': 0.25}, {'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.25546694592127517, 'quantile': 0.75}]",4,3,0.75,0.375,0.3006360524426366,0.20498414174622565,1.4099682834924514,0.8199365669849026,False
reclaim_close_inside_range_units <= 0.786541923801 AND directional_improvement_range_units >= 0.255466945921,2,"[{'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.7865419238005553, 'quantile': 0.25}, {'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.25546694592127517, 'quantile': 0.75}]",0,0,,,,,,0.0,False
reclaim_close_inside_range_units <= 0.786541923801 AND initial_risk_range_units <= 0.821954726364,2,"[{'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.7865419238005553, 'quantile': 0.25}, {'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 0.8219547263639353, 'quantile': 0.25}]",2,1,0.5,0.125,0.09452865480086614,-1.0,0.0,-2.0,False
reclaim_close_inside_range_units <= 0.786541923801 AND initial_risk_range_units >= 0.821954726364,2,"[{'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.7865419238005553, 'quantile': 0.25}, {'feature': 'initial_risk_range_units', 'op': '>=', 'threshold': 0.8219547263639353, 'quantile': 0.25}]",2,2,1.0,0.625,0.34237195288961925,1.4099682834924514,inf,2.819936566984903,False
reclaim_close_inside_range_units <= 0.786541923801 AND initial_risk_range_units <= 0.952684811809,2,"[{'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.7865419238005553, 'quantile': 0.25}, {'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 0.9526848118094255, 'quantile': 0.5}]",2,1,0.5,0.125,0.09452865480086614,-1.0,0.0,-2.0,False
reclaim_close_inside_range_units <= 0.786541923801 AND initial_risk_range_units >= 0.952684811809,2,"[{'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.7865419238005553, 'quantile': 0.25}, {'feature': 'initial_risk_range_units', 'op': '>=', 'threshold': 0.9526848118094255, 'quantile': 0.5}]",2,2,1.0,0.625,0.34237195288961925,1.4099682834924514,inf,2.819936566984903,False
reclaim_close_inside_range_units <= 0.786541923801 AND initial_risk_range_units <= 1.31026395801,2,"[{'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.7865419238005553, 'quantile': 0.25}, {'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 1.3102639580060815, 'quantile': 0.75}]",3,2,0.6666666666666666,0.29166666666666663,0.2076549551264879,-0.16581106577158425,0.7512834013426236,-0.4974331973147528,False
reclaim_close_inside_range_units <= 0.786541923801 AND initial_risk_range_units >= 1.31026395801,2,"[{'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.7865419238005553, 'quantile': 0.25}, {'feature': 'initial_risk_range_units', 'op': '>=', 'threshold': 1.3102639580060815, 'quantile': 0.75}]",1,1,1.0,0.625,0.20654329147389294,1.3173697642996554,inf,1.3173697642996554,False
reclaim_close_inside_range_units <= 0.786541923801 AND structural_target_distance_range_units <= 1.01904453724,2,"[{'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.7865419238005553, 'quantile': 0.25}, {'feature': 'structural_target_distance_range_units', 'op': '<=', 'threshold': 1.0190445372434982, 'quantile': 0.25}]",0,0,,,,,,0.0,False
reclaim_close_inside_range_units <= 0.786541923801 AND structural_target_distance_range_units >= 1.01904453724,2,"[{'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.7865419238005553, 'quantile': 0.25}, {'feature': 'structural_target_distance_range_units', 'op': '>=', 'threshold': 1.0190445372434982, 'quantile': 0.25}]",4,3,0.75,0.375,0.3006360524426366,0.20498414174622565,1.4099682834924514,0.8199365669849026,False
reclaim_close_inside_range_units <= 0.786541923801 AND structural_target_distance_range_units <= 1.10860006597,2,"[{'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.7865419238005553, 'quantile': 0.25}, {'feature': 'structural_target_distance_range_units', 'op': '<=', 'threshold': 1.1086000659690294, 'quantile': 0.5}]",1,1,1.0,0.625,0.20654329147389294,1.3173697642996554,inf,1.3173697642996554,False
reclaim_close_inside_range_units <= 0.786541923801 AND structural_target_distance_range_units >= 1.10860006597,2,"[{'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.7865419238005553, 'quantile': 0.25}, {'feature': 'structural_target_distance_range_units', 'op': '>=', 'threshold': 1.1086000659690294, 'quantile': 0.5}]",3,2,0.6666666666666666,0.29166666666666663,0.2076549551264879,-0.16581106577158425,0.7512834013426236,-0.4974331973147528,False
reclaim_close_inside_range_units <= 0.786541923801 AND structural_target_distance_range_units <= 1.22797163375,2,"[{'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.7865419238005553, 'quantile': 0.25}, {'feature': 'structural_target_distance_range_units', 'op': '<=', 'threshold': 1.2279716337452877, 'quantile': 0.75}]",2,1,0.5,0.125,0.09452865480086614,0.15868488214982768,1.3173697642996554,0.31736976429965535,False
reclaim_close_inside_range_units <= 0.786541923801 AND structural_target_distance_range_units >= 1.22797163375,2,"[{'feature': 'reclaim_close_inside_range_units', 'op': '<=', 'threshold': 0.7865419238005553, 'quantile': 0.25}, {'feature': 'structural_target_distance_range_units', 'op': '>=', 'threshold': 1.2279716337452877, 'quantile': 0.75}]",2,2,1.0,0.625,0.34237195288961925,0.2512834013426236,1.5025668026852472,0.5025668026852472,False
