partition,transition,date_utc,side,k,opp_visits_at_signal,signal_bar_start,signal_ts,previous_session_high,previous_session_low,range,active_session_end,structural_outcome,breakout_side,breakout_ts,minutes_to_terminal
external,LONDON_TO_NEWYORK,2021-12-20,LONG,1,1,2021-12-20 14:35:00+00:00,2021-12-20 14:40:00+00:00,3832.75,3757.44,75.30999999999995,2021-12-20 20:00:00+00:00,TARGET_BREAK,HIGH,2021-12-20 15:00:00+00:00,20.0
external,LONDON_TO_NEWYORK,2021-12-20,LONG,2,1,2021-12-20 14:45:00+00:00,2021-12-20 14:50:00+00:00,3832.75,3757.44,75.30999999999995,2021-12-20 20:00:00+00:00,TARGET_BREAK,HIGH,2021-12-20 15:00:00+00:00,10.0
external,LONDON_TO_NEWYORK,2021-12-23,LONG,1,0,2021-12-23 16:05:00+00:00,2021-12-23 16:10:00+00:00,3964.47,3888.87,75.59999999999991,2021-12-23 20:00:00+00:00,TARGET_BREAK,HIGH,2021-12-23 16:45:00+00:00,35.0
external,LONDON_TO_NEWYORK,2021-12-27,LONG,1,0,2021-12-27 13:30:00+00:00,2021-12-27 13:35:00+00:00,4095.03,4033.0,62.0300000000002,2021-12-27 20:00:00+00:00,TARGET_BREAK,HIGH,2021-12-27 14:45:00+00:00,70.0
external,LONDON_TO_NEWYORK,2021-12-27,LONG,2,0,2021-12-27 13:50:00+00:00,2021-12-27 13:55:00+00:00,4095.03,4033.0,62.0300000000002,2021-12-27 20:00:00+00:00,TARGET_BREAK,HIGH,2021-12-27 14:45:00+00:00,50.0
external,LONDON_TO_NEWYORK,2021-12-27,LONG,3,0,2021-12-27 14:15:00+00:00,2021-12-27 14:20:00+00:00,4095.03,4033.0,62.0300000000002,2021-12-27 20:00:00+00:00,TARGET_BREAK,HIGH,2021-12-27 14:45:00+00:00,25.0
development,ASIA_TO_LONDON,2022-01-03,LONG,1,0,2022-01-03 10:45:00+00:00,2022-01-03 10:50:00+00:00,3826.97,3772.85,54.11999999999989,2022-01-03 13:30:00+00:00,TARGET_BREAK,HIGH,2022-01-03 11:05:00+00:00,15.0
development,LONDON_TO_NEWYORK,2022-01-03,LONG,1,0,2022-01-03 14:35:00+00:00,2022-01-03 14:40:00+00:00,3844.67,3790.01,54.659999999999854,2022-01-03 20:00:00+00:00,OPPOSITE_BREAK,LOW,2022-01-03 15:10:00+00:00,30.0
development,ASIA_TO_LONDON,2022-01-05,LONG,1,0,2022-01-05 08:45:00+00:00,2022-01-05 08:50:00+00:00,3827.0,3767.0,60.0,2022-01-05 13:30:00+00:00,TARGET_BREAK,HIGH,2022-01-05 09:25:00+00:00,35.0
development,LONDON_TO_NEWYORK,2022-01-06,LONG,1,0,2022-01-06 18:45:00+00:00,2022-01-06 18:50:00+00:00,3454.95,3292.31,162.63999999999987,2022-01-06 20:00:00+00:00,NO_BREAK,,,
development,LONDON_TO_NEWYORK,2022-01-06,LONG,2,0,2022-01-06 18:55:00+00:00,2022-01-06 19:00:00+00:00,3454.95,3292.31,162.63999999999987,2022-01-06 20:00:00+00:00,NO_BREAK,,,
development,LONDON_TO_NEWYORK,2022-01-06,LONG,3,0,2022-01-06 19:10:00+00:00,2022-01-06 19:15:00+00:00,3454.95,3292.31,162.63999999999987,2022-01-06 20:00:00+00:00,NO_BREAK,,,
development,LONDON_TO_NEWYORK,2022-01-19,LONG,1,0,2022-01-19 14:30:00+00:00,2022-01-19 14:35:00+00:00,3142.84,3045.0,97.84000000000015,2022-01-19 20:00:00+00:00,TARGET_BREAK,HIGH,2022-01-19 14:40:00+00:00,5.0
development,ASIA_TO_LONDON,2022-01-20,LONG,1,0,2022-01-20 11:55:00+00:00,2022-01-20 12:00:00+00:00,3153.24,3082.21,71.02999999999975,2022-01-20 13:30:00+00:00,NO_BREAK,,,
development,ASIA_TO_LONDON,2022-01-25,LONG,1,0,2022-01-25 10:15:00+00:00,2022-01-25 10:20:00+00:00,2441.0,2349.6,91.40000000000009,2022-01-25 13:30:00+00:00,TARGET_BREAK,HIGH,2022-01-25 12:40:00+00:00,140.0
development,ASIA_TO_LONDON,2022-01-25,LONG,2,0,2022-01-25 12:30:00+00:00,2022-01-25 12:35:00+00:00,2441.0,2349.6,91.40000000000009,2022-01-25 13:30:00+00:00,TARGET_BREAK,HIGH,2022-01-25 12:40:00+00:00,5.0
development,LONDON_TO_NEWYORK,2022-01-25,LONG,1,0,2022-01-25 14:35:00+00:00,2022-01-25 14:40:00+00:00,2460.7,2371.63,89.06999999999971,2022-01-25 20:00:00+00:00,TARGET_BREAK,HIGH,2022-01-25 17:25:00+00:00,165.0
development,LONDON_TO_NEWYORK,2022-01-26,LONG,1,0,2022-01-26 13:30:00+00:00,2022-01-26 13:35:00+00:00,2592.36,2459.01,133.3499999999999,2022-01-26 20:00:00+00:00,TARGET_BREAK,HIGH,2022-01-26 13:45:00+00:00,10.0
development,LONDON_TO_NEWYORK,2022-02-01,LONG,1,0,2022-02-01 13:40:00+00:00,2022-02-01 13:45:00+00:00,2795.0,2716.59,78.40999999999985,2022-02-01 20:00:00+00:00,TARGET_BREAK,HIGH,2022-02-01 14:05:00+00:00,20.0
development,LONDON_TO_NEWYORK,2022-02-01,LONG,2,0,2022-02-01 13:50:00+00:00,2022-02-01 13:55:00+00:00,2795.0,2716.59,78.40999999999985,2022-02-01 20:00:00+00:00,TARGET_BREAK,HIGH,2022-02-01 14:05:00+00:00,10.0
development,ASIA_TO_LONDON,2022-02-09,LONG,1,0,2022-02-09 10:20:00+00:00,2022-02-09 10:25:00+00:00,3129.99,3052.5,77.48999999999978,2022-02-09 13:30:00+00:00,TARGET_BREAK,HIGH,2022-02-09 10:30:00+00:00,5.0
development,LONDON_TO_NEWYORK,2022-02-09,LONG,1,0,2022-02-09 14:40:00+00:00,2022-02-09 14:45:00+00:00,3208.26,3066.48,141.7800000000002,2022-02-09 20:00:00+00:00,TARGET_BREAK,HIGH,2022-02-09 16:50:00+00:00,125.0
development,ASIA_TO_LONDON,2022-02-10,LONG,1,0,2022-02-10 10:10:00+00:00,2022-02-10 10:15:00+00:00,3247.11,3155.11,92.0,2022-02-10 13:30:00+00:00,TARGET_BREAK,HIGH,2022-02-10 10:20:00+00:00,5.0
development,ASIA_TO_LONDON,2022-02-11,LONG,1,0,2022-02-11 08:05:00+00:00,2022-02-11 08:10:00+00:00,3104.99,2998.0,106.98999999999978,2022-02-11 13:30:00+00:00,TARGET_BREAK,HIGH,2022-02-11 08:15:00+00:00,5.0
development,ASIA_TO_LONDON,2022-02-14,LONG,1,0,2022-02-14 12:35:00+00:00,2022-02-14 12:40:00+00:00,2893.02,2829.8,63.2199999999998,2022-02-14 13:30:00+00:00,TARGET_BREAK,HIGH,2022-02-14 12:45:00+00:00,5.0
development,LONDON_TO_NEWYORK,2022-02-14,LONG,1,0,2022-02-14 13:30:00+00:00,2022-02-14 13:35:00+00:00,2943.33,2845.07,98.25999999999976,2022-02-14 20:00:00+00:00,TARGET_BREAK,HIGH,2022-02-14 14:15:00+00:00,40.0
development,LONDON_TO_NEWYORK,2022-02-14,LONG,2,0,2022-02-14 14:05:00+00:00,2022-02-14 14:10:00+00:00,2943.33,2845.07,98.25999999999976,2022-02-14 20:00:00+00:00,TARGET_BREAK,HIGH,2022-02-14 14:15:00+00:00,5.0
development,ASIA_TO_LONDON,2022-02-15,LONG,1,0,2022-02-15 08:00:00+00:00,2022-02-15 08:05:00+00:00,3059.94,2911.85,148.09000000000015,2022-02-15 13:30:00+00:00,TARGET_BREAK,HIGH,2022-02-15 08:20:00+00:00,15.0
development,ASIA_TO_LONDON,2022-02-15,LONG,2,0,2022-02-15 08:10:00+00:00,2022-02-15 08:15:00+00:00,3059.94,2911.85,148.09000000000015,2022-02-15 13:30:00+00:00,TARGET_BREAK,HIGH,2022-02-15 08:20:00+00:00,5.0
development,ASIA_TO_LONDON,2022-02-18,LONG,1,0,2022-02-18 08:15:00+00:00,2022-02-18 08:20:00+00:00,2917.97,2860.1,57.86999999999989,2022-02-18 13:30:00+00:00,TARGET_BREAK,HIGH,2022-02-18 08:45:00+00:00,25.0
development,ASIA_TO_LONDON,2022-02-21,LONG,1,0,2022-02-21 08:05:00+00:00,2022-02-21 08:10:00+00:00,2755.0,2603.11,151.88999999999987,2022-02-21 13:30:00+00:00,OPPOSITE_BREAK,LOW,2022-02-21 12:50:00+00:00,280.0
development,ASIA_TO_LONDON,2022-02-22,LONG,1,0,2022-02-22 12:20:00+00:00,2022-02-22 12:25:00+00:00,2621.63,2495.0,126.63000000000011,2022-02-22 13:30:00+00:00,NO_BREAK,,,
development,LONDON_TO_NEWYORK,2022-02-22,LONG,1,0,2022-02-22 13:55:00+00:00,2022-02-22 14:00:00+00:00,2622.62,2512.67,109.94999999999982,2022-02-22 20:00:00+00:00,TARGET_BREAK,HIGH,2022-02-22 14:55:00+00:00,55.0
development,LONDON_TO_NEWYORK,2022-02-22,LONG,2,0,2022-02-22 14:45:00+00:00,2022-02-22 14:50:00+00:00,2622.62,2512.67,109.94999999999982,2022-02-22 20:00:00+00:00,TARGET_BREAK,HIGH,2022-02-22 14:55:00+00:00,5.0
development,ASIA_TO_LONDON,2022-02-23,LONG,1,0,2022-02-23 08:00:00+00:00,2022-02-23 08:05:00+00:00,2697.3,2595.0,102.30000000000018,2022-02-23 13:30:00+00:00,TARGET_BREAK,HIGH,2022-02-23 08:25:00+00:00,20.0
development,LONDON_TO_NEWYORK,2022-02-24,LONG,1,0,2022-02-24 14:30:00+00:00,2022-02-24 14:35:00+00:00,2422.0,2329.05,92.94999999999982,2022-02-24 20:00:00+00:00,TARGET_BREAK,HIGH,2022-02-24 14:40:00+00:00,5.0
development,LONDON_TO_NEWYORK,2022-03-02,LONG,1,1,2022-03-02 14:45:00+00:00,2022-03-02 14:50:00+00:00,3029.29,2931.02,98.26999999999998,2022-03-02 20:00:00+00:00,OPPOSITE_BREAK,LOW,2022-03-02 18:50:00+00:00,240.0
development,LONDON_TO_NEWYORK,2022-03-02,LONG,2,1,2022-03-02 15:00:00+00:00,2022-03-02 15:05:00+00:00,3029.29,2931.02,98.26999999999998,2022-03-02 20:00:00+00:00,OPPOSITE_BREAK,LOW,2022-03-02 18:50:00+00:00,225.0
development,LONDON_TO_NEWYORK,2022-03-03,LONG,1,0,2022-03-03 14:00:00+00:00,2022-03-03 14:05:00+00:00,2934.48,2877.35,57.13000000000011,2022-03-03 20:00:00+00:00,OPPOSITE_BREAK,LOW,2022-03-03 15:10:00+00:00,65.0
development,ASIA_TO_LONDON,2022-03-09,LONG,1,0,2022-03-09 08:00:00+00:00,2022-03-09 08:05:00+00:00,2750.0,2566.41,183.59000000000015,2022-03-09 13:30:00+00:00,TARGET_BREAK,HIGH,2022-03-09 08:50:00+00:00,45.0
development,ASIA_TO_LONDON,2022-03-09,LONG,2,0,2022-03-09 08:40:00+00:00,2022-03-09 08:45:00+00:00,2750.0,2566.41,183.59000000000015,2022-03-09 13:30:00+00:00,TARGET_BREAK,HIGH,2022-03-09 08:50:00+00:00,5.0
development,ASIA_TO_LONDON,2022-03-11,LONG,1,0,2022-03-11 11:20:00+00:00,2022-03-11 11:25:00+00:00,2619.0,2520.5,98.5,2022-03-11 13:30:00+00:00,TARGET_BREAK,HIGH,2022-03-11 11:35:00+00:00,10.0
development,ASIA_TO_LONDON,2022-03-14,LONG,1,0,2022-03-14 09:55:00+00:00,2022-03-14 10:00:00+00:00,2606.07,2496.85,109.22000000000025,2022-03-14 13:30:00+00:00,NO_BREAK,,,
development,LONDON_TO_NEWYORK,2022-03-16,LONG,1,0,2022-03-16 14:15:00+00:00,2022-03-16 14:20:00+00:00,2703.25,2642.94,60.309999999999945,2022-03-16 20:00:00+00:00,TARGET_BREAK,HIGH,2022-03-16 14:25:00+00:00,5.0
development,LONDON_TO_NEWYORK,2022-03-17,LONG,1,0,2022-03-17 13:55:00+00:00,2022-03-17 14:00:00+00:00,2818.49,2750.5,67.98999999999978,2022-03-17 20:00:00+00:00,TARGET_BREAK,HIGH,2022-03-17 14:05:00+00:00,5.0
development,LONDON_TO_NEWYORK,2022-03-21,LONG,1,0,2022-03-21 13:40:00+00:00,2022-03-21 13:45:00+00:00,2938.5,2873.0,65.5,2022-03-21 20:00:00+00:00,TARGET_BREAK,HIGH,2022-03-21 15:25:00+00:00,100.0
development,LONDON_TO_NEWYORK,2022-03-21,LONG,2,0,2022-03-21 15:15:00+00:00,2022-03-21 15:20:00+00:00,2938.5,2873.0,65.5,2022-03-21 20:00:00+00:00,TARGET_BREAK,HIGH,2022-03-21 15:25:00+00:00,5.0
development,LONDON_TO_NEWYORK,2022-03-22,LONG,1,0,2022-03-22 14:35:00+00:00,2022-03-22 14:40:00+00:00,3027.92,2984.71,43.210000000000036,2022-03-22 20:00:00+00:00,OPPOSITE_BREAK,LOW,2022-03-22 20:00:00+00:00,320.0
development,LONDON_TO_NEWYORK,2022-03-24,LONG,1,1,2022-03-24 14:45:00+00:00,2022-03-24 14:50:00+00:00,3067.94,3007.12,60.820000000000164,2022-03-24 20:00:00+00:00,TARGET_BREAK,HIGH,2022-03-24 15:00:00+00:00,10.0
development,ASIA_TO_LONDON,2022-03-25,LONG,1,1,2022-03-25 10:55:00+00:00,2022-03-25 11:00:00+00:00,3155.0,3093.49,61.51000000000022,2022-03-25 13:30:00+00:00,TARGET_BREAK,HIGH,2022-03-25 11:30:00+00:00,30.0
development,ASIA_TO_LONDON,2022-03-25,LONG,2,1,2022-03-25 11:15:00+00:00,2022-03-25 11:20:00+00:00,3155.0,3093.49,61.51000000000022,2022-03-25 13:30:00+00:00,TARGET_BREAK,HIGH,2022-03-25 11:30:00+00:00,10.0
development,ASIA_TO_LONDON,2022-03-30,LONG,1,0,2022-03-30 11:30:00+00:00,2022-03-30 11:35:00+00:00,3417.35,3332.0,85.34999999999991,2022-03-30 13:30:00+00:00,NO_BREAK,,,
development,ASIA_TO_LONDON,2022-03-31,LONG,1,0,2022-03-31 10:00:00+00:00,2022-03-31 10:05:00+00:00,3423.24,3377.35,45.88999999999987,2022-03-31 13:30:00+00:00,TARGET_BREAK,HIGH,2022-03-31 12:35:00+00:00,150.0
development,ASIA_TO_LONDON,2022-04-01,LONG,1,0,2022-04-01 12:35:00+00:00,2022-04-01 12:40:00+00:00,3307.59,3210.06,97.5300000000002,2022-04-01 13:30:00+00:00,TARGET_BREAK,HIGH,2022-04-01 13:05:00+00:00,25.0
development,ASIA_TO_LONDON,2022-04-01,LONG,2,0,2022-04-01 12:55:00+00:00,2022-04-01 13:00:00+00:00,3307.59,3210.06,97.5300000000002,2022-04-01 13:30:00+00:00,TARGET_BREAK,HIGH,2022-04-01 13:05:00+00:00,5.0
development,ASIA_TO_LONDON,2022-04-07,LONG,1,0,2022-04-07 11:05:00+00:00,2022-04-07 11:10:00+00:00,3232.69,3140.33,92.36000000000013,2022-04-07 13:30:00+00:00,TARGET_BREAK,HIGH,2022-04-07 11:35:00+00:00,25.0
development,ASIA_TO_LONDON,2022-04-12,LONG,1,0,2022-04-12 08:05:00+00:00,2022-04-12 08:10:00+00:00,3026.14,2948.19,77.94999999999982,2022-04-12 13:30:00+00:00,TARGET_BREAK,HIGH,2022-04-12 08:15:00+00:00,5.0
development,LONDON_TO_NEWYORK,2022-04-13,LONG,1,0,2022-04-13 13:45:00+00:00,2022-04-13 13:50:00+00:00,3058.34,2995.23,63.11000000000013,2022-04-13 20:00:00+00:00,TARGET_BREAK,HIGH,2022-04-13 13:55:00+00:00,5.0
development,LONDON_TO_NEWYORK,2022-04-18,LONG,1,0,2022-04-18 13:30:00+00:00,2022-04-18 13:35:00+00:00,2947.0,2887.0,60.0,2022-04-18 20:00:00+00:00,TARGET_BREAK,HIGH,2022-04-18 17:15:00+00:00,220.0
development,ASIA_TO_LONDON,2022-04-20,LONG,1,0,2022-04-20 09:45:00+00:00,2022-04-20 09:50:00+00:00,3113.99,3066.0,47.98999999999978,2022-04-20 13:30:00+00:00,TARGET_BREAK,HIGH,2022-04-20 10:30:00+00:00,40.0
development,ASIA_TO_LONDON,2022-04-21,LONG,1,0,2022-04-21 08:00:00+00:00,2022-04-21 08:05:00+00:00,3103.92,3064.6,39.320000000000164,2022-04-21 13:30:00+00:00,TARGET_BREAK,HIGH,2022-04-21 10:20:00+00:00,135.0
development,ASIA_TO_LONDON,2022-04-21,LONG,2,0,2022-04-21 08:50:00+00:00,2022-04-21 08:55:00+00:00,3103.92,3064.6,39.320000000000164,2022-04-21 13:30:00+00:00,TARGET_BREAK,HIGH,2022-04-21 10:20:00+00:00,85.0
development,ASIA_TO_LONDON,2022-05-04,LONG,1,0,2022-05-04 08:00:00+00:00,2022-05-04 08:05:00+00:00,2833.0,2770.08,62.92000000000007,2022-05-04 13:30:00+00:00,TARGET_BREAK,HIGH,2022-05-04 08:15:00+00:00,10.0
development,LONDON_TO_NEWYORK,2022-05-13,LONG,1,0,2022-05-13 14:00:00+00:00,2022-05-13 14:05:00+00:00,2135.56,2047.57,87.99000000000001,2022-05-13 20:00:00+00:00,TARGET_BREAK,HIGH,2022-05-13 14:35:00+00:00,30.0
development,LONDON_TO_NEWYORK,2022-05-13,LONG,2,0,2022-05-13 14:20:00+00:00,2022-05-13 14:25:00+00:00,2135.56,2047.57,87.99000000000001,2022-05-13 20:00:00+00:00,TARGET_BREAK,HIGH,2022-05-13 14:35:00+00:00,10.0
development,ASIA_TO_LONDON,2022-05-17,LONG,1,0,2022-05-17 08:35:00+00:00,2022-05-17 08:40:00+00:00,2094.43,2018.16,76.26999999999975,2022-05-17 13:30:00+00:00,TARGET_BREAK,HIGH,2022-05-17 09:25:00+00:00,45.0
development,ASIA_TO_LONDON,2022-05-17,LONG,2,0,2022-05-17 09:10:00+00:00,2022-05-17 09:15:00+00:00,2094.43,2018.16,76.26999999999975,2022-05-17 13:30:00+00:00,TARGET_BREAK,HIGH,2022-05-17 09:25:00+00:00,10.0
development,LONDON_TO_NEWYORK,2022-05-19,LONG,1,0,2022-05-19 13:35:00+00:00,2022-05-19 13:40:00+00:00,1985.99,1912.39,73.59999999999991,2022-05-19 20:00:00+00:00,TARGET_BREAK,HIGH,2022-05-19 15:15:00+00:00,95.0
development,LONDON_TO_NEWYORK,2022-05-19,LONG,2,0,2022-05-19 14:20:00+00:00,2022-05-19 14:25:00+00:00,1985.99,1912.39,73.59999999999991,2022-05-19 20:00:00+00:00,TARGET_BREAK,HIGH,2022-05-19 15:15:00+00:00,50.0
development,LONDON_TO_NEWYORK,2022-05-25,LONG,1,0,2022-05-25 13:35:00+00:00,2022-05-25 13:40:00+00:00,1981.87,1933.0,48.86999999999989,2022-05-25 20:00:00+00:00,NO_BREAK,,,
development,LONDON_TO_NEWYORK,2022-05-25,LONG,2,0,2022-05-25 13:45:00+00:00,2022-05-25 13:50:00+00:00,1981.87,1933.0,48.86999999999989,2022-05-25 20:00:00+00:00,NO_BREAK,,,
development,LONDON_TO_NEWYORK,2022-05-25,LONG,3,0,2022-05-25 14:15:00+00:00,2022-05-25 14:20:00+00:00,1981.87,1933.0,48.86999999999989,2022-05-25 20:00:00+00:00,NO_BREAK,,,
development,ASIA_TO_LONDON,2022-05-27,LONG,1,0,2022-05-27 12:30:00+00:00,2022-05-27 12:35:00+00:00,1807.97,1708.83,99.1400000000001,2022-05-27 13:30:00+00:00,TARGET_BREAK,HIGH,2022-05-27 12:40:00+00:00,5.0
development,LONDON_TO_NEWYORK,2022-05-30,LONG,1,0,2022-05-30 14:10:00+00:00,2022-05-30 14:15:00+00:00,1915.0,1872.22,42.77999999999997,2022-05-30 20:00:00+00:00,TARGET_BREAK,HIGH,2022-05-30 14:20:00+00:00,5.0
development,ASIA_TO_LONDON,2022-06-01,LONG,1,0,2022-06-01 12:40:00+00:00,2022-06-01 12:45:00+00:00,1959.25,1912.69,46.559999999999945,2022-06-01 13:30:00+00:00,TARGET_BREAK,HIGH,2022-06-01 13:20:00+00:00,35.0
development,ASIA_TO_LONDON,2022-06-01,LONG,2,0,2022-06-01 13:10:00+00:00,2022-06-01 13:15:00+00:00,1959.25,1912.69,46.559999999999945,2022-06-01 13:30:00+00:00,TARGET_BREAK,HIGH,2022-06-01 13:20:00+00:00,5.0
development,LONDON_TO_NEWYORK,2022-06-01,LONG,1,0,2022-06-01 13:30:00+00:00,2022-06-01 13:35:00+00:00,1967.86,1924.0,43.8599999999999,2022-06-01 20:00:00+00:00,OPPOSITE_BREAK,LOW,2022-06-01 14:30:00+00:00,55.0
development,ASIA_TO_LONDON,2022-06-02,LONG,1,0,2022-06-02 10:45:00+00:00,2022-06-02 10:50:00+00:00,1836.62,1801.12,35.5,2022-06-02 13:30:00+00:00,TARGET_BREAK,HIGH,2022-06-02 11:55:00+00:00,65.0
development,ASIA_TO_LONDON,2022-06-02,LONG,2,0,2022-06-02 11:45:00+00:00,2022-06-02 11:50:00+00:00,1836.62,1801.12,35.5,2022-06-02 13:30:00+00:00,TARGET_BREAK,HIGH,2022-06-02 11:55:00+00:00,5.0
development,ASIA_TO_LONDON,2022-06-06,LONG,1,0,2022-06-06 08:00:00+00:00,2022-06-06 08:05:00+00:00,1896.49,1803.52,92.97000000000003,2022-06-06 13:30:00+00:00,TARGET_BREAK,HIGH,2022-06-06 08:25:00+00:00,20.0
development,LONDON_TO_NEWYORK,2022-06-07,LONG,1,0,2022-06-07 14:30:00+00:00,2022-06-07 14:35:00+00:00,1779.26,1735.45,43.809999999999945,2022-06-07 20:00:00+00:00,TARGET_BREAK,HIGH,2022-06-07 14:40:00+00:00,5.0
development,ASIA_TO_LONDON,2022-06-09,LONG,1,0,2022-06-09 08:00:00+00:00,2022-06-09 08:05:00+00:00,1811.88,1776.32,35.56000000000017,2022-06-09 13:30:00+00:00,TARGET_BREAK,HIGH,2022-06-09 08:35:00+00:00,30.0
development,LONDON_TO_NEWYORK,2022-06-15,LONG,1,0,2022-06-15 13:45:00+00:00,2022-06-15 13:50:00+00:00,1150.0,1012.42,137.58000000000004,2022-06-15 20:00:00+00:00,TARGET_BREAK,HIGH,2022-06-15 18:45:00+00:00,295.0
development,LONDON_TO_NEWYORK,2022-06-15,LONG,2,0,2022-06-15 14:05:00+00:00,2022-06-15 14:10:00+00:00,1150.0,1012.42,137.58000000000004,2022-06-15 20:00:00+00:00,TARGET_BREAK,HIGH,2022-06-15 18:45:00+00:00,275.0
development,ASIA_TO_LONDON,2022-06-20,LONG,1,0,2022-06-20 09:05:00+00:00,2022-06-20 09:10:00+00:00,1132.2,1052.05,80.15000000000009,2022-06-20 13:30:00+00:00,TARGET_BREAK,HIGH,2022-06-20 10:40:00+00:00,90.0
development,ASIA_TO_LONDON,2022-06-20,LONG,2,0,2022-06-20 09:30:00+00:00,2022-06-20 09:35:00+00:00,1132.2,1052.05,80.15000000000009,2022-06-20 13:30:00+00:00,TARGET_BREAK,HIGH,2022-06-20 10:40:00+00:00,65.0
development,ASIA_TO_LONDON,2022-06-21,LONG,1,0,2022-06-21 08:20:00+00:00,2022-06-21 08:25:00+00:00,1164.99,1108.63,56.3599999999999,2022-06-21 13:30:00+00:00,TARGET_BREAK,HIGH,2022-06-21 08:40:00+00:00,15.0
development,LONDON_TO_NEWYORK,2022-06-21,LONG,1,0,2022-06-21 13:45:00+00:00,2022-06-21 13:50:00+00:00,1180.0,1134.65,45.34999999999991,2022-06-21 20:00:00+00:00,TARGET_BREAK,HIGH,2022-06-21 14:00:00+00:00,10.0
development,ASIA_TO_LONDON,2022-06-23,LONG,1,0,2022-06-23 09:20:00+00:00,2022-06-23 09:25:00+00:00,1110.0,1044.16,65.83999999999992,2022-06-23 13:30:00+00:00,TARGET_BREAK,HIGH,2022-06-23 10:00:00+00:00,35.0
development,LONDON_TO_NEWYORK,2022-06-24,LONG,1,0,2022-06-24 19:40:00+00:00,2022-06-24 19:45:00+00:00,1227.33,1142.15,85.17999999999984,2022-06-24 20:00:00+00:00,NO_BREAK,,,
development,LONDON_TO_NEWYORK,2022-06-24,LONG,2,0,2022-06-24 19:55:00+00:00,2022-06-24 20:00:00+00:00,1227.33,1142.15,85.17999999999984,2022-06-24 20:00:00+00:00,NO_BREAK,,,
development,ASIA_TO_LONDON,2022-06-27,LONG,1,0,2022-06-27 10:15:00+00:00,2022-06-27 10:20:00+00:00,1237.06,1194.83,42.23000000000002,2022-06-27 13:30:00+00:00,NO_BREAK,,,
development,LONDON_TO_NEWYORK,2022-06-28,LONG,1,0,2022-06-28 13:30:00+00:00,2022-06-28 13:35:00+00:00,1234.0,1203.32,30.680000000000064,2022-06-28 20:00:00+00:00,OPPOSITE_BREAK,LOW,2022-06-28 14:35:00+00:00,60.0
development,ASIA_TO_LONDON,2022-07-04,LONG,1,0,2022-07-04 10:20:00+00:00,2022-07-04 10:25:00+00:00,1076.2,1044.33,31.87000000000012,2022-07-04 13:30:00+00:00,TARGET_BREAK,HIGH,2022-07-04 10:55:00+00:00,30.0
development,ASIA_TO_LONDON,2022-07-04,LONG,2,0,2022-07-04 10:30:00+00:00,2022-07-04 10:35:00+00:00,1076.2,1044.33,31.87000000000012,2022-07-04 13:30:00+00:00,TARGET_BREAK,HIGH,2022-07-04 10:55:00+00:00,20.0
development,ASIA_TO_LONDON,2022-07-04,LONG,3,0,2022-07-04 10:40:00+00:00,2022-07-04 10:45:00+00:00,1076.2,1044.33,31.87000000000012,2022-07-04 13:30:00+00:00,TARGET_BREAK,HIGH,2022-07-04 10:55:00+00:00,10.0
development,ASIA_TO_LONDON,2022-07-06,LONG,1,0,2022-07-06 09:20:00+00:00,2022-07-06 09:25:00+00:00,1153.66,1111.03,42.63000000000011,2022-07-06 13:30:00+00:00,NO_BREAK,,,
development,LONDON_TO_NEWYORK,2022-07-06,LONG,1,0,2022-07-06 18:30:00+00:00,2022-07-06 18:35:00+00:00,1155.4,1122.22,33.180000000000064,2022-07-06 20:00:00+00:00,TARGET_BREAK,HIGH,2022-07-06 18:45:00+00:00,10.0
development,ASIA_TO_LONDON,2022-07-07,LONG,1,0,2022-07-07 08:50:00+00:00,2022-07-07 08:55:00+00:00,1189.74,1162.93,26.809999999999945,2022-07-07 13:30:00+00:00,NO_BREAK,,,
development,ASIA_TO_LONDON,2022-07-07,LONG,2,0,2022-07-07 09:45:00+00:00,2022-07-07 09:50:00+00:00,1189.74,1162.93,26.809999999999945,2022-07-07 13:30:00+00:00,NO_BREAK,,,
development,ASIA_TO_LONDON,2022-07-07,LONG,3,0,2022-07-07 12:15:00+00:00,2022-07-07 12:20:00+00:00,1189.74,1162.93,26.809999999999945,2022-07-07 13:30:00+00:00,NO_BREAK,,,
development,LONDON_TO_NEWYORK,2022-07-07,LONG,1,0,2022-07-07 13:35:00+00:00,2022-07-07 13:40:00+00:00,1194.08,1172.3,21.779999999999973,2022-07-07 20:00:00+00:00,TARGET_BREAK,HIGH,2022-07-07 13:45:00+00:00,5.0
development,LONDON_TO_NEWYORK,2022-07-11,LONG,1,0,2022-07-11 13:30:00+00:00,2022-07-11 13:35:00+00:00,1156.45,1138.4,18.049999999999955,2022-07-11 20:00:00+00:00,OPPOSITE_BREAK,LOW,2022-07-11 13:50:00+00:00,15.0
development,LONDON_TO_NEWYORK,2022-07-12,LONG,1,0,2022-07-12 13:30:00+00:00,2022-07-12 13:35:00+00:00,1076.97,1052.63,24.339999999999918,2022-07-12 20:00:00+00:00,TARGET_BREAK,HIGH,2022-07-12 13:40:00+00:00,5.0
development,ASIA_TO_LONDON,2022-07-13,LONG,1,0,2022-07-13 08:00:00+00:00,2022-07-13 08:05:00+00:00,1072.0,1034.51,37.49000000000001,2022-07-13 13:30:00+00:00,TARGET_BREAK,HIGH,2022-07-13 08:40:00+00:00,35.0
