role,partition,dev_block,execution_start,component,parent_entry_ts,entry_ts,exit_ts,exit_reason,baseline_pnl,baseline_pnl_5bps,outcome,H,L,R,e20_ts,entry_to_e20_min,break_to_e20_min,e20_bar_close_R,e20_bar_close_vs_E20_R,running_mfe_R_at_E20,running_mae_R_to_E20,closes_gt_H_to_E20,closes_ge_E10_to_E20
CENTRAL,development,0.0,2022-02-12 18:00:00+00:00,PARENT,2022-02-12 18:00:00+00:00,2022-02-12 18:00:00+00:00,2022-02-12 18:10:00+00:00,TARGET,8.778391651319772,8.528391651319772,E20_TO_E40_CONTINUATION,97.74,93.45,4.289999999999992,2022-02-12 18:05:00+00:00,5.0,0.0,0.2587412587412591,0.05874125874125907,0.28205128205128444,0.06526806526806565,1,1
CENTRAL,development,0.0,2022-02-14 18:00:00+00:00,PARENT,2022-02-15 01:25:00+00:00,2022-02-15 01:25:00+00:00,2022-02-15 01:30:00+00:00,TARGET,5.494281045751559,5.244281045751559,E20_TO_E40_CONTINUATION,97.92,95.23,2.6899999999999977,2022-02-15 01:25:00+00:00,0.0,0.0,0.10037174721189451,-0.0996282527881055,0.20074349442378903,0.21933085501858882,1,1
CENTRAL,development,0.0,2022-02-15 18:00:00+00:00,PARENT,2022-02-15 22:40:00+00:00,2022-02-15 22:40:00+00:00,2022-02-15 23:35:00+00:00,TARGET,4.728682170542675,4.478682170542675,E20_TO_E40_CONTINUATION,103.2,100.76,2.4399999999999977,2022-02-15 23:30:00+00:00,50.0,,0.1065573770491767,-0.09344262295082331,0.32786885245901554,0.3893442622950835,2,2
CENTRAL,development,0.0,2022-02-16 18:00:00+00:00,PARENT,2022-02-16 19:00:00+00:00,2022-02-16 19:00:00+00:00,2022-02-16 19:15:00+00:00,TARGET,4.230270378130285,3.980270378130285,E20_TO_E40_CONTINUATION,100.23,98.11,2.1200000000000045,2022-02-16 19:00:00+00:00,0.0,,-0.16509433962264516,-0.36509433962264515,0.2169811320754683,0.5047169811320779,0,0
CENTRAL,development,0.0,2022-02-20 18:00:00+00:00,PARENT,2022-02-20 18:10:00+00:00,2022-02-20 18:10:00+00:00,2022-02-20 18:40:00+00:00,TARGET,9.02732240437154,8.77732240437154,E20_TO_E40_CONTINUATION,91.5,87.37,4.129999999999996,2022-02-20 18:30:00+00:00,20.0,20.0,0.16464891041162408,-0.035351089588375934,0.21549636803874125,0.14769975786924938,5,1
CENTRAL,development,0.0,2022-02-24 18:00:00+00:00,PARENT,2022-02-24 18:50:00+00:00,2022-02-24 18:50:00+00:00,2022-02-24 19:35:00+00:00,TARGET,15.276497695852488,15.026497695852486,E20_TO_E40_CONTINUATION,86.8,80.17,6.629999999999996,2022-02-24 19:30:00+00:00,40.0,40.0,0.27149321266968296,0.07149321266968295,0.30618401206636536,0.09049773755656028,9,2
CENTRAL,development,0.0,2022-03-01 18:00:00+00:00,PARENT,2022-03-02 03:25:00+00:00,2022-03-02 03:25:00+00:00,2022-03-02 03:40:00+00:00,TARGET,11.74279553028823,11.49279553028823,E20_TO_E40_CONTINUATION,102.02,96.03,5.989999999999995,2022-03-02 03:35:00+00:00,10.0,5.0,0.35392320534223815,0.15392320534223813,0.3772954924874803,0.15191986644407302,2,2
CENTRAL,development,0.0,2022-03-08 18:00:00+00:00,PARENT,2022-03-08 18:05:00+00:00,2022-03-08 18:05:00+00:00,2022-03-08 18:25:00+00:00,FAILED_BREAK,-1.185255422543552,-1.435255422543552,E20_STALLER,84.37,81.3,3.0700000000000074,2022-03-08 18:20:00+00:00,15.0,15.0,-0.06514657980456103,-0.265146579804561,0.2247557003257316,0.14983713355049083,3,1
CENTRAL,development,0.0,2022-03-10 18:00:00+00:00,PARENT,2022-03-10 22:35:00+00:00,2022-03-10 22:35:00+00:00,2022-03-10 22:45:00+00:00,FAILED_BREAK,-1.0191846522781822,-1.2691846522781822,E20_STALLER,83.4,81.08,2.3200000000000074,2022-03-10 22:35:00+00:00,0.0,0.0,0.2025862068965506,0.0025862068965505913,0.24568965517241007,0.07327586206896602,1,1
CENTRAL,development,0.0,2022-03-12 18:00:00+00:00,PARENT,2022-03-13 03:50:00+00:00,2022-03-13 03:50:00+00:00,2022-03-13 04:05:00+00:00,TARGET,3.763049283806774,3.513049283806774,E20_TO_E40_CONTINUATION,82.38,80.83,1.5499999999999972,2022-03-13 04:00:00+00:00,10.0,5.0,0.32903225806452,0.12903225806452,0.3419354838709691,0.0838709677419327,2,2
CENTRAL,development,0.0,2022-03-15 18:00:00+00:00,PARENT,2022-03-15 18:00:00+00:00,2022-03-15 18:00:00+00:00,2022-03-15 18:50:00+00:00,TARGET,7.098020280057904,6.848020280057904,E20_TO_E40_CONTINUATION,82.84,79.9,2.9399999999999977,2022-03-15 18:30:00+00:00,30.0,,0.2312925170068004,0.031292517006800386,0.2551020408163267,0.20068027210884484,3,1
