role,partition,dev_block,execution_start,component,parent_entry_ts,entry_ts,exit_ts,exit_reason,baseline_pnl,baseline_pnl_5bps,outcome,H,L,R,e20_ts,entry_to_e20_min,break_to_e20_min,e20_bar_close_R,e20_bar_close_vs_E20_R,running_mfe_R_at_E20,running_mae_R_to_E20,closes_gt_H_to_E20,closes_ge_E10_to_E20
CENTRAL,reference_validation,,2025-04-30 18:00:00+00:00,PARENT,2025-04-30 18:05:00+00:00,2025-04-30 18:05:00+00:00,2025-04-30 19:25:00+00:00,FAILED_BREAK,-0.6207752793487842,-0.8707752793487842,E20_STALLER,144.98,140.36,4.619999999999976,2025-04-30 18:10:00+00:00,5.0,5.0,0.12121212121212233,-0.07878787878787769,0.21861471861472392,0.03679653679653428,2,2
CENTRAL,reference_validation,,2025-05-04 18:00:00+00:00,PARENT,2025-05-04 18:00:00+00:00,2025-05-04 18:00:00+00:00,2025-05-04 18:15:00+00:00,FAILED_BREAK,-1.0862186014936048,-1.3362186014936048,E20_STALLER,147.3,145.42,1.880000000000024,2025-05-04 18:00:00+00:00,0.0,0.0,0.13297872340425362,-0.06702127659574639,0.2606382978723268,0.122340425531923,1,1
CENTRAL,reference_validation,,2025-05-07 18:00:00+00:00,PARENT,2025-05-07 21:30:00+00:00,2025-05-07 21:30:00+00:00,2025-05-08 00:55:00+00:00,TARGET,3.3765001017018736,3.1265001017018736,E20_TO_E40_CONTINUATION,147.49,145.0,2.490000000000009,2025-05-07 23:00:00+00:00,90.0,,0.22088353413653852,0.020883534136538512,0.2248995983935744,0.240963855421695,9,2
CENTRAL,reference_validation,,2025-05-13 18:00:00+00:00,PARENT,2025-05-13 18:30:00+00:00,2025-05-13 18:30:00+00:00,2025-05-13 19:30:00+00:00,TARGET,7.765796971897831,7.515796971897831,E20_TO_E40_CONTINUATION,178.99,172.04,6.950000000000017,2025-05-13 19:25:00+00:00,55.0,,0.26330935251798265,0.06330935251798264,0.2892086330935232,0.15539568345323881,4,1
CENTRAL,reference_validation,,2025-05-17 18:00:00+00:00,PARENT,2025-05-18 04:45:00+00:00,2025-05-18 04:45:00+00:00,2025-05-18 05:50:00+00:00,TARGET,4.602759276879143,4.352759276879143,E20_TO_E40_CONTINUATION,168.16,164.29,3.870000000000005,2025-05-18 05:00:00+00:00,15.0,15.0,0.21188630490955868,0.011886304909558665,0.21447028423772904,0.028423772609815264,4,1
CENTRAL,reference_validation,,2025-05-19 18:00:00+00:00,PARENT,2025-05-19 20:25:00+00:00,2025-05-19 20:25:00+00:00,2025-05-20 01:35:00+00:00,TARGET,6.89778840406452,6.64778840406452,E20_TO_E40_CONTINUATION,167.3,161.53,5.77000000000001,2025-05-20 00:15:00+00:00,230.0,,0.35008665511264786,0.15008665511264785,0.36395147313691345,0.38994800693240833,3,1
CENTRAL,reference_validation,,2025-05-20 18:00:00+00:00,PARENT,2025-05-20 19:55:00+00:00,2025-05-20 19:55:00+00:00,2025-05-21 03:10:00+00:00,TARGET,4.541671620496901,4.291671620496901,E20_TO_E40_CONTINUATION,168.22,164.4,3.819999999999993,2025-05-20 19:55:00+00:00,0.0,,-0.02879581151832079,-0.2287958115183208,0.22774869109947804,0.07329842931937215,0,0
CENTRAL,reference_validation,,2025-05-21 18:00:00+00:00,PARENT,2025-05-21 23:25:00+00:00,2025-05-21 23:25:00+00:00,2025-05-22 05:55:00+00:00,TIME,2.6013378308844537,2.3513378308844537,E20_STALLER,174.91,165.34,9.569999999999991,2025-05-22 03:45:00+00:00,260.0,,0.22570532915360486,0.02570532915360485,0.22675026123302172,0.26227795193312364,7,1
CENTRAL,reference_validation,,2025-05-22 18:00:00+00:00,PARENT,2025-05-23 00:10:00+00:00,2025-05-23 00:10:00+00:00,2025-05-23 00:15:00+00:00,TARGET,3.582519964507536,3.332519964507536,E20_TO_E40_CONTINUATION,180.32,177.09,3.2299999999999898,2025-05-23 00:10:00+00:00,0.0,0.0,0.22600619195047075,0.02600619195047074,0.31888544891641,0.19504643962848217,1,1
CENTRAL,reference_validation,,2025-05-31 18:00:00+00:00,PARENT,2025-05-31 19:00:00+00:00,2025-05-31 19:00:00+00:00,2025-05-31 19:25:00+00:00,TARGET,2.7804349212423585,2.5304349212423585,E20_TO_E40_CONTINUATION,156.81,154.63,2.180000000000007,2025-05-31 19:00:00+00:00,0.0,0.0,0.11009174311926988,-0.08990825688073013,0.2110091743119296,0.22018348623852674,1,1
CENTRAL,reference_validation,,2025-06-02 18:00:00+00:00,PARENT,2025-06-02 18:20:00+00:00,2025-06-02 18:20:00+00:00,2025-06-02 18:40:00+00:00,FAILED_BREAK,-0.3566796368352221,-0.6066796368352221,E20_STALLER,154.2,151.52,2.6799999999999784,2025-06-02 18:20:00+00:00,0.0,0.0,0.22388059701493565,0.02388059701493564,0.26119402985075474,0.1753731343283592,1,1
CENTRAL,reference_validation,,2025-06-09 18:00:00+00:00,PARENT,2025-06-09 21:00:00+00:00,2025-06-09 21:00:00+00:00,2025-06-09 21:15:00+00:00,TARGET,4.804383840958382,4.554383840958382,E20_TO_E40_CONTINUATION,156.94,153.17,3.77000000000001,2025-06-09 21:10:00+00:00,10.0,10.0,0.12201591511936519,-0.07798408488063482,0.23872679045092926,0.14058355437665776,3,3
CENTRAL,reference_validation,,2025-06-10 18:00:00+00:00,PARENT,2025-06-10 18:45:00+00:00,2025-06-10 18:45:00+00:00,2025-06-10 18:50:00+00:00,TARGET,3.63247863247862,3.38247863247862,E20_TO_E40_CONTINUATION,159.12,156.23,2.890000000000015,2025-06-10 18:45:00+00:00,0.0,0.0,0.7543252595155694,0.5543252595155694,0.7820069204152178,0.10726643598615941,1,1
CENTRAL,reference_validation,,2025-06-14 18:00:00+00:00,PARENT,2025-06-15 00:50:00+00:00,2025-06-15 00:50:00+00:00,2025-06-15 05:45:00+00:00,TARGET,3.925875085792785,3.675875085792785,E20_TO_E40_CONTINUATION,145.7,142.84,2.859999999999985,2025-06-15 04:35:00+00:00,225.0,,0.2237762237762301,0.023776223776230093,0.24125874125874172,0.3391608391608405,10,2
CENTRAL,reference_validation,,2025-06-16 18:00:00+00:00,PARENT,2025-06-16 19:00:00+00:00,2025-06-16 19:00:00+00:00,2025-06-16 19:15:00+00:00,FAILED_BREAK,-0.1580777742649641,-0.4080777742649641,E20_STALLER,158.15,155.53,2.6200000000000045,2025-06-16 19:15:00+00:00,15.0,10.0,0.01526717557251602,-0.18473282442748398,0.20229007633587795,0.09923664122138125,2,0
CENTRAL,reference_validation,,2025-06-18 18:00:00+00:00,PARENT,2025-06-18 20:45:00+00:00,2025-06-18 20:45:00+00:00,2025-06-18 21:10:00+00:00,FAILED_BREAK,-0.5454049631851698,-0.7954049631851698,E20_STALLER,146.68,143.83,2.8499999999999943,2025-06-18 20:45:00+00:00,0.0,0.0,0.18596491228070253,-0.014035087719297484,0.2140350877192935,0.04912280701754914,1,1
CENTRAL,reference_validation,,2025-06-19 18:00:00+00:00,PARENT,2025-06-19 18:00:00+00:00,2025-06-19 18:00:00+00:00,2025-06-19 18:40:00+00:00,FAILED_BREAK,-0.4477509127229773,-0.6977509127229773,E20_STALLER,145.17,142.83,2.339999999999975,2025-06-19 18:05:00+00:00,5.0,5.0,0.2094017094017155,0.009401709401715502,0.23931623931624285,0.24358974358974328,2,1
CENTRAL,reference_validation,,2025-06-22 18:00:00+00:00,PARENT,2025-06-22 22:35:00+00:00,2025-06-22 22:35:00+00:00,2025-06-23 00:45:00+00:00,TARGET,7.624410287627392,7.374410287627392,E20_TO_E40_CONTINUATION,131.42,126.41,5.009999999999991,2025-06-22 22:40:00+00:00,5.0,5.0,0.15169660678643127,-0.048303393213568746,0.20159680638722977,0.09181636726546515,2,1
CENTRAL,reference_validation,,2025-06-23 18:00:00+00:00,PARENT,2025-06-23 18:00:00+00:00,2025-06-23 18:00:00+00:00,2025-06-23 20:10:00+00:00,TARGET,9.98108540666376,9.73108540666376,E20_TO_E40_CONTINUATION,137.46,130.6,6.860000000000014,2025-06-23 18:00:00+00:00,0.0,0.0,0.12244897959183698,-0.07755102040816303,0.2580174927113671,0.11078717201166441,1,1
CENTRAL,reference_validation,,2025-06-29 18:00:00+00:00,PARENT,2025-06-29 22:15:00+00:00,2025-06-29 22:15:00+00:00,2025-06-29 22:20:00+00:00,TARGET,3.737950029510162,3.487950029510162,E20_TO_E40_CONTINUATION,152.49,149.64,2.8500000000000227,2025-06-29 22:15:00+00:00,0.0,0.0,0.305263157894736,0.105263157894736,0.5298245614035013,0.09122807017544465,1,1
CENTRAL,reference_validation,,2025-07-06 18:00:00+00:00,PARENT,2025-07-06 21:30:00+00:00,2025-07-06 21:30:00+00:00,2025-07-07 01:10:00+00:00,REFERENCE_INVALIDATION,-9.432114882506504,-9.682114882506504,E20_STALLER,153.2,150.6,2.5999999999999943,2025-07-06 21:30:00+00:00,0.0,,-0.19999999999999343,-0.39999999999999347,0.30769230769231276,0.2269230769230678,0,0
CENTRAL,reference_validation,,2025-07-08 18:00:00+00:00,PARENT,2025-07-08 18:20:00+00:00,2025-07-08 18:20:00+00:00,2025-07-09 05:40:00+00:00,TARGET,3.718791064388993,3.468791064388993,E20_TO_E40_CONTINUATION,152.2,149.37,2.829999999999984,2025-07-08 18:55:00+00:00,35.0,,0.18727915194346434,-0.012720848056535672,0.20141342756184621,0.11660777385158513,4,2
CENTRAL,reference_validation,,2025-07-09 18:00:00+00:00,PARENT,2025-07-09 19:20:00+00:00,2025-07-09 19:20:00+00:00,2025-07-09 19:35:00+00:00,TARGET,3.4473887316697205,3.1973887316697205,E20_TO_E40_CONTINUATION,155.48,152.8,2.6799999999999784,2025-07-09 19:35:00+00:00,15.0,15.0,0.2276119402985144,0.02761194029851438,0.4477611940298607,0.11567164179104655,4,2
CENTRAL,reference_validation,,2025-07-10 18:00:00+00:00,PARENT,2025-07-10 21:15:00+00:00,2025-07-10 21:15:00+00:00,2025-07-10 21:20:00+00:00,TARGET,7.0719602977668,6.8219602977668,E20_TO_E40_CONTINUATION,161.2,155.5,5.699999999999989,2025-07-10 21:15:00+00:00,0.0,0.0,0.366666666666668,0.16666666666666796,0.37894736842105775,0.1350877192982427,1,1
CENTRAL,reference_validation,,2025-07-12 18:00:00+00:00,PARENT,2025-07-12 18:45:00+00:00,2025-07-12 18:45:00+00:00,2025-07-13 04:20:00+00:00,TARGET,3.649044149698022,3.399044149698022,E20_TO_E40_CONTINUATION,160.59,157.66,2.930000000000007,2025-07-13 00:20:00+00:00,335.0,,0.11604095563140021,-0.0839590443685998,0.26279863481228954,0.5870307167235478,6,1
CENTRAL,reference_validation,,2025-07-15 18:00:00+00:00,PARENT,2025-07-15 18:00:00+00:00,2025-07-15 18:00:00+00:00,2025-07-16 00:40:00+00:00,TARGET,7.025732358901915,6.775732358901915,E20_TO_E40_CONTINUATION,162.83,157.11,5.719999999999999,2025-07-15 23:05:00+00:00,305.0,,0.20279720279720223,0.0027972027972022195,0.22377622377622403,0.5611888111888127,5,2
CENTRAL,reference_validation,,2025-07-19 18:00:00+00:00,PARENT,2025-07-19 19:40:00+00:00,2025-07-19 19:40:00+00:00,2025-07-20 01:05:00+00:00,TARGET,3.530668465733356,3.280668465733356,E20_TO_E40_CONTINUATION,177.87,174.73,3.140000000000015,2025-07-19 20:55:00+00:00,75.0,,-0.1433121019108328,-0.34331210191083283,0.23885350318471224,0.4554140127388535,2,1
CENTRAL,reference_validation,,2025-07-21 18:00:00+00:00,PARENT,2025-07-22 01:25:00+00:00,2025-07-22 01:25:00+00:00,2025-07-22 02:00:00+00:00,TARGET,8.08101062763178,7.8310106276317795,E20_TO_E40_CONTINUATION,199.48,191.42,8.060000000000002,2025-07-22 01:35:00+00:00,10.0,5.0,0.2158808933002492,0.015880893300249194,0.2816377171215893,0.12034739454094276,2,1
CENTRAL,reference_validation,,2025-07-25 18:00:00+00:00,PARENT,2025-07-25 18:05:00+00:00,2025-07-25 18:05:00+00:00,2025-07-25 20:25:00+00:00,TARGET,5.7029397165077045,5.4529397165077045,E20_TO_E40_CONTINUATION,181.31,176.14,5.170000000000016,2025-07-25 18:40:00+00:00,35.0,35.0,0.26112185686653583,0.06112185686653582,0.2688588007736909,0.088974854932303,8,2
CENTRAL,reference_validation,,2025-08-07 18:00:00+00:00,PARENT,2025-08-07 19:45:00+00:00,2025-08-07 19:45:00+00:00,2025-08-07 21:25:00+00:00,TARGET,5.533550792171549,5.283550792171549,E20_TO_E40_CONTINUATION,171.68,166.93,4.75,2025-08-07 20:30:00+00:00,45.0,25.0,0.2589473684210505,0.05894736842105047,0.27578947368421103,0.16842105263158133,6,4
CENTRAL,reference_validation,,2025-08-08 18:00:00+00:00,PARENT,2025-08-08 18:00:00+00:00,2025-08-08 18:00:00+00:00,2025-08-09 05:20:00+00:00,TARGET,5.778025655326258,5.528025655326258,E20_TO_E40_CONTINUATION,179.3,174.12,5.180000000000007,2025-08-09 05:05:00+00:00,665.0,,0.16409266409266277,-0.035907335907337246,0.2586872586872535,0.5386100386100419,2,1
CENTRAL,reference_validation,,2025-08-09 18:00:00+00:00,PARENT,2025-08-09 18:25:00+00:00,2025-08-09 18:25:00+00:00,2025-08-09 20:40:00+00:00,TARGET,3.4194612424408577,3.1694612424408577,E20_TO_E40_CONTINUATION,181.9,178.79,3.1100000000000136,2025-08-09 19:10:00+00:00,45.0,,0.1125401929260427,-0.08745980707395731,0.2411575562700954,0.2186495176848887,4,2
CENTRAL,reference_validation,,2025-08-12 18:00:00+00:00,PARENT,2025-08-12 18:05:00+00:00,2025-08-12 18:05:00+00:00,2025-08-12 19:35:00+00:00,TARGET,11.251607372481764,11.001607372481764,E20_TO_E40_CONTINUATION,186.64,176.14,10.5,2025-08-12 18:15:00+00:00,10.0,10.0,0.19238095238095335,-0.007619047619046665,0.2390476190476209,0.009523809523808982,3,1
CENTRAL,reference_validation,,2025-08-13 18:00:00+00:00,PARENT,2025-08-13 23:35:00+00:00,2025-08-13 23:35:00+00:00,2025-08-14 02:45:00+00:00,TARGET,8.22862774082289,7.978627740822891,E20_TO_E40_CONTINUATION,202.95,194.6,8.349999999999994,2025-08-14 01:40:00+00:00,125.0,,0.15688622754491055,-0.04311377245508946,0.2215568862275478,0.27664670658682683,8,4
CENTRAL,reference_validation,,2025-08-16 18:00:00+00:00,PARENT,2025-08-16 23:45:00+00:00,2025-08-16 23:45:00+00:00,2025-08-17 00:10:00+00:00,FAILED_BREAK,-0.7920164739426139,-1.042016473942614,E20_STALLER,189.39,186.82,2.569999999999993,2025-08-16 23:50:00+00:00,5.0,5.0,0.13618677042802477,-0.06381322957197524,0.23735408560311877,0.15175097276264102,2,1
CENTRAL,reference_validation,,2025-08-24 18:00:00+00:00,PARENT,2025-08-24 18:10:00+00:00,2025-08-24 18:10:00+00:00,2025-08-24 19:35:00+00:00,FAILED_BREAK,-5.120754537226713,-5.370754537226713,E20_STALLER,209.93,204.06,5.8700000000000045,2025-08-24 18:30:00+00:00,20.0,20.0,0.30323679727427594,0.10323679727427593,0.33219761499147993,0.04088586030664547,5,2
CENTRAL,reference_validation,,2025-08-27 18:00:00+00:00,PARENT,2025-08-27 18:10:00+00:00,2025-08-27 18:10:00+00:00,2025-08-27 18:55:00+00:00,FAILED_BREAK,-0.9048480807695714,-1.1548480807695714,E20_STALLER,209.98,203.26,6.719999999999999,2025-08-27 18:20:00+00:00,10.0,10.0,0.20684523809524033,0.006845238095240319,0.2633928571428587,0.08630952380952145,3,1
CENTRAL,reference_validation,,2025-08-28 18:00:00+00:00,PARENT,2025-08-29 00:15:00+00:00,2025-08-29 00:15:00+00:00,2025-08-29 05:55:00+00:00,TIME,-0.6019354539982258,-0.8519354539982258,E20_STALLER,215.97,207.03,8.939999999999998,2025-08-29 00:25:00+00:00,10.0,,0.14876957494407303,-0.05123042505592698,0.221476510067113,0.1565995525727076,1,1
CENTRAL,reference_validation,,2025-08-30 18:00:00+00:00,PARENT,2025-08-30 23:00:00+00:00,2025-08-30 23:00:00+00:00,2025-08-30 23:25:00+00:00,TARGET,3.432709955850988,3.182709955850988,E20_TO_E40_CONTINUATION,201.59,198.13,3.460000000000008,2025-08-30 23:15:00+00:00,15.0,15.0,0.1849710982658916,-0.015028901734108424,0.2225433526011585,0.095375722543356,4,1
CENTRAL,reference_validation,,2025-09-01 18:00:00+00:00,PARENT,2025-09-02 02:45:00+00:00,2025-09-02 02:45:00+00:00,2025-09-02 02:55:00+00:00,TARGET,3.605218603724758,3.355218603724758,E20_TO_E40_CONTINUATION,200.82,197.2,3.620000000000005,2025-09-02 02:50:00+00:00,5.0,0.0,0.1132596685082862,-0.08674033149171381,0.2265193370165724,0.18784530386740494,1,1
CENTRAL,reference_validation,,2025-09-02 18:00:00+00:00,PARENT,2025-09-02 18:50:00+00:00,2025-09-02 18:50:00+00:00,2025-09-02 19:25:00+00:00,FAILED_BREAK,-1.290668225209457,-1.540668225209457,E20_STALLER,205.32,199.37,5.949999999999989,2025-09-02 19:05:00+00:00,15.0,15.0,0.1613445378151277,-0.03865546218487231,0.28067226890756625,0.12941176470587953,4,3
CENTRAL,reference_validation,,2025-09-12 18:00:00+00:00,PARENT,2025-09-12 22:10:00+00:00,2025-09-12 22:10:00+00:00,2025-09-12 22:15:00+00:00,TARGET,3.2346128391793627,2.9846128391793627,E20_TO_E40_CONTINUATION,241.76,237.85,3.9099999999999966,2025-09-12 22:15:00+00:00,5.0,5.0,0.49104859335038814,0.29104859335038813,0.5728900255754504,0.1585677749360627,2,1
CENTRAL,reference_validation,,2025-09-17 18:00:00+00:00,PARENT,2025-09-17 18:00:00+00:00,2025-09-17 18:00:00+00:00,2025-09-17 18:10:00+00:00,FAILED_BREAK,-1.5615108672715206,-1.8115108672715208,E20_STALLER,236.95,231.76,5.189999999999998,2025-09-17 18:00:00+00:00,0.0,0.0,0.1368015414258205,-0.06319845857417952,0.21772639691715306,1.0443159922928689,1,1
CENTRAL,reference_validation,,2025-09-27 18:00:00+00:00,PARENT,2025-09-27 21:40:00+00:00,2025-09-27 21:40:00+00:00,2025-09-27 22:20:00+00:00,TARGET,2.857704016498097,2.607704016498097,E20_TO_E40_CONTINUATION,203.66,200.75,2.9099999999999966,2025-09-27 22:05:00+00:00,25.0,20.0,0.09965635738831354,-0.10034364261168648,0.23711340206185516,0.15120274914089288,5,2
CENTRAL,reference_validation,,2025-10-01 18:00:00+00:00,PARENT,2025-10-01 23:50:00+00:00,2025-10-01 23:50:00+00:00,2025-10-01 23:55:00+00:00,TARGET,3.286703789216361,3.036703789216361,E20_TO_E40_CONTINUATION,220.89,217.26,3.629999999999996,2025-10-01 23:55:00+00:00,5.0,5.0,0.2809917355371932,0.08099173553719319,0.495867768595045,0.05234159779614268,2,1
CENTRAL,reference_validation,,2025-10-02 18:00:00+00:00,PARENT,2025-10-02 18:00:00+00:00,2025-10-02 18:00:00+00:00,2025-10-02 19:10:00+00:00,TARGET,6.747720364741694,6.497720364741694,E20_TO_E40_CONTINUATION,230.3,222.53,7.77000000000001,2025-10-02 18:35:00+00:00,35.0,35.0,0.18661518661518492,-0.013384813384815092,0.20463320463320114,0.09009009009009217,8,4
CENTRAL,reference_validation,,2025-10-04 18:00:00+00:00,PARENT,2025-10-05 02:30:00+00:00,2025-10-05 02:30:00+00:00,2025-10-05 02:45:00+00:00,FAILED_BREAK,-0.588491717524009,-0.838491717524009,E20_STALLER,229.4,224.0,5.400000000000006,2025-10-05 02:30:00+00:00,0.0,0.0,0.26296296296296034,0.06296296296296033,0.36296296296296404,0.25740740740740986,1,1
CENTRAL,reference_validation,,2025-10-05 18:00:00+00:00,PARENT,2025-10-06 02:45:00+00:00,2025-10-06 02:45:00+00:00,2025-10-06 03:05:00+00:00,FAILED_BREAK,0.0,-0.25,E20_STALLER,231.92,228.21,3.70999999999998,2025-10-06 02:45:00+00:00,0.0,0.0,0.06738544474393568,-0.13261455525606433,0.28571428571428786,0.22641509433961712,1,0
CENTRAL,reference_validation,,2025-10-12 18:00:00+00:00,PARENT,2025-10-12 19:15:00+00:00,2025-10-12 19:15:00+00:00,2025-10-13 05:55:00+00:00,TIME,-4.6483117944527415,-4.898311794452742,E20_STALLER,195.77,178.91,16.860000000000014,2025-10-13 01:55:00+00:00,400.0,,0.20877817319098332,0.008778173190983313,0.2153024911032024,0.17259786476868294,59,10
CENTRAL,reference_validation,,2025-10-13 18:00:00+00:00,PARENT,2025-10-13 18:00:00+00:00,2025-10-13 18:00:00+00:00,2025-10-14 05:55:00+00:00,TIME,-15.273663250934876,-15.523663250934876,E20_STALLER,205.91,192.32,13.590000000000003,2025-10-13 19:45:00+00:00,105.0,,0.16041206769683636,-0.03958793230316365,0.2016188373804274,0.15231788079470146,12,4
CENTRAL,reference_validation,,2025-10-19 18:00:00+00:00,PARENT,2025-10-20 04:05:00+00:00,2025-10-20 04:05:00+00:00,2025-10-20 05:50:00+00:00,TARGET,2.664584959666927,2.414584959666927,E20_TO_E40_CONTINUATION,192.15,189.59,2.5600000000000023,2025-10-20 05:20:00+00:00,75.0,,0.22265624999999714,0.02265624999999713,0.2773437500000029,0.6367187499999977,1,1
CENTRAL,reference_validation,,2025-10-23 18:00:00+00:00,PARENT,2025-10-24 00:50:00+00:00,2025-10-24 00:50:00+00:00,2025-10-24 05:55:00+00:00,TIME,-0.56865177832921,-0.81865177832921,E20_STALLER,193.44,188.0,5.439999999999998,2025-10-24 04:30:00+00:00,220.0,,0.1452205882352927,-0.0547794117647073,0.21139705882353055,0.5055147058823531,1,1
CENTRAL,reference_validation,,2025-10-24 18:00:00+00:00,PARENT,2025-10-24 19:05:00+00:00,2025-10-24 19:05:00+00:00,2025-10-24 20:25:00+00:00,TARGET,3.8571502833082416,3.6071502833082416,E20_TO_E40_CONTINUATION,192.37,188.66,3.710000000000008,2025-10-24 19:30:00+00:00,25.0,25.0,0.22641509433962306,0.026415094339623052,0.2857142857142857,0.09973045822102528,6,2
CENTRAL,reference_validation,,2025-10-25 18:00:00+00:00,PARENT,2025-10-25 18:10:00+00:00,2025-10-25 18:10:00+00:00,2025-10-25 18:25:00+00:00,TARGET,1.5454828337309046,1.2954828337309046,E20_TO_E40_CONTINUATION,192.82,191.33,1.489999999999981,2025-10-25 18:10:00+00:00,0.0,0.0,0.24832214765101296,0.04832214765101295,0.3020134228188073,0.24161073825502674,1,1
CENTRAL,reference_validation,,2025-10-26 18:00:00+00:00,PARENT,2025-10-26 22:00:00+00:00,2025-10-26 22:00:00+00:00,2025-10-26 22:05:00+00:00,TARGET,1.8315568232998287,1.5815568232998292,E20_TO_E40_CONTINUATION,199.83,198.0,1.8300000000000125,2025-10-26 22:00:00+00:00,0.0,0.0,0.4535519125682942,0.2535519125682942,1.4863387978141969,0.7704918032786969,1,1
CENTRAL,reference_validation,,2025-11-01 18:00:00+00:00,PARENT,2025-11-02 04:45:00+00:00,2025-11-02 04:45:00+00:00,2025-11-02 05:25:00+00:00,FAILED_BREAK,-0.7486631016042633,-0.9986631016042632,E20_STALLER,187.0,183.58,3.4199999999999875,2025-11-02 04:50:00+00:00,5.0,5.0,0.22807017543859764,0.028070175438597633,0.2514619883040985,0.11988304093567195,2,1
CENTRAL,reference_validation,,2025-11-02 18:00:00+00:00,PARENT,2025-11-02 21:20:00+00:00,2025-11-02 21:20:00+00:00,2025-11-02 22:05:00+00:00,FAILED_BREAK,-0.1889134776272838,-0.4389134776272838,E20_STALLER,185.27,181.91,3.3600000000000136,2025-11-02 21:50:00+00:00,30.0,15.0,0.1339285714285675,-0.0660714285714325,0.20238095238094514,0.11309523809524474,4,1
CENTRAL,reference_validation,,2025-11-05 18:00:00+00:00,PARENT,2025-11-05 18:15:00+00:00,2025-11-05 18:15:00+00:00,2025-11-05 19:10:00+00:00,FAILED_BREAK,-0.461822660098532,-0.711822660098532,E20_STALLER,162.4,156.83,5.569999999999993,2025-11-05 18:35:00+00:00,20.0,20.0,0.20287253141831182,0.0028725314183118134,0.21364452423698368,0.1005385996409341,5,1
CENTRAL,reference_validation,,2025-11-07 18:00:00+00:00,PARENT,2025-11-07 18:05:00+00:00,2025-11-07 18:05:00+00:00,2025-11-08 00:35:00+00:00,FAILED_BREAK,-0.7123830762560401,-0.96238307625604,E20_STALLER,161.43,149.69,11.740000000000007,2025-11-07 19:35:00+00:00,90.0,90.0,0.2078364565587731,0.007836456558773103,0.2189097103918221,0.053662691652469764,19,6
CENTRAL,reference_validation,,2025-11-09 18:00:00+00:00,PARENT,2025-11-09 18:55:00+00:00,2025-11-09 18:55:00+00:00,2025-11-09 19:30:00+00:00,TARGET,5.819557128042496,5.569557128042496,E20_TO_E40_CONTINUATION,163.93,159.16,4.77000000000001,2025-11-09 19:25:00+00:00,30.0,,0.23899371069182052,0.038993710691820505,0.2683438155136265,0.13626834381551453,2,2
CENTRAL,reference_validation,,2025-11-10 18:00:00+00:00,PARENT,2025-11-11 01:15:00+00:00,2025-11-11 01:15:00+00:00,2025-11-11 01:25:00+00:00,FAILED_BREAK,-0.206319264324406,-0.456319264324406,E20_STALLER,169.64,165.06,4.579999999999984,2025-11-11 01:20:00+00:00,5.0,5.0,-0.01528384279475839,-0.2152838427947584,0.2882096069869053,0.395196506550214,1,1
CENTRAL,reference_validation,,2025-11-22 18:00:00+00:00,PARENT,2025-11-22 22:50:00+00:00,2025-11-22 22:50:00+00:00,2025-11-23 01:50:00+00:00,TARGET,4.8385842084791575,4.5885842084791575,E20_TO_E40_CONTINUATION,128.55,125.44,3.1100000000000136,2025-11-23 01:35:00+00:00,165.0,,0.23472668810288957,0.034726688102889564,0.2475884244372921,0.4244372990353703,4,1
CENTRAL,reference_validation,,2025-11-25 18:00:00+00:00,PARENT,2025-11-25 20:30:00+00:00,2025-11-25 20:30:00+00:00,2025-11-25 23:10:00+00:00,TARGET,7.162534435261714,6.912534435261714,E20_TO_E40_CONTINUATION,137.94,133.0,4.939999999999998,2025-11-25 22:55:00+00:00,145.0,,0.19635627530364358,-0.003643724696356432,0.31983805668016463,0.4149797570850227,5,2
CENTRAL,reference_validation,,2025-11-26 18:00:00+00:00,PARENT,2025-11-26 18:00:00+00:00,2025-11-26 18:00:00+00:00,2025-11-26 18:15:00+00:00,TARGET,7.759415561387262,7.509415561387262,E20_TO_E40_CONTINUATION,140.99,135.52,5.469999999999999,2025-11-26 18:05:00+00:00,5.0,0.0,0.06398537477147978,-0.13601462522852023,0.21023765996343283,0.06946983546617834,1,0
CENTRAL,reference_validation,,2025-11-27 18:00:00+00:00,PARENT,2025-11-27 18:35:00+00:00,2025-11-27 18:35:00+00:00,2025-11-27 19:15:00+00:00,FAILED_BREAK,-0.2105558674901919,-0.4605558674901919,E20_STALLER,142.48,140.8,1.6799999999999784,2025-11-27 18:40:00+00:00,5.0,5.0,0.13095238095238196,-0.06904761904761805,0.23214285714286892,0.19047619047618886,2,2
CENTRAL,reference_validation,,2025-12-03 18:00:00+00:00,PARENT,2025-12-03 21:55:00+00:00,2025-12-03 21:55:00+00:00,2025-12-03 22:00:00+00:00,TARGET,6.77493552659092,6.52493552659092,E20_TO_E40_CONTINUATION,143.47,138.61,4.859999999999985,2025-12-03 21:55:00+00:00,0.0,0.0,0.4053497942386841,0.2053497942386841,0.5288065843621401,0.08024691358024436,1,1
CENTRAL,reference_validation,,2025-12-10 18:00:00+00:00,PARENT,2025-12-10 18:30:00+00:00,2025-12-10 18:30:00+00:00,2025-12-10 18:35:00+00:00,TARGET,3.0358050693587435,2.7858050693587435,E20_TO_E40_CONTINUATION,137.69,135.6,2.0900000000000034,2025-12-10 18:35:00+00:00,5.0,5.0,0.8086124401913851,0.608612440191385,0.837320574162678,0.32057416267941935,2,1
