year,trades,win_rate,net_pnl,expectancy,pf,max_dd,max_loss_streak,max_win_streak,median_mfe_pct,median_mae_pct,median_giveback_pct
2020,111,0.6126126126126126,479.60469361443563,4.320763005535456,1.5653729539175534,209.17951764285672,6,10,0.05240862969165616,-0.03298466658742427,0.040567097136440244
2021,840,0.4928571428571429,3276.457867446013,3.900545080292873,1.334665980137661,1489.727843616162,12,20,0.04255702512650772,-0.04183824244459605,0.04379781650563158
2022,392,0.5127551020408163,611.6467971496246,1.5603234621163893,1.1631811481107004,533.0013398653198,8,10,0.035399408350228034,-0.03365638787587888,0.03434695042557423
2023,224,0.4732142857142857,741.2902334694597,3.309331399417231,1.4060162066586501,454.8011475149194,10,9,0.02883296223459686,-0.03172222217970172,0.032144521098006196
2024,249,0.5140562248995983,658.7669014454909,2.6456502066083973,1.3540973728694943,289.2855196931771,8,11,0.026965014945480537,-0.030119762624031265,0.025376874016400208
2025,170,0.6176470588235294,750.5876810261832,4.4152216530951955,1.7456765424851752,190.5146917893535,5,9,0.029598995061509425,-0.025485575494202273,0.018254094068628435
2026,51,0.45098039215686275,-104.80033568738233,-2.0549085428898497,0.7445835885754247,218.75027225076133,10,4,0.018693056864593105,-0.020255495454022387,0.022063092703696663
