structure_id,raid_i_h1,raid_time,reclaim_i_h1,reclaim_time,reclaim_close_time,year,liquidity_high,liquidity_pivot_i,liquidity_confirm_i,significant_low,significant_low_pivot_i,significant_low_confirm_i,raid_extreme,raid_depth_pct,reclaim_delay_h1_bars,reclaim_close,median_prior_h1_range,bos_i_h1,bos_time,bos_close_time,bos_close,bos_low,bars_reclaim_to_bos,displacement_range_units,bear_path_efficiency,bos_extension_range_units,origin_i_h1,origin_time,origin_open,origin_high,origin_low,origin_close,zone_low,zone_high,zone_width_range_units,first_return_i_5m,first_return_time,bos_to_return_min,return_open,return_high,return_low,return_close,return_penetration_zone_width,pre_return_structural_low,outcome,resolution_i_5m,resolution_time,return_to_resolution_min,max_above_zone_width,max_new_low_extension_pct,return_year,path_status,path_anchor_i_5m,path_anchor_time,path_anchor_low,ascent_bars,up_path_efficiency,median_adjacent_overlap,overlap_gt50_share,range_contraction_ratio,body_contraction_ratio,largest_bull_body_share,sign_flip_rate,higher_low_share,rise_per_bar_range_units,max_bull_body_range_units,pre_return_drawup_fraction
2021-06-12 22:00:00+00:00__H6514__L6516,6519,2021-06-12 22:00:00+00:00,6519,2021-06-12 22:00:00+00:00,2021-06-12 23:00:00+00:00,2021,37.295,6514,6516,36.341,6516,6518,37.435,0.3753854404075607,0,37.048,0.7974999999999994,6524,2021-06-13 03:00:00+00:00,2021-06-13 04:00:00+00:00,35.713,35.514,5,2.1592476489028245,0.5588112180828796,0.7874608150470227,6521,2021-06-13 00:00:00+00:00,36.459,37.141,36.109,37.001,36.109,37.141,1.2940438871473319,78310,2021-06-13 04:50:00+00:00,50.0,35.926,36.123,35.896,35.974,0.013565891472864187,35.514,CONTINUATION,78315,2021-06-13 05:15:00+00:00,25.0,2.2102713178294637,2.269527510277649,2021,USABLE,78300.0,2021-06-13 04:00:00+00:00,35.536,11.0,0.4475920679886646,0.7480018533534079,0.8,1.0257731958762648,0.5454545454546041,0.3241650294695508,0.5,0.8,0.16989247311827715,0.887096774193544,1.0244328097731166
2021-08-11 13:00:00+00:00__H7944__L7947,7950,2021-08-11 13:00:00+00:00,7952,2021-08-11 15:00:00+00:00,2021-08-11 16:00:00+00:00,2021,43.059,7944,7946,41.942,7947,7949,43.483,0.9846954179149492,2,42.636,0.7035000000000018,7959,2021-08-11 22:00:00+00:00,2021-08-11 23:00:00+00:00,41.81,41.45,7,2.3781094527363047,0.3201550387596894,0.18763326226012447,7956,2021-08-11 19:00:00+00:00,42.913,43.476,42.799,43.438,42.799,43.476,0.9623312011371683,95550,2021-08-12 01:30:00+00:00,150.0,42.691,43.011,42.65,42.944,0.3131462333825752,41.45,CONTINUATION,95596,2021-08-12 05:20:00+00:00,230.0,0.008862629246676855,5.034981905910743,2021,USABLE,95532.0,2021-08-12 00:00:00+00:00,41.489,19.0,0.4992248062015536,0.6151457238413542,0.6111111111111112,0.7767857142857152,1.5180722891566703,0.17260692464358332,0.35294117647058826,0.7777777777777778,0.26900584795321897,1.2744360902255671,1.1618320610687045
2021-09-11 15:00:00+00:00__H8691__L8693,8696,2021-09-11 15:00:00+00:00,8697,2021-09-11 16:00:00+00:00,2021-09-11 17:00:00+00:00,2021,187.38,8691,8693,180.5,8693,8695,191.296,2.0898708506777552,1,186.5,5.979500000000002,8703,2021-09-11 22:00:00+00:00,2021-09-11 23:00:00+00:00,178.066,177.1,6,2.212559578560078,0.5939436619718325,0.4070574462747716,8702,2021-09-11 21:00:00+00:00,180.781,184.327,180.102,182.124,180.102,184.327,0.7065808177941288,104461,2021-09-12 00:05:00+00:00,65.0,177.817,180.141,177.383,179.804,0.009230769230766229,175.81,CONTINUATION,104466,2021-09-12 00:30:00+00:00,25.0,-0.6035502958579917,3.3394004891644444,2021,USABLE,104451.0,2021-09-11 23:15:00+00:00,175.81,11.0,0.2348211164199997,0.92981062955273,0.9,1.826238053866235,3.3101123595506423,0.32935521299519294,0.6666666666666666,0.6,0.14311079545454494,1.4112215909090717,1.0090866728797734
2021-09-12 09:00:00+00:00__H8709__L8711,8714,2021-09-12 09:00:00+00:00,8714,2021-09-12 09:00:00+00:00,2021-09-12 10:00:00+00:00,2021,180.3,8709,8711,174.829,8711,8713,181.694,0.7731558513588421,0,179.534,3.8304999999999865,8725,2021-09-12 20:00:00+00:00,2021-09-12 21:00:00+00:00,171.938,169.939,11,2.5469259887743205,0.5018498942917561,0.75473175825611,8724,2021-09-12 19:00:00+00:00,175.479,178.074,175.479,177.849,175.479,178.074,0.6774572510116194,104735,2021-09-12 22:55:00+00:00,115.0,174.884,175.78,174.66,175.437,0.1159922928709009,169.939,CONTINUATION,104756,2021-09-13 00:40:00+00:00,105.0,-0.17764932562620922,11.615344329435858,2021,USABLE,104712.0,2021-09-12 21:00:00+00:00,170.0,24.0,0.29926752703174,0.811819595645442,0.8695652173913043,0.6063670411985153,0.7735004476275845,0.15729291317643743,0.5,0.6086956521739131,0.14600527524887252,1.157534246575329,1.0549370323051628
2021-10-16 10:00:00+00:00__H9520__L9528,9531,2021-10-16 10:00:00+00:00,9531,2021-10-16 10:00:00+00:00,2021-10-16 11:00:00+00:00,2021,164.443,9520,9522,157.701,9528,9530,164.989,0.33202994350625126,0,162.758,2.6995000000000005,9542,2021-10-16 21:00:00+00:00,2021-10-16 22:00:00+00:00,157.164,156.238,11,2.898684941655868,0.5967569874119933,0.19892572698648123,9541,2021-10-16 20:00:00+00:00,158.347,159.025,158.156,158.936,158.156,159.025,0.32191146508612695,114525,2021-10-16 22:45:00+00:00,45.0,157.855,158.18,157.807,158.122,0.027617951668585633,156.238,INVALIDATED,114550,2021-10-17 00:50:00+00:00,125.0,10.001150747986197,2.072479166399979,2021,USABLE,114516.0,2021-10-16 22:00:00+00:00,156.621,10.0,0.5535889872173181,0.8854166666667047,0.8888888888888888,0.5874015748031878,0.6095890410959625,0.2816720257234587,0.25,0.7777777777777778,0.2590292155509536,0.9068322981366138,1.015635179153095
2021-12-15 10:00:00+00:00__H10958__L10963,10971,2021-12-15 10:00:00+00:00,10973,2021-12-15 12:00:00+00:00,2021-12-15 13:00:00+00:00,2021,163.35,10958,10960,158.54,10963,10965,168.3,3.03030303030305,2,162.39,2.9399999999999977,10976,2021-12-15 15:00:00+00:00,2021-12-15 16:00:00+00:00,157.57,157.06,3,3.6496598639455873,0.6308900523560165,0.3299319727891155,10974,2021-12-15 13:00:00+00:00,162.43,164.66,162.02,163.8,162.02,164.66,0.8979591836734654,131736,2021-12-15 17:00:00+00:00,60.0,161.3,162.22,160.83,162.13,0.07575757575757185,156.7,INVALIDATED,131737,2021-12-15 17:05:00+00:00,5.0,9.204545454545507,-2.635609444798994,2021,USABLE,131724.0,2021-12-15 16:00:00+00:00,156.7,13.0,0.5454545454545383,0.9222296395193561,0.8333333333333334,1.077272727272735,2.7704918032787518,0.19734660033167362,0.5454545454545454,0.6666666666666666,0.27184466019417325,1.1553398058252393,1.0375939849624036
2021-12-17 06:00:00+00:00__H11010__L11012,11015,2021-12-17 06:00:00+00:00,11015,2021-12-17 06:00:00+00:00,2021-12-17 07:00:00+00:00,2021,181.7,11010,11012,177.34,11012,11014,182.48,0.4292790313703998,0,179.41,3.194999999999993,11019,2021-12-17 10:00:00+00:00,2021-12-17 11:00:00+00:00,175.3,174.89,4,2.2472613458528934,0.7740112994350293,0.6384976525821585,11017,2021-12-17 08:00:00+00:00,177.78,179.4,177.05,178.39,177.05,179.4,0.7355242566510171,132245,2021-12-17 11:25:00+00:00,25.0,176.7,177.13,176.36,176.76,0.03404255319148267,174.75,CONTINUATION,132253,2021-12-17 12:05:00+00:00,40.0,0.9574468085106406,3.8397711015736817,2021,USABLE,132240.0,2021-12-17 11:00:00+00:00,174.75,6.0,0.9830508474575949,0.7012987012987075,1.0,0.6956521739130461,0.30275229357799216,0.5333333333333308,0.5,1.0,0.2900000000000002,1.0000000000000178,1.034782608695645
2021-12-30 13:00:00+00:00__H11328__L11331,11334,2021-12-30 13:00:00+00:00,11334,2021-12-30 13:00:00+00:00,2021-12-30 14:00:00+00:00,2021,174.81,11328,11330,171.79,11331,11333,175.49,0.3889937646587738,0,174.34,2.3299999999999983,11343,2021-12-30 22:00:00+00:00,2021-12-30 23:00:00+00:00,171.71,170.83,9,1.6223175965665253,0.4573913043478253,0.03433476394849105,11339,2021-12-30 18:00:00+00:00,174.64,174.97,173.7,174.85,173.7,174.97,0.5450643776824082,136143,2021-12-31 00:15:00+00:00,75.0,173.15,173.82,173.11,173.45,0.09448818897638077,170.83,CONTINUATION,136171,2021-12-31 02:35:00+00:00,140.0,2.141732283464549,1.90832991863257,2021,USABLE,136128.0,2021-12-30 23:00:00+00:00,171.19,16.0,0.6626506024096365,0.9830508474576426,0.8666666666666667,1.1639344262295028,0.7586206896551894,0.19188191881918093,0.2857142857142857,0.7333333333333333,0.26911314984709256,0.9541284403669361,1.047808764940241
2022-01-15 21:00:00+00:00__H11722__L11723,11726,2022-01-15 21:00:00+00:00,11726,2022-01-15 21:00:00+00:00,2022-01-15 22:00:00+00:00,2022,148.83,11722,11724,147.02,11723,11725,149.1,0.18141503729085517,0,147.95,1.3199999999999932,11731,2022-01-16 02:00:00+00:00,2022-01-16 03:00:00+00:00,146.44,146.03,5,2.015151515151523,0.5830115830115723,0.43939393939395116,11727,2022-01-15 22:00:00+00:00,147.96,148.76,147.81,148.49,147.81,148.76,0.7196969696969648,140827,2022-01-16 06:35:00+00:00,215.0,147.54,148.34,147.51,148.26,0.5578947368421131,146.03,INVALIDATED,140834,2022-01-16 07:10:00+00:00,35.0,3.3368421052632145,3.04731904403204,2022,USABLE,140786.0,2022-01-16 03:10:00+00:00,146.08,42.0,0.2669322709163324,0.8620689655172651,0.7317073170731707,0.8157894736841889,0.7954545454545366,0.1475409836065573,0.6,0.5121951219512195,0.14634146341463622,2.1492537313433204,1.3063583815028927
2022-01-30 07:00:00+00:00__H12061__L12066,12072,2022-01-30 07:00:00+00:00,12072,2022-01-30 07:00:00+00:00,2022-01-30 08:00:00+00:00,2022,96.77,12061,12063,93.41,12066,12068,97.64,0.8990389583548586,0,96.65,1.3149999999999977,12084,2022-01-30 19:00:00+00:00,2022-01-30 20:00:00+00:00,91.94,91.59,12,4.334600760456284,0.5534665099882488,1.1178707224334612,12082,2022-01-30 17:00:00+00:00,94.57,95.27,94.05,95.02,94.05,95.27,0.9277566539923962,145057,2022-01-30 23:05:00+00:00,185.0,93.49,94.16,93.23,93.81,0.09016393442622912,91.31,CONTINUATION,145076,2022-01-31 00:40:00+00:00,95.0,4.93442622950821,2.3655678458000184,2022,USABLE,145021.0,2022-01-30 20:05:00+00:00,91.31,37.0,0.2862849533954727,0.8619047619047665,0.8055555555555556,1.023809523809519,1.052631578947396,0.14423076923076836,0.35294117647058826,0.6111111111111112,0.16589506172839577,2.0833333333333366,1.0401459854014596
2022-02-02 03:00:00+00:00__H12134__L12137,12140,2022-02-02 03:00:00+00:00,12140,2022-02-02 03:00:00+00:00,2022-02-02 04:00:00+00:00,2022,112.24,12134,12136,108.11,12137,12139,112.39,0.13364219529579113,0,110.55,2.5249999999999915,12151,2022-02-02 14:00:00+00:00,2022-02-02 15:00:00+00:00,105.89,105.24,11,2.5742574257425828,0.3568147013782531,0.8792079207920818,12149,2022-02-02 12:00:00+00:00,109.94,111.89,109.89,111.54,109.89,111.89,0.7920792079207948,145871,2022-02-02 18:55:00+00:00,235.0,108.45,109.92,108.44,109.61,0.015000000000000568,103.54,CONTINUATION,145891,2022-02-02 20:35:00+00:00,100.0,-0.045000000000001705,9.310411435194128,2022,USABLE,145839.0,2022-02-02 16:15:00+00:00,103.54,33.0,0.4358108108108104,0.7641414141414056,0.71875,0.8450704225351938,0.9411764705882869,0.20536756126020847,0.5806451612903226,0.625,0.240671641791044,2.6268656716417706,1.004724409448819
2022-02-16 00:00:00+00:00__H12457__L12470,12473,2022-02-16 00:00:00+00:00,12473,2022-02-16 00:00:00+00:00,2022-02-16 01:00:00+00:00,2022,103.7,12457,12459,100.9,12470,12472,105.56,1.7936354869816817,0,103.51,1.3999999999999986,12486,2022-02-16 13:00:00+00:00,2022-02-16 14:00:00+00:00,99.51,99.01,13,4.321428571428574,0.4273504273504267,0.9928571428571443,12484,2022-02-16 11:00:00+00:00,102.21,102.71,102.1,102.44,102.1,102.71,0.4357142857142858,149908,2022-02-16 19:20:00+00:00,320.0,101.3,102.95,101.19,102.36,1.0,98.11,INVALIDATED,149909,2022-02-16 19:25:00+00:00,5.0,1.42622950819673,5.402099684028129,2022,USABLE,149854.0,2022-02-16 14:50:00+00:00,98.11,55.0,0.32958801498127416,0.8461538461538252,0.7962962962962963,0.9756097560975656,1.40740740740739,0.15014164305949004,0.5490196078431373,0.6111111111111112,0.19172113289760936,3.117647058823635,1.2130325814536365
2022-03-13 03:00:00+00:00__H12999__L13001,13004,2022-03-13 03:00:00+00:00,13006,2022-03-13 05:00:00+00:00,2022-03-13 06:00:00+00:00,2022,82.17,12999,13001,81.0,13001,13003,83.36,1.448217110867711,2,82.15,0.6599999999999966,13013,2022-03-13 12:00:00+00:00,2022-03-13 13:00:00+00:00,80.25,79.93,7,4.712121212121236,0.8260869565217477,1.1363636363636422,13011,2022-03-13 10:00:00+00:00,81.32,81.37,81.11,81.35,81.11,81.37,0.39393939393940375,156184,2022-03-13 14:20:00+00:00,80.0,80.77,81.12,80.73,80.9,0.03846153846155738,79.93,INVALIDATED,156192,2022-03-13 15:00:00+00:00,40.0,3.4615384615383604,2.9901163518078326,2022,USABLE,156168.0,2022-03-13 13:00:00+00:00,80.13,17.0,0.31578947368421645,0.7229965156794479,0.625,0.42857142857140923,0.4285714285714431,0.20895522388058893,0.26666666666666666,0.75,0.1293103448275916,0.9655172413792917,1.0102040816326583
2022-04-28 09:00:00+00:00__H14058__L14063,14066,2022-04-28 09:00:00+00:00,14068,2022-04-28 11:00:00+00:00,2022-04-28 12:00:00+00:00,2022,99.89,14058,14060,98.51,14063,14065,100.5,0.6106717389128047,2,99.81,1.0800000000000054,14069,2022-04-28 12:00:00+00:00,2022-04-28 13:00:00+00:00,98.41,98.05,1,1.9351851851851787,1.0,0.09259259259260003,14066,2022-04-28 09:00:00+00:00,99.82,100.5,99.82,100.39,99.82,100.5,0.6296296296296328,168898,2022-04-28 17:50:00+00:00,290.0,99.57,99.86,99.52,99.7,0.05882352941177331,96.23,CONTINUATION,169090,2022-04-29 09:50:00+00:00,960.0,-0.4411764705882267,2.255014028889122,2022,USABLE,168852.0,2022-04-28 14:00:00+00:00,96.23,47.0,0.2730346576500433,0.7477793361383785,0.782608695652174,0.7592592592592442,0.4399999999999977,0.17222963951935852,0.4,0.6739130434782609,0.1526465028355363,2.804347826086891,1.0111420612813389
2022-06-16 17:00:00+00:00__H15245__L15247,15250,2022-06-16 17:00:00+00:00,15250,2022-06-16 17:00:00+00:00,2022-06-16 18:00:00+00:00,2022,32.5,15245,15247,30.02,15247,15249,32.64,0.43076923076923457,0,31.71,1.1349999999999998,15257,2022-06-17 00:00:00+00:00,2022-06-17 01:00:00+00:00,29.75,29.21,7,2.5462555066079307,0.632258064516129,0.23788546255506574,15254,2022-06-16 21:00:00+00:00,31.07,31.56,30.96,31.08,30.96,31.56,0.5286343612334784,183107,2022-06-17 01:55:00+00:00,55.0,30.73,31.12,30.73,30.93,0.26666666666666783,29.21,INVALIDATED,183172,2022-06-17 07:20:00+00:00,325.0,0.9166666666666711,-2.3622047244094406,2022,USABLE,183096.0,2022-06-17 01:00:00+00:00,29.68,12.0,0.5406698564593297,0.7027027027027022,0.8181818181818182,1.4909090909090894,2.599999999999967,0.3353293413173656,0.4,0.7272727272727273,0.2853535353535355,1.5555555555555642,1.125
2022-06-26 12:00:00+00:00__H15480__L15482,15485,2022-06-26 12:00:00+00:00,15485,2022-06-26 12:00:00+00:00,2022-06-26 13:00:00+00:00,2022,41.81,15480,15482,40.54,15482,15484,42.47,1.578569720162637,0,41.1,0.6500000000000021,15490,2022-06-26 17:00:00+00:00,2022-06-26 18:00:00+00:00,40.24,39.88,5,3.4307692307692146,0.9148936170212782,0.4615384615384557,15486,2022-06-26 13:00:00+00:00,41.11,41.26,40.65,41.14,40.65,41.26,0.9384615384615345,185914,2022-06-26 19:50:00+00:00,110.0,40.51,40.76,40.46,40.63,0.18032786885245825,39.56,INVALIDATED,185925,2022-06-26 20:45:00+00:00,55.0,0.22950819672131262,4.448938321536919,2022,USABLE,185896.0,2022-06-26 18:20:00+00:00,39.56,19.0,0.5424836601307196,0.9444444444444575,0.8888888888888888,0.47058823529411825,0.8666666666666919,0.2539682539682532,0.6666666666666666,0.6111111111111112,0.2561728395061749,1.7777777777777821,1.1009174311926604
