structure_id,raid_i_h1,raid_time,reclaim_i_h1,reclaim_time,reclaim_close_time,year,liquidity_high,liquidity_pivot_i,liquidity_confirm_i,significant_low,significant_low_pivot_i,significant_low_confirm_i,raid_extreme,raid_depth_pct,reclaim_delay_h1_bars,reclaim_close,median_prior_h1_range,bos_i_h1,bos_time,bos_close_time,bos_close,bos_low,bars_reclaim_to_bos,displacement_range_units,bear_path_efficiency,bos_extension_range_units,origin_i_h1,origin_time,origin_open,origin_high,origin_low,origin_close,zone_low,zone_high,zone_width_range_units,first_return_i_5m,first_return_time,bos_to_return_min,return_open,return_high,return_low,return_close,return_penetration_zone_width,pre_return_structural_low,outcome,resolution_i_5m,resolution_time,return_to_resolution_min,max_above_zone_width,max_new_low_extension_pct,return_year,path_status,path_anchor_i_5m,path_anchor_time,path_anchor_low,ascent_bars,up_path_efficiency,median_adjacent_overlap,overlap_gt50_share,range_contraction_ratio,body_contraction_ratio,largest_bull_body_share,sign_flip_rate,higher_low_share,rise_per_bar_range_units,max_bull_body_range_units,pre_return_drawup_fraction
2020-09-23 00:00:00+00:00__H199__L206,209,2020-09-23 00:00:00+00:00,211,2020-09-23 02:00:00+00:00,2020-09-23 03:00:00+00:00,2020,3.01,199,201,2.8661,206,208,3.0935,2.7740863787375503,2,2.9795,0.10114999999999985,212,2020-09-23 03:00:00+00:00,2020-09-23 04:00:00+00:00,2.841,2.832,1,2.4962926347009424,1.0,0.24814631735046677,209,2020-09-23 00:00:00+00:00,2.9196,3.0935,2.9196,3.0682,2.9196,3.0935,1.7192288680177996,2635,2020-09-23 10:35:00+00:00,395.0,2.8848,2.9205,2.8838,2.9116,0.005175388154112261,2.7205,CONTINUATION,2758,2020-09-23 20:50:00+00:00,615.0,-0.22311673375503238,1.2571218526006172,2020,USABLE,2607.0,2020-09-23 08:15:00+00:00,2.7205,29.0,0.5223996883521618,0.7431202315180325,0.75,0.6747572815534008,0.4553571428571482,0.1922428330522759,0.4444444444444444,0.6428571428571429,0.2646014206787689,2.5193370165745774,1.0045203415369168
2020-10-16 16:00:00+00:00__H772__L774,777,2020-10-16 16:00:00+00:00,778,2020-10-16 17:00:00+00:00,2020-10-16 18:00:00+00:00,2020,2.1918,772,774,2.1462,774,776,2.2534,2.810475408340163,1,2.1818,0.03445000000000009,781,2020-10-16 20:00:00+00:00,2020-10-16 21:00:00+00:00,2.1429,2.1413,3,3.2075471698113134,0.6860670194003492,0.09579100145137445,779,2020-10-16 18:00:00+00:00,2.1817,2.2093,2.1756,2.1907,2.1756,2.2093,0.9782293178519457,9404,2020-10-16 22:40:00+00:00,100.0,2.163,2.2027,2.163,2.1859,0.8041543026706294,2.1413,CONTINUATION,9419,2020-10-16 23:55:00+00:00,75.0,0.9851632047477957,1.4617288563022615,2020,USABLE,9384.0,2020-10-16 21:00:00+00:00,2.1429,21.0,0.44707347447073414,0.832890365448471,0.75,1.5416666666667092,2.933333333333195,0.36876006441224396,0.3684210526315789,0.65,0.26014492753623736,3.3188405797102427,1.828746177370023
2020-10-18 06:00:00+00:00__H811__L812,815,2020-10-18 06:00:00+00:00,817,2020-10-18 08:00:00+00:00,2020-10-18 09:00:00+00:00,2020,2.2299,811,813,2.2069,812,814,2.2494,0.8744786761738066,2,2.2255,0.014349999999999863,819,2020-10-18 10:00:00+00:00,2020-10-18 11:00:00+00:00,2.2024,2.1939,2,3.2752613240418538,1.0,0.3135888501742309,816,2020-10-18 07:00:00+00:00,2.2357,2.2432,2.2278,2.2417,2.2278,2.2432,1.073170731707333,9877,2020-10-18 14:05:00+00:00,185.0,2.2133,2.2286,2.2106,2.2277,0.051948051948074794,2.1939,INVALIDATED,9903,2020-10-18 16:15:00+00:00,130.0,1.4090909090909052,6.504398559642648,2020,USABLE,9843.0,2020-10-18 11:15:00+00:00,2.1992,35.0,0.24318869828456238,0.9356060606060186,0.8823529411764706,1.0222222222222705,1.0,0.22360248447205106,0.45161290322580644,0.5294117647058824,0.15751633986929214,3.200000000000237,1.0279720279720406
2020-11-17 14:00:00+00:00__H1533__L1538,1543,2020-11-17 14:00:00+00:00,1543,2020-11-17 14:00:00+00:00,2020-11-17 15:00:00+00:00,2020,2.3303,1533,1535,2.194,1538,1540,2.3431,0.5492854997210861,0,2.2674,0.042950000000000044,1544,2020-11-17 15:00:00+00:00,2020-11-17 16:00:00+00:00,2.171,2.1441,1,4.006984866123403,1.0,0.535506402793949,1543,2020-11-17 14:00:00+00:00,2.1868,2.3431,2.1834,2.2674,2.1834,2.3431,3.7182770663562335,18577,2020-11-17 19:05:00+00:00,185.0,2.1618,2.1868,2.1616,2.1868,0.021289918597370453,2.1263,CONTINUATION,18693,2020-11-18 04:45:00+00:00,580.0,-0.547276142767689,6.048064713351834,2020,USABLE,18552.0,2020-11-17 17:00:00+00:00,2.1263,26.0,0.32850940665702144,0.8384615384615435,0.88,0.8074534161490757,1.5697674418604837,0.26123301985370884,0.5833333333333334,0.6,0.13602996254681415,1.8726591760299285,1.059544658493872
2020-12-18 09:00:00+00:00__H2275__L2277,2282,2020-12-18 09:00:00+00:00,2284,2020-12-18 11:00:00+00:00,2020-12-18 12:00:00+00:00,2020,1.6844,2275,2277,1.6504,2277,2279,1.7104,1.543576347660891,2,1.6812,0.026600000000000068,2288,2020-12-18 15:00:00+00:00,2020-12-18 16:00:00+00:00,1.6468,1.6405,4,2.390977443609012,0.8730964467005099,0.1353383458646631,2285,2020-12-18 12:00:00+00:00,1.6809,1.6859,1.6607,1.6837,1.6607,1.6859,0.947368421052625,27480,2020-12-18 17:00:00+00:00,60.0,1.652,1.6657,1.6506,1.662,0.19841269841269504,1.6393,INVALIDATED,27489,2020-12-18 17:45:00+00:00,45.0,3.3174603174603368,-0.6893186116025186,2020,USABLE,27468.0,2020-12-18 16:00:00+00:00,1.6393,13.0,0.346863468634682,0.7266028399311538,0.8333333333333334,0.5643564356435573,0.3442622950819842,0.3304843304843308,0.7272727272727273,0.6666666666666666,0.24102564102564195,1.7846153846154067,1.2336448598130783
2020-12-21 21:00:00+00:00__H2361__L2362,2366,2020-12-21 21:00:00+00:00,2368,2020-12-21 23:00:00+00:00,2020-12-22 00:00:00+00:00,2020,1.55,2361,2363,1.5146,2362,2364,1.56,0.6451612903225712,2,1.5347,0.024700000000000055,2377,2020-12-22 08:00:00+00:00,2020-12-22 09:00:00+00:00,1.4952,1.4696,9,2.623481781376511,0.3305439330543936,0.7854251012145675,2373,2020-12-22 04:00:00+00:00,1.5491,1.5626,1.549,1.5551,1.549,1.5626,0.5506072874493938,28595,2020-12-22 13:55:00+00:00,295.0,1.5407,1.5531,1.5377,1.5501,0.3014705882352923,1.4696,INVALIDATED,28597,2020-12-22 14:05:00+00:00,10.0,0.7058823529411774,12.840228633641813,2020,USABLE,28559.0,2020-12-22 10:55:00+00:00,1.4752,37.0,0.47273982056590746,0.8377192982456356,0.7777777777777778,0.6130952380952313,0.7241379310344762,0.16018957345971638,0.47058823529411764,0.7222222222222222,0.29273504273504497,2.600000000000041,1.0555555555555556
2021-03-09 21:00:00+00:00__H4231__L4235,4238,2021-03-09 21:00:00+00:00,4238,2021-03-09 21:00:00+00:00,2021-03-09 22:00:00+00:00,2021,14.8869,4231,4233,14.5008,4235,4237,15.0264,0.9370654736714723,0,14.861,0.21649999999999991,4243,2021-03-10 02:00:00+00:00,2021-03-10 03:00:00+00:00,14.3057,14.055,5,3.3288683602771414,0.6587970103215113,0.9011547344110861,4241,2021-03-10 00:00:00+00:00,14.9155,15.0225,14.7616,14.9232,14.7616,15.0225,1.2050808314087822,51028,2021-03-10 11:20:00+00:00,500.0,14.7252,14.8292,14.6671,14.7379,0.2591031046377931,14.055,CONTINUATION,51190,2021-03-11 00:50:00+00:00,810.0,-0.4181678804139556,2.7335467805051574,2021,USABLE,50937.0,2021-03-10 03:45:00+00:00,14.1016,92.0,0.24441120252638623,0.8675623800383879,0.9010989010989011,1.0662188099807879,0.6342494714587616,0.21122797615060107,0.4666666666666667,0.6043956043956044,0.12812163059933226,6.249752229930678,1.1024242424242432
2021-04-04 16:00:00+00:00__H4851__L4853,4857,2021-04-04 16:00:00+00:00,4859,2021-04-04 18:00:00+00:00,2021-04-04 19:00:00+00:00,2021,24.5855,4851,4853,23.3189,4853,4855,25.5801,4.045473958227408,2,24.4974,0.715349999999999,4871,2021-04-05 06:00:00+00:00,2021-04-05 07:00:00+00:00,22.9661,22.8012,12,3.6541553085902065,0.46718735698813246,0.4931851541203591,4868,2021-04-05 03:00:00+00:00,23.7403,24.64,23.6592,24.3311,23.6592,24.64,1.3710770951282636,58494,2021-04-05 09:30:00+00:00,150.0,23.6194,23.716,23.6167,23.6756,0.057911908646005816,22.8012,CONTINUATION,58672,2021-04-06 00:20:00+00:00,890.0,0.03884584013050565,1.2332684244688958,2021,USABLE,58464.0,2021-04-05 07:00:00+00:00,22.8799,31.0,0.3474303826126323,0.750714869831671,0.7333333333333333,0.7487666034155627,1.4978813559322084,0.2645745885801874,0.3448275862068966,0.6666666666666666,0.21973081328751637,3.4115120274914617,1.0728859232644716
2021-04-17 09:00:00+00:00__H5157__L5159,5162,2021-04-17 09:00:00+00:00,5164,2021-04-17 11:00:00+00:00,2021-04-17 12:00:00+00:00,2021,26.1998,5157,5159,25.3391,5159,5161,26.8387,2.438568233345295,2,25.9078,0.4153000000000002,5171,2021-04-17 18:00:00+00:00,2021-04-17 19:00:00+00:00,25.3082,25.24,7,3.6852877437996607,0.23260144309100908,0.07440404526847827,5169,2021-04-17 16:00:00+00:00,25.9386,26.3565,25.66,26.3359,25.66,26.3565,1.677100890922225,62088,2021-04-17 21:00:00+00:00,120.0,25.6392,25.6702,25.619,25.6551,0.014644651830583047,25.2015,CONTINUATION,62115,2021-04-17 23:15:00+00:00,135.0,7.007753050969129,25.056841854651502,2021,USABLE,62069.0,2021-04-17 19:25:00+00:00,25.2015,20.0,0.4722542021643998,0.8601895734597085,0.8421052631578947,0.37116435477089316,0.4039215686274883,0.22419984387197162,0.3333333333333333,0.6842105263157895,0.245753826798067,1.6346044393852832,1.0222464558342443
2021-05-18 17:00:00+00:00__H5909__L5911,5914,2021-05-18 17:00:00+00:00,5914,2021-05-18 17:00:00+00:00,2021-05-18 18:00:00+00:00,2021,55.148,5909,5911,51.139,5911,5913,58.156,5.454413578008266,0,54.041,1.9514999999999993,5925,2021-05-19 04:00:00+00:00,2021-05-19 05:00:00+00:00,47.732,44.608,11,5.3415321547527554,0.4554905782975957,1.7458365359979526,5924,2021-05-19 03:00:00+00:00,51.883,53.275,51.139,52.075,51.139,53.275,1.0945426594926961,71125,2021-05-19 06:05:00+00:00,65.0,50.883,52.226,50.457,51.836,0.5088951310861416,44.608,CONTINUATION,71187,2021-05-19 11:15:00+00:00,310.0,-0.4911048689138584,43.445121951219505,2021,USABLE,71112.0,2021-05-19 05:00:00+00:00,47.66,14.0,0.26446739975563704,0.9396396396396395,0.6153846153846154,0.6832762379321095,0.6946564885496164,0.2344621243030053,0.4166666666666667,0.6153846153846154,0.1621547996049988,1.5263390880920729,1.3124461052026428
