n,wins,wr,pf,expectancy,net,max_ls,partition,side,exec_min,ref_min,horizon_min,entry_f,target_ext,stop_f,stress_bps,targets,stops,time_exits,config_id,execution_utc,reference_start_min,reference_start_utc,probe,positive
55,22,0.4,0.40129181341543796,-1.7434111725403418,-95.8876144897188,6,development,LONG,0,330,390,0.9,0.2,0.35,0.0,20,18,17,LONG|E0000|R330|X390|F0.90|T0.20|S0.35,00:00,1110,18:30,F90,False
60,24,0.4,0.4735314033671573,-1.397101015466401,-83.82606092798406,6,development,LONG,0,330,390,0.85,0.2,0.35,0.0,21,20,19,LONG|E0000|R330|X390|F0.85|T0.20|S0.35,00:00,1110,18:30,F85,False
59,24,0.4067796610169492,0.6064998609959972,-0.9392795923419175,-55.41749594817313,6,development,LONG,0,330,390,0.8,0.2,0.35,0.0,20,21,18,LONG|E0000|R330|X390|F0.80|T0.20|S0.35,00:00,1110,18:30,F80,False
46,22,0.4782608695652174,0.5854290035638042,-1.2909876914707228,-59.38543380765325,4,external,LONG,0,330,390,0.9,0.2,0.35,0.0,16,12,18,LONG|E0000|R330|X390|F0.90|T0.20|S0.35,00:00,1110,18:30,F90,False
51,23,0.45098039215686275,0.6209478222565824,-1.264170323828676,-64.47268651526247,5,external,LONG,0,330,390,0.85,0.2,0.35,0.0,15,18,18,LONG|E0000|R330|X390|F0.85|T0.20|S0.35,00:00,1110,18:30,F85,False
52,23,0.4423076923076923,0.6862128003580553,-1.074497560709947,-55.87387315691724,5,external,LONG,0,330,390,0.8,0.2,0.35,0.0,15,22,15,LONG|E0000|R330|X390|F0.80|T0.20|S0.35,00:00,1110,18:30,F80,False
43,18,0.4186046511627907,0.6177645817131702,-0.9905141181202083,-42.592107079168954,6,reference_validation,LONG,0,330,390,0.9,0.2,0.35,0.0,17,13,13,LONG|E0000|R330|X390|F0.90|T0.20|S0.35,00:00,1110,18:30,F90,False
42,19,0.4523809523809524,0.5148394354181691,-1.4381848178905967,-60.403762351405064,10,reference_validation,LONG,0,330,390,0.85,0.2,0.35,0.0,15,14,13,LONG|E0000|R330|X390|F0.85|T0.20|S0.35,00:00,1110,18:30,F85,False
38,17,0.4473684210526316,0.6127405404788596,-1.1266397136073514,-42.81230911707935,5,reference_validation,LONG,0,330,390,0.8,0.2,0.35,0.0,12,15,11,LONG|E0000|R330|X390|F0.80|T0.20|S0.35,00:00,1110,18:30,F80,False
1,1,1.0,inf,1.8235408195813156,1.8235408195813156,0,august,LONG,0,330,390,0.9,0.2,0.35,0.0,1,0,0,LONG|E0000|R330|X390|F0.90|T0.20|S0.35,00:00,1110,18:30,F90,False
1,1,1.0,inf,2.196055101007244,2.196055101007244,0,august,LONG,0,330,390,0.85,0.2,0.35,0.0,1,0,0,LONG|E0000|R330|X390|F0.85|T0.20|S0.35,00:00,1110,18:30,F85,False
0,0,,,,0.0,0,august,LONG,0,330,390,0.8,0.2,0.35,0.0,0,0,0,LONG|E0000|R330|X390|F0.80|T0.20|S0.35,00:00,1110,18:30,F80,False
47,19,0.40425531914893614,0.4074541282487667,-1.9814329939230306,-93.12735071438244,6,development,LONG,30,330,390,0.9,0.2,0.35,0.0,18,19,10,LONG|E0030|R330|X390|F0.90|T0.20|S0.35,00:30,1140,19:00,F90,False
54,19,0.35185185185185186,0.36258775356223105,-2.2003900712885955,-118.82106384958415,7,development,LONG,30,330,390,0.85,0.2,0.35,0.0,19,23,12,LONG|E0030|R330|X390|F0.85|T0.20|S0.35,00:30,1140,19:00,F85,False
51,20,0.39215686274509803,0.43764787361262325,-1.836426442897285,-93.65774858776153,5,development,LONG,30,330,390,0.8,0.2,0.35,0.0,17,23,11,LONG|E0030|R330|X390|F0.80|T0.20|S0.35,00:30,1140,19:00,F80,False
41,18,0.43902439024390244,0.4887641528899796,-1.627191133866039,-66.7148364885076,4,external,LONG,30,330,390,0.9,0.2,0.35,0.0,15,6,20,LONG|E0030|R330|X390|F0.90|T0.20|S0.35,00:30,1140,19:00,F90,False
41,16,0.3902439024390244,0.40202450867632594,-2.179487429065261,-89.3589845916757,6,external,LONG,30,330,390,0.85,0.2,0.35,0.0,12,12,17,LONG|E0030|R330|X390|F0.85|T0.20|S0.35,00:30,1140,19:00,F85,False
