event_ts,utc_date,hour_utc,hour_wib,k,side,mean24,std24,lower_band,upper_band,prior3_high,prior3_low,event_open,event_high,event_low,event_close,entry_ts,entry_price,band_excursion_pct,prior3_excursion_pct,signed1h,signed3h,positive1h,positive3h,source_index
2026-08-03 19:00:00+00:00,2026-08-03,19,2,1.5,SHORT,63174.82499999999,462.6003100679891,62480.924534898004,63868.725465101976,64049.5,63626.2,63835.6,64058.8,63807.3,63836.9,2026-08-03 20:00:00+00:00,63836.9,0.003008706947712593,0.00014721053837510293,0.0012688586068558827,0.003905264823323207,1,1,57763
2026-08-04 19:00:00+00:00,2026-08-04,19,2,2.0,SHORT,63779.84166666667,210.03887520462095,63359.76391625743,64199.91941707591,64370.0,63856.4,64270.8,64388.0,64140.1,64197.3,2026-08-04 20:00:00+00:00,64197.3,0.0029489032586041894,0.0002822208323136581,-0.0018536605122021488,-0.0006339830491313148,0,0,57787
2026-08-04 19:00:00+00:00,2026-08-04,19,2,2.5,SHORT,63779.84166666667,210.03887520462095,63254.74447865511,64304.93885467822,64370.0,63856.4,64270.8,64388.0,64140.1,64197.3,2026-08-04 20:00:00+00:00,64197.3,0.0013023103092021195,0.0002822208323136581,-0.0018536605122021488,-0.0006339830491313148,0,0,57787
2026-08-06 19:00:00+00:00,2026-08-06,19,2,2.0,LONG,64648.53333333333,143.8404604259713,64360.85241248139,64936.21425418527,64807.4,64343.7,64388.8,64445.6,64323.2,64412.8,2026-08-06 20:00:00+00:00,64412.8,0.0005824171182237958,0.0003170992278247096,-0.00014127626807103333,-0.0014748621392021155,0,0,57835
2026-08-07 04:00:00+00:00,2026-08-07,4,11,2.0,LONG,64539.525,197.34154033468567,64144.84191933063,64934.20808066937,64524.8,64220.0,64264.0,64340.2,64128.3,64225.8,2026-08-07 05:00:00+00:00,64225.8,0.0002563068031664279,0.0014208347520375628,0.001320341669547087,0.0009824712187314066,1,1,57844
2026-08-11 19:00:00+00:00,2026-08-11,19,2,2.0,LONG,63970.75,249.92365667672726,63470.90268664654,64470.59731335346,63637.5,63222.0,63352.5,63513.9,63211.6,63508.5,2026-08-11 20:00:00+00:00,63508.5,0.00405345703538796,0.00016257430153627175,0.003342859617216698,0.0020957824543170744,1,1,57955
2026-08-11 19:00:00+00:00,2026-08-11,19,2,2.5,LONG,63970.75,249.92365667672726,63345.94085830818,64595.55914169182,63637.5,63222.0,63352.5,63513.9,63211.6,63508.5,2026-08-11 20:00:00+00:00,63508.5,0.002100035693003188,0.00016257430153627175,0.003342859617216698,0.0020957824543170744,1,1,57955
2026-08-12 19:00:00+00:00,2026-08-12,19,2,1.5,LONG,63719.64166666666,230.25563314981528,63374.25821694194,64065.025116391385,63557.5,63338.9,63360.0,63441.0,63283.0,63394.9,2026-08-12 20:00:00+00:00,63394.8,0.0014321834610956333,0.0008772805141062829,0.0028188431858764407,0.00017509322531172877,1,1,57979
2026-08-14 04:00:00+00:00,2026-08-14,4,11,1.0,LONG,63539.50833333333,217.36725818428985,63322.14107514904,63756.87559151762,63595.1,63277.1,63288.0,63449.6,63243.2,63349.9,2026-08-14 05:00:00+00:00,63350.0,0.0012423935472542845,0.0005335263191235184,0.00012312549329118738,-0.007291239147592776,1,0,58012
2026-08-14 08:00:00+00:00,2026-08-14,8,15,2.5,LONG,63425.99166666666,235.797352820642,62836.49828461506,64015.48504871826,63375.6,62888.0,62888.0,62974.4,62658.8,62904.9,2026-08-14 09:00:00+00:00,62904.9,0.002801663481257725,0.0036136604880306895,-0.0022414788037179445,-0.0010730483634819876,0,0,58016
2026-08-14 19:00:00+00:00,2026-08-14,19,2,1.0,LONG,63111.3125,310.4069456811221,62800.90555431888,63421.71944568112,63215.3,62857.9,62899.9,62968.0,62781.4,62936.3,2026-08-14 20:00:00+00:00,62936.4,0.0003090658955774236,0.0012121440193467693,-0.0009199763570842956,-0.001264768877787703,0,0,58027
