event_id,partition,clock_block,regime,label,p10,p15,elig10,elig15,f10_safe,f15_safe,safe_persist,f10_agg,f15_agg,agg_persist
356,development,00-04,BEAR,GOOD,,,False,False,False,False,False,False,False,False
357,development,04-08,BEAR,OTHER,,,False,False,False,False,False,False,False,False
358,development,08-12,BEAR,OTHER,,,False,False,False,False,False,False,False,False
359,development,00-04,BULL,GOOD,0.30709275865278257,0.4891039691463756,True,True,False,False,False,False,True,False
360,development,00-04,BEAR,GOOD,0.06394691481422049,0.01976520645955657,True,True,False,False,False,False,False,False
361,development,00-04,BEAR,BAD,0.3847721704089183,0.6584212151593294,True,True,False,True,False,False,True,False
363,development,00-04,BULL,OTHER,,,False,False,False,False,False,False,False,False
365,development,12-16,BULL,GOOD,0.6110381744904297,0.46989995985231287,True,True,True,False,False,True,True,True
366,development,16-20,BULL,GOOD,0.14918062494168907,0.12247336201592066,True,True,False,False,False,False,False,False
367,development,12-16,BULL,BAD,0.9897324086046368,0.9588907214587853,True,True,True,True,True,True,True,True
369,development,00-04,BULL,BAD,0.6596179152905446,0.7427007198592791,True,True,True,True,True,True,True,True
370,development,04-08,BEAR,OTHER,,,False,False,False,False,False,False,False,False
371,development,12-16,BEAR,GOOD,0.17118263009628254,0.06604147270742515,True,True,False,False,False,False,False,False
372,development,16-20,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
373,development,04-08,BULL,OTHER,,,False,False,False,False,False,False,False,False
374,development,04-08,BEAR,OTHER,,,False,False,False,False,False,False,False,False
375,development,20-00,BEAR,OTHER,,,False,False,False,False,False,False,False,False
376,development,12-16,BEAR,GOOD,0.6432916338255541,0.2715747182344068,True,True,True,False,False,True,False,False
377,development,04-08,BEAR,OTHER,,,False,False,False,False,False,False,False,False
378,development,08-12,BEAR,GOOD,0.05900506665523418,,True,False,False,False,False,False,False,False
379,development,12-16,BEAR,GOOD,0.5372984990495062,0.23885070666566685,True,True,False,False,False,False,False,False
380,development,04-08,BEAR,OTHER,,,False,False,False,False,False,False,False,False
381,development,12-16,BEAR,BAD,0.6864685880539954,0.9141099900230081,True,True,True,True,True,True,True,True
382,development,08-12,BEAR,OTHER,,,False,False,False,False,False,False,False,False
383,development,00-04,SIDEWAYS,GOOD,,,False,False,False,False,False,False,False,False
384,development,00-04,BULL,GOOD,0.5556793419105376,0.2708194797813404,True,True,False,False,False,True,False,False
385,development,00-04,BEAR,GOOD,0.22654188317606075,,True,False,False,False,False,False,False,False
386,development,12-16,BEAR,GOOD,0.5285703906967131,0.05918496454780736,True,True,False,False,False,False,False,False
387,development,20-00,BEAR,OTHER,,,False,False,False,False,False,False,False,False
388,development,04-08,BEAR,OTHER,,,False,False,False,False,False,False,False,False
389,development,08-12,BEAR,OTHER,,,False,False,False,False,False,False,False,False
390,development,12-16,BEAR,OTHER,,,False,False,False,False,False,False,False,False
391,development,08-12,BULL,GOOD,0.39375421719611403,,True,False,False,False,False,False,False,False
392,development,20-00,BEAR,OTHER,,,False,False,False,False,False,False,False,False
393,development,12-16,BEAR,GOOD,0.4911273129295362,0.17005381198940808,True,True,False,False,False,False,False,False
394,development,12-16,BEAR,BAD,0.4030156750498049,0.6411672963274058,True,True,False,True,False,False,True,False
395,development,00-04,BEAR,GOOD,0.4107308407131324,0.5370971313685874,True,True,False,False,False,False,True,False
396,development,12-16,BEAR,GOOD,,,False,False,False,False,False,False,False,False
397,development,12-16,BULL,BAD,0.6205667808190338,0.626696461530838,True,True,True,True,True,True,True,True
398,development,12-16,BULL,GOOD,0.4297108851187795,0.13471432241010617,True,True,False,False,False,False,False,False
399,development,08-12,SIDEWAYS,GOOD,,,False,False,False,False,False,False,False,False
400,development,12-16,BEAR,GOOD,0.16042562901223859,0.28349668101027986,True,True,False,False,False,False,False,False
401,development,12-16,BEAR,OTHER,,,False,False,False,False,False,False,False,False
404,development,12-16,BULL,GOOD,0.04624134258586532,,True,False,False,False,False,False,False,False
406,development,00-04,BULL,BAD,0.6125206342618845,0.7752561179957462,True,True,True,True,True,True,True,True
407,development,08-12,BULL,GOOD,0.8240763705050224,0.14519363108695693,True,True,True,False,False,True,False,False
408,development,04-08,BULL,OTHER,,,False,False,False,False,False,False,False,False
409,development,16-20,BULL,OTHER,,,False,False,False,False,False,False,False,False
410,development,12-16,SIDEWAYS,GOOD,0.7354963559146098,0.566750795618537,True,True,True,False,False,True,True,True
411,development,08-12,BULL,GOOD,0.5698401722806562,0.5960940718637359,True,True,False,False,False,True,True,True
412,development,16-20,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
413,development,12-16,BULL,BAD,0.7195644831199309,0.9386649691621625,True,True,True,True,True,True,True,True
414,development,16-20,SIDEWAYS,GOOD,,,False,False,False,False,False,False,False,False
415,development,04-08,BEAR,GOOD,0.18068429861907065,0.25129449379938046,True,True,False,False,False,False,False,False
416,development,00-04,BULL,OTHER,,,False,False,False,False,False,False,False,False
417,development,04-08,BULL,GOOD,,,False,False,False,False,False,False,False,False
418,development,20-00,BULL,GOOD,0.531188511172281,0.5981987511792904,True,True,False,False,False,False,True,False
419,development,16-20,BEAR,OTHER,,,False,False,False,False,False,False,False,False
420,development,16-20,BEAR,GOOD,0.13349502087591844,0.35264681291456157,True,True,False,False,False,False,False,False
421,development,08-12,BEAR,BAD,0.5985732557181827,0.9360805665637012,True,True,True,True,True,True,True,True
422,development,04-08,BEAR,OTHER,,,False,False,False,False,False,False,False,False
423,development,12-16,BULL,GOOD,0.054949209561205914,,True,False,False,False,False,False,False,False
424,development,20-00,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
425,development,16-20,BEAR,OTHER,,,False,False,False,False,False,False,False,False
426,development,08-12,BEAR,OTHER,,,False,False,False,False,False,False,False,False
427,development,20-00,BEAR,OTHER,,,False,False,False,False,False,False,False,False
428,development,04-08,BEAR,OTHER,,,False,False,False,False,False,False,False,False
429,development,00-04,BULL,GOOD,,,False,False,False,False,False,False,False,False
430,development,00-04,BULL,GOOD,0.5299473629140417,0.7121464310994081,True,True,False,True,False,False,True,False
431,development,04-08,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
432,development,08-12,BEAR,GOOD,0.6062343456318875,0.4461021592097652,True,True,True,False,False,True,True,True
433,development,00-04,BEAR,GOOD,0.08643322954445805,,True,False,False,False,False,False,False,False
435,development,12-16,BEAR,GOOD,0.5001295699496527,0.42008490953563404,True,True,False,False,False,False,True,False
437,development,20-00,BEAR,OTHER,,,False,False,False,False,False,False,False,False
438,development,20-00,BULL,OTHER,,,False,False,False,False,False,False,False,False
439,development,12-16,BULL,GOOD,,,False,False,False,False,False,False,False,False
440,development,16-20,BULL,OTHER,,,False,False,False,False,False,False,False,False
441,development,08-12,BULL,BAD,0.4143604884810218,0.17552176249699286,True,True,False,False,False,False,False,False
442,development,04-08,BULL,GOOD,0.08915241837574475,0.20487912318563353,True,True,False,False,False,False,False,False
443,development,00-04,BULL,OTHER,,,False,False,False,False,False,False,False,False
444,development,04-08,BULL,GOOD,0.16970827546218945,0.1378033696068654,True,True,False,False,False,False,False,False
445,development,16-20,BEAR,GOOD,0.06692917777038242,0.1733785833510075,True,True,False,False,False,False,False,False
446,development,00-04,SIDEWAYS,BAD,0.7533539105276401,0.7010283075255149,True,True,True,True,True,True,True,True
447,development,08-12,BULL,GOOD,0.24866290959286325,0.3979655336823324,True,True,False,False,False,False,False,False
448,development,16-20,BULL,OTHER,,,False,False,False,False,False,False,False,False
449,development,00-04,BULL,BAD,0.8304381392467183,0.5332603845054523,True,True,True,False,False,True,True,True
450,development,16-20,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
451,development,04-08,BEAR,OTHER,,,False,False,False,False,False,False,False,False
452,development,12-16,BEAR,GOOD,0.3841042257428091,0.14875876781247932,True,True,False,False,False,False,False,False
453,development,16-20,BEAR,GOOD,,,False,False,False,False,False,False,False,False
454,development,04-08,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
455,development,12-16,BULL,GOOD,0.15923933573665464,,True,False,False,False,False,False,False,False
456,development,16-20,BULL,GOOD,0.4891375427771128,0.21492569768586384,True,True,False,False,False,False,False,False
457,development,00-04,BEAR,GOOD,0.30074545606317965,0.385666792316889,True,True,False,False,False,False,False,False
458,development,12-16,BEAR,BAD,0.4689832949441444,0.6079191233470493,True,True,False,True,False,False,True,False
459,development,16-20,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
460,development,20-00,BEAR,GOOD,0.6568385897272229,0.13346125954716825,True,True,True,False,False,True,False,False
461,development,16-20,BEAR,BAD,0.20147839039961146,0.10525190746443526,True,True,False,False,False,False,False,False
462,development,16-20,SIDEWAYS,GOOD,0.023860453851588227,0.026459327259928438,True,True,False,False,False,False,False,False
463,development,12-16,BEAR,GOOD,0.49637568234106794,0.49759961552757037,True,True,False,False,False,False,True,False
464,development,12-16,BULL,GOOD,,,False,False,False,False,False,False,False,False
465,development,16-20,BULL,OTHER,,,False,False,False,False,False,False,False,False
467,development,04-08,BULL,OTHER,,,False,False,False,False,False,False,False,False
468,development,12-16,BULL,GOOD,0.014936188843141254,0.030956486635232944,True,True,False,False,False,False,False,False
469,development,16-20,BULL,GOOD,0.12389099349764104,0.33197422814756467,True,True,False,False,False,False,False,False
470,development,08-12,BEAR,BAD,0.4606790586086909,0.7365012286208292,True,True,False,True,False,False,True,False
471,development,16-20,BEAR,OTHER,,,False,False,False,False,False,False,False,False
472,development,08-12,BEAR,BAD,,,False,False,False,False,False,False,False,False
473,development,20-00,BEAR,OTHER,,,False,False,False,False,False,False,False,False
474,development,04-08,BEAR,OTHER,,,False,False,False,False,False,False,False,False
475,development,04-08,BEAR,OTHER,,,False,False,False,False,False,False,False,False
477,development,12-16,BEAR,GOOD,,,False,False,False,False,False,False,False,False
478,development,08-12,BEAR,GOOD,,,False,False,False,False,False,False,False,False
479,development,12-16,BEAR,OTHER,,,False,False,False,False,False,False,False,False
480,development,16-20,BEAR,OTHER,,,False,False,False,False,False,False,False,False
481,development,16-20,BEAR,GOOD,0.30885509963439123,0.7303606653788518,True,True,False,True,False,False,True,False
482,development,04-08,BEAR,GOOD,0.032424076917991804,,True,False,False,False,False,False,False,False
483,development,16-20,BEAR,OTHER,,,False,False,False,False,False,False,False,False
484,development,00-04,BEAR,GOOD,0.6134622161440253,0.2010547748011494,True,True,True,False,False,True,False,False
485,development,04-08,SIDEWAYS,GOOD,0.11789443328571148,,True,False,False,False,False,False,False,False
486,development,16-20,BULL,OTHER,,,False,False,False,False,False,False,False,False
487,development,12-16,BEAR,BAD,0.8114769767911952,0.9633647859881806,True,True,True,True,True,True,True,True
488,development,00-04,BEAR,GOOD,0.4090629294513979,0.08185586330719917,True,True,False,False,False,False,False,False
489,development,16-20,BEAR,GOOD,0.018031651054631097,,True,False,False,False,False,False,False,False
490,development,20-00,BEAR,GOOD,0.4110392685670654,0.5399812506442488,True,True,False,False,False,False,True,False
491,development,12-16,BULL,GOOD,0.37821072992511123,0.07063069526188978,True,True,False,False,False,False,False,False
492,development,12-16,SIDEWAYS,BAD,0.8965113862186718,0.970044002614624,True,True,True,True,True,True,True,True
493,development,08-12,BEAR,OTHER,,,False,False,False,False,False,False,False,False
494,development,20-00,BULL,GOOD,,,False,False,False,False,False,False,False,False
495,development,08-12,BULL,GOOD,0.4209869997871107,0.8692742518895483,True,True,False,True,False,False,True,False
496,development,16-20,BEAR,OTHER,,,False,False,False,False,False,False,False,False
497,development,16-20,BEAR,GOOD,0.049074934022283356,0.01969561969481849,True,True,False,False,False,False,False,False
498,development,12-16,BEAR,GOOD,0.498187975794494,0.45475093693275814,True,True,False,False,False,False,True,False
499,development,04-08,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
500,development,12-16,BULL,BAD,0.9168694755321477,0.9693660864005782,True,True,True,True,True,True,True,True
501,development,12-16,BULL,GOOD,0.34809569288155584,0.1905872627463188,True,True,False,False,False,False,False,False
502,development,08-12,BULL,GOOD,0.10594108072619703,,True,False,False,False,False,False,False,False
503,development,08-12,BULL,OTHER,,,False,False,False,False,False,False,False,False
504,development,08-12,BEAR,GOOD,0.8817379790407951,0.9289833851319876,True,True,True,True,True,True,True,True
506,development,08-12,BULL,GOOD,0.4934975555445039,0.26963364987386623,True,True,False,False,False,False,False,False
507,development,16-20,BULL,GOOD,,,False,False,False,False,False,False,False,False
508,development,12-16,BULL,BAD,0.9469404247775082,0.8029839283460916,True,True,True,True,True,True,True,True
509,development,16-20,BEAR,OTHER,,,False,False,False,False,False,False,False,False
511,development,00-04,BULL,GOOD,0.02447768174933578,0.021311184099529683,True,True,False,False,False,False,False,False
512,development,08-12,BEAR,OTHER,,,False,False,False,False,False,False,False,False
513,development,16-20,BEAR,OTHER,,,False,False,False,False,False,False,False,False
514,development,08-12,BEAR,OTHER,,,False,False,False,False,False,False,False,False
516,development,08-12,BULL,GOOD,0.3251240228158098,0.039703857776394985,True,True,False,False,False,False,False,False
517,development,12-16,BULL,BAD,0.6327266319500494,0.34876275001862006,True,True,True,False,False,True,False,False
518,development,04-08,BULL,OTHER,,,False,False,False,False,False,False,False,False
519,development,04-08,BULL,OTHER,,,False,False,False,False,False,False,False,False
520,development,16-20,BULL,OTHER,,,False,False,False,False,False,False,False,False
521,development,20-00,BULL,OTHER,,,False,False,False,False,False,False,False,False
522,development,20-00,BULL,OTHER,,,False,False,False,False,False,False,False,False
523,development,12-16,BULL,BAD,0.2989642454532869,0.7670618499590789,True,True,False,True,False,False,True,False
525,development,12-16,SIDEWAYS,GOOD,0.7949857125462038,0.5386201833567078,True,True,True,False,False,True,True,True
526,development,04-08,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
527,development,16-20,BEAR,GOOD,,,False,False,False,False,False,False,False,False
528,development,00-04,BEAR,GOOD,0.5181931743169856,0.3020151758719388,True,True,False,False,False,False,False,False
529,development,12-16,BEAR,GOOD,0.10481881627652219,0.23456634785742844,True,True,False,False,False,False,False,False
530,development,20-00,BEAR,BAD,0.4338435837433201,0.4101988544354365,True,True,False,False,False,False,True,False
531,development,20-00,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
533,development,00-04,BEAR,OTHER,,,False,False,False,False,False,False,False,False
534,development,16-20,BEAR,GOOD,0.11089071791015817,0.04456784863065241,True,True,False,False,False,False,False,False
535,reference_validation,04-08,BULL,OTHER,,,False,False,False,False,False,False,False,False
536,reference_validation,00-04,BULL,GOOD,,,False,False,False,False,False,False,False,False
537,reference_validation,08-12,BULL,OTHER,,,False,False,False,False,False,False,False,False
538,reference_validation,16-20,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
539,reference_validation,08-12,BULL,OTHER,,,False,False,False,False,False,False,False,False
540,reference_validation,08-12,BEAR,OTHER,,,False,False,False,False,False,False,False,False
542,reference_validation,08-12,BULL,GOOD,0.6663955137259764,0.4856120078484044,True,True,True,False,False,True,True,True
543,reference_validation,12-16,BEAR,GOOD,,,False,False,False,False,False,False,False,False
544,reference_validation,00-04,BEAR,GOOD,0.6860752075256161,0.5474708220443595,True,True,True,False,False,True,True,True
545,reference_validation,12-16,BEAR,GOOD,,,False,False,False,False,False,False,False,False
546,reference_validation,20-00,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
547,reference_validation,08-12,BEAR,OTHER,,,False,False,False,False,False,False,False,False
548,reference_validation,04-08,BEAR,OTHER,,,False,False,False,False,False,False,False,False
549,reference_validation,08-12,BEAR,OTHER,,,False,False,False,False,False,False,False,False
550,reference_validation,12-16,BEAR,GOOD,0.6120283962153474,0.3660235839804197,True,True,True,False,False,True,False,False
551,reference_validation,08-12,BEAR,GOOD,0.49982568133108624,0.8106311608404589,True,True,False,True,False,False,True,False
552,reference_validation,00-04,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
553,reference_validation,16-20,BULL,OTHER,,,False,False,False,False,False,False,False,False
554,reference_validation,12-16,BULL,GOOD,0.988913722644088,0.9180183744708957,True,True,True,True,True,True,True,True
555,reference_validation,16-20,BEAR,OTHER,,,False,False,False,False,False,False,False,False
556,reference_validation,04-08,BULL,GOOD,0.26294726379256206,0.05077173585084112,True,True,False,False,False,False,False,False
557,reference_validation,08-12,BULL,GOOD,0.06729878071342855,,True,False,False,False,False,False,False,False
558,reference_validation,20-00,BEAR,GOOD,,,False,False,False,False,False,False,False,False
559,reference_validation,00-04,BULL,GOOD,0.40862771123734676,0.18473059977144976,True,True,False,False,False,False,False,False
560,reference_validation,16-20,BEAR,OTHER,,,False,False,False,False,False,False,False,False
561,reference_validation,04-08,BEAR,GOOD,0.022649729735392643,,True,False,False,False,False,False,False,False
562,reference_validation,00-04,SIDEWAYS,BAD,0.3976544925401538,0.7202521142321834,True,True,False,True,False,False,True,False
563,reference_validation,00-04,BULL,GOOD,0.49514598151780076,0.7673965616390461,True,True,False,True,False,False,True,False
564,reference_validation,04-08,BULL,OTHER,,,False,False,False,False,False,False,False,False
565,reference_validation,04-08,BULL,GOOD,0.028738432042637468,0.1080329931442795,True,True,False,False,False,False,False,False
566,reference_validation,12-16,BULL,GOOD,0.5529826851206822,,True,False,False,False,False,True,False,False
567,reference_validation,16-20,BULL,OTHER,,,False,False,False,False,False,False,False,False
568,reference_validation,12-16,BULL,OTHER,,,False,False,False,False,False,False,False,False
569,reference_validation,00-04,SIDEWAYS,GOOD,0.33526633322099214,0.3030490031731916,True,True,False,False,False,False,False,False
570,reference_validation,20-00,BULL,OTHER,,,False,False,False,False,False,False,False,False
571,reference_validation,12-16,SIDEWAYS,BAD,0.7776315802906987,0.9765344676872086,True,True,True,True,True,True,True,True
572,reference_validation,08-12,BULL,GOOD,0.6562059819599053,0.8653320839956933,True,True,True,True,True,True,True,True
573,reference_validation,08-12,BULL,OTHER,,,False,False,False,False,False,False,False,False
574,reference_validation,16-20,BULL,GOOD,0.06510326843340536,0.028341735382144066,True,True,False,False,False,False,False,False
575,reference_validation,00-04,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
576,reference_validation,04-08,BEAR,BAD,0.0594126795532227,0.06180997208575747,True,True,False,False,False,False,False,False
577,reference_validation,00-04,BEAR,GOOD,0.25773498942839623,,True,False,False,False,False,False,False,False
578,reference_validation,00-04,BULL,OTHER,,,False,False,False,False,False,False,False,False
579,reference_validation,04-08,BEAR,GOOD,0.03833025992593431,,True,False,False,False,False,False,False,False
581,reference_validation,04-08,BULL,GOOD,,,False,False,False,False,False,False,False,False
582,reference_validation,20-00,BULL,OTHER,,,False,False,False,False,False,False,False,False
586,reference_validation,08-12,BEAR,GOOD,0.06181459493006431,,True,False,False,False,False,False,False,False
587,reference_validation,12-16,BEAR,OTHER,,,False,False,False,False,False,False,False,False
588,reference_validation,08-12,BULL,OTHER,,,False,False,False,False,False,False,False,False
589,reference_validation,08-12,BULL,OTHER,,,False,False,False,False,False,False,False,False
590,reference_validation,08-12,BEAR,GOOD,0.04801660566513446,,True,False,False,False,False,False,False,False
591,reference_validation,08-12,BULL,GOOD,0.7817163755952014,0.8936675226629662,True,True,True,True,True,True,True,True
592,reference_validation,12-16,BULL,OTHER,,,False,False,False,False,False,False,False,False
593,reference_validation,16-20,BULL,OTHER,,,False,False,False,False,False,False,False,False
594,reference_validation,20-00,BULL,BAD,0.6031197589298544,0.8782868169938571,True,True,True,True,True,True,True,True
595,reference_validation,16-20,BULL,OTHER,,,False,False,False,False,False,False,False,False
596,reference_validation,00-04,BULL,GOOD,0.3828872611857143,0.1500055301599929,True,True,False,False,False,False,False,False
597,reference_validation,04-08,BULL,OTHER,,,False,False,False,False,False,False,False,False
598,reference_validation,12-16,BULL,GOOD,0.8681169210661173,,True,False,True,False,False,True,False,False
599,reference_validation,16-20,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
600,reference_validation,08-12,BULL,OTHER,,,False,False,False,False,False,False,False,False
601,reference_validation,16-20,BULL,OTHER,,,False,False,False,False,False,False,False,False
602,reference_validation,20-00,BULL,GOOD,,,False,False,False,False,False,False,False,False
603,reference_validation,20-00,BULL,OTHER,,,False,False,False,False,False,False,False,False
605,reference_validation,16-20,BEAR,GOOD,0.0935692220737114,,True,False,False,False,False,False,False,False
606,reference_validation,00-04,BEAR,GOOD,0.1452500785212514,0.2712809164820739,True,True,False,False,False,False,False,False
609,reference_validation,20-00,SIDEWAYS,GOOD,0.17352237797027315,0.07894752512118534,True,True,False,False,False,False,False,False
610,reference_validation,12-16,BEAR,GOOD,0.18838645968546888,0.0399044341612096,True,True,False,False,False,False,False,False
611,reference_validation,20-00,BEAR,OTHER,,,False,False,False,False,False,False,False,False
612,reference_validation,20-00,SIDEWAYS,BAD,0.12956759243797764,0.826275198517322,True,True,False,True,False,False,True,False
613,reference_validation,00-04,BULL,GOOD,0.7686029876509374,,True,False,True,False,False,True,False,False
614,reference_validation,16-20,BULL,GOOD,,,False,False,False,False,False,False,False,False
615,reference_validation,04-08,BULL,BAD,0.18684009849635694,0.5104878840087653,True,True,False,False,False,False,True,False
616,reference_validation,12-16,BULL,GOOD,0.514083835147868,0.5988152502586525,True,True,False,False,False,False,True,False
617,reference_validation,20-00,SIDEWAYS,GOOD,0.18372542391109375,0.2589685829934742,True,True,False,False,False,False,False,False
618,reference_validation,20-00,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
619,reference_validation,12-16,BEAR,BAD,0.47137732924721615,0.4366135569536242,True,True,False,False,False,False,True,False
620,reference_validation,00-04,BULL,GOOD,0.4094189926191175,0.3419804127914816,True,True,False,False,False,False,False,False
621,reference_validation,00-04,BULL,GOOD,,,False,False,False,False,False,False,False,False
622,reference_validation,08-12,BULL,OTHER,,,False,False,False,False,False,False,False,False
623,reference_validation,16-20,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
624,reference_validation,16-20,BEAR,GOOD,,,False,False,False,False,False,False,False,False
625,reference_validation,16-20,BEAR,OTHER,,,False,False,False,False,False,False,False,False
626,reference_validation,00-04,BULL,GOOD,0.6773188608375059,0.31724803185739847,True,True,True,False,False,True,False,False
627,reference_validation,08-12,BEAR,BAD,0.8153876026707088,0.915066222501922,True,True,True,True,True,True,True,True
628,reference_validation,12-16,BEAR,GOOD,0.9268241940354525,0.8590742381207529,True,True,True,True,True,True,True,True
629,reference_validation,12-16,BEAR,GOOD,0.24235148179309696,0.4135281339972236,True,True,False,False,False,False,True,False
630,reference_validation,20-00,SIDEWAYS,GOOD,0.26717900444463305,0.14157161424319975,True,True,False,False,False,False,False,False
631,reference_validation,16-20,BEAR,GOOD,,,False,False,False,False,False,False,False,False
632,reference_validation,20-00,BEAR,OTHER,,,False,False,False,False,False,False,False,False
633,reference_validation,12-16,BEAR,BAD,0.7901710645316886,0.38266726342271906,True,True,True,False,False,True,False,False
635,reference_validation,04-08,BEAR,OTHER,,,False,False,False,False,False,False,False,False
636,reference_validation,20-00,BEAR,GOOD,0.4845961011599873,0.8396998671224754,True,True,False,True,False,False,True,False
637,reference_validation,04-08,BEAR,GOOD,0.45053301239442556,0.053200091667067746,True,True,False,False,False,False,False,False
638,reference_validation,08-12,BEAR,GOOD,0.18911976655242635,0.5069067701031714,True,True,False,False,False,False,True,False
639,reference_validation,16-20,BULL,GOOD,0.12917991351511726,0.043140682420572375,True,True,False,False,False,False,False,False
640,reference_validation,00-04,BULL,OTHER,,,False,False,False,False,False,False,False,False
641,reference_validation,16-20,BULL,OTHER,,,False,False,False,False,False,False,False,False
642,reference_validation,04-08,BULL,OTHER,,,False,False,False,False,False,False,False,False
643,reference_validation,12-16,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
644,reference_validation,12-16,BULL,GOOD,0.39931741853731545,0.09744099108848203,True,True,False,False,False,False,False,False
645,reference_validation,12-16,BULL,OTHER,,,False,False,False,False,False,False,False,False
646,reference_validation,20-00,BEAR,OTHER,,,False,False,False,False,False,False,False,False
648,reference_validation,16-20,BULL,OTHER,,,False,False,False,False,False,False,False,False
649,reference_validation,08-12,BEAR,GOOD,0.11968324166785978,0.14470597466476653,True,True,False,False,False,False,False,False
650,reference_validation,00-04,BEAR,OTHER,,,False,False,False,False,False,False,False,False
651,reference_validation,08-12,BULL,GOOD,0.26254366371493293,0.43436829944633715,True,True,False,False,False,False,True,False
652,reference_validation,12-16,SIDEWAYS,GOOD,0.9181505126729915,0.8725808616388548,True,True,True,True,True,True,True,True
653,reference_validation,12-16,BULL,BAD,0.9413796640456472,0.8774527327103735,True,True,True,True,True,True,True,True
655,reference_validation,12-16,BEAR,GOOD,,,False,False,False,False,False,False,False,False
657,reference_validation,12-16,BEAR,GOOD,0.38118507902147863,0.08738775238579458,True,True,False,False,False,False,False,False
658,reference_validation,00-04,BULL,GOOD,0.4371326421125443,0.19132051449156112,True,True,False,False,False,False,False,False
659,reference_validation,16-20,BULL,GOOD,0.14079298203101112,0.26460749920110255,True,True,False,False,False,False,False,False
660,reference_validation,12-16,BULL,GOOD,,,False,False,False,False,False,False,False,False
661,reference_validation,12-16,BULL,GOOD,0.44749860775976064,0.3858030458424628,True,True,False,False,False,False,False,False
663,reference_validation,16-20,BEAR,OTHER,,,False,False,False,False,False,False,False,False
664,reference_validation,20-00,BULL,OTHER,,,False,False,False,False,False,False,False,False
665,reference_validation,20-00,BEAR,GOOD,0.22526127649044375,0.36601781191066046,True,True,False,False,False,False,False,False
666,reference_validation,12-16,BEAR,OTHER,,,False,False,False,False,False,False,False,False
667,reference_validation,00-04,BEAR,BAD,0.3091136997357994,0.4488186099849993,True,True,False,False,False,False,True,False
669,reference_validation,12-16,BULL,GOOD,0.10668626659724219,0.5984013040628747,True,True,False,False,False,False,True,False
670,reference_validation,12-16,BULL,GOOD,0.9028682471080217,0.6896513430480354,True,True,True,True,True,True,True,True
671,reference_validation,16-20,BULL,OTHER,,,False,False,False,False,False,False,False,False
673,reference_validation,04-08,BEAR,GOOD,,,False,False,False,False,False,False,False,False
675,reference_validation,20-00,BULL,OTHER,,,False,False,False,False,False,False,False,False
676,reference_validation,00-04,BULL,GOOD,0.7116442977362116,0.886214598560295,True,True,True,True,True,True,True,True
677,reference_validation,16-20,BEAR,GOOD,0.12287560365036763,0.37616979712201315,True,True,False,False,False,False,False,False
678,reference_validation,20-00,BULL,GOOD,0.06296420487423392,0.07127075473571286,True,True,False,False,False,False,False,False
680,reference_validation,20-00,BEAR,OTHER,,,False,False,False,False,False,False,False,False
681,reference_validation,12-16,BULL,OTHER,,,False,False,False,False,False,False,False,False
682,reference_validation,04-08,BEAR,OTHER,,,False,False,False,False,False,False,False,False
683,reference_validation,12-16,BEAR,GOOD,0.43112506392444394,0.01864793130931013,True,True,False,False,False,False,False,False
684,reference_validation,12-16,BEAR,GOOD,0.7297635497266083,0.42206631823776575,True,True,True,False,False,True,True,True
685,reference_validation,00-04,BULL,GOOD,0.8702971140130648,0.7053278561987041,True,True,True,True,True,True,True,True
686,reference_validation,12-16,BEAR,GOOD,0.24641453511863082,0.1290636790450947,True,True,False,False,False,False,False,False
687,reference_validation,00-04,BEAR,GOOD,0.5417735929020174,0.6108529501461772,True,True,False,True,False,False,True,False
689,reference_validation,12-16,BULL,BAD,0.5666041600616574,0.33845649821210266,True,True,False,False,False,True,False,False
690,reference_validation,08-12,BEAR,BAD,0.10873566625993972,0.5443690447443261,True,True,False,False,False,False,True,False
692,reference_validation,04-08,BULL,GOOD,0.44844268945940136,0.7005562697283392,True,True,False,True,False,False,True,False
694,reference_validation,20-00,BULL,OTHER,,,False,False,False,False,False,False,False,False
695,reference_validation,04-08,BULL,OTHER,,,False,False,False,False,False,False,False,False
696,reference_validation,16-20,SIDEWAYS,GOOD,0.12470208146080743,0.22222228226719584,True,True,False,False,False,False,False,False
697,reference_validation,00-04,BULL,GOOD,,,False,False,False,False,False,False,False,False
