policy,filled_n,positive_n,positive_survivor_n,positive_survival_rate,negative_n,negative_stop_hit_n,negative_stop_hit_rate,survivor_n,survivor_event_rate,median_initial_risk,p75_initial_risk,median_negative_time_to_stop_min,median_positive_mae_over_stop,same_entry_bar_stop_hit_n,buy_side_positive_n,buy_side_positive_survival,sell_side_positive_n,sell_side_positive_survival,score3_positive_n,score3_positive_survival,score4_positive_n,score4_positive_survival,data_end,sample_filled_n_ge_20,sample_positive_n_ge_10,gate_positive_survival_ge_80pct,gate_buy_survival_ge_70pct_if_n_ge5,gate_sell_survival_ge_70pct_if_n_ge5,gate_score3_survival_ge_80pct_if_n_ge5,gate_score4_survival_ge_60pct_if_n_ge5,gate_median_risk_le_1_75x_construction,verdict
RECLAIM_EXTREME,46,30,27,0.9,16,11,0.6875,32,0.84375,1.6148087431693912,2.0550458715596256,135.0,0.2706262763784941,0,13,0.9230769230769231,17,0.8823529411764706,28,0.8928571428571429,2,1.0,2026-08-26 00:00:00+00:00,True,True,True,True,True,True,True,True,ADAPTIVE_SL_CANDIDATE_REPLICATED_NOT_INDEPENDENT
