year,n,event_rate,win_rate,mean_r,median_r,pf_r,cum_r,max_dd_r,max_loss_streak,median_hold_min,stop_rate,structural_exit_rate
2020,8,0.875,0.75,0.6085665789212613,0.8797355000773661,3.434266315685045,4.8685326313700905,1.0,1,225.0,0.25,0.75
2021,51,0.5294117647058824,0.5294117647058824,0.023427814643551374,0.10613076495647479,1.052696954171907,1.19481854682112,5.458659720444345,5,195.0,0.43137254901960786,0.5686274509803921
2022,41,0.5853658536585366,0.5365853658536586,0.11470088276853817,0.1289198606271766,1.3070595336675697,4.702736193510065,6.513851283375695,6,205.0,0.34146341463414637,0.6585365853658537
2023,47,0.5957446808510638,0.574468085106383,0.08222959520261366,0.2951096121416538,1.2025659500403942,3.864790974522842,5.718185466911717,3,170.0,0.40425531914893614,0.5957446808510638
2024,55,0.6909090909090909,0.6181818181818182,0.21030693271071374,0.18727490996399304,1.6040553342885362,11.566881299089255,3.180572623375971,2,175.0,0.34545454545454546,0.6545454545454545
2025,57,0.6140350877192983,0.543859649122807,0.08051726012007053,0.1285140562248964,1.2106409278988142,4.58948382684402,4.103550295857987,5,120.0,0.3684210526315789,0.631578947368421
2026,43,0.6976744186046512,0.6046511627906976,0.17912629443293185,0.3095238095238122,1.528161956167569,7.70243066061607,4.0,4,115.0,0.3023255813953488,0.6976744186046512
