variant,tp_multiple,use_be,partition,regime,clock_block,obs_start,obs_end,reclaim_complete_ts,H,L,R4,limit_px,hard_stop_px,filled,cancel_reason,fill_ts,entry_px,initial_risk_px,initial_risk_pct,target_px,exit_ts,exit_px,exit_reason,gross_return,net_pnl_usd,hold_minutes,rebreak_confirmed
B_R1_BE,1.0,True,development,BULL,04-08,2022-12-07 04:00:00+00:00,2022-12-07 08:00:00+00:00,2022-12-07 04:50:00+00:00,17130.0,17011.0,119.0,17016.95,17040.75,True,,2022-12-07 04:50:00+00:00,17016.95,23.799999999999272,0.0013986055080375316,16993.15,2022-12-07 05:00:00+00:00,17030.7,EARLY_HOLD_EXIT,-0.0008080178880469179,-0.804008944023459,10.0,False
B_R1_5_BE,1.5,True,development,BULL,04-08,2022-12-07 04:00:00+00:00,2022-12-07 08:00:00+00:00,2022-12-07 04:50:00+00:00,17130.0,17011.0,119.0,17016.95,17040.75,True,,2022-12-07 04:50:00+00:00,17016.95,23.799999999999272,0.0013986055080375316,16981.25,2022-12-07 05:00:00+00:00,17030.7,EARLY_HOLD_EXIT,-0.0008080178880469179,-0.804008944023459,10.0,False
B_R2_BE,2.0,True,development,BULL,04-08,2022-12-07 04:00:00+00:00,2022-12-07 08:00:00+00:00,2022-12-07 04:50:00+00:00,17130.0,17011.0,119.0,17016.95,17040.75,True,,2022-12-07 04:50:00+00:00,17016.95,23.799999999999272,0.0013986055080375316,16969.350000000002,2022-12-07 05:00:00+00:00,17030.7,EARLY_HOLD_EXIT,-0.0008080178880469179,-0.804008944023459,10.0,False
A_R1,1.0,False,development,BULL,08-12,2022-12-11 08:00:00+00:00,2022-12-11 12:00:00+00:00,2022-12-11 10:35:00+00:00,17189.0,17144.7,44.29999999999927,17146.915,17155.775,True,,2022-12-11 10:35:00+00:00,17147.1,8.67500000000291,0.0005059164523448811,17138.424999999996,2022-12-11 10:45:00+00:00,17155.775,HARD_STOP,-0.0005059164523448811,-0.6529582261724406,10.0,False
A_R1_5,1.5,False,development,BULL,08-12,2022-12-11 08:00:00+00:00,2022-12-11 12:00:00+00:00,2022-12-11 10:35:00+00:00,17189.0,17144.7,44.29999999999927,17146.915,17155.775,True,,2022-12-11 10:35:00+00:00,17147.1,8.67500000000291,0.0005059164523448811,17134.087499999994,2022-12-11 10:45:00+00:00,17155.775,HARD_STOP,-0.0005059164523448811,-0.6529582261724406,10.0,False
A_R2,2.0,False,development,BULL,08-12,2022-12-11 08:00:00+00:00,2022-12-11 12:00:00+00:00,2022-12-11 10:35:00+00:00,17189.0,17144.7,44.29999999999927,17146.915,17155.775,True,,2022-12-11 10:35:00+00:00,17147.1,8.67500000000291,0.0005059164523448811,17129.749999999993,2022-12-11 10:45:00+00:00,17155.775,HARD_STOP,-0.0005059164523448811,-0.6529582261724406,10.0,False
B_R1_BE,1.0,True,development,BULL,08-12,2022-12-11 08:00:00+00:00,2022-12-11 12:00:00+00:00,2022-12-11 10:35:00+00:00,17189.0,17144.7,44.29999999999927,17146.915,17155.775,True,,2022-12-11 10:35:00+00:00,17147.1,8.67500000000291,0.0005059164523448811,17138.424999999996,2022-12-11 10:45:00+00:00,17155.775,HARD_STOP,-0.0005059164523448811,-0.6529582261724406,10.0,False
B_R1_5_BE,1.5,True,development,BULL,08-12,2022-12-11 08:00:00+00:00,2022-12-11 12:00:00+00:00,2022-12-11 10:35:00+00:00,17189.0,17144.7,44.29999999999927,17146.915,17155.775,True,,2022-12-11 10:35:00+00:00,17147.1,8.67500000000291,0.0005059164523448811,17134.087499999994,2022-12-11 10:45:00+00:00,17155.775,HARD_STOP,-0.0005059164523448811,-0.6529582261724406,10.0,False
B_R2_BE,2.0,True,development,BULL,08-12,2022-12-11 08:00:00+00:00,2022-12-11 12:00:00+00:00,2022-12-11 10:35:00+00:00,17189.0,17144.7,44.29999999999927,17146.915,17155.775,True,,2022-12-11 10:35:00+00:00,17147.1,8.67500000000291,0.0005059164523448811,17129.749999999993,2022-12-11 10:45:00+00:00,17155.775,HARD_STOP,-0.0005059164523448811,-0.6529582261724406,10.0,False
A_R1,1.0,False,development,BULL,20-00,2022-12-11 20:00:00+00:00,2022-12-12 00:00:00+00:00,2022-12-11 20:50:00+00:00,17265.0,17124.9,140.09999999999854,17131.905000000002,17159.925000000003,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R1_5,1.5,False,development,BULL,20-00,2022-12-11 20:00:00+00:00,2022-12-12 00:00:00+00:00,2022-12-11 20:50:00+00:00,17265.0,17124.9,140.09999999999854,17131.905000000002,17159.925000000003,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R2,2.0,False,development,BULL,20-00,2022-12-11 20:00:00+00:00,2022-12-12 00:00:00+00:00,2022-12-11 20:50:00+00:00,17265.0,17124.9,140.09999999999854,17131.905000000002,17159.925000000003,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R1_BE,1.0,True,development,BULL,20-00,2022-12-11 20:00:00+00:00,2022-12-12 00:00:00+00:00,2022-12-11 20:50:00+00:00,17265.0,17124.9,140.09999999999854,17131.905000000002,17159.925000000003,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R1_5_BE,1.5,True,development,BULL,20-00,2022-12-11 20:00:00+00:00,2022-12-12 00:00:00+00:00,2022-12-11 20:50:00+00:00,17265.0,17124.9,140.09999999999854,17131.905000000002,17159.925000000003,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R2_BE,2.0,True,development,BULL,20-00,2022-12-11 20:00:00+00:00,2022-12-12 00:00:00+00:00,2022-12-11 20:50:00+00:00,17265.0,17124.9,140.09999999999854,17131.905000000002,17159.925000000003,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R1,1.0,False,development,BULL,00-04,2022-12-15 00:00:00+00:00,2022-12-15 04:00:00+00:00,2022-12-15 02:20:00+00:00,17944.4,17659.4,285.0,17673.65,17730.65,True,,2022-12-15 02:20:00+00:00,17678.5,52.150000000001455,0.0029499109087310267,17626.35,2022-12-15 03:35:00+00:00,17730.65,HARD_STOP,-0.0029499109087310267,-1.8749554543655131,75.0,True
A_R1_5,1.5,False,development,BULL,00-04,2022-12-15 00:00:00+00:00,2022-12-15 04:00:00+00:00,2022-12-15 02:20:00+00:00,17944.4,17659.4,285.0,17673.65,17730.65,True,,2022-12-15 02:20:00+00:00,17678.5,52.150000000001455,0.0029499109087310267,17600.274999999998,2022-12-15 03:35:00+00:00,17730.65,HARD_STOP,-0.0029499109087310267,-1.8749554543655131,75.0,True
A_R2,2.0,False,development,BULL,00-04,2022-12-15 00:00:00+00:00,2022-12-15 04:00:00+00:00,2022-12-15 02:20:00+00:00,17944.4,17659.4,285.0,17673.65,17730.65,True,,2022-12-15 02:20:00+00:00,17678.5,52.150000000001455,0.0029499109087310267,17574.199999999997,2022-12-15 03:35:00+00:00,17730.65,HARD_STOP,-0.0029499109087310267,-1.8749554543655131,75.0,True
B_R1_BE,1.0,True,development,BULL,00-04,2022-12-15 00:00:00+00:00,2022-12-15 04:00:00+00:00,2022-12-15 02:20:00+00:00,17944.4,17659.4,285.0,17673.65,17730.65,True,,2022-12-15 02:20:00+00:00,17678.5,52.150000000001455,0.0029499109087310267,17626.35,2022-12-15 02:40:00+00:00,17678.5,BE_STOP,0.0,-0.4,20.0,True
B_R1_5_BE,1.5,True,development,BULL,00-04,2022-12-15 00:00:00+00:00,2022-12-15 04:00:00+00:00,2022-12-15 02:20:00+00:00,17944.4,17659.4,285.0,17673.65,17730.65,True,,2022-12-15 02:20:00+00:00,17678.5,52.150000000001455,0.0029499109087310267,17600.274999999998,2022-12-15 02:40:00+00:00,17678.5,BE_STOP,0.0,-0.4,20.0,True
B_R2_BE,2.0,True,development,BULL,00-04,2022-12-15 00:00:00+00:00,2022-12-15 04:00:00+00:00,2022-12-15 02:20:00+00:00,17944.4,17659.4,285.0,17673.65,17730.65,True,,2022-12-15 02:20:00+00:00,17678.5,52.150000000001455,0.0029499109087310267,17574.199999999997,2022-12-15 02:40:00+00:00,17678.5,BE_STOP,0.0,-0.4,20.0,True
A_R1,1.0,False,development,SIDEWAYS,20-00,2022-12-15 20:00:00+00:00,2022-12-16 00:00:00+00:00,2022-12-15 22:45:00+00:00,17467.7,17310.0,157.70000000000073,17317.885,17349.425,True,,2022-12-15 22:45:00+00:00,17317.885,31.540000000000873,0.0018212385634851413,17286.344999999998,2022-12-15 22:50:00+00:00,17349.425,HARD_STOP,-0.0018212385634851413,-1.3106192817425706,5.0,False
A_R1_5,1.5,False,development,SIDEWAYS,20-00,2022-12-15 20:00:00+00:00,2022-12-16 00:00:00+00:00,2022-12-15 22:45:00+00:00,17467.7,17310.0,157.70000000000073,17317.885,17349.425,True,,2022-12-15 22:45:00+00:00,17317.885,31.540000000000873,0.0018212385634851413,17270.574999999997,2022-12-15 22:50:00+00:00,17349.425,HARD_STOP,-0.0018212385634851413,-1.3106192817425706,5.0,False
A_R2,2.0,False,development,SIDEWAYS,20-00,2022-12-15 20:00:00+00:00,2022-12-16 00:00:00+00:00,2022-12-15 22:45:00+00:00,17467.7,17310.0,157.70000000000073,17317.885,17349.425,True,,2022-12-15 22:45:00+00:00,17317.885,31.540000000000873,0.0018212385634851413,17254.804999999997,2022-12-15 22:50:00+00:00,17349.425,HARD_STOP,-0.0018212385634851413,-1.3106192817425706,5.0,False
B_R1_BE,1.0,True,development,SIDEWAYS,20-00,2022-12-15 20:00:00+00:00,2022-12-16 00:00:00+00:00,2022-12-15 22:45:00+00:00,17467.7,17310.0,157.70000000000073,17317.885,17349.425,True,,2022-12-15 22:45:00+00:00,17317.885,31.540000000000873,0.0018212385634851413,17286.344999999998,2022-12-15 22:50:00+00:00,17349.425,HARD_STOP,-0.0018212385634851413,-1.3106192817425706,5.0,False
B_R1_5_BE,1.5,True,development,SIDEWAYS,20-00,2022-12-15 20:00:00+00:00,2022-12-16 00:00:00+00:00,2022-12-15 22:45:00+00:00,17467.7,17310.0,157.70000000000073,17317.885,17349.425,True,,2022-12-15 22:45:00+00:00,17317.885,31.540000000000873,0.0018212385634851413,17270.574999999997,2022-12-15 22:50:00+00:00,17349.425,HARD_STOP,-0.0018212385634851413,-1.3106192817425706,5.0,False
B_R2_BE,2.0,True,development,SIDEWAYS,20-00,2022-12-15 20:00:00+00:00,2022-12-16 00:00:00+00:00,2022-12-15 22:45:00+00:00,17467.7,17310.0,157.70000000000073,17317.885,17349.425,True,,2022-12-15 22:45:00+00:00,17317.885,31.540000000000873,0.0018212385634851413,17254.804999999997,2022-12-15 22:50:00+00:00,17349.425,HARD_STOP,-0.0018212385634851413,-1.3106192817425706,5.0,False
A_R1,1.0,False,development,BEAR,12-16,2022-12-17 12:00:00+00:00,2022-12-17 16:00:00+00:00,2022-12-17 14:00:00+00:00,16750.0,16652.3,97.70000000000073,16657.184999999998,16676.725,True,,2022-12-17 14:00:00+00:00,16661.3,15.424999999999272,0.0009257981069904073,16645.875,2022-12-17 14:05:00+00:00,16676.725,HARD_STOP,-0.0009257981069904073,-0.8628990534952037,5.0,False
A_R1_5,1.5,False,development,BEAR,12-16,2022-12-17 12:00:00+00:00,2022-12-17 16:00:00+00:00,2022-12-17 14:00:00+00:00,16750.0,16652.3,97.70000000000073,16657.184999999998,16676.725,True,,2022-12-17 14:00:00+00:00,16661.3,15.424999999999272,0.0009257981069904073,16638.1625,2022-12-17 14:05:00+00:00,16676.725,HARD_STOP,-0.0009257981069904073,-0.8628990534952037,5.0,False
A_R2,2.0,False,development,BEAR,12-16,2022-12-17 12:00:00+00:00,2022-12-17 16:00:00+00:00,2022-12-17 14:00:00+00:00,16750.0,16652.3,97.70000000000073,16657.184999999998,16676.725,True,,2022-12-17 14:00:00+00:00,16661.3,15.424999999999272,0.0009257981069904073,16630.45,2022-12-17 14:05:00+00:00,16676.725,HARD_STOP,-0.0009257981069904073,-0.8628990534952037,5.0,False
B_R1_BE,1.0,True,development,BEAR,12-16,2022-12-17 12:00:00+00:00,2022-12-17 16:00:00+00:00,2022-12-17 14:00:00+00:00,16750.0,16652.3,97.70000000000073,16657.184999999998,16676.725,True,,2022-12-17 14:00:00+00:00,16661.3,15.424999999999272,0.0009257981069904073,16645.875,2022-12-17 14:05:00+00:00,16676.725,HARD_STOP,-0.0009257981069904073,-0.8628990534952037,5.0,False
B_R1_5_BE,1.5,True,development,BEAR,12-16,2022-12-17 12:00:00+00:00,2022-12-17 16:00:00+00:00,2022-12-17 14:00:00+00:00,16750.0,16652.3,97.70000000000073,16657.184999999998,16676.725,True,,2022-12-17 14:00:00+00:00,16661.3,15.424999999999272,0.0009257981069904073,16638.1625,2022-12-17 14:05:00+00:00,16676.725,HARD_STOP,-0.0009257981069904073,-0.8628990534952037,5.0,False
B_R2_BE,2.0,True,development,BEAR,12-16,2022-12-17 12:00:00+00:00,2022-12-17 16:00:00+00:00,2022-12-17 14:00:00+00:00,16750.0,16652.3,97.70000000000073,16657.184999999998,16676.725,True,,2022-12-17 14:00:00+00:00,16661.3,15.424999999999272,0.0009257981069904073,16630.45,2022-12-17 14:05:00+00:00,16676.725,HARD_STOP,-0.0009257981069904073,-0.8628990534952037,5.0,False
A_R1,1.0,False,development,BULL,12-16,2022-12-22 12:00:00+00:00,2022-12-22 16:00:00+00:00,2022-12-22 13:35:00+00:00,16861.9,16794.2,67.70000000000073,16797.585,16811.125,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R1_5,1.5,False,development,BULL,12-16,2022-12-22 12:00:00+00:00,2022-12-22 16:00:00+00:00,2022-12-22 13:35:00+00:00,16861.9,16794.2,67.70000000000073,16797.585,16811.125,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R2,2.0,False,development,BULL,12-16,2022-12-22 12:00:00+00:00,2022-12-22 16:00:00+00:00,2022-12-22 13:35:00+00:00,16861.9,16794.2,67.70000000000073,16797.585,16811.125,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R1_BE,1.0,True,development,BULL,12-16,2022-12-22 12:00:00+00:00,2022-12-22 16:00:00+00:00,2022-12-22 13:35:00+00:00,16861.9,16794.2,67.70000000000073,16797.585,16811.125,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R1_5_BE,1.5,True,development,BULL,12-16,2022-12-22 12:00:00+00:00,2022-12-22 16:00:00+00:00,2022-12-22 13:35:00+00:00,16861.9,16794.2,67.70000000000073,16797.585,16811.125,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R2_BE,2.0,True,development,BULL,12-16,2022-12-22 12:00:00+00:00,2022-12-22 16:00:00+00:00,2022-12-22 13:35:00+00:00,16861.9,16794.2,67.70000000000073,16797.585,16811.125,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R1,1.0,False,development,BULL,08-12,2022-12-27 08:00:00+00:00,2022-12-27 12:00:00+00:00,2022-12-27 08:20:00+00:00,16888.0,16843.0,45.0,16845.25,16854.25,False,INVALIDATED_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R1_5,1.5,False,development,BULL,08-12,2022-12-27 08:00:00+00:00,2022-12-27 12:00:00+00:00,2022-12-27 08:20:00+00:00,16888.0,16843.0,45.0,16845.25,16854.25,False,INVALIDATED_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R2,2.0,False,development,BULL,08-12,2022-12-27 08:00:00+00:00,2022-12-27 12:00:00+00:00,2022-12-27 08:20:00+00:00,16888.0,16843.0,45.0,16845.25,16854.25,False,INVALIDATED_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R1_BE,1.0,True,development,BULL,08-12,2022-12-27 08:00:00+00:00,2022-12-27 12:00:00+00:00,2022-12-27 08:20:00+00:00,16888.0,16843.0,45.0,16845.25,16854.25,False,INVALIDATED_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R1_5_BE,1.5,True,development,BULL,08-12,2022-12-27 08:00:00+00:00,2022-12-27 12:00:00+00:00,2022-12-27 08:20:00+00:00,16888.0,16843.0,45.0,16845.25,16854.25,False,INVALIDATED_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R2_BE,2.0,True,development,BULL,08-12,2022-12-27 08:00:00+00:00,2022-12-27 12:00:00+00:00,2022-12-27 08:20:00+00:00,16888.0,16843.0,45.0,16845.25,16854.25,False,INVALIDATED_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R1,1.0,False,development,SIDEWAYS,12-16,2022-12-27 12:00:00+00:00,2022-12-27 16:00:00+00:00,2022-12-27 15:20:00+00:00,16874.8,16800.6,74.20000000000073,16804.309999999998,16819.149999999998,True,,2022-12-27 15:20:00+00:00,16807.0,12.149999999997817,0.0007229130719341832,16794.850000000002,2022-12-27 15:25:00+00:00,16819.149999999998,HARD_STOP,-0.0007229130719341832,-0.7614565359670916,5.0,False
A_R1_5,1.5,False,development,SIDEWAYS,12-16,2022-12-27 12:00:00+00:00,2022-12-27 16:00:00+00:00,2022-12-27 15:20:00+00:00,16874.8,16800.6,74.20000000000073,16804.309999999998,16819.149999999998,True,,2022-12-27 15:20:00+00:00,16807.0,12.149999999997817,0.0007229130719341832,16788.775,2022-12-27 15:25:00+00:00,16819.149999999998,HARD_STOP,-0.0007229130719341832,-0.7614565359670916,5.0,False
A_R2,2.0,False,development,SIDEWAYS,12-16,2022-12-27 12:00:00+00:00,2022-12-27 16:00:00+00:00,2022-12-27 15:20:00+00:00,16874.8,16800.6,74.20000000000073,16804.309999999998,16819.149999999998,True,,2022-12-27 15:20:00+00:00,16807.0,12.149999999997817,0.0007229130719341832,16782.700000000004,2022-12-27 15:25:00+00:00,16819.149999999998,HARD_STOP,-0.0007229130719341832,-0.7614565359670916,5.0,False
B_R1_BE,1.0,True,development,SIDEWAYS,12-16,2022-12-27 12:00:00+00:00,2022-12-27 16:00:00+00:00,2022-12-27 15:20:00+00:00,16874.8,16800.6,74.20000000000073,16804.309999999998,16819.149999999998,True,,2022-12-27 15:20:00+00:00,16807.0,12.149999999997817,0.0007229130719341832,16794.850000000002,2022-12-27 15:25:00+00:00,16819.149999999998,HARD_STOP,-0.0007229130719341832,-0.7614565359670916,5.0,False
B_R1_5_BE,1.5,True,development,SIDEWAYS,12-16,2022-12-27 12:00:00+00:00,2022-12-27 16:00:00+00:00,2022-12-27 15:20:00+00:00,16874.8,16800.6,74.20000000000073,16804.309999999998,16819.149999999998,True,,2022-12-27 15:20:00+00:00,16807.0,12.149999999997817,0.0007229130719341832,16788.775,2022-12-27 15:25:00+00:00,16819.149999999998,HARD_STOP,-0.0007229130719341832,-0.7614565359670916,5.0,False
B_R2_BE,2.0,True,development,SIDEWAYS,12-16,2022-12-27 12:00:00+00:00,2022-12-27 16:00:00+00:00,2022-12-27 15:20:00+00:00,16874.8,16800.6,74.20000000000073,16804.309999999998,16819.149999999998,True,,2022-12-27 15:20:00+00:00,16807.0,12.149999999997817,0.0007229130719341832,16782.700000000004,2022-12-27 15:25:00+00:00,16819.149999999998,HARD_STOP,-0.0007229130719341832,-0.7614565359670916,5.0,False
A_R1,1.0,False,development,BEAR,08-12,2022-12-29 08:00:00+00:00,2022-12-29 12:00:00+00:00,2022-12-29 08:30:00+00:00,16575.3,16529.5,45.79999999999927,16531.79,16540.95,True,,2022-12-29 08:30:00+00:00,16532.9,8.049999999999272,0.000486907922989873,16524.850000000002,2022-12-29 08:35:00+00:00,16524.0,TP,0.0005383205608212385,-0.1308397195893808,5.0,True
A_R1_5,1.5,False,development,BEAR,08-12,2022-12-29 08:00:00+00:00,2022-12-29 12:00:00+00:00,2022-12-29 08:30:00+00:00,16575.3,16529.5,45.79999999999927,16531.79,16540.95,True,,2022-12-29 08:30:00+00:00,16532.9,8.049999999999272,0.000486907922989873,16520.825000000004,2022-12-29 08:45:00+00:00,16520.825000000004,TP,0.0007303618844846995,-0.03481905775765026,15.0,True
A_R2,2.0,False,development,BEAR,08-12,2022-12-29 08:00:00+00:00,2022-12-29 12:00:00+00:00,2022-12-29 08:30:00+00:00,16575.3,16529.5,45.79999999999927,16531.79,16540.95,True,,2022-12-29 08:30:00+00:00,16532.9,8.049999999999272,0.000486907922989873,16516.800000000003,2022-12-29 08:45:00+00:00,16516.800000000003,TP,0.000973815845979746,0.08690792298987299,15.0,True
B_R1_BE,1.0,True,development,BEAR,08-12,2022-12-29 08:00:00+00:00,2022-12-29 12:00:00+00:00,2022-12-29 08:30:00+00:00,16575.3,16529.5,45.79999999999927,16531.79,16540.95,True,,2022-12-29 08:30:00+00:00,16532.9,8.049999999999272,0.000486907922989873,16524.850000000002,2022-12-29 08:35:00+00:00,16524.0,TP,0.0005383205608212385,-0.1308397195893808,5.0,True
B_R1_5_BE,1.5,True,development,BEAR,08-12,2022-12-29 08:00:00+00:00,2022-12-29 12:00:00+00:00,2022-12-29 08:30:00+00:00,16575.3,16529.5,45.79999999999927,16531.79,16540.95,True,,2022-12-29 08:30:00+00:00,16532.9,8.049999999999272,0.000486907922989873,16520.825000000004,2022-12-29 08:45:00+00:00,16520.825000000004,TP,0.0007303618844846995,-0.03481905775765026,15.0,True
B_R2_BE,2.0,True,development,BEAR,08-12,2022-12-29 08:00:00+00:00,2022-12-29 12:00:00+00:00,2022-12-29 08:30:00+00:00,16575.3,16529.5,45.79999999999927,16531.79,16540.95,True,,2022-12-29 08:30:00+00:00,16532.9,8.049999999999272,0.000486907922989873,16516.800000000003,2022-12-29 08:45:00+00:00,16516.800000000003,TP,0.000973815845979746,0.08690792298987299,15.0,True
A_R1,1.0,False,development,BEAR,12-16,2022-12-30 12:00:00+00:00,2022-12-30 16:00:00+00:00,2022-12-30 14:10:00+00:00,16524.9,16453.0,71.90000000000146,16456.595,16470.975,False,INVALIDATED_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R1_5,1.5,False,development,BEAR,12-16,2022-12-30 12:00:00+00:00,2022-12-30 16:00:00+00:00,2022-12-30 14:10:00+00:00,16524.9,16453.0,71.90000000000146,16456.595,16470.975,False,INVALIDATED_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R2,2.0,False,development,BEAR,12-16,2022-12-30 12:00:00+00:00,2022-12-30 16:00:00+00:00,2022-12-30 14:10:00+00:00,16524.9,16453.0,71.90000000000146,16456.595,16470.975,False,INVALIDATED_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R1_BE,1.0,True,development,BEAR,12-16,2022-12-30 12:00:00+00:00,2022-12-30 16:00:00+00:00,2022-12-30 14:10:00+00:00,16524.9,16453.0,71.90000000000146,16456.595,16470.975,False,INVALIDATED_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R1_5_BE,1.5,True,development,BEAR,12-16,2022-12-30 12:00:00+00:00,2022-12-30 16:00:00+00:00,2022-12-30 14:10:00+00:00,16524.9,16453.0,71.90000000000146,16456.595,16470.975,False,INVALIDATED_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R2_BE,2.0,True,development,BEAR,12-16,2022-12-30 12:00:00+00:00,2022-12-30 16:00:00+00:00,2022-12-30 14:10:00+00:00,16524.9,16453.0,71.90000000000146,16456.595,16470.975,False,INVALIDATED_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R1,1.0,False,development,SIDEWAYS,00-04,2023-01-02 00:00:00+00:00,2023-01-02 04:00:00+00:00,2023-01-02 00:45:00+00:00,16618.8,16579.1,39.70000000000073,16581.085,16589.024999999998,True,,2023-01-02 00:45:00+00:00,16584.0,5.024999999997817,0.00030300289435587416,16578.975000000002,2023-01-02 00:55:00+00:00,16578.975000000002,TP,0.00030300289435587416,-0.24849855282206293,10.0,False
A_R1_5,1.5,False,development,SIDEWAYS,00-04,2023-01-02 00:00:00+00:00,2023-01-02 04:00:00+00:00,2023-01-02 00:45:00+00:00,16618.8,16579.1,39.70000000000073,16581.085,16589.024999999998,True,,2023-01-02 00:45:00+00:00,16584.0,5.024999999997817,0.00030300289435587416,16576.4625,2023-01-02 00:55:00+00:00,16576.4625,TP,0.00045450434153392093,-0.17274782923303955,10.0,False
A_R2,2.0,False,development,SIDEWAYS,00-04,2023-01-02 00:00:00+00:00,2023-01-02 04:00:00+00:00,2023-01-02 00:45:00+00:00,16618.8,16579.1,39.70000000000073,16581.085,16589.024999999998,True,,2023-01-02 00:45:00+00:00,16584.0,5.024999999997817,0.00030300289435587416,16573.950000000004,2023-01-02 01:00:00+00:00,16573.950000000004,TP,0.0006060057887117483,-0.09699710564412584,15.0,True
B_R1_BE,1.0,True,development,SIDEWAYS,00-04,2023-01-02 00:00:00+00:00,2023-01-02 04:00:00+00:00,2023-01-02 00:45:00+00:00,16618.8,16579.1,39.70000000000073,16581.085,16589.024999999998,True,,2023-01-02 00:45:00+00:00,16584.0,5.024999999997817,0.00030300289435587416,16578.975000000002,2023-01-02 00:55:00+00:00,16578.975000000002,TP,0.00030300289435587416,-0.24849855282206293,10.0,False
B_R1_5_BE,1.5,True,development,SIDEWAYS,00-04,2023-01-02 00:00:00+00:00,2023-01-02 04:00:00+00:00,2023-01-02 00:45:00+00:00,16618.8,16579.1,39.70000000000073,16581.085,16589.024999999998,True,,2023-01-02 00:45:00+00:00,16584.0,5.024999999997817,0.00030300289435587416,16576.4625,2023-01-02 00:55:00+00:00,16576.4625,TP,0.00045450434153392093,-0.17274782923303955,10.0,False
B_R2_BE,2.0,True,development,SIDEWAYS,00-04,2023-01-02 00:00:00+00:00,2023-01-02 04:00:00+00:00,2023-01-02 00:45:00+00:00,16618.8,16579.1,39.70000000000073,16581.085,16589.024999999998,True,,2023-01-02 00:45:00+00:00,16584.0,5.024999999997817,0.00030300289435587416,16573.950000000004,2023-01-02 01:00:00+00:00,16573.950000000004,TP,0.0006060057887117483,-0.09699710564412584,15.0,True
A_R1,1.0,False,development,BULL,12-16,2023-01-04 12:00:00+00:00,2023-01-04 16:00:00+00:00,2023-01-04 12:25:00+00:00,16913.6,16824.5,89.09999999999854,16828.955,16846.775,True,,2023-01-04 12:25:00+00:00,16828.955,17.81999999999971,0.0010588892774387778,16811.135000000002,2023-01-04 12:35:00+00:00,16828.2,EARLY_HOLD_EXIT,4.4863154010514534e-05,-0.37756842299474275,10.0,False
A_R1_5,1.5,False,development,BULL,12-16,2023-01-04 12:00:00+00:00,2023-01-04 16:00:00+00:00,2023-01-04 12:25:00+00:00,16913.6,16824.5,89.09999999999854,16828.955,16846.775,True,,2023-01-04 12:25:00+00:00,16828.955,17.81999999999971,0.0010588892774387778,16802.225000000002,2023-01-04 12:35:00+00:00,16828.2,EARLY_HOLD_EXIT,4.4863154010514534e-05,-0.37756842299474275,10.0,False
A_R2,2.0,False,development,BULL,12-16,2023-01-04 12:00:00+00:00,2023-01-04 16:00:00+00:00,2023-01-04 12:25:00+00:00,16913.6,16824.5,89.09999999999854,16828.955,16846.775,True,,2023-01-04 12:25:00+00:00,16828.955,17.81999999999971,0.0010588892774387778,16793.315000000002,2023-01-04 12:35:00+00:00,16828.2,EARLY_HOLD_EXIT,4.4863154010514534e-05,-0.37756842299474275,10.0,False
B_R1_BE,1.0,True,development,BULL,12-16,2023-01-04 12:00:00+00:00,2023-01-04 16:00:00+00:00,2023-01-04 12:25:00+00:00,16913.6,16824.5,89.09999999999854,16828.955,16846.775,True,,2023-01-04 12:25:00+00:00,16828.955,17.81999999999971,0.0010588892774387778,16811.135000000002,2023-01-04 12:35:00+00:00,16828.2,EARLY_HOLD_EXIT,4.4863154010514534e-05,-0.37756842299474275,10.0,False
