lookback_min,hold_min,trades,net_wins,net_losses,win_rate,gross_pnl,fees,net_pnl,expectancy,net_per_100,pf,max_dd,max_loss_streak,max_win_streak,H1_trades,H1_exp,H1_pf,H1_net,H2_trades,H2_exp,H2_pf,H2_net,positive_anchors,economic_positive
240,360,53,29,24,0.5471698113207547,6.136557092828271,39.75,-33.613442907171724,-0.6342159039089005,-63.421590390890046,0.6717373019878903,79.7485863718416,5,12,35,-0.029421664408983972,0.9822775360068811,-1.029758254314439,18,-1.8102047029365158,0.264365529940266,-32.583684652857286,0,False
240,480,53,29,24,0.5471698113207547,-35.54594993806317,39.75,-75.29594993806316,-1.420678300718173,-142.0678300718173,0.5105841614509872,109.14690087390025,6,11,35,-1.2056985344742082,0.6134987555212795,-42.19944870659729,18,-1.8386945128592151,0.2590125659601927,-33.09650123146587,1,False
360,120,58,18,40,0.3103448275862069,-26.68009860581241,43.5,-70.1800986058124,-1.210001700100214,-121.00017001002139,0.24662090684515184,70.18009860581243,10,7,30,-0.834219176846468,0.4144486630550684,-25.02657530539404,28,-1.6126258321577989,0.10433799566104389,-45.15352330041837,0,False
360,240,58,25,33,0.43103448275862066,-53.26092751910665,43.5,-96.76092751910664,-1.6682918537777007,-166.82918537777007,0.29785497858973325,107.83676242128115,10,8,30,-0.8704030801226129,0.5574419119206797,-26.11209240367839,28,-2.523172682693866,0.10349780694350307,-70.64883511542826,0,False
360,360,58,20,38,0.3448275862068966,-81.19212344095382,43.5,-124.69212344095384,-2.1498641972578247,-214.98641972578247,0.23329482693668332,135.28625360481664,9,5,30,-1.7707445599930864,0.34286820736008544,-53.12233679979259,28,-2.556063808612901,0.12499989448394296,-71.56978664116123,0,False
360,480,58,17,41,0.29310344827586204,-140.45010830660277,43.5,-183.95010830660277,-3.171553591493151,-317.15535914931513,0.11739276175563393,184.63147370688532,16,5,30,-3.53722817672108,0.1486284668315216,-106.1168453016324,28,-2.779759393034657,0.0709193342124848,-77.8332630049704,0,False
