year,n,event_rate,win_rate,mean_r,median_r,pf_r,cum_r,max_dd_r,max_loss_streak,median_hold_min,stop_rate,structural_exit_rate
2020,7,0.8571428571428571,0.8571428571428571,0.8383618044814414,1.166380789022299,6.86853263137009,5.86853263137009,1.0,1,225.0,0.14285714285714285,0.8571428571428571
2021,48,0.5208333333333334,0.5208333333333334,0.023529755689053272,0.06325292589106454,1.052111290364988,1.129428273074557,5.392205331868211,5,165.0,0.4375,0.5625
2022,40,0.6,0.55,0.14256840483775163,0.1663707583390661,1.3983640407870939,5.702736193510065,5.513851283375695,5,215.0,0.325,0.675
2023,43,0.6046511627906976,0.6046511627906976,0.1322354672436853,0.35454545454545366,1.3344779465575571,5.686125091478468,4.596811781370474,3,175.0,0.3953488372093023,0.6046511627906976
2024,50,0.72,0.64,0.27079952611515146,0.25861022270499645,1.8384555228177246,13.539976305757573,3.0,3,175.0,0.32,0.68
2025,52,0.6346153846153846,0.5769230769230769,0.14910050994043253,0.1452264075977613,1.4358637967977084,7.753226516902492,3.369426751592348,3,122.5,0.3269230769230769,0.6730769230769231
2026,39,0.6923076923076923,0.6153846153846154,0.20435858069596624,0.33971291866029035,1.5944221622880648,7.969984647142684,3.8202931665884936,3,115.0,0.3076923076923077,0.6923076923076923
