episode_id,partition,outcome,transition,target_name,target_multiple,frozen_boundary,first_reclaim_pos,first_rebreak_pos,confirmation_bar_start,confirmation_complete_ts,entry_ts,entry_px,stop_px,risk_usd_per_btc,risk_pct_entry,regime_exit_effective_ts,status,target_px,deadline_ts,exit_ts,exit_px,exit_reason,hold_minutes,gross_return,net_pnl_usd
586,development,RESUME,False,R1_0,1.0,36118.05,11,26,2022-01-25 02:05:00+00:00,2022-01-25 02:10:00+00:00,2022-01-25 02:10:00+00:00,36169.17,35942.59,226.58000000000175,0.006264451188678141,2022-01-25 08:00:00+00:00,EXECUTED,36395.75,2022-01-25 08:00:00+00:00,2022-01-25 03:30:00+00:00,36395.75,TP_R1_0,80.0,0.006264451188678244,2.732225594339122
586,development,RESUME,False,R1_5,1.5,36118.05,11,26,2022-01-25 02:05:00+00:00,2022-01-25 02:10:00+00:00,2022-01-25 02:10:00+00:00,36169.17,35942.59,226.58000000000175,0.006264451188678141,2022-01-25 08:00:00+00:00,EXECUTED,36509.04,2022-01-25 08:00:00+00:00,2022-01-25 04:50:00+00:00,35942.59,SL_LOCAL_LOW,160.0,-0.006264451188678133,-3.5322255943390664
586,development,RESUME,False,R2_0,2.0,36118.05,11,26,2022-01-25 02:05:00+00:00,2022-01-25 02:10:00+00:00,2022-01-25 02:10:00+00:00,36169.17,35942.59,226.58000000000175,0.006264451188678141,2022-01-25 08:00:00+00:00,EXECUTED,36622.33,2022-01-25 08:00:00+00:00,2022-01-25 04:50:00+00:00,35942.59,SL_LOCAL_LOW,160.0,-0.006264451188678133,-3.5322255943390664
670,development,TRANSITION,True,R1_0,1.0,39470.0,43,44,2022-04-28 07:35:00+00:00,2022-04-28 07:40:00+00:00,2022-04-28 07:40:00+00:00,39475.0,39432.8,42.19999999999709,0.0010690310322988496,2022-04-28 16:00:00+00:00,EXECUTED,39517.2,2022-04-28 16:00:00+00:00,2022-04-28 07:45:00+00:00,39517.2,TP_R1_0,5.0,0.0010690310322989394,0.13451551614946966
670,development,TRANSITION,True,R1_5,1.5,39470.0,43,44,2022-04-28 07:35:00+00:00,2022-04-28 07:40:00+00:00,2022-04-28 07:40:00+00:00,39475.0,39432.8,42.19999999999709,0.0010690310322988496,2022-04-28 16:00:00+00:00,EXECUTED,39538.299999999996,2022-04-28 16:00:00+00:00,2022-04-28 07:45:00+00:00,39538.299999999996,TP_R1_5,5.0,0.001603546548448298,0.401773274224149
670,development,TRANSITION,True,R2_0,2.0,39470.0,43,44,2022-04-28 07:35:00+00:00,2022-04-28 07:40:00+00:00,2022-04-28 07:40:00+00:00,39475.0,39432.8,42.19999999999709,0.0010690310322988496,2022-04-28 16:00:00+00:00,EXECUTED,39559.399999999994,2022-04-28 16:00:00+00:00,2022-04-28 07:45:00+00:00,39559.399999999994,TP_R2_0,5.0,0.0021380620645976567,0.6690310322988283
673,development,RESUME,False,R1_0,1.0,38680.6,2,8,2022-05-02 04:35:00+00:00,2022-05-02 04:40:00+00:00,2022-05-02 04:40:00+00:00,38700.1,38572.8,127.29999999999563,0.003289397185020081,2022-05-02 12:00:00+00:00,EXECUTED,38827.399999999994,2022-05-02 12:00:00+00:00,2022-05-02 04:50:00+00:00,38827.399999999994,TP_R1_0,10.0,0.003289397185020082,1.2446985925100411
673,development,RESUME,False,R1_5,1.5,38680.6,2,8,2022-05-02 04:35:00+00:00,2022-05-02 04:40:00+00:00,2022-05-02 04:40:00+00:00,38700.1,38572.8,127.29999999999563,0.003289397185020081,2022-05-02 12:00:00+00:00,EXECUTED,38891.04999999999,2022-05-02 12:00:00+00:00,2022-05-02 04:50:00+00:00,38891.04999999999,TP_R1_5,10.0,0.004934095777530123,2.0670478887650616
673,development,RESUME,False,R2_0,2.0,38680.6,2,8,2022-05-02 04:35:00+00:00,2022-05-02 04:40:00+00:00,2022-05-02 04:40:00+00:00,38700.1,38572.8,127.29999999999563,0.003289397185020081,2022-05-02 12:00:00+00:00,EXECUTED,38954.69999999999,2022-05-02 12:00:00+00:00,2022-05-02 04:50:00+00:00,38954.69999999999,TP_R2_0,10.0,0.006578794370040164,2.889397185020082
689,development,TRANSITION,True,R1_0,1.0,30352.2,3,4,2022-05-15 12:15:00+00:00,2022-05-15 12:20:00+00:00,2022-05-15 12:20:00+00:00,30436.9,30292.5,144.40000000000146,0.004744241364922231,2022-05-15 20:00:00+00:00,EXECUTED,30581.300000000003,2022-05-15 20:00:00+00:00,2022-05-15 12:25:00+00:00,30292.5,SL_LOCAL_LOW,5.0,-0.0047442413649222415,-2.7721206824611206
689,development,TRANSITION,True,R1_5,1.5,30352.2,3,4,2022-05-15 12:15:00+00:00,2022-05-15 12:20:00+00:00,2022-05-15 12:20:00+00:00,30436.9,30292.5,144.40000000000146,0.004744241364922231,2022-05-15 20:00:00+00:00,EXECUTED,30653.500000000004,2022-05-15 20:00:00+00:00,2022-05-15 12:25:00+00:00,30292.5,SL_LOCAL_LOW,5.0,-0.0047442413649222415,-2.7721206824611206
689,development,TRANSITION,True,R2_0,2.0,30352.2,3,4,2022-05-15 12:15:00+00:00,2022-05-15 12:20:00+00:00,2022-05-15 12:20:00+00:00,30436.9,30292.5,144.40000000000146,0.004744241364922231,2022-05-15 20:00:00+00:00,EXECUTED,30725.700000000004,2022-05-15 20:00:00+00:00,2022-05-15 12:25:00+00:00,30292.5,SL_LOCAL_LOW,5.0,-0.0047442413649222415,-2.7721206824611206
715,development,RESUME,False,R1_0,1.0,29988.0,4,17,2022-06-05 17:20:00+00:00,2022-06-05 17:25:00+00:00,2022-06-05 17:25:00+00:00,30044.0,29746.4,297.59999999999854,0.009905471974437443,2022-06-06 00:00:00+00:00,EXECUTED,30341.6,2022-06-06 00:00:00+00:00,2022-06-06 00:00:00+00:00,29910.0,REGIME_EXIT,395.0,-0.004460125149780336,-2.630062574890168
715,development,RESUME,False,R1_5,1.5,29988.0,4,17,2022-06-05 17:20:00+00:00,2022-06-05 17:25:00+00:00,2022-06-05 17:25:00+00:00,30044.0,29746.4,297.59999999999854,0.009905471974437443,2022-06-06 00:00:00+00:00,EXECUTED,30490.399999999998,2022-06-06 00:00:00+00:00,2022-06-06 00:00:00+00:00,29910.0,REGIME_EXIT,395.0,-0.004460125149780336,-2.630062574890168
715,development,RESUME,False,R2_0,2.0,29988.0,4,17,2022-06-05 17:20:00+00:00,2022-06-05 17:25:00+00:00,2022-06-05 17:25:00+00:00,30044.0,29746.4,297.59999999999854,0.009905471974437443,2022-06-06 00:00:00+00:00,EXECUTED,30639.199999999997,2022-06-06 00:00:00+00:00,2022-06-06 00:00:00+00:00,29910.0,REGIME_EXIT,395.0,-0.004460125149780336,-2.630062574890168
788,development,RESUME,False,R1_0,1.0,21550.0,4,6,2022-08-23 20:25:00+00:00,2022-08-23 20:30:00+00:00,2022-08-23 20:30:00+00:00,21563.3,21524.7,38.599999999998545,0.0017900785130290143,2022-08-24 04:00:00+00:00,EXECUTED,21601.899999999998,2022-08-24 04:00:00+00:00,2022-08-23 20:30:00+00:00,21524.7,SL_LOCAL_LOW,0.0,-0.0017900785130290364,-1.2950392565145181
788,development,RESUME,False,R1_5,1.5,21550.0,4,6,2022-08-23 20:25:00+00:00,2022-08-23 20:30:00+00:00,2022-08-23 20:30:00+00:00,21563.3,21524.7,38.599999999998545,0.0017900785130290143,2022-08-24 04:00:00+00:00,EXECUTED,21621.199999999997,2022-08-24 04:00:00+00:00,2022-08-23 20:30:00+00:00,21524.7,SL_LOCAL_LOW,0.0,-0.0017900785130290364,-1.2950392565145181
788,development,RESUME,False,R2_0,2.0,21550.0,4,6,2022-08-23 20:25:00+00:00,2022-08-23 20:30:00+00:00,2022-08-23 20:30:00+00:00,21563.3,21524.7,38.599999999998545,0.0017900785130290143,2022-08-24 04:00:00+00:00,EXECUTED,21640.499999999996,2022-08-24 04:00:00+00:00,2022-08-23 20:30:00+00:00,21524.7,SL_LOCAL_LOW,0.0,-0.0017900785130290364,-1.2950392565145181
798,development,RESUME,False,R1_0,1.0,20140.0,20,22,2022-08-30 01:45:00+00:00,2022-08-30 01:50:00+00:00,2022-08-30 01:50:00+00:00,20140.4,20100.0,40.400000000001455,0.0020059184524637767,2022-08-30 16:00:00+00:00,EXECUTED,20180.800000000003,2022-08-30 16:00:00+00:00,2022-08-30 02:35:00+00:00,20180.800000000003,TP_R1_0,45.0,0.002005918452463673,0.6029592262318365
798,development,RESUME,False,R1_5,1.5,20140.0,20,22,2022-08-30 01:45:00+00:00,2022-08-30 01:50:00+00:00,2022-08-30 01:50:00+00:00,20140.4,20100.0,40.400000000001455,0.0020059184524637767,2022-08-30 16:00:00+00:00,EXECUTED,20201.000000000004,2022-08-30 16:00:00+00:00,2022-08-30 03:20:00+00:00,20201.000000000004,TP_R1_5,90.0,0.0030088776786956206,1.1044388393478104
798,development,RESUME,False,R2_0,2.0,20140.0,20,22,2022-08-30 01:45:00+00:00,2022-08-30 01:50:00+00:00,2022-08-30 01:50:00+00:00,20140.4,20100.0,40.400000000001455,0.0020059184524637767,2022-08-30 16:00:00+00:00,EXECUTED,20221.200000000004,2022-08-30 16:00:00+00:00,2022-08-30 03:35:00+00:00,20221.200000000004,TP_R2_0,105.0,0.004011836904927568,1.6059184524637842
916,development,TRANSITION,True,R1_0,1.0,16795.0,3,9,2022-12-20 08:40:00+00:00,2022-12-20 08:45:00+00:00,2022-12-20 08:45:00+00:00,16802.7,16760.8,41.900000000001455,0.002493646854374681,2022-12-21 00:00:00+00:00,EXECUTED,16844.600000000002,2022-12-21 00:00:00+00:00,2022-12-20 09:40:00+00:00,16844.600000000002,TP_R1_0,55.0,0.002493646854374587,0.8468234271872935
916,development,TRANSITION,True,R1_5,1.5,16795.0,3,9,2022-12-20 08:40:00+00:00,2022-12-20 08:45:00+00:00,2022-12-20 08:45:00+00:00,16802.7,16760.8,41.900000000001455,0.002493646854374681,2022-12-21 00:00:00+00:00,EXECUTED,16865.550000000003,2022-12-21 00:00:00+00:00,2022-12-20 10:55:00+00:00,16760.8,SL_LOCAL_LOW,130.0,-0.002493646854374698,-1.646823427187349
916,development,TRANSITION,True,R2_0,2.0,16795.0,3,9,2022-12-20 08:40:00+00:00,2022-12-20 08:45:00+00:00,2022-12-20 08:45:00+00:00,16802.7,16760.8,41.900000000001455,0.002493646854374681,2022-12-21 00:00:00+00:00,EXECUTED,16886.500000000004,2022-12-21 00:00:00+00:00,2022-12-20 10:55:00+00:00,16760.8,SL_LOCAL_LOW,130.0,-0.002493646854374698,-1.646823427187349
957,development,TRANSITION,True,R1_0,1.0,23159.4,29,30,2023-02-07 22:25:00+00:00,2023-02-07 22:30:00+00:00,2023-02-07 22:30:00+00:00,23166.9,23150.0,16.900000000001455,0.0007294890555059786,2023-02-08 08:00:00+00:00,EXECUTED,23183.800000000003,2023-02-08 08:00:00+00:00,2023-02-07 22:30:00+00:00,23183.800000000003,TP_R1_0,0.0,0.0007294890555060718,-0.035255472246964126
