partition,timeframe,variant,n,wr,pf,mean_ret,median_ret,median_winner_ret,median_loser_ret,p10_loser_ret,median_mfe,median_mae,p10_mae,median_bars,max_losing_streak,gross_mean_pnl_usd,gross_median_pnl_usd,net_sensitive_wr,net_sensitive_pf,net_sensitive_mean_pnl_usd,mae_le_0p50,mae_le_1p00,mae_le_1p50
august,15m,E0_ONSET,58,0.3620689655172414,1.5310834260898738,0.0006562347356774507,-0.0009068488165568933,0.0015422680282972667,-0.0014508392909238221,-0.004218102668784374,0.001652367509131003,-0.0014431295452632664,-0.004288468411461599,7.0,8,0.32811736783872547,-0.45342440827844666,0.29310344827586204,0.9191224069050002,-0.07188263216127455,0.05172413793103448,0.0,0.0
august,15m,E1_CONFIRM1,52,0.34615384615384615,1.460093138339126,0.000576175196460881,-0.0005850112403756325,0.0016510506011198078,-0.0014910079733471138,-0.0030839564618572067,0.0016191226503391443,-0.0013527287770427332,-0.0038848587550957435,7.5,4,0.28808759823044056,-0.29250562018781623,0.23076923076923078,0.8771920750686751,-0.11191240176955948,0.057692307692307696,0.0,0.0
august,15m,E2_CONFIRM2,44,0.3409090909090909,1.5617115842785303,0.0006716393711152715,-0.0007633865312221544,0.00192301624861968,-0.0012148955695377994,-0.0039834985715953225,0.0019057038187726416,-0.0011571042520464037,-0.00421223127709508,8.0,6,0.3358196855576358,-0.3816932656110772,0.22727272727272727,0.9266540100724713,-0.0641803144423642,0.06818181818181818,0.0,0.0
august,1h,E0_ONSET,16,0.3125,3.9980398208204058,0.0064387967629323944,-0.001238351697523954,0.002957634140967169,-0.0030898208432351693,-0.0050878539551514335,0.002858318061478071,-0.004074702765044957,-0.00527685659256133,6.5,5,3.219398381466197,-0.619175848761977,0.3125,3.0902479349623757,2.8193983814661974,0.25,0.0,0.0
august,1h,E1_CONFIRM1,16,0.25,4.071124224070796,0.006296175734558922,-0.0013955442959385223,0.006600566404672881,-0.0023382491908618963,-0.0055366493498929855,0.0031504785087166365,-0.0039408462670108,-0.006543944429666271,5.5,7,3.148087867279461,-0.6977721479692611,0.25,3.0739340177375,2.748087867279461,0.25,0.0,0.0
august,1h,E2_CONFIRM2,15,0.3333333333333333,3.7985077562942973,0.0057938802863860776,-0.0010893246187363426,0.0048253557364714705,-0.0031213620527664188,-0.004716071799981292,0.0024661790006559325,-0.003333385993459559,-0.006624396643412033,5.0,4,2.896940143193039,-0.5446623093681713,0.2,2.86746003004611,2.4969401431930387,0.13333333333333333,0.0,0.0
august,4h,E0_ONSET,4,0.25,15.193684125718423,0.030220472408188204,-0.002253937128633532,0.12939848677286525,-0.003115566756210386,-0.003830091657518375,0.007976422301319563,-0.0058662833435827455,-0.007353623039340407,10.0,3,15.110236204094102,-1.126968564316766,0.25,11.780089081087105,14.710236204094102,0.75,0.0,0.0
august,4h,E1_CONFIRM1,4,0.25,9.324098340928622,0.026944461217390414,-0.0022944286845290596,0.12072553487216897,-0.003174057452281609,-0.007321877597295678,0.004667037765178184,-0.008389841758062289,-0.010709114530868414,9.0,3,13.472230608695206,-1.1472143422645298,0.25,7.813914331850307,13.072230608695207,1.0,0.5,0.0
august,4h,E2_CONFIRM2,4,0.5,15.947171444258672,0.029402180123853927,-0.00046602815094037853,0.0627385066156011,-0.003934146367893243,-0.005366462284068474,0.00651110072517691,-0.005573191029007274,-0.00793208224628742,8.0,2,14.701090061926964,-0.23301407547018926,0.5,13.08335268965597,14.301090061926963,0.5,0.0,0.0
august,5m,E0_ONSET,185,0.2972972972972973,1.544625611045843,0.00036626103465199194,-0.0003246853168374919,0.0008281520944155574,-0.0008068443640553147,-0.0019399452244185488,0.0008392425488243926,-0.0007248416276074421,-0.0023730225053838483,7.0,9,0.18313051732599597,-0.16234265841874596,0.17297297297297298,0.6610096279784745,-0.21686948267400402,0.005405405405405406,0.0,0.0
august,5m,E1_CONFIRM1,165,0.3212121212121212,1.5575554185944915,0.0003670751534719172,-0.0003249570141813374,0.000897723830644237,-0.0007031394678657654,-0.001950649666602211,0.0008927348315885819,-0.0006598797723723626,-0.002182819713337403,7.0,9,0.18353757673595864,-0.1624785070906687,0.18787878787878787,0.6596289523053788,-0.21646242326404144,0.012121212121212121,0.0,0.0
august,5m,E2_CONFIRM2,153,0.29411764705882354,1.3186294142707453,0.00021961554235394877,-0.00039383342999688153,0.0010630033305385478,-0.0007375446424275345,-0.002051910331976514,0.0005861318407960336,-0.0007812648869072181,-0.0023060281197436303,6.0,13,0.1098077711769744,-0.19691671499844077,0.16339869281045752,0.5587011978806388,-0.2901922288230257,0.013071895424836602,0.0,0.0
development,15m,E0_ONSET,3191,0.28267000940144155,1.029830794282007,6.880548597178921e-05,-0.0012743777593900996,0.003468126659426196,-0.0022157858107830775,-0.006789311071299031,0.0027125431589574145,-0.0025633124159570864,-0.007718932623607566,6.0,25,0.03440274298589459,-0.6371888796950498,0.2259479786900658,0.7483288451628217,-0.36559725701410534,0.23064869946725164,0.05546850517079285,0.022563459730492008
development,15m,E1_CONFIRM1,2756,0.29644412191582004,1.0474905837687185,0.00011007947161816226,-0.0012312134965827837,0.003175100709318812,-0.002199681625027927,-0.006972048277143106,0.002641506804307636,-0.0025880317038372014,-0.008182502448456308,6.0,19,0.055039735809081114,-0.6156067482913918,0.23330914368650219,0.7628655607630441,-0.34496026419091885,0.23621190130624092,0.0634978229317852,0.02467343976777939
development,15m,E2_CONFIRM2,2396,0.2913188647746244,1.097877823209953,0.00022175408966867944,-0.001311512660767955,0.003333221496860439,-0.0022528395741351903,-0.006765953215406916,0.00264547280669325,-0.0026893557145357683,-0.008111000720348482,6.0,37,0.11087704483433974,-0.6557563303839775,0.2303839732888147,0.7977721241631649,-0.2891229551656602,0.2303839732888147,0.06135225375626043,0.02003338898163606
development,1h,E0_ONSET,721,0.30374479889042993,1.1921304599073175,0.0009595851352361257,-0.0029864620313876378,0.01031125329859539,-0.00535148584414713,-0.015365214325685838,0.007842810833807334,-0.006549984750766846,-0.01854822337928208,6.0,12,0.4797925676180629,-1.4932310156938189,0.27600554785020803,1.028689983951618,0.07979256761806283,0.6213592233009708,0.29680998613037446,0.15672676837725383
development,1h,E1_CONFIRM1,624,0.33653846153846156,1.281776181514436,0.0013439881226374685,-0.0029469088063427407,0.008230860321136402,-0.005432334505342362,-0.015561876005979103,0.00727083999274758,-0.006432556110426091,-0.017668535825990837,6.0,11,0.6719940613187343,-1.4734544031713703,0.3092948717948718,1.1024336488629927,0.2719940613187344,0.5993589743589743,0.296474358974359,0.16185897435897437
development,1h,E2_CONFIRM2,550,0.3327272727272727,1.188028161605749,0.0009431645360219058,-0.0026192026511273614,0.006979790821038057,-0.005512882614813308,-0.017262597165473802,0.006995690245063191,-0.006925631615794181,-0.018886954406564738,7.0,10,0.471582268010953,-1.3096013255636807,0.29818181818181816,1.0257329549579721,0.07158226801095297,0.6018181818181818,0.32727272727272727,0.16
development,4h,E0_ONSET,168,0.38095238095238093,1.4174280150593388,0.004130100530239918,-0.004078019516273013,0.018006621406585155,-0.01096129056151307,-0.03374652802423656,0.017928550155778766,-0.012766740068903992,-0.039104595916794695,7.0,10,2.0650502651199596,-2.0390097581365065,0.35714285714285715,1.3202482615355906,1.6650502651199592,0.8273809523809523,0.6309523809523809,0.43452380952380953
development,4h,E1_CONFIRM1,146,0.3904109589041096,1.4370282453854364,0.004416883004437794,-0.0038722069424697025,0.019459797536608647,-0.013267483905106237,-0.035026629899196,0.015744620016292732,-0.012649951732467912,-0.0400821965572562,8.0,12,2.208441502218897,-1.9361034712348513,0.3698630136986301,1.341114906480681,1.8084415022188969,0.8424657534246576,0.5821917808219178,0.4452054794520548
development,4h,E2_CONFIRM2,129,0.40310077519379844,1.4136495771701922,0.004255539208919556,-0.004206614241085815,0.01633996753681377,-0.014089855837840504,-0.033239077940321195,0.018514432855713858,-0.014804241611432789,-0.035533052567125016,8.0,6,2.127769604459778,-2.1033071205429077,0.3953488372093023,1.320902139094442,1.727769604459778,0.8294573643410853,0.6666666666666666,0.4883720930232558
development,5m,E0_ONSET,9881,0.28266369800627467,1.0168123732681529,2.1128172226237434e-05,-0.0007771930738635913,0.0018555112127123241,-0.0012242573346357144,-0.0036312407939088076,0.0014753115322376775,-0.001378558929059026,-0.003989400274984289,6.0,27,0.01056408611311872,-0.38859653693179563,0.19330027325169516,0.5836002179332623,-0.38943591388688126,0.0626454812265965,0.010221637486084404,0.003339742940997875
development,5m,E1_CONFIRM1,8507,0.2889385212178206,1.0333204191694658,4.2252883682058295e-05,-0.0007459814782104779,0.0019334230938282682,-0.0012471888823901711,-0.0037324903618981995,0.0015119202979279045,-0.0013829062757205746,-0.004104535443179347,6.0,21,0.02112644184102915,-0.37299073910523894,0.19960032914070766,0.5965097916326076,-0.37887355815897084,0.06688609380510169,0.011990125778770424,0.003996708592923475
development,5m,E2_CONFIRM2,7454,0.29729004561309363,1.0541494552915083,6.76813145677872e-05,-0.0007260151466867981,0.0018375017405487526,-0.001239711919050479,-0.003704455834268627,0.0015771926234697808,-0.0013911597100680906,-0.0041551102883997885,6.0,25,0.033840657283893606,-0.36300757334339906,0.20646632680440033,0.6049385659050428,-0.3661593427161064,0.06801717198819426,0.012342366514623022,0.0038905285752616047
external,15m,E0_ONSET,2167,0.30595293031841253,1.156342008255301,0.00047671553344361806,-0.0017459270032772478,0.006135255966616793,-0.0030084691177674205,-0.009421377271848951,0.004296535824426018,-0.0036196923920550628,-0.010824214279077048,6.0,14,0.23835776672180906,-0.8729635016386239,0.2621135209967697,0.9108182645095081,-0.16164223327819097,0.36363636363636365,0.12136594370096908,0.050299953853253344
external,15m,E1_CONFIRM1,1856,0.3114224137931034,1.152515960850746,0.0004721464238797599,-0.001670864446150111,0.005558642669147407,-0.003091678807840448,-0.00959873091481941,0.004507892380115286,-0.003927180295620836,-0.011313798498060967,6.0,12,0.23607321193988,-0.8354322230750555,0.2640086206896552,0.9106580133257778,-0.16392678806012,0.3911637931034483,0.12607758620689655,0.05441810344827586
external,15m,E2_CONFIRM2,1646,0.3134872417982989,1.1239665841104196,0.0003927572311031841,-0.0016752607370091321,0.005343844101263984,-0.0030813322506353935,-0.009944224620243379,0.004474267607192606,-0.0038431322813417546,-0.011537370708963157,6.0,18,0.19637861555159206,-0.8376303685045661,0.2660996354799514,0.891000519611023,-0.20362138444840794,0.38578371810449574,0.13426488456865127,0.057715674362089915
external,1h,E0_ONSET,500,0.374,1.5641601046837317,0.0031886219832145297,-0.002920776103488343,0.01587814286189637,-0.006160972865825842,-0.019042925283351764,0.01029698822683578,-0.007961745269470244,-0.021415432928959522,7.0,7,1.5943109916072649,-1.4603880517441714,0.358,1.3876754410848358,1.1943109916072652,0.694,0.396,0.228
external,1h,E1_CONFIRM1,444,0.3738738738738739,1.5298262838014605,0.0029738496999547636,-0.002846046794276802,0.015240488895347792,-0.0063875322798821466,-0.019363321718764204,0.009483388115782199,-0.008153243701274626,-0.02132731996772168,8.0,9,1.4869248499773817,-1.423023397138401,0.35585585585585583,1.3550387130179153,1.0869248499773818,0.7027027027027027,0.42117117117117114,0.22072072072072071
external,1h,E2_CONFIRM2,394,0.3883248730964467,1.6788834385079847,0.0034757204679018152,-0.0024193670889788854,0.012241037950544653,-0.006258063836930061,-0.017043295790076796,0.010147048417612714,-0.00805321769246048,-0.0200959479191098,8.5,11,1.7378602339509075,-1.2096835444894427,0.34517766497461927,1.4752994995489397,1.3378602339509074,0.6903553299492385,0.39086294416243655,0.20304568527918782
external,4h,E0_ONSET,147,0.3741496598639456,1.444841892805929,0.005469722274622885,-0.005897855496270532,0.030837273911572538,-0.01583113291107846,-0.04149233493429657,0.01916698538493855,-0.018661021244092302,-0.04902346400562585,6.0,10,2.7348611373114435,-2.948927748135266,0.3673469387755102,1.3648567836887837,2.3348611373114436,0.8775510204081632,0.7414965986394558,0.5850340136054422
external,4h,E1_CONFIRM1,131,0.40458015267175573,1.7253086657761714,0.0077070228678093,-0.00382381484722516,0.023113676162686225,-0.014326859012667503,-0.03693020203662698,0.01955231480887165,-0.01699002822038198,-0.043973806752037325,6.0,9,3.8535114339046497,-1.91190742361258,0.3816793893129771,1.6217181311476356,3.4535114339046498,0.8778625954198473,0.7099236641221374,0.5801526717557252
external,4h,E2_CONFIRM2,122,0.3524590163934426,1.5127290840040732,0.005772901206992224,-0.006237556274402867,0.023504614172637606,-0.012183861996176493,-0.03583764108417788,0.017209000049843937,-0.01732944333087527,-0.04042640140202281,6.0,11,2.8864506034961135,-3.118778137201433,0.3442622950819672,1.4221335407147435,2.486450603496112,0.8934426229508197,0.7295081967213115,0.5819672131147541
external,5m,E0_ONSET,6742,0.2913082171462474,1.019219431852965,3.4307461863814814e-05,-0.0010664575837196488,0.0027443866937345573,-0.0017520247790658305,-0.005314792463755369,0.002197491336217383,-0.0020420387738869783,-0.006023417976750089,6.0,20,0.017153730931907408,-0.5332287918598244,0.22337585286265202,0.6784105415888384,-0.3828462690680926,0.14506081281518837,0.03159299911005636,0.010382675763868289
external,5m,E1_CONFIRM1,5837,0.30118211409970874,1.0270880557494764,4.881313590721616e-05,-0.0010137798971200374,0.0027180634136981796,-0.0017732475978680107,-0.005377256280922249,0.0022245994942240443,-0.0020159438839296717,-0.00633133773393788,6.0,22,0.024406567953608085,-0.5068899485600187,0.2261435669008052,0.686263845913187,-0.3755934320463919,0.15298954942607504,0.03375021415110502,0.01233510364913483
external,5m,E2_CONFIRM2,5148,0.3061383061383061,1.0061474134780535,1.1047265792824984e-05,-0.0010297931885978606,0.0025320022884298687,-0.0017893244375455364,-0.0054215186883030285,0.002239242205401837,-0.0020955133489671818,-0.006197531647199594,6.0,29,0.005523632896412493,-0.5148965942989303,0.23038073038073037,0.6692280620189998,-0.3944763671035875,0.15462315462315462,0.034382284382284384,0.012043512043512044
reference_validation,15m,E0_ONSET,1651,0.3034524530587523,0.9467008993922067,-0.00010238175316980988,-0.0010679698894703327,0.0029788587442465264,-0.0020080579478580773,-0.005846255480640305,0.00253904139089145,-0.002248824478113587,-0.006465807383334465,6.0,14,-0.05119087658490495,-0.5339849447351663,0.2350090854027862,0.6404534607882629,-0.451190876584905,0.17867958812840704,0.029678982434887948,0.007874015748031496
reference_validation,15m,E1_CONFIRM1,1466,0.3069577080491132,0.9524235526799053,-9.302127419041914e-05,-0.0011375053821330305,0.0032051728732180873,-0.002070677532990728,-0.006258867564384818,0.0024045363948066445,-0.0023147189873312657,-0.006764557232658397,6.0,17,-0.04651063709520956,-0.5687526910665153,0.24147339699863574,0.6481913438992886,-0.44651063709520955,0.1800818553888131,0.03274215552523874,0.007503410641200546
reference_validation,15m,E2_CONFIRM2,1286,0.32192846034214617,1.0002031614392297,3.816184924498055e-07,-0.0010860804452724193,0.002972475376729622,-0.002099512710780793,-0.00602131227602578,0.0023719466553818735,-0.0022462761268513542,-0.006382603853534563,6.0,16,0.00019080924622489896,-0.5430402226362097,0.24494556765163297,0.6738266827772745,-0.3998091907537751,0.16951788491446346,0.03421461897356143,0.005443234836702955
reference_validation,1h,E0_ONSET,379,0.31926121372031663,0.8710536770845032,-0.0005690162804595891,-0.0030576811896050327,0.008613946179350407,-0.0049589900142346655,-0.01323782322079766,0.005957985878414007,-0.005751520011210376,-0.014458272592167499,7.0,14,-0.28450814022979454,-1.5288405948025163,0.28232189973614774,0.7249212070307571,-0.6845081402297947,0.5699208443271768,0.22955145118733508,0.08179419525065963
reference_validation,1h,E1_CONFIRM1,332,0.3192771084337349,0.8549031154754595,-0.0006361510415519688,-0.002321155241370998,0.007831226936214186,-0.004769098052799237,-0.013531489453303347,0.0058074612054046515,-0.005552568563472304,-0.014725623848115165,7.0,11,-0.31807552077598433,-1.160577620685499,0.2891566265060241,0.7093878476938277,-0.7180755207759846,0.5602409638554217,0.24096385542168675,0.0963855421686747
reference_validation,1h,E2_CONFIRM2,298,0.31543624161073824,0.8513201273126059,-0.0006273077129877837,-0.0025045792865848737,0.007554450729601703,-0.004344460380136805,-0.013563576193552451,0.005488903306099857,-0.005763943878232314,-0.014905613777137805,7.0,13,-0.31365385649389194,-1.2522896432924369,0.30201342281879195,0.7010495825081231,-0.713653856493892,0.5469798657718121,0.19798657718120805,0.10067114093959731
reference_validation,4h,E0_ONSET,94,0.2765957446808511,0.9831136393028064,-0.00014771695543213518,-0.005619069552494471,0.025914094422418765,-0.00944235419972167,-0.027797214255348812,0.011819324793186925,-0.01212294238160172,-0.02850169299948031,4.0,10,-0.07385847771606784,-2.8095347762472356,0.2765957446808511,0.8983837550419767,-0.4738584777160679,0.8297872340425532,0.6170212765957447,0.32978723404255317
reference_validation,4h,E1_CONFIRM1,81,0.345679012345679,1.0960489400069213,0.0007895794553407155,-0.004008943511730201,0.020779379817752353,-0.008704246069791588,-0.02683751079265937,0.010258140304106877,-0.011313259109311802,-0.026045549425972814,5.0,9,0.3947897276703577,-2.0044717558651004,0.3333333333333333,0.9988089044909874,-0.005210272329642384,0.8148148148148148,0.5679012345679012,0.345679012345679
reference_validation,4h,E2_CONFIRM2,67,0.43283582089552236,1.4099058902977815,0.003095860002152093,-0.0013596312920540754,0.018114028574365948,-0.010857357894793584,-0.029620909670800177,0.011318701421756616,-0.00885473542978632,-0.02980489826299988,7.0,6,1.5479300010760468,-0.6798156460270377,0.373134328358209,1.2853960358440295,1.1479300010760465,0.746268656716418,0.4925373134328358,0.31343283582089554
reference_validation,5m,E0_ONSET,5058,0.3139580862000791,0.9856381679687984,-1.5241462391112467e-05,-0.0006474891543662986,0.0015674621347407935,-0.0011165685043865725,-0.003175702462992658,0.001295678508043796,-0.0012009031169066264,-0.0034859492742767228,6.0,21,-0.0076207311955562435,-0.3237445771831493,0.20877817319098457,0.5083505659802416,-0.40762073119555625,0.042309213127718466,0.004547251878212732,0.0011862396204033216
reference_validation,5m,E1_CONFIRM1,4383,0.31873146246862877,0.9895480059583893,-1.1208505046349719e-05,-0.0006258678531972928,0.0015539112652869225,-0.0011301039412131009,-0.003284807340170337,0.0013714209670920852,-0.001221025766527939,-0.00355171021783236,6.0,14,-0.005604252523174859,-0.3129339265986464,0.21013004791238876,0.5135896785201693,-0.4056042525231749,0.044490075290896644,0.005703855806525211,0.0011407711613050423
reference_validation,5m,E2_CONFIRM2,3893,0.3210891343436938,1.000782640580927,8.237499282211118e-07,-0.0005920698319610285,0.0015387542330449477,-0.0011153526566318739,-0.0032193600310191695,0.0013536287112225764,-0.0011918003379449704,-0.0035593029666584064,6.0,25,0.0004118749641105606,-0.29603491598051423,0.2108913434369381,0.5153145931755951,-0.39958812503588936,0.04264063704084254,0.005908040071923966,0.0010274852298998202
