partition,regime,clock_block,obs_start,obs_end,rebreak_complete_ts,H,L,R4,followthrough_eligible,terminal_type,continuation_terminal_ts,max_down_ext_r4,minutes_to_reclaim,hit_0p025,min_0p025,hit_0p05,min_0p05,hit_0p075,min_0p075,hit_0p1,min_0p1,hit_0p15,min_0p15,hit_0p2,min_0p2,hit_0p25,min_0p25,hit_0p35,min_0p35,hit_0p5,min_0p5
development,BULL,12-16,2022-12-22 12:00:00+00:00,2022-12-22 16:00:00+00:00,2022-12-22 13:40:00+00:00,16861.9,16794.2,67.70000000000073,True,BLOCK_END,2022-12-22 16:00:00+00:00,2.8685376661742783,,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0
development,BULL,08-12,2022-12-27 08:00:00+00:00,2022-12-27 12:00:00+00:00,2022-12-27 09:00:00+00:00,16888.0,16843.0,45.0,True,RECLAIM_ABOVE_L,2022-12-27 09:10:00+00:00,0.24444444444444444,10.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,
development,SIDEWAYS,12-16,2022-12-27 12:00:00+00:00,2022-12-27 16:00:00+00:00,2022-12-27 15:55:00+00:00,16874.8,16800.6,74.20000000000073,True,BLOCK_END,2022-12-27 16:00:00+00:00,0.26010781671157795,,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,
development,BEAR,08-12,2022-12-29 08:00:00+00:00,2022-12-29 12:00:00+00:00,2022-12-29 08:35:00+00:00,16575.3,16529.5,45.79999999999927,True,RECLAIM_ABOVE_L,2022-12-29 09:05:00+00:00,0.3253275109170675,30.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,5.0,True,5.0,False,,False,
development,BEAR,12-16,2022-12-30 12:00:00+00:00,2022-12-30 16:00:00+00:00,2022-12-30 14:50:00+00:00,16524.9,16453.0,71.90000000000146,True,RECLAIM_ABOVE_L,2022-12-30 15:20:00+00:00,1.1641168289290547,30.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0
development,SIDEWAYS,00-04,2023-01-02 00:00:00+00:00,2023-01-02 04:00:00+00:00,2023-01-02 00:55:00+00:00,16618.8,16579.1,39.70000000000073,True,RECLAIM_ABOVE_L,2023-01-02 02:55:00+00:00,0.9546599496220938,120.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,5.0,True,5.0,True,10.0,True,10.0
development,BULL,12-16,2023-01-04 12:00:00+00:00,2023-01-04 16:00:00+00:00,2023-01-04 12:40:00+00:00,16913.6,16824.5,89.09999999999854,True,RECLAIM_ABOVE_L,2023-01-04 13:25:00+00:00,0.2738496071829613,45.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,5.0,True,5.0,False,,False,
development,BULL,12-16,2023-01-05 12:00:00+00:00,2023-01-05 16:00:00+00:00,2023-01-05 14:50:00+00:00,16830.0,16775.1,54.900000000001455,True,RECLAIM_ABOVE_L,2023-01-05 14:55:00+00:00,0.13479052823310786,5.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,,False,
development,BULL,08-12,2023-01-15 08:00:00+00:00,2023-01-15 12:00:00+00:00,2023-01-15 08:55:00+00:00,20798.0,20673.9,124.09999999999854,True,RECLAIM_ABOVE_L,2023-01-15 09:55:00+00:00,0.7453666398066163,60.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0
development,BULL,20-00,2023-01-28 20:00:00+00:00,2023-01-29 00:00:00+00:00,2023-01-28 23:05:00+00:00,23050.6,22968.1,82.5,True,RECLAIM_ABOVE_L,2023-01-28 23:15:00+00:00,0.12848484848483085,10.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,,False,
development,BEAR,16-20,2023-02-08 16:00:00+00:00,2023-02-08 20:00:00+00:00,2023-02-08 18:55:00+00:00,23194.3,22849.9,344.3999999999978,True,RECLAIM_ABOVE_L,2023-02-08 19:00:00+00:00,0.062427409988385994,5.0,True,0.0,True,0.0,False,,False,,False,,False,,False,,False,,False,
development,BEAR,20-00,2023-02-10 20:00:00+00:00,2023-02-11 00:00:00+00:00,2023-02-10 22:00:00+00:00,21794.4,21550.1,244.3000000000029,True,RECLAIM_ABOVE_L,2023-02-10 22:15:00+00:00,0.18338108882520973,15.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,
development,BEAR,16-20,2023-02-11 16:00:00+00:00,2023-02-11 20:00:00+00:00,2023-02-11 19:15:00+00:00,21770.0,21651.1,118.90000000000146,True,RECLAIM_ABOVE_L,2023-02-11 19:25:00+00:00,0.13204373423041965,10.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,,False,
development,BEAR,16-20,2023-02-13 16:00:00+00:00,2023-02-13 20:00:00+00:00,2023-02-13 16:55:00+00:00,21688.0,21544.8,143.20000000000073,True,RECLAIM_ABOVE_L,2023-02-13 18:30:00+00:00,1.444134078212278,95.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,20.0
development,SIDEWAYS,00-04,2023-02-22 00:00:00+00:00,2023-02-22 04:00:00+00:00,2023-02-22 02:55:00+00:00,24640.2,24150.0,490.2000000000007,True,RECLAIM_ABOVE_L,2023-02-22 03:00:00+00:00,0.054875560995514924,5.0,True,0.0,True,0.0,False,,False,,False,,False,,False,,False,,False,
development,BEAR,16-20,2023-02-22 16:00:00+00:00,2023-02-22 20:00:00+00:00,2023-02-22 17:10:00+00:00,24231.7,23621.0,610.7000000000007,True,RECLAIM_ABOVE_L,2023-02-22 17:20:00+00:00,0.0664810872768929,10.0,True,0.0,True,0.0,False,,False,,False,,False,,False,,False,,False,
development,BULL,04-08,2023-03-02 04:00:00+00:00,2023-03-02 08:00:00+00:00,2023-03-02 06:15:00+00:00,23790.5,23414.1,376.4000000000015,True,RECLAIM_ABOVE_L,2023-03-02 06:20:00+00:00,0.07093517534536924,5.0,True,0.0,True,0.0,False,,False,,False,,False,,False,,False,,False,
development,BEAR,20-00,2023-03-04 20:00:00+00:00,2023-03-05 00:00:00+00:00,2023-03-04 20:45:00+00:00,22335.5,22204.0,131.5,True,RECLAIM_ABOVE_L,2023-03-04 20:55:00+00:00,0.2098859315589243,10.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,
development,BEAR,20-00,2023-03-07 20:00:00+00:00,2023-03-08 00:00:00+00:00,2023-03-07 20:30:00+00:00,22387.6,22039.0,348.59999999999854,True,RECLAIM_ABOVE_L,2023-03-07 20:35:00+00:00,0.07085484796328408,5.0,True,0.0,True,0.0,False,,False,,False,,False,,False,,False,,False,
development,BEAR,08-12,2023-03-10 08:00:00+00:00,2023-03-10 12:00:00+00:00,2023-03-10 12:00:00+00:00,20052.0,19757.0,295.0,False,NO_FOLLOWTHROUGH_WINDOW,,,,,,,,,,,,,,,,,,,,,
development,BULL,00-04,2023-03-16 00:00:00+00:00,2023-03-16 04:00:00+00:00,2023-03-16 00:45:00+00:00,24645.4,24222.6,422.8000000000029,True,RECLAIM_ABOVE_L,2023-03-16 00:50:00+00:00,0.17620624408703758,5.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,
development,BULL,00-04,2023-03-20 00:00:00+00:00,2023-03-20 04:00:00+00:00,2023-03-20 01:20:00+00:00,28397.0,27722.4,674.5999999999985,True,RECLAIM_ABOVE_L,2023-03-20 01:25:00+00:00,0.06196264453009635,5.0,True,0.0,True,0.0,False,,False,,False,,False,,False,,False,,False,
development,BULL,12-16,2023-03-27 12:00:00+00:00,2023-03-27 16:00:00+00:00,2023-03-27 13:10:00+00:00,27986.8,27760.1,226.70000000000076,True,RECLAIM_ABOVE_L,2023-03-27 13:30:00+00:00,0.3745037494485996,20.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,
development,BULL,16-20,2023-03-29 16:00:00+00:00,2023-03-29 20:00:00+00:00,2023-03-29 17:45:00+00:00,28589.5,28211.5,378.0,True,RECLAIM_ABOVE_L,2023-03-29 17:50:00+00:00,0.13095238095238096,5.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,,False,
development,BULL,12-16,2023-04-02 12:00:00+00:00,2023-04-02 16:00:00+00:00,2023-04-02 12:50:00+00:00,28432.9,28287.0,145.90000000000146,True,RECLAIM_ABOVE_L,2023-04-02 13:35:00+00:00,1.1795750514050503,45.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,5.0,True,10.0
development,SIDEWAYS,16-20,2023-04-02 16:00:00+00:00,2023-04-02 20:00:00+00:00,2023-04-02 19:40:00+00:00,28352.5,28022.0,330.5,True,BLOCK_END,2023-04-02 20:00:00+00:00,0.6111951588502269,,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0
development,BULL,20-00,2023-04-13 20:00:00+00:00,2023-04-14 00:00:00+00:00,2023-04-13 20:25:00+00:00,30539.7,30242.1,297.6000000000022,True,RECLAIM_ABOVE_L,2023-04-13 20:35:00+00:00,0.10114247311827394,10.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,,False,
development,BULL,16-20,2023-04-15 16:00:00+00:00,2023-04-15 20:00:00+00:00,2023-04-15 16:55:00+00:00,30432.1,30270.7,161.39999999999782,True,RECLAIM_ABOVE_L,2023-04-15 17:00:00+00:00,0.15551425030980498,5.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,
development,BULL,08-12,2023-04-16 08:00:00+00:00,2023-04-16 12:00:00+00:00,2023-04-16 11:55:00+00:00,30397.4,30240.5,156.90000000000146,True,BLOCK_END,2023-04-16 12:00:00+00:00,0.19439133205863426,,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,
development,BEAR,12-16,2023-04-20 12:00:00+00:00,2023-04-20 16:00:00+00:00,2023-04-20 15:45:00+00:00,28938.0,28575.6,362.4000000000015,True,RECLAIM_ABOVE_L,2023-04-20 15:50:00+00:00,0.2729028697571672,5.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,
development,BEAR,16-20,2023-04-21 16:00:00+00:00,2023-04-21 20:00:00+00:00,2023-04-21 17:55:00+00:00,28300.0,27954.4,345.59999999999854,True,BLOCK_END,2023-04-21 20:00:00+00:00,2.2175925925926063,,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,45.0,True,50.0
development,BEAR,12-16,2023-04-23 12:00:00+00:00,2023-04-23 16:00:00+00:00,2023-04-23 16:00:00+00:00,27760.0,27463.4,296.59999999999854,False,NO_FOLLOWTHROUGH_WINDOW,,,,,,,,,,,,,,,,,,,,,
development,BEAR,20-00,2023-05-01 20:00:00+00:00,2023-05-02 00:00:00+00:00,2023-05-01 21:10:00+00:00,28402.3,27780.0,622.2999999999993,True,RECLAIM_ABOVE_L,2023-05-01 21:15:00+00:00,0.013659006909850571,5.0,False,,False,,False,,False,,False,,False,,False,,False,,False,
development,BEAR,12-16,2023-05-03 12:00:00+00:00,2023-05-03 16:00:00+00:00,2023-05-03 12:25:00+00:00,28758.9,28515.0,243.90000000000143,True,RECLAIM_ABOVE_L,2023-05-03 12:30:00+00:00,0.11070110701106946,5.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,,False,
development,BEAR,20-00,2023-05-07 20:00:00+00:00,2023-05-08 00:00:00+00:00,2023-05-07 22:45:00+00:00,29019.9,28753.6,266.3000000000029,True,RECLAIM_ABOVE_L,2023-05-07 22:50:00+00:00,0.07134810364250767,5.0,True,0.0,True,0.0,False,,False,,False,,False,,False,,False,,False,
development,BEAR,00-04,2023-05-14 00:00:00+00:00,2023-05-14 04:00:00+00:00,2023-05-14 01:05:00+00:00,26928.6,26730.0,198.59999999999852,True,RECLAIM_ABOVE_L,2023-05-14 02:25:00+00:00,0.5095669687814778,80.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,5.0,True,10.0
development,BEAR,04-08,2023-05-17 04:00:00+00:00,2023-05-17 08:00:00+00:00,2023-05-17 07:35:00+00:00,27238.5,26969.7,268.7999999999993,True,BLOCK_END,2023-05-17 08:00:00+00:00,1.0033482142857197,,True,0.0,True,0.0,True,0.0,True,0.0,True,5.0,True,10.0,True,10.0,True,10.0,True,10.0
development,BEAR,08-12,2023-05-19 08:00:00+00:00,2023-05-19 12:00:00+00:00,2023-05-19 11:10:00+00:00,26950.0,26801.5,148.5,True,RECLAIM_ABOVE_L,2023-05-19 11:25:00+00:00,0.11784511784511785,15.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,,False,
development,BULL,00-04,2023-05-24 00:00:00+00:00,2023-05-24 04:00:00+00:00,2023-05-24 01:55:00+00:00,27244.0,27139.0,105.0,True,RECLAIM_ABOVE_L,2023-05-24 02:10:00+00:00,0.40095238095236707,15.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,5.0,True,5.0,True,5.0,False,
development,BEAR,00-04,2023-05-25 00:00:00+00:00,2023-05-25 04:00:00+00:00,2023-05-25 01:20:00+00:00,26476.0,26228.2,247.79999999999927,True,BLOCK_END,2023-05-25 04:00:00+00:00,1.5262308313155846,,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,5.0,True,5.0
development,SIDEWAYS,00-04,2023-06-03 00:00:00+00:00,2023-06-03 04:00:00+00:00,2023-06-03 01:40:00+00:00,27290.0,27132.0,158.0,True,RECLAIM_ABOVE_L,2023-06-03 01:50:00+00:00,0.1987341772151991,10.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,
development,BULL,20-00,2023-06-23 20:00:00+00:00,2023-06-24 00:00:00+00:00,2023-06-23 22:20:00+00:00,31440.5,30601.0,839.5,True,RECLAIM_ABOVE_L,2023-06-23 22:40:00+00:00,0.19047051816557647,20.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,
development,BULL,12-16,2023-06-25 12:00:00+00:00,2023-06-25 16:00:00+00:00,2023-06-25 15:00:00+00:00,30754.2,30565.2,189.0,True,RECLAIM_ABOVE_L,2023-06-25 15:15:00+00:00,0.7417989417989457,15.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0
development,BEAR,04-08,2023-07-09 04:00:00+00:00,2023-07-09 08:00:00+00:00,2023-07-09 06:35:00+00:00,30397.0,30232.1,164.90000000000146,True,RECLAIM_ABOVE_L,2023-07-09 06:40:00+00:00,0.061249241964817805,5.0,True,0.0,True,0.0,False,,False,,False,,False,,False,,False,,False,
development,BEAR,04-08,2023-07-18 04:00:00+00:00,2023-07-18 08:00:00+00:00,2023-07-18 05:30:00+00:00,30227.5,30061.3,166.20000000000073,True,RECLAIM_ABOVE_L,2023-07-18 05:35:00+00:00,0.0920577617328472,5.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,,False,,False,
development,BEAR,12-16,2023-07-25 12:00:00+00:00,2023-07-25 16:00:00+00:00,2023-07-25 12:55:00+00:00,29277.6,29106.3,171.29999999999927,True,RECLAIM_ABOVE_L,2023-07-25 13:00:00+00:00,0.047869235259782615,5.0,True,0.0,False,,False,,False,,False,,False,,False,,False,,False,
development,SIDEWAYS,16-20,2023-07-31 16:00:00+00:00,2023-07-31 20:00:00+00:00,2023-07-31 17:05:00+00:00,29461.4,29208.9,252.5,True,RECLAIM_ABOVE_L,2023-07-31 17:10:00+00:00,0.04316831683168893,5.0,True,0.0,False,,False,,False,,False,,False,,False,,False,,False,
development,BULL,04-08,2023-08-02 04:00:00+00:00,2023-08-02 08:00:00+00:00,2023-08-02 05:30:00+00:00,30059.9,29607.6,452.3000000000029,True,RECLAIM_ABOVE_L,2023-08-02 05:35:00+00:00,0.02454123369444721,5.0,False,,False,,False,,False,,False,,False,,False,,False,,False,
development,BEAR,04-08,2023-08-03 04:00:00+00:00,2023-08-03 08:00:00+00:00,2023-08-03 06:35:00+00:00,29273.1,29110.0,163.09999999999854,True,RECLAIM_ABOVE_L,2023-08-03 06:50:00+00:00,0.13120784794605547,15.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,,False,
development,BEAR,12-16,2023-08-13 12:00:00+00:00,2023-08-13 16:00:00+00:00,2023-08-13 15:25:00+00:00,29400.7,29362.0,38.70000000000073,True,RECLAIM_ABOVE_L,2023-08-13 15:40:00+00:00,0.3359173126614924,15.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,
development,BEAR,04-08,2023-08-15 04:00:00+00:00,2023-08-15 08:00:00+00:00,2023-08-15 06:30:00+00:00,29446.5,29355.9,90.59999999999854,True,RECLAIM_ABOVE_L,2023-08-15 06:55:00+00:00,0.11037527593819162,25.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,,False,
development,BEAR,08-12,2023-08-17 08:00:00+00:00,2023-08-17 12:00:00+00:00,2023-08-17 08:50:00+00:00,28694.9,28590.2,104.70000000000071,True,RECLAIM_ABOVE_L,2023-08-17 09:40:00+00:00,0.8433619866284495,50.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,15.0
development,BEAR,12-16,2023-08-17 12:00:00+00:00,2023-08-17 16:00:00+00:00,2023-08-17 13:05:00+00:00,28627.8,28469.2,158.59999999999854,True,RECLAIM_ABOVE_L,2023-08-17 13:15:00+00:00,0.15195460277429007,10.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,
development,BEAR,04-08,2023-08-21 04:00:00+00:00,2023-08-21 08:00:00+00:00,2023-08-21 04:25:00+00:00,26183.2,26052.5,130.70000000000073,True,RECLAIM_ABOVE_L,2023-08-21 05:05:00+00:00,0.16985462892119818,40.0,True,0.0,True,0.0,True,0.0,True,0.0,True,5.0,False,,False,,False,,False,
development,BEAR,08-12,2023-08-26 08:00:00+00:00,2023-08-26 12:00:00+00:00,2023-08-26 11:30:00+00:00,26079.2,26033.7,45.5,True,RECLAIM_ABOVE_L,2023-08-26 11:35:00+00:00,0.08351648351646752,5.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,,False,,False,
development,SIDEWAYS,00-04,2023-08-28 00:00:00+00:00,2023-08-28 04:00:00+00:00,2023-08-28 00:55:00+00:00,26123.8,26025.2,98.59999999999854,True,RECLAIM_ABOVE_L,2023-08-28 01:30:00+00:00,0.4756592292089467,35.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,
development,BULL,00-04,2023-08-30 00:00:00+00:00,2023-08-30 04:00:00+00:00,2023-08-30 02:05:00+00:00,27875.0,27517.5,357.5,True,BLOCK_END,2023-08-30 04:00:00+00:00,0.7062937062937062,,True,0.0,True,0.0,True,0.0,True,5.0,True,5.0,True,5.0,True,5.0,True,10.0,True,20.0
development,BEAR,00-04,2023-09-04 00:00:00+00:00,2023-09-04 04:00:00+00:00,2023-09-04 00:55:00+00:00,26135.2,25915.0,220.20000000000076,True,RECLAIM_ABOVE_L,2023-09-04 01:15:00+00:00,0.11353315168029025,20.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,,False,
development,BEAR,12-16,2023-09-04 12:00:00+00:00,2023-09-04 16:00:00+00:00,2023-09-04 12:50:00+00:00,26000.0,25845.2,154.79999999999927,True,RECLAIM_ABOVE_L,2023-09-04 13:05:00+00:00,0.18475452196383926,15.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,
development,BEAR,04-08,2023-09-06 04:00:00+00:00,2023-09-06 08:00:00+00:00,2023-09-06 04:45:00+00:00,25858.5,25758.1,100.40000000000146,True,RECLAIM_ABOVE_L,2023-09-06 06:25:00+00:00,0.32370517928286385,100.0,True,0.0,True,0.0,True,0.0,True,0.0,True,10.0,True,20.0,True,35.0,False,,False,
development,BEAR,08-12,2023-09-06 08:00:00+00:00,2023-09-06 12:00:00+00:00,2023-09-06 09:25:00+00:00,25780.9,25711.0,69.90000000000146,True,RECLAIM_ABOVE_L,2023-09-06 09:30:00+00:00,0.1430615164520714,5.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,,False,
development,BEAR,12-16,2023-09-10 12:00:00+00:00,2023-09-10 16:00:00+00:00,2023-09-10 13:35:00+00:00,25856.1,25780.0,76.09999999999854,True,RECLAIM_ABOVE_L,2023-09-10 13:40:00+00:00,0.09986859395530473,5.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,,False,,False,
development,BULL,08-12,2023-09-21 08:00:00+00:00,2023-09-21 12:00:00+00:00,2023-09-21 08:25:00+00:00,27092.4,26966.1,126.30000000000292,True,RECLAIM_ABOVE_L,2023-09-21 08:45:00+00:00,0.35708630245445366,20.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,5.0,True,5.0,True,5.0,False,
development,BEAR,12-16,2023-09-22 12:00:00+00:00,2023-09-22 16:00:00+00:00,2023-09-22 13:45:00+00:00,26737.7,26573.0,164.70000000000073,True,RECLAIM_ABOVE_L,2023-09-22 13:50:00+00:00,0.041894353369771854,5.0,True,0.0,False,,False,,False,,False,,False,,False,,False,,False,
development,BEAR,12-16,2023-09-26 12:00:00+00:00,2023-09-26 16:00:00+00:00,2023-09-26 14:10:00+00:00,26322.4,26170.1,152.3000000000029,True,RECLAIM_ABOVE_L,2023-09-26 14:45:00+00:00,0.420879842416266,35.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,5.0,True,5.0,False,
development,BULL,12-16,2023-10-03 12:00:00+00:00,2023-10-03 16:00:00+00:00,2023-10-03 13:00:00+00:00,27630.0,27458.3,171.70000000000073,True,RECLAIM_ABOVE_L,2023-10-03 13:15:00+00:00,0.49213744903901946,15.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,
development,SIDEWAYS,08-12,2023-10-09 08:00:00+00:00,2023-10-09 12:00:00+00:00,2023-10-09 08:45:00+00:00,27934.0,27800.0,134.0,True,BLOCK_END,2023-10-09 12:00:00+00:00,3.044776119402985,,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0
development,BEAR,12-16,2023-10-10 12:00:00+00:00,2023-10-10 16:00:00+00:00,2023-10-10 12:40:00+00:00,27727.3,27486.5,240.79999999999927,True,RECLAIM_ABOVE_L,2023-10-10 12:45:00+00:00,0.06810631229236505,5.0,True,0.0,True,0.0,False,,False,,False,,False,,False,,False,,False,
development,BEAR,08-12,2023-10-12 08:00:00+00:00,2023-10-12 12:00:00+00:00,2023-10-12 10:15:00+00:00,26909.9,26768.8,141.10000000000218,True,RECLAIM_ABOVE_L,2023-10-12 11:45:00+00:00,0.4266477675407498,90.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,70.0,False,
development,BEAR,12-16,2023-10-15 12:00:00+00:00,2023-10-15 16:00:00+00:00,2023-10-15 12:35:00+00:00,26909.6,26830.1,79.5,True,RECLAIM_ABOVE_L,2023-10-15 13:15:00+00:00,0.49937106918235336,40.0,True,0.0,True,0.0,True,0.0,True,5.0,True,25.0,True,25.0,True,25.0,True,25.0,False,
development,BULL,12-16,2023-10-17 12:00:00+00:00,2023-10-17 16:00:00+00:00,2023-10-17 12:55:00+00:00,28605.0,28339.0,266.0,True,RECLAIM_ABOVE_L,2023-10-17 13:25:00+00:00,0.8093984962405988,30.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0
development,BULL,00-04,2023-10-18 00:00:00+00:00,2023-10-18 04:00:00+00:00,2023-10-18 01:05:00+00:00,28544.3,28360.0,184.29999999999927,True,RECLAIM_ABOVE_L,2023-10-18 01:10:00+00:00,0.10580575149213281,5.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,,False,
development,BULL,08-12,2023-10-26 08:00:00+00:00,2023-10-26 12:00:00+00:00,2023-10-26 10:40:00+00:00,34809.4,34401.7,407.7000000000044,True,BLOCK_END,2023-10-26 12:00:00+00:00,1.0760363012018452,,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,5.0
development,BULL,04-08,2023-11-01 04:00:00+00:00,2023-11-01 08:00:00+00:00,2023-11-01 05:45:00+00:00,34684.0,34406.4,277.59999999999854,True,RECLAIM_ABOVE_L,2023-11-01 05:50:00+00:00,0.04394812680116869,5.0,True,0.0,False,,False,,False,,False,,False,,False,,False,,False,
development,BULL,16-20,2023-11-06 16:00:00+00:00,2023-11-06 20:00:00+00:00,2023-11-06 18:30:00+00:00,35281.5,34911.0,370.5,True,RECLAIM_ABOVE_L,2023-11-06 18:40:00+00:00,0.06072874493927125,10.0,True,0.0,True,0.0,False,,False,,False,,False,,False,,False,,False,
development,BULL,08-12,2023-11-16 08:00:00+00:00,2023-11-16 12:00:00+00:00,2023-11-16 09:00:00+00:00,37645.9,37351.0,294.90000000000146,True,RECLAIM_ABOVE_L,2023-11-16 09:15:00+00:00,0.47473719905052325,15.0,True,0.0,True,0.0,True,0.0,True,0.0,True,5.0,True,5.0,True,5.0,True,5.0,False,
development,SIDEWAYS,16-20,2023-11-16 16:00:00+00:00,2023-11-16 20:00:00+00:00,2023-11-16 18:45:00+00:00,37352.5,36251.0,1101.5,True,RECLAIM_ABOVE_L,2023-11-16 18:55:00+00:00,0.11892873354516569,10.0,True,0.0,True,0.0,True,0.0,True,5.0,False,,False,,False,,False,,False,
development,SIDEWAYS,16-20,2023-11-26 16:00:00+00:00,2023-11-26 20:00:00+00:00,2023-11-26 16:50:00+00:00,37669.8,37248.0,421.8000000000029,True,RECLAIM_ABOVE_L,2023-11-26 17:10:00+00:00,0.27477477477477635,20.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,10.0,False,,False,
development,BULL,04-08,2023-12-06 04:00:00+00:00,2023-12-06 08:00:00+00:00,2023-12-06 06:20:00+00:00,44160.1,43569.2,590.9000000000015,True,RECLAIM_ABOVE_L,2023-12-06 06:30:00+00:00,0.2000338466745588,10.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,
development,BULL,20-00,2023-12-09 20:00:00+00:00,2023-12-10 00:00:00+00:00,2023-12-09 23:15:00+00:00,44131.0,43903.6,227.40000000000143,True,BLOCK_END,2023-12-10 00:00:00+00:00,1.532981530342992,,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,5.0,True,10.0
development,BEAR,16-20,2023-12-11 16:00:00+00:00,2023-12-11 20:00:00+00:00,2023-12-11 17:10:00+00:00,42398.3,41682.2,716.1000000000058,True,RECLAIM_ABOVE_L,2023-12-11 17:15:00+00:00,0.07973746683423835,5.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,,False,,False,
development,BEAR,16-20,2023-12-12 16:00:00+00:00,2023-12-12 20:00:00+00:00,2023-12-12 19:25:00+00:00,42085.9,41171.2,914.7000000000044,True,RECLAIM_ABOVE_L,2023-12-12 19:35:00+00:00,0.13250245982288894,10.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,,False,
