component,n,event_rate,win_rate,mean_r,median_r,pf_r,cum_r,max_dd_r,max_loss_streak,median_hold_min,stop_rate,structural_exit_rate
ALL,279,0.6344086021505376,0.5913978494623656,0.17078856508686713,0.26985381272225495,1.4702289843918552,47.65000965923593,5.84186002466953,6,165.0,0.34767025089605735,0.6523297491039427
BUY_SIDE,132,0.6515151515151515,0.5909090909090909,0.1316508351946469,0.2192817200442566,1.3823898548687952,17.377910245693393,5.070914249716149,4,165.0,0.32575757575757575,0.6742424242424242
SELL_SIDE,147,0.6190476190476191,0.5918367346938775,0.20593264907171796,0.2951096121416538,1.5416555688632858,30.27209941354254,5.0,5,165.0,0.3673469387755102,0.6326530612244898
SCORE3_ALL,251,0.6374501992031872,0.5896414342629482,0.1323804643546742,0.24074074074074042,1.3678308594121718,33.22749655302323,6.303226232198923,5,165.0,0.3426294820717131,0.6573705179282868
SCORE3_BUY_SIDE,132,0.6515151515151515,0.5909090909090909,0.1316508351946469,0.2192817200442566,1.3823898548687952,17.377910245693393,5.070914249716149,4,165.0,0.32575757575757575,0.6742424242424242
SCORE3_SELL_SIDE,119,0.6218487394957983,0.5882352941176471,0.13318980090193142,0.2692307692307625,1.3530910659967634,15.849586307329838,5.096638655462183,5,165.0,0.36134453781512604,0.6386554621848739
SCORE4_SELL_SIDE_LONG,28,0.6071428571428571,0.6071428571428571,0.5150897537933109,0.6531083690800423,2.3111375551102458,14.422513106212705,2.0,2,170.0,0.39285714285714285,0.6071428571428571
