track,anchor_hour,or_min,trigger,geom,entry_ts,side,net_ret,reason,ref_t,trigger_ts
H4,20,240,CLASSIC,R125,2023-01-14 04:00:00+00:00,LONG,-0.03438214057781869,SL,2023-01-13 20:00:00+00:00,2023-01-14 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-01-14 04:00:00+00:00,LONG,-0.03438214057781869,SL,2023-01-13 20:00:00+00:00,2023-01-14 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-01-15 04:00:00+00:00,SHORT,-0.010590251488920397,TIME,2023-01-14 20:00:00+00:00,2023-01-15 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-01-15 04:00:00+00:00,SHORT,-0.010590251488920397,TIME,2023-01-14 20:00:00+00:00,2023-01-15 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-01-15 04:00:00+00:00,SHORT,-0.010590251488920397,TIME,2023-01-14 20:00:00+00:00,2023-01-15 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-01-16 04:00:00+00:00,LONG,-0.011934304197910249,SL,2023-01-15 20:00:00+00:00,2023-01-16 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-01-16 04:00:00+00:00,LONG,-0.011934304197910249,SL,2023-01-15 20:00:00+00:00,2023-01-16 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-01-16 04:00:00+00:00,LONG,-0.011934304197910249,SL,2023-01-15 20:00:00+00:00,2023-01-16 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-01-24 04:00:00+00:00,LONG,-0.013970643291071392,SL,2023-01-23 20:00:00+00:00,2023-01-24 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-01-24 04:00:00+00:00,LONG,-0.013970643291071392,SL,2023-01-23 20:00:00+00:00,2023-01-24 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-01-24 04:00:00+00:00,LONG,-0.013970643291071392,SL,2023-01-23 20:00:00+00:00,2023-01-24 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-01-27 04:00:00+00:00,SHORT,-0.010550091818892713,SL,2023-01-26 20:00:00+00:00,2023-01-27 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-01-27 04:00:00+00:00,SHORT,-0.010550091818892713,SL,2023-01-26 20:00:00+00:00,2023-01-27 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-01-27 04:00:00+00:00,SHORT,-0.010550091818892713,SL,2023-01-26 20:00:00+00:00,2023-01-27 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-01-29 04:00:00+00:00,LONG,0.0028596377749031134,TP,2023-01-28 20:00:00+00:00,2023-01-29 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-01-29 04:00:00+00:00,LONG,0.003949547218628892,TP,2023-01-28 20:00:00+00:00,2023-01-29 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-01-29 04:00:00+00:00,LONG,0.0050394566623544485,TP,2023-01-28 20:00:00+00:00,2023-01-29 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-02-09 04:00:00+00:00,SHORT,-0.010855176886582938,SL,2023-02-08 20:00:00+00:00,2023-02-09 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-02-09 04:00:00+00:00,SHORT,-0.010855176886582938,SL,2023-02-08 20:00:00+00:00,2023-02-09 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-02-09 04:00:00+00:00,SHORT,-0.010855176886582938,SL,2023-02-08 20:00:00+00:00,2023-02-09 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-02-15 04:00:00+00:00,SHORT,-0.00895170651322602,SL,2023-02-14 20:00:00+00:00,2023-02-15 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-02-15 04:00:00+00:00,SHORT,-0.00895170651322602,SL,2023-02-14 20:00:00+00:00,2023-02-15 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-02-15 04:00:00+00:00,SHORT,-0.00895170651322602,SL,2023-02-14 20:00:00+00:00,2023-02-15 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-02-16 04:00:00+00:00,LONG,0.012614223353946854,TIME,2023-02-15 20:00:00+00:00,2023-02-16 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-02-16 04:00:00+00:00,LONG,0.012614223353946854,TIME,2023-02-15 20:00:00+00:00,2023-02-16 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-02-16 04:00:00+00:00,LONG,0.012614223353946854,TIME,2023-02-15 20:00:00+00:00,2023-02-16 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-02-19 04:00:00+00:00,LONG,0.004847470328512906,TP,2023-02-18 20:00:00+00:00,2023-02-19 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-02-19 04:00:00+00:00,LONG,0.006434337910641132,TP,2023-02-18 20:00:00+00:00,2023-02-19 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-02-19 04:00:00+00:00,LONG,0.00802120549276958,TP,2023-02-18 20:00:00+00:00,2023-02-19 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-02-21 04:00:00+00:00,LONG,-0.011140458633887183,SL,2023-02-20 20:00:00+00:00,2023-02-21 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-02-21 04:00:00+00:00,LONG,-0.011140458633887183,SL,2023-02-20 20:00:00+00:00,2023-02-21 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-02-21 04:00:00+00:00,LONG,-0.011140458633887183,SL,2023-02-20 20:00:00+00:00,2023-02-21 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-02-23 04:00:00+00:00,LONG,-0.02112011593704871,SL,2023-02-22 20:00:00+00:00,2023-02-23 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-02-23 04:00:00+00:00,LONG,-0.02112011593704871,SL,2023-02-22 20:00:00+00:00,2023-02-23 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-02-23 04:00:00+00:00,LONG,-0.02112011593704871,SL,2023-02-22 20:00:00+00:00,2023-02-23 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-02-26 04:00:00+00:00,LONG,0.0001334939530553427,TIME,2023-02-25 20:00:00+00:00,2023-02-26 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-02-26 04:00:00+00:00,LONG,0.0001334939530553427,TIME,2023-02-25 20:00:00+00:00,2023-02-26 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-02-26 04:00:00+00:00,LONG,0.0001334939530553427,TIME,2023-02-25 20:00:00+00:00,2023-02-26 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-03-01 04:00:00+00:00,LONG,0.01230187439184688,TP,2023-02-28 20:00:00+00:00,2023-03-01 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-03-01 04:00:00+00:00,LONG,0.0157523429898086,TP,2023-02-28 20:00:00+00:00,2023-03-01 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-03-01 04:00:00+00:00,LONG,0.01920281158777054,TP,2023-02-28 20:00:00+00:00,2023-03-01 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-03-03 04:00:00+00:00,SHORT,-0.00991910841731508,SL,2023-03-02 20:00:00+00:00,2023-03-03 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-03-03 04:00:00+00:00,SHORT,-0.00991910841731508,SL,2023-03-02 20:00:00+00:00,2023-03-03 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-03-03 04:00:00+00:00,SHORT,-0.00991910841731508,SL,2023-03-02 20:00:00+00:00,2023-03-03 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-03-05 04:00:00+00:00,LONG,0.000743655639084352,TIME,2023-03-04 20:00:00+00:00,2023-03-05 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-03-05 04:00:00+00:00,LONG,0.000743655639084352,TIME,2023-03-04 20:00:00+00:00,2023-03-05 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-03-05 04:00:00+00:00,LONG,0.000743655639084352,TIME,2023-03-04 20:00:00+00:00,2023-03-05 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-03-07 04:00:00+00:00,LONG,-0.0072730599444966165,SL,2023-03-06 20:00:00+00:00,2023-03-07 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-03-07 04:00:00+00:00,LONG,-0.0072730599444966165,SL,2023-03-06 20:00:00+00:00,2023-03-07 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-03-07 04:00:00+00:00,LONG,-0.0072730599444966165,SL,2023-03-06 20:00:00+00:00,2023-03-07 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-03-11 04:00:00+00:00,LONG,-0.021003172025336914,SL,2023-03-10 20:00:00+00:00,2023-03-11 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-03-11 04:00:00+00:00,LONG,-0.021003172025336914,SL,2023-03-10 20:00:00+00:00,2023-03-11 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-03-11 04:00:00+00:00,LONG,-0.021003172025336914,SL,2023-03-10 20:00:00+00:00,2023-03-11 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-03-13 04:00:00+00:00,LONG,0.06299522540928276,TP,2023-03-12 20:00:00+00:00,2023-03-13 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-03-13 04:00:00+00:00,LONG,0.07911903176160356,TP,2023-03-12 20:00:00+00:00,2023-03-13 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-03-13 04:00:00+00:00,LONG,0.09524283811392414,TP,2023-03-12 20:00:00+00:00,2023-03-13 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-03-14 04:00:00+00:00,LONG,0.015493506946295867,TP,2023-03-13 20:00:00+00:00,2023-03-14 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-03-14 04:00:00+00:00,LONG,0.019741883682869832,TP,2023-03-13 20:00:00+00:00,2023-03-14 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-03-14 04:00:00+00:00,LONG,0.0239902604194438,TP,2023-03-13 20:00:00+00:00,2023-03-14 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-03-17 04:00:00+00:00,LONG,0.017720097866115003,TP,2023-03-16 20:00:00+00:00,2023-03-17 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-03-17 04:00:00+00:00,LONG,0.022525122332643976,TP,2023-03-16 20:00:00+00:00,2023-03-17 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-03-17 04:00:00+00:00,LONG,0.027330146799172506,TP,2023-03-16 20:00:00+00:00,2023-03-17 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-03-20 04:00:00+00:00,SHORT,-0.026242978913817605,SL,2023-03-19 20:00:00+00:00,2023-03-20 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-03-20 04:00:00+00:00,SHORT,-0.026242978913817605,SL,2023-03-19 20:00:00+00:00,2023-03-20 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-03-20 04:00:00+00:00,SHORT,-0.026242978913817605,SL,2023-03-19 20:00:00+00:00,2023-03-20 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-04-03 04:00:00+00:00,SHORT,-0.014925577094321461,SL,2023-04-02 20:00:00+00:00,2023-04-03 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-04-03 04:00:00+00:00,SHORT,-0.014925577094321461,SL,2023-04-02 20:00:00+00:00,2023-04-03 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-04-03 04:00:00+00:00,SHORT,-0.014925577094321461,SL,2023-04-02 20:00:00+00:00,2023-04-03 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-04-05 04:00:00+00:00,LONG,-0.00985783446231264,SL,2023-04-04 20:00:00+00:00,2023-04-05 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-04-05 04:00:00+00:00,LONG,-0.00985783446231264,SL,2023-04-04 20:00:00+00:00,2023-04-05 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-04-05 04:00:00+00:00,LONG,-0.00985783446231264,SL,2023-04-04 20:00:00+00:00,2023-04-05 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-04-08 04:00:00+00:00,LONG,-0.0015571308188632713,TIME,2023-04-07 20:00:00+00:00,2023-04-08 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-04-08 04:00:00+00:00,LONG,-0.0015571308188632713,TIME,2023-04-07 20:00:00+00:00,2023-04-08 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-04-08 04:00:00+00:00,LONG,-0.0015571308188632713,TIME,2023-04-07 20:00:00+00:00,2023-04-08 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-04-09 04:00:00+00:00,LONG,-0.005451891874524604,SL,2023-04-08 20:00:00+00:00,2023-04-09 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-04-09 04:00:00+00:00,LONG,-0.005451891874524604,SL,2023-04-08 20:00:00+00:00,2023-04-09 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-04-09 04:00:00+00:00,LONG,-0.005451891874524604,SL,2023-04-08 20:00:00+00:00,2023-04-09 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-04-11 04:00:00+00:00,LONG,0.0009480414007979067,TIME,2023-04-10 20:00:00+00:00,2023-04-11 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-04-11 04:00:00+00:00,LONG,0.0009480414007979067,TIME,2023-04-10 20:00:00+00:00,2023-04-11 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-04-11 04:00:00+00:00,LONG,0.0009480414007979067,TIME,2023-04-10 20:00:00+00:00,2023-04-11 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-04-13 04:00:00+00:00,LONG,0.00542346592496973,TP,2023-04-12 20:00:00+00:00,2023-04-13 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-04-13 04:00:00+00:00,LONG,0.007154332406212051,TP,2023-04-12 20:00:00+00:00,2023-04-13 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-04-13 04:00:00+00:00,LONG,0.008885198887454595,TP,2023-04-12 20:00:00+00:00,2023-04-13 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-04-14 04:00:00+00:00,LONG,0.005024466750313707,TP,2023-04-13 20:00:00+00:00,2023-04-14 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-04-14 04:00:00+00:00,LONG,0.006655583437892134,TP,2023-04-13 20:00:00+00:00,2023-04-14 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-04-14 04:00:00+00:00,LONG,0.00828670012547056,TP,2023-04-13 20:00:00+00:00,2023-04-14 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-04-17 04:00:00+00:00,SHORT,0.006141866751205484,TP,2023-04-16 20:00:00+00:00,2023-04-17 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-04-17 04:00:00+00:00,SHORT,0.008052333439006855,TP,2023-04-16 20:00:00+00:00,2023-04-17 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-04-17 04:00:00+00:00,SHORT,0.009962800126808226,TP,2023-04-16 20:00:00+00:00,2023-04-17 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-04-23 04:00:00+00:00,SHORT,0.0015858370968445125,TIME,2023-04-22 20:00:00+00:00,2023-04-23 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-04-23 04:00:00+00:00,SHORT,0.0015858370968445125,TIME,2023-04-22 20:00:00+00:00,2023-04-23 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-04-23 04:00:00+00:00,SHORT,0.0015858370968445125,TIME,2023-04-22 20:00:00+00:00,2023-04-23 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-04-24 04:00:00+00:00,LONG,-0.010654034722697157,SL,2023-04-23 20:00:00+00:00,2023-04-24 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-04-24 04:00:00+00:00,LONG,-0.010654034722697157,SL,2023-04-23 20:00:00+00:00,2023-04-24 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-04-24 04:00:00+00:00,LONG,-0.010654034722697157,SL,2023-04-23 20:00:00+00:00,2023-04-24 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-04-27 04:00:00+00:00,LONG,0.007507293102373693,TIME,2023-04-26 20:00:00+00:00,2023-04-27 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-04-27 04:00:00+00:00,LONG,0.007507293102373693,TIME,2023-04-26 20:00:00+00:00,2023-04-27 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-04-27 04:00:00+00:00,LONG,0.007507293102373693,TIME,2023-04-26 20:00:00+00:00,2023-04-27 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-05-01 04:00:00+00:00,SHORT,0.009909814472282953,TP,2023-04-30 20:00:00+00:00,2023-05-01 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-05-01 04:00:00+00:00,SHORT,0.012762268090353692,TP,2023-04-30 20:00:00+00:00,2023-05-01 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-05-01 04:00:00+00:00,SHORT,0.015614721708424541,TP,2023-04-30 20:00:00+00:00,2023-05-01 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-05-03 04:00:00+00:00,SHORT,-0.00919676027433297,SL,2023-05-02 20:00:00+00:00,2023-05-03 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-05-03 04:00:00+00:00,SHORT,-0.00919676027433297,SL,2023-05-02 20:00:00+00:00,2023-05-03 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-05-03 04:00:00+00:00,SHORT,-0.00919676027433297,SL,2023-05-02 20:00:00+00:00,2023-05-03 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-05-05 04:00:00+00:00,LONG,-0.007739079042039241,SL,2023-05-04 20:00:00+00:00,2023-05-05 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-05-05 04:00:00+00:00,LONG,-0.007739079042039241,SL,2023-05-04 20:00:00+00:00,2023-05-05 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-05-05 04:00:00+00:00,LONG,-0.007739079042039241,SL,2023-05-04 20:00:00+00:00,2023-05-05 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-05-06 04:00:00+00:00,SHORT,0.0056525885558583195,TP,2023-05-05 20:00:00+00:00,2023-05-06 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-05-06 04:00:00+00:00,SHORT,0.007440735694822899,TP,2023-05-05 20:00:00+00:00,2023-05-06 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-05-06 04:00:00+00:00,SHORT,0.009228882833787479,TP,2023-05-05 20:00:00+00:00,2023-05-06 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-05-08 04:00:00+00:00,SHORT,0.01899446397593313,TP,2023-05-07 20:00:00+00:00,2023-05-08 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-05-08 04:00:00+00:00,SHORT,0.009639452463983069,TIME,2023-05-07 20:00:00+00:00,2023-05-08 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-05-08 04:00:00+00:00,SHORT,0.009639452463983069,TIME,2023-05-07 20:00:00+00:00,2023-05-08 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-05-12 04:00:00+00:00,SHORT,0.008415445894027042,TP,2023-05-11 20:00:00+00:00,2023-05-12 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-05-12 04:00:00+00:00,SHORT,0.010894307367533775,TP,2023-05-11 20:00:00+00:00,2023-05-12 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-05-12 04:00:00+00:00,SHORT,0.013373168841040508,TP,2023-05-11 20:00:00+00:00,2023-05-12 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-05-15 04:00:00+00:00,LONG,0.00293115180552911,TP,2023-05-14 20:00:00+00:00,2023-05-15 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-05-15 04:00:00+00:00,LONG,0.004038939756911443,TP,2023-05-14 20:00:00+00:00,2023-05-15 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-05-15 04:00:00+00:00,LONG,0.005146727708293554,TP,2023-05-14 20:00:00+00:00,2023-05-15 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-05-17 04:00:00+00:00,LONG,-0.0075993416407598696,SL,2023-05-16 20:00:00+00:00,2023-05-17 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-05-17 04:00:00+00:00,LONG,-0.0075993416407598696,SL,2023-05-16 20:00:00+00:00,2023-05-17 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-05-17 04:00:00+00:00,LONG,-0.0075993416407598696,SL,2023-05-16 20:00:00+00:00,2023-05-17 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-05-21 04:00:00+00:00,LONG,-0.008019082395900932,SL,2023-05-20 20:00:00+00:00,2023-05-21 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-05-21 04:00:00+00:00,LONG,-0.008019082395900932,SL,2023-05-20 20:00:00+00:00,2023-05-21 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-05-21 04:00:00+00:00,LONG,-0.008019082395900932,SL,2023-05-20 20:00:00+00:00,2023-05-21 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-05-22 04:00:00+00:00,SHORT,-0.011748632577136929,SL,2023-05-21 20:00:00+00:00,2023-05-22 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-05-22 04:00:00+00:00,SHORT,-0.011748632577136929,SL,2023-05-21 20:00:00+00:00,2023-05-22 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-05-22 04:00:00+00:00,SHORT,-0.011748632577136929,SL,2023-05-21 20:00:00+00:00,2023-05-22 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-05-23 04:00:00+00:00,LONG,-0.006541181222970925,SL,2023-05-22 20:00:00+00:00,2023-05-23 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-05-23 04:00:00+00:00,LONG,-0.006541181222970925,SL,2023-05-22 20:00:00+00:00,2023-05-23 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-05-23 04:00:00+00:00,LONG,-0.006541181222970925,SL,2023-05-22 20:00:00+00:00,2023-05-23 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-05-24 04:00:00+00:00,SHORT,0.00242230108330216,TP,2023-05-23 20:00:00+00:00,2023-05-24 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-05-24 04:00:00+00:00,SHORT,0.003402876354127783,TP,2023-05-23 20:00:00+00:00,2023-05-24 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-05-24 04:00:00+00:00,SHORT,0.004383451624953296,TP,2023-05-23 20:00:00+00:00,2023-05-24 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-05-25 04:00:00+00:00,SHORT,-0.010968459483934488,SL,2023-05-24 20:00:00+00:00,2023-05-25 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-05-25 04:00:00+00:00,SHORT,-0.010968459483934488,SL,2023-05-24 20:00:00+00:00,2023-05-25 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-05-25 04:00:00+00:00,SHORT,-0.010968459483934488,SL,2023-05-24 20:00:00+00:00,2023-05-25 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-05-28 04:00:00+00:00,LONG,0.004958260501573277,TP,2023-05-27 20:00:00+00:00,2023-05-28 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-05-28 04:00:00+00:00,LONG,0.0017972087802902727,TIME,2023-05-27 20:00:00+00:00,2023-05-28 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-05-28 04:00:00+00:00,LONG,0.0017972087802902727,TIME,2023-05-27 20:00:00+00:00,2023-05-28 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-05-30 04:00:00+00:00,LONG,-0.0068927736832644065,TIME,2023-05-29 20:00:00+00:00,2023-05-30 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-05-30 04:00:00+00:00,LONG,-0.0068927736832644065,TIME,2023-05-29 20:00:00+00:00,2023-05-30 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-05-30 04:00:00+00:00,LONG,-0.0068927736832644065,TIME,2023-05-29 20:00:00+00:00,2023-05-30 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-06-01 04:00:00+00:00,SHORT,-0.005818492562181086,TIME,2023-05-31 20:00:00+00:00,2023-06-01 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-06-01 04:00:00+00:00,SHORT,-0.005818492562181086,TIME,2023-05-31 20:00:00+00:00,2023-06-01 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-06-01 04:00:00+00:00,SHORT,-0.005818492562181086,TIME,2023-05-31 20:00:00+00:00,2023-06-01 00:00:00+00:00
H4,20,240,CLASSIC,R100,2023-06-02 04:00:00+00:00,LONG,0.0072788862042899045,TP,2023-06-01 20:00:00+00:00,2023-06-02 00:00:00+00:00
H4,20,240,CLASSIC,R125,2023-06-02 04:00:00+00:00,LONG,0.002061211330655345,TIME,2023-06-01 20:00:00+00:00,2023-06-02 00:00:00+00:00
H4,20,240,CLASSIC,R150,2023-06-02 04:00:00+00:00,LONG,0.002061211330655345,TIME,2023-06-01 20:00:00+00:00,2023-06-02 00:00:00+00:00
