source,accepted_major_n,economic_losses,loss_h2_rate,h2_loss_e20_rate,h2_loss_e20_before_exit_rate,h2_loss_e20_after_exit_rate,diagnosis
ALT_0330,55,21,0.7619047619047619,0.1875,0.0,0.1875,H2_WITHOUT_EXTENSION
RAW_0530,51,24,0.7083333333333334,0.29411764705882354,0.17647058823529413,0.11764705882352941,H2_WITHOUT_EXTENSION
SHORT_2000,64,21,0.6190476190476191,0.3076923076923077,0.0,0.3076923076923077,H2_WITHOUT_EXTENSION
