policy,filled_n,positive_n,positive_survivor_n,positive_survival_rate,negative_n,negative_stop_hit_n,negative_stop_hit_rate,survivor_n,survivor_event_rate,median_initial_risk,p75_initial_risk,median_negative_time_to_stop_min,median_positive_mae_over_stop,same_entry_bar_stop_hit_n,buy_side_positive_n,buy_side_positive_survival,sell_side_positive_n,sell_side_positive_survival,score3_positive_n,score3_positive_survival,score4_positive_n,score4_positive_survival,eligible
RECLAIM_EXTREME,218,130,120,0.9230769230769231,88,78,0.8863636363636364,130,0.9230769230769231,1.4051495157129008,1.7729562258843155,220.0,0.2636763749729083,0,66,0.9090909090909091,64,0.9375,113,0.9292035398230089,17,0.8823529411764706,True
SWEEP_EXTREME,218,130,122,0.9384615384615385,88,76,0.8636363636363636,134,0.9104477611940298,1.4848033512590635,1.8577687147733464,210.0,0.2735492577597832,0,66,0.9393939393939394,64,0.9375,113,0.9469026548672567,17,0.8823529411764706,True
LIQUIDITY_BUFFER_025,218,130,116,0.8923076923076924,88,79,0.8977272727272727,125,0.928,1.267514775797101,1.5599943930473728,170.0,0.31638535927739436,0,66,0.8787878787878788,64,0.90625,113,0.911504424778761,17,0.7647058823529411,False
SWEEP_BUFFER_010,218,130,125,0.9615384615384616,88,75,0.8522727272727273,138,0.9057971014492754,1.5848033512590662,1.9577687147733431,235.0,0.2557839119410914,0,66,0.9696969696969697,64,0.953125,113,0.9646017699115044,17,0.9411764705882353,True
SWEEP_BUFFER_025,218,130,126,0.9692307692307692,88,69,0.7840909090909091,145,0.8689655172413793,1.7348033512590617,2.1077687147733495,255.0,0.23296601813645493,0,66,0.9696969696969697,64,0.96875,113,0.9734513274336283,17,0.9411764705882353,True
ROUTE_LOCAL,218,130,61,0.46923076923076923,88,87,0.9886363636363636,62,0.9838709677419355,0.33421342591630443,0.6426570978470195,25.0,1.0386879775696953,31,66,0.4090909090909091,64,0.53125,113,0.40707964601769914,17,0.8823529411764706,False
ROUTE_LOCAL_BUFFER_010,218,130,75,0.5769230769230769,88,86,0.9772727272727273,77,0.974025974025974,0.4342134259163032,0.7426570978470153,42.5,0.8596631359611004,12,66,0.5454545454545454,64,0.609375,113,0.5221238938053098,17,0.9411764705882353,False
