partition,variant,opportunities,executed,execution_rate,same_bar,later,wr,pf,expectancy,net,tp_rate,median_entry_fraction,median_hold
external,EARLY_RECLAIM,42,40,0.9523809523809523,23,17,0.725,1.2116646147944852,0.5004729391637559,20.018917566550236,0.7,0.7849046967782151,90.0
external,SAME_BAR_REJECTION,42,23,0.5476190476190477,23,0,0.7391304347826086,1.3379078931289614,0.6421734488708912,14.769989324030497,0.6956521739130435,0.7977941176470557,90.0
development,EARLY_RECLAIM,65,54,0.8307692307692308,31,23,0.7407407407407407,1.0730780510290252,0.14813544003341195,7.999313761804245,0.7037037037037037,0.795940150478798,47.5
development,SAME_BAR_REJECTION,65,31,0.47692307692307695,31,0,0.6774193548387096,0.8120468331911557,-0.4560652003425681,-14.13802121061961,0.6129032258064516,0.7936285664274472,50.0
reference_validation,EARLY_RECLAIM,31,28,0.9032258064516129,15,13,0.7142857142857143,1.0236900427665696,0.06244981143424693,1.748594720158914,0.7142857142857143,0.7934805328414245,42.5
reference_validation,SAME_BAR_REJECTION,31,15,0.4838709677419355,15,0,0.6666666666666666,0.6716721210490064,-1.0592361687708716,-15.888542531563072,0.6666666666666666,0.794968934687077,40.0
august,EARLY_RECLAIM,2,2,1.0,2,0,0.5,0.7603038570493219,-0.7350128170782066,-1.4700256341564133,0.5,0.7606263614610798,47.5
august,SAME_BAR_REJECTION,2,2,1.0,2,0,0.5,0.7603038570493219,-0.7350128170782066,-1.4700256341564133,0.5,0.7606263614610798,47.5
