local_date,entry_ts,exit_ts,exit_type,gross_return,net_return,pnl_usd_500,net_win,loss_class,entry_px,H,L,R,entry_depth_R,minutes_leave_to_entry,minutes_ny_open_to_entry,minutes_entry_to_ny_close,reference_range_pct,minutes_entry_to_exit_complete,hit_H_strict_before_exit,hit_H10_strict_before_exit,hit_H20_strict_before_exit,pre_exit_mfe_R,pre_exit_mae_R,pre_exit_max_extension_above_H_R,target_progress_R,signal_start,signal_range_R,signal_body_R,signal_body_ratio,signal_close_position,signal_low_depth_R,prev_low_depth_R,micro_hl_lift_R,micro_close_lift_R,pre_entry_max_depth_R,pre_entry_max_close_depth_R,pre_entry_bar_count
2022-01-03,2022-01-03 15:00:00+00:00,2022-01-03 16:05:00+00:00,SL,-0.004843466424682363,-0.006343466424682363,-3.1717332123411817,False,SL_BEFORE_H,528.96,532.54,524.0,8.539999999999964,0.4192037470725928,15.0,30.0,360.0,0.01603635407668901,70.0,False,False,False,0.16978922716626907,0.2833723653395882,0.0,0.0,2022-01-03 14:55:00+00:00,0.14051522248244153,0.052693208430918896,0.3750000000000237,0.5500000000000473,0.49648711943794227,0.519906323185007,0.02341920374706471,0.053864168618271466,0.519906323185007,0.47306791569086426,3
2022-01-12,2022-01-12 14:50:00+00:00,2022-01-12 20:55:00+00:00,SESSION_CLOSE,0.010003951664898869,0.00850395166489887,4.2519758324494346,True,NET_WIN,480.81,482.69,457.8,24.889999999999986,0.0755323423061469,10.0,20.0,370.0,0.05156518676583312,370.0,True,True,False,0.27239855363599746,0.08075532342306115,0.19686621132985055,0.19686621132985055,2022-01-12 14:45:00+00:00,0.05705102450783286,0.001607071112895285,0.028169014084482233,0.5985915492957679,0.11128967456809896,0.114102049015668,0.0028123744475690325,0.0048212133386904225,0.114102049015668,0.0819606267577349,2
2022-02-01,2022-02-01 17:40:00+00:00,2022-02-01 20:55:00+00:00,SESSION_CLOSE,-0.001352722353736957,-0.002852722353736957,-1.4263611768684785,False,CLOSE_LOSS_BEFORE_H,384.41,387.66,378.94,8.720000000000027,0.37270642201834747,25.0,190.0,200.0,0.022493937986895803,200.0,False,False,False,0.33600917431191984,0.24426605504587678,0.0,0.0,2022-02-01 17:35:00+00:00,0.12844036697247718,0.07683486238532268,0.5982142857142975,0.6517857142857278,0.4564220183486245,0.46330275229357887,0.006880733944954367,0.0871559633027575,0.46330275229357887,0.45986238532110496,5
2022-02-14,2022-02-14 14:55:00+00:00,2022-02-14 19:00:00+00:00,SL,-0.008437569940069056,-0.009937569940069056,-4.968784970034528,False,SL_BEFORE_H,402.13,404.03,392.72,11.309999999999945,0.16799292661361506,15.0,25.0,365.0,0.027992970818998455,250.0,False,False,False,0.15384615384615538,0.28647214854111624,0.0,0.0,2022-02-14 14:50:00+00:00,0.06984969053934786,0.041556145004418454,0.5949367088607067,0.6329113924050469,0.2068965517241367,0.2670203359858529,0.06012378426171619,0.038019451812556046,0.2670203359858529,0.20070733863837248,3
2022-03-18,2022-03-18 15:00:00+00:00,2022-03-18 15:35:00+00:00,TP,0.004619928094504511,0.0031199280945045107,1.5599640472522553,True,NET_WIN,389.4,389.54,384.01,5.53000000000003,0.02531645569621021,20.0,90.0,300.0,0.01419623145248249,40.0,True,True,True,0.4647377938517245,0.03978300180831271,0.43942133815551426,0.43942133815551426,2022-03-18 14:55:00+00:00,0.08137432188065878,0.03978300180832298,0.48888888888890014,0.9111111111110746,0.1048824593128459,0.24954792043399424,0.14466546112114834,0.03978300180832298,0.24954792043399424,0.13381555153707145,4
2022-04-18,2022-04-18 14:00:00+00:00,2022-04-18 17:05:00+00:00,TP,0.012938471806787977,0.011438471806787977,5.719235903393988,True,NET_WIN,404.53,406.59,396.01,10.579999999999984,0.194706994328923,20.0,30.0,360.0,0.02602129909737078,190.0,True,True,True,0.5803402646502885,0.16540642722117227,0.3856332703213655,0.3856332703213655,2022-04-18 13:55:00+00:00,0.09924385633270444,0.03497164461247148,0.3523809523808988,0.9047619047618841,0.28449905482041543,0.31568998109640645,0.03119092627599098,0.03497164461247148,0.31568998109640645,0.22967863894139448,4
2022-05-19,2022-05-19 13:55:00+00:00,2022-05-19 15:30:00+00:00,TP,0.02217744621328177,0.02067744621328177,10.338723106640884,True,NET_WIN,300.26,303.76,293.23,10.529999999999973,0.3323836657169999,10.0,25.0,365.0,0.03466552541480107,100.0,True,True,True,0.7758784425451127,0.0075973409306727725,0.44349477682811284,0.44349477682811284,2022-05-19 13:50:00+00:00,0.1680911680911668,0.059829059829059554,0.3559322033898316,0.8079096045197862,0.47103513770180366,0.4824311490978155,0.011396011396011858,0.059829059829059554,0.4824311490978155,0.3950617283950597,2
2022-07-06,2022-07-06 13:55:00+00:00,2022-07-06 15:25:00+00:00,SL,-0.006990266717229132,-0.008490266717229132,-4.245133358614566,False,SL_BEFORE_H,237.33,238.99,233.46,5.530000000000001,0.30018083182640076,15.0,25.0,365.0,0.023139043474622374,95.0,False,False,False,0.23688969258589035,0.2531645569620263,0.0,0.0,2022-07-06 13:50:00+00:00,0.1699819168173594,0.1157323688969285,0.6808510638298046,0.861702127659579,0.4448462929475601,0.5877034358047015,0.14285714285714138,0.1157323688969285,0.5877034358047015,0.4141048824593165,3
2022-07-11,2022-07-11 14:10:00+00:00,2022-07-11 19:55:00+00:00,SESSION_CLOSE,0.0049425536527205605,0.0034425536527205604,1.7212768263602802,True,NET_WIN,230.65,233.37,227.79,5.5800000000000125,0.4874551971326152,30.0,40.0,350.0,0.023910528345545752,350.0,True,False,False,0.5465949820788487,0.19175627240143203,0.05913978494623357,0.05913978494623357,2022-07-11 14:05:00+00:00,0.18637992831541034,0.1362007168458762,0.7307692307692276,0.8942307692307553,0.6559139784946216,0.7293906810035814,0.0734767025089598,0.1362007168458762,0.7293906810035814,0.6254480286738353,6
2022-07-19,2022-07-19 13:55:00+00:00,2022-07-19 16:30:00+00:00,TP,0.017476468122403777,0.015976468122403775,7.988234061201887,True,NET_WIN,262.41,264.71,257.09,7.6200000000000045,0.3018372703412012,15.0,25.0,365.0,0.028786218881039646,160.0,True,True,True,0.6259842519685012,0.2677165354330734,0.3241469816273,0.3241469816273,2022-07-19 13:50:00+00:00,0.09055118110236185,0.07349081364829421,0.8115942028985567,1.0,0.39238845144356305,0.4212598425196821,0.02887139107611905,0.07086614173228611,0.4212598425196821,0.3727034120734873,3
2022-07-20,2022-07-20 14:15:00+00:00,2022-07-20 16:30:00+00:00,SL,-0.008270396964172866,-0.009770396964172865,-4.885198482086433,False,SL_AFTER_H10_BEFORE_H20,268.79,270.92,263.51,7.410000000000025,0.28744939271254905,25.0,45.0,345.0,0.027351247600767844,140.0,True,True,False,0.41700404858299117,0.24021592442645393,0.12955465587044215,0.12955465587044215,2022-07-20 14:10:00+00:00,0.08636977058029477,0.0013495276653235782,0.01562500000007494,0.5781250000000194,0.3373819163292836,0.4966261808367064,0.1592442645074228,0.0013495276653235782,0.4966261808367064,0.3940620782726054,5
2022-07-28,2022-07-28 14:00:00+00:00,2022-07-28 15:25:00+00:00,TP,0.02453555413196673,0.02303555413196673,11.517777065983365,True,NET_WIN,265.37,269.97,263.6,6.3700000000000045,0.7221350078492966,15.0,30.0,360.0,0.023595214283068502,90.0,True,True,True,1.185243328100472,0.06750392464678281,0.46310832025117527,0.46310832025117527,2022-07-28 13:55:00+00:00,0.1334379905808512,0.040816326530619715,0.30588235294122446,0.4705882352941452,0.788069073783365,0.8414442700157001,0.05337519623233512,0.040816326530619715,0.8414442700157001,0.7660910518053452,3
2022-09-07,2022-09-07 14:10:00+00:00,2022-09-07 16:35:00+00:00,TP,0.0091845558103687,0.0076845558103687,3.84227790518435,True,NET_WIN,265.99,266.93,261.92,5.009999999999991,0.18762475049900187,20.0,40.0,350.0,0.01876896564642412,150.0,True,True,True,0.5349301397205612,0.1257485029940113,0.34730538922155935,0.34730538922155935,2022-09-07 14:05:00+00:00,0.10379241516965723,0.013972055888222217,0.1346153846153762,0.28846153846150485,0.2155688622754463,0.3652694610778418,0.14970059880239547,0.01596806387225234,0.3652694610778418,0.3013972055888211,4
2022-09-22,2022-09-22 18:25:00+00:00,2022-09-22 19:25:00+00:00,TP,0.01020128764893058,0.00870128764893058,4.35064382446529,True,NET_WIN,270.26,271.19,265.1,6.089999999999975,0.1527093596059131,15.0,295.0,95.0,0.02245658025738403,65.0,True,True,True,0.46633825944171486,0.032840722495893176,0.3136288998358018,0.3136288998358018,2022-09-22 18:20:00+00:00,0.05747126436781073,0.02463054187191755,0.42857142857140534,0.6571428571428107,0.18883415435139278,0.19047619047619538,0.0016420361248025927,0.022988505747124292,0.19047619047619538,0.1740558292282441,3
2022-10-19,2022-10-19 14:10:00+00:00,2022-10-19 14:20:00+00:00,TP,0.004344141488577646,0.0028441414885776463,1.4220707442888232,True,NET_WIN,271.4,272.03,270.2,1.829999999999984,0.3442622950819677,20.0,40.0,350.0,0.006727199205969872,15.0,True,True,True,0.7103825136612146,0.0,0.36612021857924687,0.36612021857924687,2022-10-19 14:05:00+00:00,0.21311475409835506,0.15300546448086075,0.7179487179486731,0.7692307692306796,0.5081967213114525,0.7923497267759569,0.28415300546450445,0.15846994535517275,0.8415300546447961,0.6174863387978171,4
2022-11-10,2022-11-10 14:50:00+00:00,2022-11-10 20:55:00+00:00,SESSION_CLOSE,0.017627567925778687,0.016127567925778685,8.063783962889342,True,NET_WIN,301.8,303.88,270.9,32.98000000000002,0.0630685263796235,10.0,20.0,370.0,0.10852968276951434,370.0,True,True,True,0.30715585203153395,0.17768344451182566,0.24408732565191046,0.24408732565191046,2022-11-10 14:45:00+00:00,0.055488174651303304,0.03274711946634274,0.590163934426226,0.7431693989070867,0.1030927835051539,0.13432383262583397,0.031231049120680077,0.033656761673740335,0.13432383262583397,0.0955124317768337,2
2022-11-23,2022-11-23 19:25:00+00:00,2022-11-23 20:55:00+00:00,SESSION_CLOSE,-0.0024233448890984555,-0.003923344889098455,-1.9616724445492275,False,CLOSE_LOSS_BEFORE_H,297.11,300.95,275.35,25.599999999999966,0.14999999999999922,10.0,295.0,95.0,0.08506396411364003,95.0,False,False,False,0.01328124999999904,0.10039062499999987,0.0,0.0,2022-11-23 19:20:00+00:00,0.06406249999999955,0.03007812500000155,0.46951219512197867,0.5182926829268475,0.18320312500000016,0.18906249999999927,0.00585937499999912,0.03007812500000155,0.18906249999999927,0.18007812500000078,2
2023-01-20,2023-01-20 15:25:00+00:00,2023-01-20 16:35:00+00:00,TP,0.005024171270718192,0.0035241712707181918,1.762085635359096,True,NET_WIN,289.6,290.05,286.7,3.3500000000000227,0.13432835820895092,10.0,55.0,335.0,0.011549732804688925,75.0,True,True,True,0.6597014925373028,0.20895522388060916,0.525373134328352,0.525373134328352,2023-01-20 15:20:00+00:00,0.20895522388060916,0.05373134328358376,0.2571428571428502,0.3714285714286155,0.21194029850747212,0.29850746268656514,0.08656716417909303,0.05373134328358376,0.29850746268656514,0.18805970149253468,2
2023-01-31,2023-01-31 16:00:00+00:00,2023-01-31 20:55:00+00:00,SESSION_CLOSE,0.00038387715930898736,-0.0011161228406910127,-0.5580614203455063,False,COST_FLIP_CLOSE,312.6,313.19,308.1,5.089999999999975,0.11591355599213711,10.0,90.0,300.0,0.01625211532935271,300.0,True,True,False,0.2986247544204301,0.2416502946954861,0.182711198428293,0.182711198428293,2023-01-31 15:55:00+00:00,0.06483300589390682,0.043222003929278656,0.6666666666667815,0.7575757575757941,0.16306483300589159,0.1709233791748544,0.007858546168962801,0.043222003929278656,0.1709233791748544,0.15717092337917785,2
2023-03-20,2023-03-20 16:35:00+00:00,2023-03-20 16:55:00+00:00,SL,-0.004246208742194502,-0.005746208742194501,-2.873104371097251,False,SL_BEFORE_H,336.3,338.34,333.58,4.759999999999991,0.4285714285714217,30.0,185.0,205.0,0.014068688301708316,25.0,False,False,False,0.058823529411759085,0.23109243697479515,0.0,0.0,2023-03-20 16:30:00+00:00,0.20798319327731324,0.13025210084033734,0.6262626262626251,0.8282828282828137,0.5966386554621808,0.8067226890756265,0.21008403361344577,0.13025210084033734,0.8067226890756265,0.6554621848739398,6
2023-03-21,2023-03-21 13:55:00+00:00,2023-03-21 19:55:00+00:00,SESSION_CLOSE,0.0023212213195251685,0.0008212213195251685,0.41061065976258426,True,NET_WIN,336.03,337.48,327.18,10.300000000000011,0.14077669902913048,15.0,25.0,365.0,0.030520327130496655,365.0,True,True,False,0.3368932038834974,0.23786407766990156,0.19611650485436696,0.19611650485436696,2023-03-21 13:50:00+00:00,0.10582524271844958,0.07669902912620997,0.7247706422017803,0.7431192660550262,0.22038834951456662,0.25048543689320757,0.030097087378640964,0.07766990291261686,0.25048543689320757,0.2194174757281542,3
2023-04-12,2023-04-12 14:50:00+00:00,2023-04-12 15:05:00+00:00,SL,-0.003433903576982811,-0.00493390357698281,-2.4669517884914054,False,SL_AFTER_H_BEFORE_H10,321.5,321.54,317.86,3.680000000000007,0.010869565217396845,10.0,80.0,310.0,0.011444921316165972,20.0,True,False,False,0.10326086956521596,0.26902173913043675,0.09239130434781911,0.09239130434781911,2023-04-12 14:45:00+00:00,0.1711956521739115,0.16304347826087545,0.9523809523809953,0.9523809523809953,0.1739130434782723,0.239130434782607,0.06521739130433472,0.16304347826087545,0.239130434782607,0.1739130434782723,2
2023-05-08,2023-05-08 15:20:00+00:00,2023-05-08 17:00:00+00:00,SL,-0.003632694248234092,-0.005132694248234091,-2.566347124117046,False,SL_AFTER_H_BEFORE_H10,317.12,317.68,313.84,3.840000000000032,0.1458333333333327,10.0,110.0,280.0,0.012087635356333518,105.0,True,False,False,0.21354166666666313,0.24479166666666405,0.0677083333333304,0.0677083333333304,2023-05-08 15:15:00+00:00,0.13541666666667562,0.04687500000000139,0.34615384615383354,0.519230769230805,0.21875000000000647,0.22916666666666358,0.010416666666657106,0.04427083333333711,0.22916666666666358,0.1927083333333341,2
2023-05-12,2023-05-12 14:40:00+00:00,2023-05-12 14:50:00+00:00,SL,-0.004064244442268161,-0.005564244442268161,-2.7821222211340806,False,SL_BEFORE_H,306.33,306.79,302.64,4.150000000000034,0.11084337349398377,15.0,70.0,320.0,0.013527168421395853,15.0,False,False,False,0.024096385542173956,0.2385542168674701,0.0,0.0,2023-05-12 14:35:00+00:00,0.08192771084338049,0.057831325301206535,0.7058823529411371,0.9411764705881271,0.18795180722892124,0.24578313253012776,0.057831325301206535,0.055421686746978185,0.24578313253012776,0.18554216867470658,3
2023-06-15,2023-06-15 19:30:00+00:00,2023-06-15 19:55:00+00:00,SESSION_CLOSE,-0.0008024665286987531,-0.002302466528698753,-1.1512332643493766,False,CLOSE_LOSS_BEFORE_H,236.77,237.75,230.3,7.449999999999989,0.13154362416107265,10.0,360.0,30.0,0.03133543638275495,30.0,False,False,False,0.02147651006711367,0.13020134228187924,0.0,0.0,2023-06-15 19:25:00+00:00,0.0630872483221476,0.045637583892617975,0.723404255319158,0.8510638297871878,0.18657718120805214,0.21073825503355645,0.02416107382550431,0.04429530201342075,0.21073825503355645,0.17718120805369064,2
2023-06-21,2023-06-21 15:55:00+00:00,2023-06-21 16:20:00+00:00,TP,0.013307602621316361,0.011807602621316362,5.903801310658181,True,NET_WIN,248.73,250.45,245.15,5.299999999999983,0.32452830188679327,15.0,145.0,245.0,0.021161908564583682,30.0,True,True,True,0.6528301886792489,0.04150943396226407,0.3283018867924556,0.3283018867924556,2023-06-21 15:50:00+00:00,0.1433962264150931,0.07358490566037502,0.5131578947368303,0.6710526315789435,0.4207547169811315,0.4433962264150947,0.022641509433963196,0.07358490566037502,0.4433962264150947,0.3981132075471683,3
