role,partition,dev_block,execution_start,component,outcome,entry_ts,e20_ts,trigger_ts,baseline_exit_ts,baseline_exit_reason,H,L,R,entry_to_e20_min,break_to_e20_min,e20_bar_close_R,e20_bar_close_vs_E20_R,running_mae_R_to_e20,closes_gt_H_to_e20,trigger_close_R,trigger_close_vs_E10_R,trigger_high_R,trigger_low_R,trigger_body_R,trigger_upper_wick_R,trigger_lower_wick_R,trigger_traded_E25,trigger_traded_E30,post_e20_peak_R,giveback_peak_to_trigger_close_R,running_mfe_R_to_trigger
CENTRAL,external,,2021-04-21 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2021-04-22 01:05:00+00:00,2021-04-22 01:10:00+00:00,2021-04-22 01:15:00+00:00,2021-04-22 01:50:00+00:00,FAILED_BREAK,35.1789,32.7877,2.3911999999999978,5.0,5.0,0.2558548009367694,0.055854800936769367,0.12939110070257479,2,0.09325861492137805,-0.006741385078621959,0.26957176313148407,-0.003972900635662275,0.16748912679826083,0.008824021411845155,0.09723151555704032,True,False,0.26957176313148407,0.17631314821010602,0.26957176313148407
CENTRAL,external,,2021-05-15 18:00:00+00:00,PARENT,TRIGGERED_E40_RECOVERY,2021-05-15 19:45:00+00:00,2021-05-15 20:00:00+00:00,2021-05-15 20:05:00+00:00,2021-05-15 21:10:00+00:00,TARGET,41.932,39.398,2.533999999999999,15.0,15.0,0.1318074191002353,-0.06819258089976471,0.1156274664561955,4,0.08563535911602164,-0.01436464088397836,0.16969218626677185,0.08445146014206738,0.051302288871350674,0.032754538279399545,0.001183898973954268,False,False,0.2087608524072599,0.12312549329123824,0.2087608524072599
CENTRAL,external,,2021-05-27 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2021-05-27 20:30:00+00:00,2021-05-27 20:30:00+00:00,2021-05-27 20:35:00+00:00,2021-05-27 20:45:00+00:00,FAILED_BREAK,35.009,33.055,1.9540000000000008,0.0,0.0,0.14124872057318122,-0.05875127942681879,0.016888433981576887,1,0.026100307062437007,-0.073899692937563,0.1438075742067547,-0.007676560900716767,0.11310133060388763,0.00460593654043006,0.033776867963153774,False,False,0.22466734902763555,0.19856704196519853,0.22466734902763555
CENTRAL,external,,2021-06-12 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2021-06-12 21:10:00+00:00,2021-06-12 21:10:00+00:00,2021-06-12 21:15:00+00:00,2021-06-12 21:25:00+00:00,FAILED_BREAK,37.295,36.124,1.1709999999999994,0.0,0.0,0.10845431255336926,-0.09154568744663075,0.1793339026473108,1,0.058923996584112334,-0.04107600341588767,0.172502134927411,0.05038428693424213,0.054654141759180264,0.058923996584118406,0.00853970964987021,False,False,0.24508966695132295,0.1861656703672106,0.24508966695132295
CENTRAL,external,,2021-06-26 18:00:00+00:00,PARENT,TRIGGERED_E40_RECOVERY,2021-06-26 18:10:00+00:00,2021-06-26 22:55:00+00:00,2021-06-26 23:00:00+00:00,2021-06-26 23:45:00+00:00,TARGET,28.499,27.062,1.4369999999999976,285.0,,0.18441196938065485,-0.015588030619345161,0.6040361864996521,6,0.06541405706332731,-0.03458594293667269,0.2129436325678507,0.032011134307587334,0.12317327766179534,0.024356297842728046,0.03340292275573998,False,False,0.2129436325678507,0.1475295755045234,0.2129436325678507
CENTRAL,external,,2021-07-05 18:00:00+00:00,PARENT,TRIGGERED_E40_RECOVERY,2021-07-05 19:25:00+00:00,2021-07-05 21:15:00+00:00,2021-07-05 21:20:00+00:00,2021-07-06 04:10:00+00:00,TARGET,33.395,32.358,1.037000000000006,110.0,,-0.008678881388621301,-0.2086788813886213,0.5689488910318226,1,-0.06364513018322288,-0.16364513018322288,0.04339440694309966,-0.06943105110897041,0.05689488910317952,0.050144648023143015,0.005785920925747534,False,False,0.22854387656701391,0.2921890067502368,0.22854387656701391
CENTRAL,external,,2021-07-17 18:00:00+00:00,PARENT,TRIGGERED_E40_RECOVERY,2021-07-17 19:25:00+00:00,2021-07-17 19:25:00+00:00,2021-07-17 19:30:00+00:00,2021-07-17 19:50:00+00:00,TARGET,26.847,26.223,0.6240000000000023,0.0,0.0,0.06570512820512855,-0.13429487179487146,0.23237179487179332,1,0.08493589743589275,-0.015064102564107257,0.16826923076923084,0.0016025641025603616,0.020833333333330248,0.08333333333333807,0.06250000000000214,False,False,0.20192307692307243,0.11698717948717968,0.20192307692307243
CENTRAL,external,,2021-08-13 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2021-08-13 20:05:00+00:00,2021-08-13 20:05:00+00:00,2021-08-13 20:10:00+00:00,2021-08-13 20:20:00+00:00,FAILED_BREAK,44.137,42.834,1.3029999999999973,0.0,,-0.04067536454335947,-0.24067536454335947,0.31619339984650796,0,0.05141980046047606,-0.048580199539523944,0.19416730621642414,-0.11281657712969975,0.09209516500383552,0.14274750575594808,0.07214121258634028,False,False,0.21105141980045983,0.15963161933998377,0.21105141980045983
CENTRAL,external,,2021-08-29 18:00:00+00:00,PARENT,TRIGGERED_E40_RECOVERY,2021-08-29 18:25:00+00:00,2021-08-29 19:25:00+00:00,2021-08-29 19:30:00+00:00,2021-08-29 22:25:00+00:00,TARGET,93.5,90.36,3.140000000000001,60.0,,0.14267515923566662,-0.05732484076433339,0.1703821656050944,5,0.06019108280254551,-0.039808917197454496,0.22197452229299444,0.039808917197452214,0.0866242038216578,0.07515923566879112,0.02038216560509329,False,False,0.28662420382165776,0.22643312101911225,0.28662420382165776
CENTRAL,external,,2021-09-10 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2021-09-10 18:40:00+00:00,2021-09-10 18:45:00+00:00,2021-09-10 18:50:00+00:00,2021-09-10 19:00:00+00:00,FAILED_BREAK,180.557,168.12,12.436999999999983,5.0,5.0,0.16491115220712543,-0.03508884779287458,0.1663584465707157,2,0.022835088847794532,-0.07716491115220547,0.20406850526654452,-0.08080726863391467,0.1377341802685532,0.043499236150196796,0.1036423574817092,False,False,0.23309479778081568,0.21025970893302115,0.23309479778081568
CENTRAL,external,,2021-09-17 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2021-09-17 22:15:00+00:00,2021-09-17 22:25:00+00:00,2021-09-17 22:30:00+00:00,2021-09-17 22:50:00+00:00,FAILED_BREAK,145.99,138.61,7.3799999999999955,10.0,5.0,0.13089430894308676,-0.06910569105691325,0.10542005420054479,2,0.010162601626014726,-0.08983739837398527,0.2154471544715453,-0.031029810298104817,0.12086720867208624,0.08441734417344435,0.04119241192411954,False,False,0.2154471544715453,0.20528455284553057,0.2154471544715453
CENTRAL,external,,2021-10-13 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2021-10-13 22:20:00+00:00,2021-10-13 22:20:00+00:00,2021-10-13 22:25:00+00:00,2021-10-13 22:35:00+00:00,FAILED_BREAK,147.993,144.283,3.710000000000008,0.0,0.0,0.1582210242587645,-0.04177897574123551,0.1487870619946068,1,0.04824797843665813,-0.051752021563341875,0.2714285714285722,0.01320754716981307,0.11293800539083834,0.11024258760107572,0.03504043126684506,True,False,0.2714285714285722,0.22318059299191406,0.2714285714285722
CENTRAL,external,,2021-10-19 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2021-10-19 22:35:00+00:00,2021-10-20 00:10:00+00:00,2021-10-20 00:15:00+00:00,2021-10-20 05:55:00+00:00,TIME,157.125,154.8,2.3249999999999886,95.0,,0.1556989247311813,-0.04430107526881871,0.5449462365591407,1,0.015053763440858821,-0.08494623655914119,0.1823655913978532,-0.01978494623655591,0.14408602150538047,0.023225806451613897,0.03483870967741473,False,False,0.20645161290322242,0.1913978494623636,0.20645161290322242
CENTRAL,external,,2021-11-01 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2021-11-01 20:00:00+00:00,2021-11-01 20:05:00+00:00,2021-11-01 20:10:00+00:00,2021-11-01 20:20:00+00:00,FAILED_BREAK,205.202,199.81,5.391999999999996,5.0,5.0,0.06880563798219763,-0.13119436201780238,0.27652077151335064,2,0.08308605341246436,-0.016913946587535644,0.12741097922848893,-0.006676557863501742,0.01446587537092044,0.044324925816024575,0.07529673590504567,False,False,0.21568991097923068,0.13260385756676632,0.21568991097923068
CENTRAL,external,,2021-11-12 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2021-11-12 18:00:00+00:00,2021-11-12 18:05:00+00:00,2021-11-12 18:10:00+00:00,2021-11-12 18:45:00+00:00,FAILED_BREAK,230.495,221.115,9.379999999999995,5.0,5.0,0.16908315565031823,-0.030916844349681782,0.12036247334754704,2,0.002878464818761922,-0.09712153518123809,0.17036247334754642,-0.023240938166313202,0.16545842217484238,0.0020255863539421154,0.026119402985075126,False,False,0.22334754797441364,0.22046908315565172,0.22334754797441364
CENTRAL,external,,2021-11-13 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2021-11-13 20:35:00+00:00,2021-11-13 20:55:00+00:00,2021-11-13 21:00:00+00:00,2021-11-14 05:55:00+00:00,TIME,239.305,231.19,8.115000000000009,20.0,,0.09414664202094648,-0.10585335797905353,0.1475046210720889,3,0.01934688847812472,-0.08065311152187529,0.09981515711645118,-0.022797288971041538,0.07443006777572554,0.006038200862600929,0.04214417744916626,False,False,0.20320394331484892,0.1838570548367242,0.20320394331484892
CENTRAL,external,,2021-12-12 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2021-12-12 18:00:00+00:00,2021-12-12 18:25:00+00:00,2021-12-12 18:30:00+00:00,2021-12-12 18:50:00+00:00,FAILED_BREAK,175.591,169.736,5.855000000000018,25.0,25.0,0.08949615713065744,-0.11050384286934258,0.041502988898376475,6,0.02903501280956225,-0.07096498719043776,0.1576430401366352,0.0020495303159693283,0.06063193851409344,0.0679760888129795,0.02698548249359292,False,False,0.2059777967549078,0.17694278394534554,0.2059777967549078
CENTRAL,external,,2021-12-14 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2021-12-14 21:35:00+00:00,2021-12-14 21:40:00+00:00,2021-12-14 21:45:00+00:00,2021-12-14 21:55:00+00:00,FAILED_BREAK,161.66,153.6,8.060000000000002,5.0,5.0,0.05210918114144117,-0.14789081885855884,0.23697270471463971,2,0.04714640198511109,-0.05285359801488892,0.10421836228287881,-0.06327543424317503,0.006203473945410838,0.050868486352356884,0.11042183622828612,False,False,0.20967741935483836,0.16253101736972728,0.20967741935483836
CENTRAL,external,,2021-12-25 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2021-12-25 21:30:00+00:00,2021-12-25 21:40:00+00:00,2021-12-25 21:45:00+00:00,2021-12-25 22:00:00+00:00,FAILED_BREAK,192.94,189.27,3.669999999999988,10.0,10.0,0.22070844686648636,0.020708446866486346,0.07084468664849912,3,0.027247956403268294,-0.07275204359673171,0.23978201634877339,-0.0299727520435928,0.19618528610354258,0.016348773841962524,0.0572207084468611,False,False,0.2615803814713927,0.23433242506812438,0.2615803814713927
CENTRAL,reference_validation,,2025-02-12 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2025-02-12 22:20:00+00:00,2025-02-12 22:35:00+00:00,2025-02-12 22:40:00+00:00,2025-02-12 22:55:00+00:00,FAILED_BREAK,196.59,188.3,8.289999999999992,15.0,15.0,0.1966224366706872,-0.0033775633293127993,0.021712907117009288,4,0.05910735826296858,-0.04089264173703142,0.20868516284680233,0.03618817852834538,0.13751507840771862,0.012062726176115129,0.0229191797346232,False,False,0.20868516284680233,0.14957780458383374,0.20868516284680233
CENTRAL,reference_validation,,2025-02-19 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2025-02-20 04:10:00+00:00,2025-02-20 04:20:00+00:00,2025-02-20 04:25:00+00:00,2025-02-20 04:35:00+00:00,FAILED_BREAK,173.38,168.03,5.349999999999994,10.0,10.0,0.13084112149533042,-0.06915887850466959,0.14018691588785062,3,0.07663551401869104,-0.02336448598130897,0.17383177570093603,0.028037383177571186,0.053831775700936675,0.04336448598130833,0.048598130841119844,False,False,0.2822429906542042,0.20560747663551318,0.2822429906542042
CENTRAL,reference_validation,,2025-03-12 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2025-03-12 21:10:00+00:00,2025-03-12 21:15:00+00:00,2025-03-12 21:20:00+00:00,2025-03-12 21:30:00+00:00,FAILED_BREAK,126.23,122.99,3.240000000000009,5.0,5.0,0.08333333333333187,-0.11666666666666814,0.20987654320987806,2,0.015432098765431179,-0.08456790123456882,0.16049382716049215,0.0061728395061715945,0.07098765432098868,0.0740740740740723,0.009259259259259585,False,False,0.2623456790123432,0.246913580246912,0.2623456790123432
CENTRAL,reference_validation,,2025-03-18 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2025-03-18 18:55:00+00:00,2025-03-18 19:00:00+00:00,2025-03-18 19:05:00+00:00,2025-03-18 19:20:00+00:00,FAILED_BREAK,123.96,121.8,2.1599999999999966,5.0,5.0,0.13888888888889436,-0.06111111111110565,0.09722222222221948,2,0.023148148148153448,-0.07685185185184656,0.1805555555555561,0.023148148148153448,0.11574074074074092,0.04166666666666173,0.0,False,False,0.23148148148148184,0.2083333333333284,0.23148148148148184
CENTRAL,reference_validation,,2025-04-20 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2025-04-20 20:15:00+00:00,2025-04-20 20:15:00+00:00,2025-04-20 20:20:00+00:00,2025-04-20 20:30:00+00:00,FAILED_BREAK,137.98,135.5,2.4799999999999898,0.0,0.0,0.06451612903225695,-0.13548387096774306,0.22580645161290508,1,0.02822580645162173,-0.07177419354837827,0.1653225806451606,-0.004032258064512478,0.040322580645159166,0.0967741935483797,0.03225806451613421,False,False,0.20161290322580727,0.17338709677418554,0.20161290322580727
CENTRAL,reference_validation,,2025-04-24 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2025-04-24 18:30:00+00:00,2025-04-24 18:35:00+00:00,2025-04-24 18:40:00+00:00,2025-04-24 19:05:00+00:00,FAILED_BREAK,151.64,148.48,3.1599999999999966,5.0,5.0,0.060126582278489354,-0.13987341772151066,0.13924050632911336,2,0.0316455696202604,-0.06835443037973961,0.13924050632912235,0.012658227848107755,0.0316455696202514,0.07594936708861055,0.01898734177215264,False,False,0.2500000000000068,0.2183544303797464,0.2500000000000068
CENTRAL,reference_validation,,2025-04-29 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2025-04-29 18:50:00+00:00,2025-04-29 18:55:00+00:00,2025-04-29 19:00:00+00:00,2025-04-29 19:15:00+00:00,FAILED_BREAK,149.72,146.77,2.9499999999999886,5.0,5.0,0.03050847457627246,-0.16949152542372756,0.12542372881356134,2,0.054237288135592275,-0.04576271186440773,0.18644067796610628,0.016949152542376802,0.023728813559319814,0.132203389830514,0.01355932203389566,False,False,0.22033898305085023,0.16610169491525795,0.22033898305085023
CENTRAL,reference_validation,,2025-05-04 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2025-05-04 18:00:00+00:00,2025-05-04 18:00:00+00:00,2025-05-04 18:05:00+00:00,2025-05-04 18:15:00+00:00,FAILED_BREAK,147.3,145.42,1.880000000000024,0.0,0.0,0.13297872340425362,-0.06702127659574639,0.122340425531923,1,0.047872340425517995,-0.05212765957448201,0.18085106382977162,0.01595744680851104,0.0797872340425552,0.05319148936169842,0.03191489361700696,False,False,0.2606382978723268,0.2127659574468088,0.2606382978723268
CENTRAL,reference_validation,,2025-05-20 18:00:00+00:00,PARENT,TRIGGERED_E40_RECOVERY,2025-05-20 19:55:00+00:00,2025-05-20 19:55:00+00:00,2025-05-20 20:00:00+00:00,2025-05-21 03:10:00+00:00,TARGET,168.22,164.4,3.819999999999993,0.0,,-0.02879581151832079,-0.2287958115183208,0.07329842931937215,0,-0.19109947643978825,-0.2910994764397883,0.0,-0.30890052356021175,0.16492146596858548,0.02617801047120275,0.11780104712042352,False,False,0.22774869109947804,0.4188481675392663,0.22774869109947804
CENTRAL,reference_validation,,2025-06-22 18:00:00+00:00,PARENT,TRIGGERED_E40_RECOVERY,2025-06-22 22:35:00+00:00,2025-06-22 22:40:00+00:00,2025-06-22 22:45:00+00:00,2025-06-23 00:45:00+00:00,TARGET,131.42,126.41,5.009999999999991,5.0,5.0,0.15169660678643127,-0.048303393213568746,0.09181636726546515,2,0.049900199600798494,-0.05009980039920151,0.16966067864271941,0.033932135728546156,0.10179640718563278,0.01796407185628814,0.01596806387225234,False,False,0.20159680638722977,0.15169660678643127,0.20159680638722977
CENTRAL,reference_validation,,2025-07-06 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2025-07-06 21:30:00+00:00,2025-07-06 21:30:00+00:00,2025-07-06 21:35:00+00:00,2025-07-07 01:10:00+00:00,REFERENCE_INVALIDATION,153.2,150.6,2.5999999999999943,0.0,,-0.19999999999999343,-0.39999999999999347,0.2269230769230678,0,-0.053846153846148714,-0.15384615384614872,0.030769230769235646,-0.2192307692307671,0.15000000000000602,0.08461538461538436,0.015384615384612357,False,False,0.30769230769231276,0.3615384615384615,0.30769230769231276
CENTRAL,reference_validation,,2025-07-19 18:00:00+00:00,PARENT,TRIGGERED_E40_RECOVERY,2025-07-19 19:40:00+00:00,2025-07-19 20:55:00+00:00,2025-07-19 21:00:00+00:00,2025-07-20 01:05:00+00:00,TARGET,177.87,174.73,3.140000000000015,75.0,,-0.1433121019108328,-0.34331210191083283,0.4554140127388535,2,-0.35031847133757615,-0.4503184713375762,-0.02547770700637329,-0.35031847133757615,0.2070063694267434,0.11783439490445949,0.0,False,False,0.23885350318471224,0.5891719745222884,0.23885350318471224
CENTRAL,reference_validation,,2025-08-09 18:00:00+00:00,PARENT,TRIGGERED_E40_RECOVERY,2025-08-09 18:25:00+00:00,2025-08-09 19:10:00+00:00,2025-08-09 19:15:00+00:00,2025-08-09 20:40:00+00:00,TARGET,181.9,178.79,3.1100000000000136,45.0,,0.1125401929260427,-0.08745980707395731,0.2186495176848887,4,0.0868167202572285,-0.013183279742771503,0.19614147909967283,0.07395498392282597,0.0257234726688142,0.08360128617363015,0.012861736334402529,False,False,0.2411575562700954,0.1543408360128669,0.2411575562700954
CENTRAL,reference_validation,,2025-08-16 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2025-08-16 23:45:00+00:00,2025-08-16 23:50:00+00:00,2025-08-16 23:55:00+00:00,2025-08-17 00:10:00+00:00,FAILED_BREAK,189.39,186.82,2.569999999999993,5.0,5.0,0.13618677042802477,-0.06381322957197524,0.15175097276264102,2,0.05058365758755806,-0.049416342412441944,0.1439688715953329,0.04280155642023888,0.0817120622568016,0.011673151750973236,0.007782101167319177,False,False,0.23735408560311877,0.1867704280155607,0.23735408560311877
CENTRAL,reference_validation,,2025-08-28 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2025-08-29 00:15:00+00:00,2025-08-29 00:25:00+00:00,2025-08-29 00:30:00+00:00,2025-08-29 05:55:00+00:00,TIME,215.97,207.03,8.939999999999998,10.0,,0.14876957494407303,-0.05123042505592698,0.1565995525727076,1,-0.08389261744966445,-0.18389261744966445,0.17337807606264113,-0.09395973154362457,0.23266219239373748,0.02460850111856811,0.010067114093960116,False,False,0.221476510067113,0.30536912751677747,0.221476510067113
CENTRAL,reference_validation,,2025-09-02 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2025-09-02 18:50:00+00:00,2025-09-02 19:05:00+00:00,2025-09-02 19:10:00+00:00,2025-09-02 19:25:00+00:00,FAILED_BREAK,205.32,199.37,5.949999999999989,15.0,15.0,0.1613445378151277,-0.03865546218487231,0.12941176470587953,4,0.02352941176470841,-0.0764705882352916,0.17983193277310844,0.02016806722689156,0.1378151260504193,0.018487394957980744,0.0033613445378168523,False,False,0.28067226890756625,0.25714285714285784,0.28067226890756625
CENTRAL,reference_validation,,2025-10-04 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2025-10-05 02:30:00+00:00,2025-10-05 02:30:00+00:00,2025-10-05 02:35:00+00:00,2025-10-05 02:45:00+00:00,FAILED_BREAK,229.4,224.0,5.400000000000006,0.0,0.0,0.26296296296296034,0.06296296296296033,0.25740740740740986,1,0.09814814814814826,-0.0018518518518517435,0.28333333333333327,0.06851851851851928,0.1648148148148121,0.020370370370372877,0.029629629629628968,True,False,0.36296296296296404,0.2648148148148158,0.36296296296296404
CENTRAL,reference_validation,,2025-10-05 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2025-10-06 02:45:00+00:00,2025-10-06 02:45:00+00:00,2025-10-06 02:50:00+00:00,2025-10-06 03:05:00+00:00,FAILED_BREAK,231.92,228.21,3.70999999999998,0.0,0.0,0.06738544474393568,-0.13261455525606433,0.22641509433961712,1,0.05121293800539816,-0.048787061994601845,0.17520215633423428,-0.0512129380053905,0.016172506738537512,0.10781671159029861,0.10242587601078866,False,False,0.28571428571428786,0.2345013477088897,0.28571428571428786
CENTRAL,reference_validation,,2025-10-23 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2025-10-24 00:50:00+00:00,2025-10-24 04:30:00+00:00,2025-10-24 04:35:00+00:00,2025-10-24 05:55:00+00:00,TIME,193.44,188.0,5.439999999999998,220.0,,0.1452205882352927,-0.0547794117647073,0.5055147058823531,1,0.05882352941176348,-0.04117647058823653,0.20404411764706143,0.0,0.08639705882352924,0.0588235294117687,0.05882352941176348,False,False,0.21139705882353055,0.15257352941176708,0.21139705882353055
CENTRAL,reference_validation,,2025-11-02 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2025-11-02 21:20:00+00:00,2025-11-02 21:50:00+00:00,2025-11-02 21:55:00+00:00,2025-11-02 22:05:00+00:00,FAILED_BREAK,185.27,181.91,3.3600000000000136,30.0,15.0,0.1339285714285675,-0.0660714285714325,0.11309523809524474,4,0.03571428571427846,-0.06428571428572155,0.13690476190475526,0.01785714285714346,0.10119047619047679,0.0,0.017857142857135,False,False,0.20238095238094514,0.16666666666666669,0.20238095238094514
CENTRAL,reference_validation,,2026-01-11 18:00:00+00:00,PARENT,TRIGGERED_E40_RECOVERY,2026-01-12 01:05:00+00:00,2026-01-12 02:15:00+00:00,2026-01-12 02:20:00+00:00,2026-01-12 03:10:00+00:00,TARGET,141.65,137.16,4.490000000000009,70.0,,0.12472160356347464,-0.07527839643652537,0.2271714922049016,3,0.040089086859689635,-0.05991091314031037,0.13363028953229245,0.013363028953229878,0.0824053452115758,0.011135857461027009,0.026726057906459755,False,False,0.24053452115812515,0.20044543429843553,0.24053452115812515
CENTRAL,reference_validation,,2026-01-17 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2026-01-17 19:30:00+00:00,2026-01-17 19:35:00+00:00,2026-01-17 19:40:00+00:00,2026-01-17 19:55:00+00:00,FAILED_BREAK,144.29,143.52,0.7699999999999818,5.0,5.0,0.1038961038961226,-0.09610389610387741,0.35064935064933533,2,0.025974025974039874,-0.07402597402596013,0.19480519480520678,0.0,0.07792207792208272,0.0909090909090842,0.025974025974039874,False,False,0.22077922077924667,0.1948051948052068,0.22077922077924667
CENTRAL,reference_validation,,2026-02-14 18:00:00+00:00,PARENT,TRIGGERED_E40_RECOVERY,2026-02-14 21:05:00+00:00,2026-02-14 22:40:00+00:00,2026-02-14 22:45:00+00:00,2026-02-15 04:10:00+00:00,TARGET,88.42,86.32,2.1000000000000085,95.0,,0.052380952380951896,-0.14761904761904812,0.5714285714285705,2,0.05714285714285908,-0.04285714285714093,0.10476190476190379,0.01428571428571477,0.004761904761907179,0.047619047619044716,0.03809523809523713,False,False,0.2047619047619004,0.14761904761904132,0.2047619047619004
CENTRAL,reference_validation,,2026-02-25 18:00:00+00:00,PARENT,TRIGGERED_E40_RECOVERY,2026-02-25 18:25:00+00:00,2026-02-25 20:50:00+00:00,2026-02-25 20:55:00+00:00,2026-02-25 21:35:00+00:00,TARGET,88.92,83.75,5.170000000000002,145.0,,0.16247582205029074,-0.037524177949709275,0.1315280464216647,20,0.08123791102514537,-0.018762088974854638,0.17021276595744586,0.06769825918761976,0.08123791102514537,0.007736943907155131,0.013539651837525602,False,False,0.22437137330754278,0.14313346228239743,0.22437137330754278
CENTRAL,reference_validation,,2026-03-08 18:00:00+00:00,PARENT,TRIGGERED_E40_RECOVERY,2026-03-08 19:20:00+00:00,2026-03-08 19:45:00+00:00,2026-03-08 19:50:00+00:00,2026-03-08 20:35:00+00:00,TARGET,82.36,81.29,1.0699999999999932,25.0,,0.0747663551401858,-0.1252336448598142,0.26168224299065695,4,-0.03738317757009954,-0.13738317757009955,0.0747663551401858,-0.12149532710280027,0.10280373831777041,0.009345794392514924,0.08411214953270073,False,False,0.2429906542056138,0.28037383177571334,0.2429906542056138
CENTRAL,reference_validation,,2026-04-11 18:00:00+00:00,PARENT,TRIGGERED_E40_RECOVERY,2026-04-11 18:35:00+00:00,2026-04-11 18:35:00+00:00,2026-04-11 18:40:00+00:00,2026-04-11 19:15:00+00:00,TARGET,85.35,83.98,1.3699999999999903,0.0,0.0,0.10948905109489543,-0.09051094890510458,0.16788321167882583,1,0.05109489051095466,-0.04890510948904535,0.1459854014598571,0.0,0.05839416058394077,0.03649635036496169,0.05109489051095466,False,False,0.3138686131386933,0.2627737226277386,0.3138686131386933
CENTRAL,reference_validation,,2026-04-24 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2026-04-24 20:30:00+00:00,2026-04-24 20:35:00+00:00,2026-04-24 20:40:00+00:00,2026-04-24 21:15:00+00:00,FAILED_BREAK,86.56,85.46,1.1000000000000083,5.0,0.0,0.18181818181818302,-0.018181818181816994,0.29090909090909545,1,0.0818181818181843,-0.018181818181815704,0.18181818181818302,0.07272727272727063,0.09999999999999873,0.0,0.009090909090913674,False,False,0.3272727272727243,0.24545454545453999,0.3272727272727243
CENTRAL,reference_validation,,2026-05-18 18:00:00+00:00,PARENT,TRIGGERED_E40_RECOVERY,2026-05-18 19:00:00+00:00,2026-05-18 19:00:00+00:00,2026-05-18 19:05:00+00:00,2026-05-18 19:50:00+00:00,TARGET,84.66,83.55,1.1099999999999994,0.0,,-0.03603603603602888,-0.2360360360360289,1.0990990990990985,0,-0.09009009009008502,-0.19009009009008504,0.07207207207207057,-0.3693693693693665,0.05405405405405613,0.10810810810809945,0.2792792792792815,False,False,0.22522522522522534,0.3153153153153104,0.22522522522522534
CENTRAL,reference_validation,,2026-05-30 18:00:00+00:00,PARENT,TRIGGERED_E40_RECOVERY,2026-05-30 18:00:00+00:00,2026-05-31 01:35:00+00:00,2026-05-31 01:40:00+00:00,2026-05-31 02:15:00+00:00,TARGET,83.03,82.4,0.6299999999999955,455.0,,0.04761904761904977,-0.15238095238095023,1.0,7,-0.09523809523809953,-0.19523809523809954,0.06349206349205132,-0.1269841269841252,0.1428571428571493,0.01587301587300155,0.03174603174602566,False,False,0.23809523809524882,0.33333333333334836,0.23809523809524882
CENTRAL,reference_validation,,2026-05-31 18:00:00+00:00,PARENT,TRIGGERED_TRUE_STALLER,2026-05-31 23:00:00+00:00,2026-06-01 00:30:00+00:00,2026-06-01 00:35:00+00:00,2026-06-01 05:55:00+00:00,TIME,82.73,81.38,1.3500000000000083,90.0,,0.08888888888888119,-0.11111111111111882,0.6148148148148098,2,0.08888888888888119,-0.011111111111118815,0.15555555555554998,0.044444444444445855,0.007407407407411151,0.05925925925925763,0.04444444444443533,False,False,0.25925925925925347,0.17037037037037228,0.25925925925925347
