rule,source_tf,family,side_type,mode,signal_i,signal_ts,side,level,instance,week,entry_ts,exit_ts,entry,tp,sl,reason,net_ret,hours,WIN,event_key,p_hold,route,partition
H4|R12_HIGH|RESISTANCE|HOLD,H4,R12_HIGH,RESISTANCE,HOLD,10388,2021-03-08 20:00:00+00:00,SHORT,51870.36,H4|R12_HIGH|2021-03-08T00:00:00+00:00,2021-W10,2021-03-08 21:00:00+00:00,2021-03-08 23:00:00+00:00,51821.67,51225.720795,52262.154194999996,SL,-0.009999999999999952,3,0,H4|R12_HIGH|SHORT|H4|R12_HIGH|2021-03-08T00:00:00+00:00,0.5808676322345899,LEVEL_SURVIVAL_TRIGGER,external
W1|SWING2_HIGH|SUPPORT|HOLD,W1,SWING2_HIGH,SUPPORT,HOLD,10542,2021-03-15 06:00:00+00:00,LONG,58472.14,W1|SWING2_HIGH|2021-02-15T00:00:00+00:00,2021-W11,2021-03-15 07:00:00+00:00,2021-03-15 07:00:00+00:00,58878.0,59555.097,58377.537000000004,SL,-0.009999999999999952,1,0,W1|SWING2_HIGH|LONG|W1|SWING2_HIGH|2021-02-15T00:00:00+00:00,0.5904210871217469,LEVEL_SURVIVAL_TRIGGER,external
H1|SWING2_LOW|SUPPORT|HOLD,H1,SWING2_LOW,SUPPORT,HOLD,10706,2021-03-22 02:00:00+00:00,LONG,56761.83,H1|SWING2_LOW|2021-03-21T16:00:00+00:00,2021-W12,2021-03-22 03:00:00+00:00,2021-03-22 03:00:00+00:00,57015.09,57670.763535,56530.461735,TP,0.010000000000000066,1,1,H1|SWING2_LOW|LONG|H1|SWING2_LOW|2021-03-21T16:00:00+00:00,0.5631157414618723,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_LOW|SUPPORT|HOLD,H1,PREV_LOW,SUPPORT,HOLD,10883,2021-03-29 11:00:00+00:00,LONG,57810.0,H1|PREV_LOW|2021-03-29T10:00:00+00:00,2021-W13,2021-03-29 12:00:00+00:00,2021-03-29 15:00:00+00:00,57892.33,58558.09179500001,57400.245195,SL,-0.009999999999999952,4,0,H1|PREV_LOW|LONG|H1|PREV_LOW|2021-03-29T10:00:00+00:00,0.582079400979969,LEVEL_SURVIVAL_TRIGGER,external
H4|PREV_LOW|RESISTANCE|HOLD,H4,PREV_LOW,RESISTANCE,HOLD,11041,2021-04-05 01:00:00+00:00,SHORT,57901.0,H4|PREV_LOW|2021-04-04T20:00:00+00:00,2021-W14,2021-04-05 02:00:00+00:00,2021-04-05 05:00:00+00:00,57863.96,57198.52446,58355.80366,TP,0.009999999999999955,4,1,H4|PREV_LOW|SHORT|H4|PREV_LOW|2021-04-04T20:00:00+00:00,0.5810244453109586,LEVEL_SURVIVAL_TRIGGER,external
H4|R3_HIGH|SUPPORT|HOLD,H4,R3_HIGH,SUPPORT,HOLD,11211,2021-04-12 03:00:00+00:00,LONG,60328.72,H4|R3_HIGH|2021-04-11T16:00:00+00:00,2021-W15,2021-04-12 04:00:00+00:00,2021-04-12 07:00:00+00:00,60449.94,61145.114310000004,59936.11551,TP,0.010000000000000066,4,1,H4|R3_HIGH|LONG|H4|R3_HIGH|2021-04-11T16:00:00+00:00,0.5805992725160781,LEVEL_SURVIVAL_TRIGGER,external
D1|PREV_LOW|SUPPORT|HOLD,D1,PREV_LOW,SUPPORT,HOLD,11402,2021-04-20 02:00:00+00:00,LONG,54200.0,D1|PREV_LOW|2021-04-19T00:00:00+00:00,2021-W16,2021-04-20 03:00:00+00:00,2021-04-20 04:00:00+00:00,54226.43,54850.033945,53765.505345000005,TP,0.010000000000000066,2,1,D1|PREV_LOW|LONG|D1|PREV_LOW|2021-04-19T00:00:00+00:00,0.5836310632082661,LEVEL_SURVIVAL_TRIGGER,external
D1|PREV_HIGH|RESISTANCE|HOLD,D1,PREV_HIGH,RESISTANCE,HOLD,11593,2021-04-28 01:00:00+00:00,SHORT,55500.0,D1|PREV_HIGH|2021-04-27T00:00:00+00:00,2021-W17,2021-04-28 02:00:00+00:00,2021-04-28 03:00:00+00:00,55481.63,54843.591255,55953.223855,TP,0.009999999999999955,2,1,D1|PREV_HIGH|SHORT|D1|PREV_HIGH|2021-04-27T00:00:00+00:00,0.5705901032072973,LEVEL_SURVIVAL_TRIGGER,external
D1|R12_HIGH|SUPPORT|HOLD,D1,R12_HIGH,SUPPORT,HOLD,11719,2021-05-03 07:00:00+00:00,LONG,58488.17,D1|R12_HIGH|2021-05-01T00:00:00+00:00,2021-W18,2021-05-03 08:00:00+00:00,2021-05-03 09:00:00+00:00,58847.37,59524.11475500001,58347.167355000005,SL,-0.009999999999999952,2,0,D1|R12_HIGH|LONG|D1|R12_HIGH|2021-05-01T00:00:00+00:00,0.5912224926897267,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_LOW|SUPPORT|HOLD,H1,PREV_LOW,SUPPORT,HOLD,11907,2021-05-11 03:00:00+00:00,LONG,54577.07,H1|PREV_LOW|2021-05-11T02:00:00+00:00,2021-W19,2021-05-11 04:00:00+00:00,2021-05-11 05:00:00+00:00,55197.6,55832.3724,54728.4204,SL,-0.009999999999999952,2,0,H1|PREV_LOW|LONG|H1|PREV_LOW|2021-05-11T02:00:00+00:00,0.5723564081914393,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_HIGH|RESISTANCE|HOLD,H1,PREV_HIGH,RESISTANCE,HOLD,12267,2021-05-26 03:00:00+00:00,SHORT,39613.0,H1|PREV_HIGH|2021-05-26T02:00:00+00:00,2021-W21,2021-05-26 04:00:00+00:00,2021-05-26 04:00:00+00:00,39495.04,39040.84704,39830.747839999996,TP,0.009999999999999955,1,1,H1|PREV_HIGH|SHORT|H1|PREV_HIGH|2021-05-26T02:00:00+00:00,0.6028324016404348,LEVEL_SURVIVAL_TRIGGER,external
H4|PREV_HIGH|RESISTANCE|HOLD,H4,PREV_HIGH,RESISTANCE,HOLD,12407,2021-05-31 23:00:00+00:00,SHORT,37444.0,H4|PREV_HIGH|2021-05-31T16:00:00+00:00,2021-W22,2021-06-01 00:00:00+00:00,2021-06-01 00:00:00+00:00,37244.36,36816.04986,37560.93706,SL,-0.009999999999999952,1,0,H4|PREV_HIGH|SHORT|H4|PREV_HIGH|2021-05-31T16:00:00+00:00,0.5728017795036753,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_HIGH|RESISTANCE|HOLD,H1,PREV_HIGH,RESISTANCE,HOLD,12607,2021-06-09 07:00:00+00:00,SHORT,34347.1,H1|PREV_HIGH|2021-06-09T06:00:00+00:00,2021-W23,2021-06-09 08:00:00+00:00,2021-06-09 10:00:00+00:00,34143.5,33750.84975,34433.71975,SL,-0.009999999999999952,3,0,H1|PREV_HIGH|SHORT|H1|PREV_HIGH|2021-06-09T06:00:00+00:00,0.5823588249771642,LEVEL_SURVIVAL_TRIGGER,external
H4|PREV_LOW|SUPPORT|HOLD,H4,PREV_LOW,SUPPORT,HOLD,12791,2021-06-16 23:00:00+00:00,LONG,38270.0,H4|PREV_LOW|2021-06-16T16:00:00+00:00,2021-W24,2021-06-17 00:00:00+00:00,2021-06-17 02:00:00+00:00,38344.97,38785.93715500001,38019.037755000005,TP,0.010000000000000066,3,1,H4|PREV_LOW|LONG|H4|PREV_LOW|2021-06-16T16:00:00+00:00,0.5671393268247191,LEVEL_SURVIVAL_TRIGGER,external
D1|PREV_HIGH|RESISTANCE|HOLD,D1,PREV_HIGH,RESISTANCE,HOLD,12978,2021-06-24 18:00:00+00:00,SHORT,34867.77,D1|PREV_HIGH|2021-06-23T00:00:00+00:00,2021-W25,2021-06-24 19:00:00+00:00,2021-06-25 01:00:00+00:00,34862.26,34461.34401,35158.58921,TP,0.010000000000000066,7,1,D1|PREV_HIGH|SHORT|D1|PREV_HIGH|2021-06-23T00:00:00+00:00,0.5718296624201896,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_LOW|SUPPORT|HOLD,H1,PREV_LOW,SUPPORT,HOLD,13058,2021-06-28 02:00:00+00:00,LONG,34250.0,H1|PREV_LOW|2021-06-28T01:00:00+00:00,2021-W26,2021-06-28 03:00:00+00:00,2021-06-28 06:00:00+00:00,34396.72,34792.28228000001,34104.34788,TP,0.010000000000000066,4,1,H1|PREV_LOW|LONG|H1|PREV_LOW|2021-06-28T01:00:00+00:00,0.5688293628967508,LEVEL_SURVIVAL_TRIGGER,external
D1|PREV_HIGH|RESISTANCE|HOLD,D1,PREV_HIGH,RESISTANCE,HOLD,13341,2021-07-09 21:00:00+00:00,SHORT,33910.0,D1|PREV_HIGH|2021-07-08T00:00:00+00:00,2021-W27,2021-07-09 22:00:00+00:00,2021-07-10 00:00:00+00:00,33864.01,33474.573885000005,34151.854085,SL,-0.009999999999999952,3,0,D1|PREV_HIGH|SHORT|D1|PREV_HIGH|2021-07-08T00:00:00+00:00,0.5726715489790621,LEVEL_SURVIVAL_TRIGGER,external
H4|SWING2_HIGH|RESISTANCE|HOLD,H4,SWING2_HIGH,RESISTANCE,HOLD,13392,2021-07-12 00:00:00+00:00,SHORT,34190.0,H4|SWING2_HIGH|2021-07-10T16:00:00+00:00,2021-W28,2021-07-12 01:00:00+00:00,2021-07-12 03:00:00+00:00,34159.94,33767.10069000001,34450.29949,SL,-0.009999999999999952,3,0,H4|SWING2_HIGH|SHORT|H4|SWING2_HIGH|2021-07-10T16:00:00+00:00,0.5827042054546502,LEVEL_SURVIVAL_TRIGGER,external
H4|R3_LOW|RESISTANCE|HOLD,H4,R3_LOW,RESISTANCE,HOLD,13569,2021-07-19 09:00:00+00:00,SHORT,31401.0,H4|R3_LOW|2021-07-18T20:00:00+00:00,2021-W29,2021-07-19 10:00:00+00:00,2021-07-19 12:00:00+00:00,31376.13,31015.304505000004,31642.827105,TP,0.009999999999999955,3,1,H4|R3_LOW|SHORT|H4|R3_LOW|2021-07-18T20:00:00+00:00,0.5816088206713803,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_HIGH|SUPPORT|HOLD,H1,PREV_HIGH,SUPPORT,HOLD,13743,2021-07-26 15:00:00+00:00,LONG,38500.0,H1|PREV_HIGH|2021-07-26T14:00:00+00:00,2021-W30,2021-07-26 16:00:00+00:00,2021-07-26 16:00:00+00:00,38536.93,38980.104695,38209.366095000005,TP,0.010000000000000066,1,1,H1|PREV_HIGH|LONG|H1|PREV_HIGH|2021-07-26T14:00:00+00:00,0.5669469811909553,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_HIGH|RESISTANCE|HOLD,H1,PREV_HIGH,RESISTANCE,HOLD,13899,2021-08-02 03:00:00+00:00,SHORT,39877.0,H1|PREV_HIGH|2021-08-02T02:00:00+00:00,2021-W31,2021-08-02 04:00:00+00:00,2021-08-02 06:00:00+00:00,39783.67,39326.157795,40121.831195,SL,-0.009999999999999952,3,0,H1|PREV_HIGH|SHORT|H1|PREV_HIGH|2021-08-02T02:00:00+00:00,0.5643237871148948,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_OPEN|SUPPORT|HOLD,H1,PREV_OPEN,SUPPORT,HOLD,14076,2021-08-09 12:00:00+00:00,LONG,45648.1,H1|PREV_OPEN|2021-08-09T11:00:00+00:00,2021-W32,2021-08-09 13:00:00+00:00,2021-08-09 13:00:00+00:00,45690.92,46216.36558,45302.54718,SL,-0.009999999999999952,1,0,H1|PREV_OPEN|LONG|H1|PREV_OPEN|2021-08-09T11:00:00+00:00,0.5676902369237525,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_HIGH|SUPPORT|HOLD,H1,PREV_HIGH,SUPPORT,HOLD,14402,2021-08-23 02:00:00+00:00,LONG,49990.0,H1|PREV_HIGH|2021-08-23T01:00:00+00:00,2021-W34,2021-08-23 03:00:00+00:00,2021-08-23 15:00:00+00:00,50092.96,50669.02904,49667.16984,SL,-0.009999999999999952,13,0,H1|PREV_HIGH|LONG|H1|PREV_HIGH|2021-08-23T01:00:00+00:00,0.6000654813880153,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_OPEN|RESISTANCE|HOLD,H1,PREV_OPEN,RESISTANCE,HOLD,14575,2021-08-30 07:00:00+00:00,SHORT,48023.64,H1|PREV_OPEN|2021-08-30T06:00:00+00:00,2021-W35,2021-08-30 08:00:00+00:00,2021-08-30 13:00:00+00:00,47981.01,47429.228385,48388.848585,TP,0.009999999999999955,6,1,H1|PREV_OPEN|SHORT|H1|PREV_OPEN|2021-08-30T06:00:00+00:00,0.5631422588722128,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_LOW|SUPPORT|HOLD,H1,PREV_LOW,SUPPORT,HOLD,14736,2021-09-06 00:00:00+00:00,LONG,51637.8,H1|PREV_LOW|2021-09-05T23:00:00+00:00,2021-W36,2021-09-06 01:00:00+00:00,2021-09-06 11:00:00+00:00,51774.62,52370.028130000006,51334.53573,SL,-0.009999999999999952,11,0,H1|PREV_LOW|LONG|H1|PREV_LOW|2021-09-05T23:00:00+00:00,0.5855599708459204,LEVEL_SURVIVAL_TRIGGER,external
H1|R6_LOW|SUPPORT|HOLD,H1,R6_LOW,SUPPORT,HOLD,14908,2021-09-13 04:00:00+00:00,LONG,44558.0,H1|R6_LOW|2021-09-13T03:00:00+00:00,2021-W37,2021-09-13 05:00:00+00:00,2021-09-13 05:00:00+00:00,44738.67,45253.164705,44358.391305,SL,-0.010000000000000063,1,0,H1|R6_LOW|LONG|H1|R6_LOW|2021-09-13T03:00:00+00:00,0.5763046837852104,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_OPEN|RESISTANCE|HOLD,H1,PREV_OPEN,RESISTANCE,HOLD,15072,2021-09-20 00:00:00+00:00,SHORT,47052.5,H1|PREV_OPEN|2021-09-19T23:00:00+00:00,2021-W38,2021-09-20 01:00:00+00:00,2021-09-20 02:00:00+00:00,46998.36,46457.878860000004,47397.846059999996,TP,0.009999999999999955,2,1,H1|PREV_OPEN|SHORT|H1|PREV_OPEN|2021-09-19T23:00:00+00:00,0.586742428317808,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_HIGH|RESISTANCE|HOLD,H1,PREV_HIGH,RESISTANCE,HOLD,15242,2021-09-27 02:00:00+00:00,SHORT,44300.0,H1|PREV_HIGH|2021-09-27T01:00:00+00:00,2021-W39,2021-09-27 03:00:00+00:00,2021-09-27 06:00:00+00:00,44157.83,43650.014955000006,44533.171555,TP,0.009999999999999955,4,1,H1|PREV_HIGH|SHORT|H1|PREV_HIGH|2021-09-27T01:00:00+00:00,0.5671972251245277,LEVEL_SURVIVAL_TRIGGER,external
H1|R6_LOW|RESISTANCE|HOLD,H1,R6_LOW,RESISTANCE,HOLD,15411,2021-10-04 03:00:00+00:00,SHORT,47549.38,H1|R6_LOW|2021-10-04T02:00:00+00:00,2021-W40,2021-10-04 04:00:00+00:00,2021-10-04 08:00:00+00:00,47457.3,46911.54105000001,47860.68705,SL,-0.009999999999999952,5,0,H1|R6_LOW|SHORT|H1|R6_LOW|2021-10-04T02:00:00+00:00,0.5881616487075596,LEVEL_SURVIVAL_TRIGGER,external
W1|PREV_HIGH|SUPPORT|HOLD,W1,PREV_HIGH,SUPPORT,HOLD,15583,2021-10-11 07:00:00+00:00,LONG,56789.0,W1|PREV_HIGH|2021-10-04T00:00:00+00:00,2021-W41,2021-10-11 08:00:00+00:00,2021-10-11 10:00:00+00:00,56820.0,57473.43,56337.030000000006,SL,-0.00999999999999984,3,0,W1|PREV_HIGH|LONG|W1|PREV_HIGH|2021-10-04T00:00:00+00:00,0.5654207719206376,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_LOW|SUPPORT|HOLD,H1,PREV_LOW,SUPPORT,HOLD,15746,2021-10-18 02:00:00+00:00,LONG,62040.14,H1|PREV_LOW|2021-10-18T01:00:00+00:00,2021-W42,2021-10-18 03:00:00+00:00,2021-10-18 08:00:00+00:00,62152.14,62866.889610000006,61623.84681,SL,-0.009999999999999952,6,0,H1|PREV_LOW|LONG|H1|PREV_LOW|2021-10-18T01:00:00+00:00,0.5668855954612942,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_LOW|SUPPORT|HOLD,H1,PREV_LOW,SUPPORT,HOLD,15914,2021-10-25 02:00:00+00:00,LONG,61719.56,H1|PREV_LOW|2021-10-25T01:00:00+00:00,2021-W43,2021-10-25 03:00:00+00:00,2021-10-25 07:00:00+00:00,61990.0,62702.885,61463.08500000001,TP,0.010000000000000066,5,1,H1|PREV_LOW|LONG|H1|PREV_LOW|2021-10-25T01:00:00+00:00,0.57371024449716,LEVEL_SURVIVAL_TRIGGER,external
H1|R12_LOW|SUPPORT|HOLD,H1,R12_LOW,SUPPORT,HOLD,16163,2021-11-04 11:00:00+00:00,LONG,61344.01,H1|R12_LOW|2021-11-04T09:00:00+00:00,2021-W44,2021-11-04 12:00:00+00:00,2021-11-04 13:00:00+00:00,61511.34,62218.72041,60988.49361,TP,0.010000000000000066,2,1,H1|R12_LOW|LONG|H1|R12_LOW|2021-11-04T09:00:00+00:00,0.566582106017585,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_HIGH|SUPPORT|HOLD,H1,PREV_HIGH,SUPPORT,HOLD,16249,2021-11-08 01:00:00+00:00,LONG,65122.0,H1|PREV_HIGH|2021-11-08T00:00:00+00:00,2021-W45,2021-11-08 02:00:00+00:00,2021-11-08 06:00:00+00:00,65131.71,65880.724665,64578.090465,TP,0.010000000000000066,5,1,H1|PREV_HIGH|LONG|H1|PREV_HIGH|2021-11-08T00:00:00+00:00,0.6656314001942804,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_LOW|SUPPORT|HOLD,H1,PREV_LOW,SUPPORT,HOLD,16419,2021-11-15 03:00:00+00:00,LONG,65709.27,H1|PREV_LOW|2021-11-15T02:00:00+00:00,2021-W46,2021-11-15 04:00:00+00:00,2021-11-15 14:00:00+00:00,65760.19,66516.43218500001,65201.228385,SL,-0.009999999999999952,11,0,H1|PREV_LOW|LONG|H1|PREV_LOW|2021-11-15T02:00:00+00:00,0.5934555300036586,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_HIGH|RESISTANCE|HOLD,H1,PREV_HIGH,RESISTANCE,HOLD,16590,2021-11-22 06:00:00+00:00,SHORT,57473.17,H1|PREV_HIGH|2021-11-22T05:00:00+00:00,2021-W47,2021-11-22 07:00:00+00:00,2021-11-22 09:00:00+00:00,57336.35,56676.981975,57823.708974999994,SL,-0.009999999999999952,3,0,H1|PREV_HIGH|SHORT|H1|PREV_HIGH|2021-11-22T05:00:00+00:00,0.5642379549602594,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_LOW|SUPPORT|HOLD,H1,PREV_LOW,SUPPORT,HOLD,16755,2021-11-29 03:00:00+00:00,LONG,57333.29,H1|PREV_LOW|2021-11-29T02:00:00+00:00,2021-W48,2021-11-29 04:00:00+00:00,2021-11-29 09:00:00+00:00,57407.24,58067.42326,56919.27846,SL,-0.009999999999999952,6,0,H1|PREV_LOW|LONG|H1|PREV_LOW|2021-11-29T02:00:00+00:00,0.571515325544754,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_OPEN|RESISTANCE|HOLD,H1,PREV_OPEN,RESISTANCE,HOLD,16944,2021-12-07 00:00:00+00:00,SHORT,50729.79,H1|PREV_OPEN|2021-12-06T23:00:00+00:00,2021-W49,2021-12-07 01:00:00+00:00,2021-12-07 01:00:00+00:00,50612.99,50030.940615,51043.20041499999,SL,-0.009999999999999952,1,0,H1|PREV_OPEN|SHORT|H1|PREV_OPEN|2021-12-06T23:00:00+00:00,0.5666115059784711,LEVEL_SURVIVAL_TRIGGER,external
D1|PREV_HIGH|RESISTANCE|HOLD,D1,PREV_HIGH,RESISTANCE,HOLD,17144,2021-12-15 08:00:00+00:00,SHORT,48657.92,D1|PREV_HIGH|2021-12-14T00:00:00+00:00,2021-W50,2021-12-15 09:00:00+00:00,2021-12-15 12:00:00+00:00,48560.44,48001.994940000004,48973.20374,TP,0.009999999999999955,4,1,D1|PREV_HIGH|SHORT|D1|PREV_HIGH|2021-12-14T00:00:00+00:00,0.5712244421761603,LEVEL_SURVIVAL_TRIGGER,external
D1|PREV_LOW|SUPPORT|HOLD,D1,PREV_LOW,SUPPORT,HOLD,17261,2021-12-20 05:00:00+00:00,LONG,46399.37,D1|PREV_LOW|2021-12-19T00:00:00+00:00,2021-W51,2021-12-20 06:00:00+00:00,2021-12-20 09:00:00+00:00,46432.8,46966.777200000004,46038.12120000001,SL,-0.00999999999999984,4,0,D1|PREV_LOW|LONG|D1|PREV_LOW|2021-12-19T00:00:00+00:00,0.5660739426050224,LEVEL_SURVIVAL_TRIGGER,external
H4|SWING2_HIGH|SUPPORT|HOLD,H4,SWING2_HIGH,SUPPORT,HOLD,43970,2025-01-06 02:00:00+00:00,LONG,98760.9,H4|SWING2_HIGH|2025-01-04T20:00:00+00:00,2025-W02,2025-01-06 03:00:00+00:00,2025-01-06 14:00:00+00:00,98786.6,99922.64590000002,97946.91390000001,TP,0.010000000000000066,12,1,H4|SWING2_HIGH|LONG|H4|SWING2_HIGH|2025-01-04T20:00:00+00:00,0.5901717644815958,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_LOW|RESISTANCE|HOLD,H1,PREV_LOW,RESISTANCE,HOLD,44141,2025-01-13 05:00:00+00:00,SHORT,94145.6,H1|PREV_LOW|2025-01-13T04:00:00+00:00,2025-W03,2025-01-13 06:00:00+00:00,2025-01-13 08:00:00+00:00,94129.1,93046.61535000001,94929.19735,TP,0.009999999999999955,3,1,H1|PREV_LOW|SHORT|H1|PREV_LOW|2025-01-13T04:00:00+00:00,0.5754212020155932,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_LOW|SUPPORT|HOLD,H1,PREV_LOW,SUPPORT,HOLD,44315,2025-01-20 11:00:00+00:00,LONG,107800.3,H1|PREV_LOW|2025-01-20T10:00:00+00:00,2025-W04,2025-01-20 12:00:00+00:00,2025-01-20 12:00:00+00:00,108267.6,109512.67740000002,107347.32540000002,SL,-0.009999999999999952,1,0,H1|PREV_LOW|LONG|H1|PREV_LOW|2025-01-20T10:00:00+00:00,0.5709621935761159,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_LOW|RESISTANCE|HOLD,H1,PREV_LOW,RESISTANCE,HOLD,44473,2025-01-27 01:00:00+00:00,SHORT,101500.0,H1|PREV_LOW|2025-01-27T00:00:00+00:00,2025-W05,2025-01-27 02:00:00+00:00,2025-01-27 05:00:00+00:00,101244.0,100079.694,102104.574,TP,0.009999999999999955,4,1,H1|PREV_LOW|SHORT|H1|PREV_LOW|2025-01-27T00:00:00+00:00,0.6496585603617618,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_HIGH|RESISTANCE|HOLD,H1,PREV_HIGH,RESISTANCE,HOLD,44646,2025-02-03 06:00:00+00:00,SHORT,94249.5,H1|PREV_HIGH|2025-02-03T05:00:00+00:00,2025-W06,2025-02-03 07:00:00+00:00,2025-02-03 07:00:00+00:00,93872.7,92793.16395,94670.61795,SL,-0.009999999999999952,1,0,H1|PREV_HIGH|SHORT|H1|PREV_HIGH|2025-02-03T05:00:00+00:00,0.581663508523389,LEVEL_SURVIVAL_TRIGGER,reference_validation
D1|PREV_HIGH|SUPPORT|HOLD,D1,PREV_HIGH,SUPPORT,HOLD,44815,2025-02-10 07:00:00+00:00,LONG,97301.7,D1|PREV_HIGH|2025-02-09T00:00:00+00:00,2025-W07,2025-02-10 08:00:00+00:00,2025-02-11 14:00:00+00:00,97386.3,98506.24245,96558.51645000001,SL,-0.009999999999999952,31,0,D1|PREV_HIGH|LONG|D1|PREV_HIGH|2025-02-09T00:00:00+00:00,0.5801912622547637,LEVEL_SURVIVAL_TRIGGER,reference_validation
W1|PREV_OPEN|SUPPORT|HOLD,W1,PREV_OPEN,SUPPORT,HOLD,44977,2025-02-17 01:00:00+00:00,LONG,96423.6,W1|PREV_OPEN|2025-02-10T00:00:00+00:00,2025-W08,2025-02-17 02:00:00+00:00,2025-02-17 15:00:00+00:00,96463.7,97573.03255,95643.75855,SL,-0.009999999999999952,14,0,W1|PREV_OPEN|LONG|W1|PREV_OPEN|2025-02-10T00:00:00+00:00,0.5749408427214323,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|SWING2_HIGH|SUPPORT|HOLD,H1,SWING2_HIGH,SUPPORT,HOLD,45145,2025-02-24 01:00:00+00:00,LONG,95823.5,H1|SWING2_HIGH|2025-02-23T18:00:00+00:00,2025-W09,2025-02-24 02:00:00+00:00,2025-02-24 04:00:00+00:00,95934.2,97037.4433,95118.7593,SL,-0.009999999999999952,3,0,H1|SWING2_HIGH|LONG|H1|SWING2_HIGH|2025-02-23T18:00:00+00:00,0.5653895720477977,LEVEL_SURVIVAL_TRIGGER,reference_validation
W1|SWING2_LOW|RESISTANCE|HOLD,W1,SWING2_LOW,RESISTANCE,HOLD,45385,2025-03-06 01:00:00+00:00,SHORT,91130.3,W1|SWING2_LOW|2025-02-03T00:00:00+00:00,2025-W10,2025-03-06 02:00:00+00:00,2025-03-06 02:00:00+00:00,91003.6,89957.0586,91777.1306,SL,-0.009999999999999952,1,0,W1|SWING2_LOW|SHORT|W1|SWING2_LOW|2025-02-03T00:00:00+00:00,0.574551191914783,LEVEL_SURVIVAL_TRIGGER,reference_validation
W1|PREV_LOW|SUPPORT|HOLD,W1,PREV_LOW,SUPPORT,HOLD,45495,2025-03-10 15:00:00+00:00,LONG,79933.4,W1|PREV_LOW|2025-03-03T00:00:00+00:00,2025-W11,2025-03-10 16:00:00+00:00,2025-03-10 16:00:00+00:00,80009.7,80929.81155,79329.61755,SL,-0.010000000000000063,1,0,W1|PREV_LOW|LONG|W1|PREV_LOW|2025-03-03T00:00:00+00:00,0.565198345635499,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_HIGH|SUPPORT|HOLD,H1,PREV_HIGH,SUPPORT,HOLD,45648,2025-03-17 00:00:00+00:00,LONG,82600.0,H1|PREV_HIGH|2025-03-16T23:00:00+00:00,2025-W12,2025-03-17 01:00:00+00:00,2025-03-17 12:00:00+00:00,83023.9,83978.67485,82318.19685,TP,0.010000000000000066,12,1,H1|PREV_HIGH|LONG|H1|PREV_HIGH|2025-03-16T23:00:00+00:00,0.5719395461805331,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_LOW|RESISTANCE|HOLD,H1,PREV_LOW,RESISTANCE,HOLD,45817,2025-03-24 01:00:00+00:00,SHORT,85827.4,H1|PREV_LOW|2025-03-24T00:00:00+00:00,2025-W13,2025-03-24 02:00:00+00:00,2025-03-24 03:00:00+00:00,85524.9,84541.36365,86251.86164999999,SL,-0.009999999999999952,2,0,H1|PREV_LOW|SHORT|H1|PREV_LOW|2025-03-24T00:00:00+00:00,0.5749579782751596,LEVEL_SURVIVAL_TRIGGER,reference_validation
H4|SWING2_LOW|RESISTANCE|HOLD,H4,SWING2_LOW,RESISTANCE,HOLD,45987,2025-03-31 03:00:00+00:00,SHORT,81601.0,H4|SWING2_LOW|2025-03-29T16:00:00+00:00,2025-W14,2025-03-31 04:00:00+00:00,2025-03-31 05:00:00+00:00,81491.6,80554.44660000001,82184.2786,SL,-0.009999999999999952,2,0,H4|SWING2_LOW|SHORT|H4|SWING2_LOW|2025-03-29T16:00:00+00:00,0.6002303576141345,LEVEL_SURVIVAL_TRIGGER,reference_validation
