n,wins,wr,pf,expectancy,net,max_ls,partition,side,exec_min,ref_min,horizon_min,entry_f,target_ext,stop_f,stress_bps,targets,stops,time_exits,config_id
57,28,0.49122807017543857,0.3630125789929488,-1.0895358605071912,-62.1035440489099,4,development,LONG,0,180,240,0.9,0.1,0.5,0.0,26,19,12,LONG|E0000|R180|X240|F0.90|T0.10|S0.50
57,30,0.5263157894736842,0.36545793351762285,-1.133787088368241,-64.62586403698974,4,development,LONG,0,180,240,0.9,0.1,0.35,0.0,28,15,14,LONG|E0000|R180|X240|F0.90|T0.10|S0.35
57,32,0.5614035087719298,0.3987698175705976,-1.0659661880940474,-60.76007272136071,4,development,LONG,0,180,240,0.9,0.1,0.2,0.0,30,11,16,LONG|E0000|R180|X240|F0.90|T0.10|S0.20
57,24,0.42105263157894735,0.40329254390161007,-1.0972666596105227,-62.54419959779979,5,development,LONG,0,180,240,0.9,0.2,0.5,0.0,22,20,15,LONG|E0000|R180|X240|F0.90|T0.20|S0.50
57,26,0.45614035087719296,0.41296462254432603,-1.132572206125216,-64.55661574913731,5,development,LONG,0,180,240,0.9,0.2,0.35,0.0,24,16,17,LONG|E0000|R180|X240|F0.90|T0.20|S0.35
57,29,0.5087719298245614,0.4943657691627183,-0.9324421298915521,-53.149201403818466,5,development,LONG,0,180,240,0.9,0.2,0.2,0.0,27,11,19,LONG|E0000|R180|X240|F0.90|T0.20|S0.20
57,21,0.3684210526315789,0.47472000634611455,-1.0411992583383367,-59.3483577252852,5,development,LONG,0,180,240,0.9,0.3,0.5,0.0,18,23,16,LONG|E0000|R180|X240|F0.90|T0.30|S0.50
57,23,0.40350877192982454,0.49235965587897296,-1.0508012804626503,-59.89567298637107,5,development,LONG,0,180,240,0.9,0.3,0.35,0.0,20,17,20,LONG|E0000|R180|X240|F0.90|T0.30|S0.35
57,26,0.45614035087719296,0.5742620809969459,-0.8743829389972175,-49.8398275228414,5,development,LONG,0,180,240,0.9,0.3,0.2,0.0,23,12,22,LONG|E0000|R180|X240|F0.90|T0.30|S0.20
62,26,0.41935483870967744,0.351385462987141,-1.1135866628038074,-69.04237309383606,6,development,LONG,0,180,240,0.85,0.1,0.5,0.0,22,25,15,LONG|E0000|R180|X240|F0.85|T0.10|S0.50
62,28,0.45161290322580644,0.34083329795162015,-1.2443402858666206,-77.14909772373048,6,development,LONG,0,180,240,0.85,0.1,0.35,0.0,24,19,19,LONG|E0000|R180|X240|F0.85|T0.10|S0.35
62,30,0.4838709677419355,0.38631230483101525,-1.12598075938072,-69.81080708160465,6,development,LONG,0,180,240,0.85,0.1,0.2,0.0,26,13,23,LONG|E0000|R180|X240|F0.85|T0.10|S0.20
62,24,0.3870967741935484,0.3791942427646375,-1.1048343586548695,-68.4997302366019,7,development,LONG,0,180,240,0.85,0.2,0.5,0.0,19,26,17,LONG|E0000|R180|X240|F0.85|T0.20|S0.50
62,26,0.41935483870967744,0.3749248372534327,-1.2273581289736655,-76.09620399636727,6,development,LONG,0,180,240,0.85,0.2,0.35,0.0,21,20,21,LONG|E0000|R180|X240|F0.85|T0.20|S0.35
62,29,0.46774193548387094,0.4663677732839607,-0.9872654976902404,-61.2104608567949,6,development,LONG,0,180,240,0.85,0.2,0.2,0.0,24,13,25,LONG|E0000|R180|X240|F0.85|T0.20|S0.20
62,21,0.3387096774193548,0.41795362206644043,-1.1054363050272162,-68.5370509116874,7,development,LONG,0,180,240,0.85,0.3,0.5,0.0,15,29,18,LONG|E0000|R180|X240|F0.85|T0.30|S0.50
62,23,0.3709677419354839,0.4211828006414872,-1.2043152926764422,-74.66754814593942,6,development,LONG,0,180,240,0.85,0.3,0.35,0.0,17,21,24,LONG|E0000|R180|X240|F0.85|T0.30|S0.35
62,26,0.41935483870967744,0.5144464466516812,-0.9860155986540042,-61.132967116548265,6,development,LONG,0,180,240,0.85,0.3,0.2,0.0,20,14,28,LONG|E0000|R180|X240|F0.85|T0.30|S0.20
68,28,0.4117647058823529,0.44222429264571556,-0.8679303428601923,-59.01926331449308,6,development,LONG,0,180,240,0.8,0.1,0.5,0.0,24,29,15,LONG|E0000|R180|X240|F0.80|T0.10|S0.50
68,31,0.45588235294117646,0.4320598902610867,-0.9778460330783493,-66.49353024932775,5,development,LONG,0,180,240,0.8,0.1,0.35,0.0,27,22,19,LONG|E0000|R180|X240|F0.80|T0.10|S0.35
68,33,0.4852941176470588,0.47686137203465573,-0.8972636808065698,-61.013930294846745,5,development,LONG,0,180,240,0.8,0.1,0.2,0.0,29,16,23,LONG|E0000|R180|X240|F0.80|T0.10|S0.20
68,27,0.39705882352941174,0.4628561380383385,-0.8565549395948264,-58.245735892448195,8,development,LONG,0,180,240,0.8,0.2,0.5,0.0,21,30,17,LONG|E0000|R180|X240|F0.80|T0.20|S0.50
68,30,0.4411764705882353,0.46176797592418667,-0.9538417537395579,-64.86123925428994,5,development,LONG,0,180,240,0.8,0.2,0.35,0.0,24,23,21,LONG|E0000|R180|X240|F0.80|T0.20|S0.35
68,33,0.4852941176470588,0.5556193440038656,-0.7621815743737119,-51.82834705741241,5,development,LONG,0,180,240,0.8,0.2,0.2,0.0,27,16,25,LONG|E0000|R180|X240|F0.80|T0.20|S0.20
68,24,0.35294117647058826,0.4956999124124104,-0.853529285341195,-58.039991403201256,8,development,LONG,0,180,240,0.8,0.3,0.5,0.0,17,33,18,LONG|E0000|R180|X240|F0.80|T0.30|S0.50
68,27,0.39705882352941174,0.5052368261170035,-0.9241246518402599,-62.84047632513768,6,development,LONG,0,180,240,0.8,0.3,0.35,0.0,20,24,24,LONG|E0000|R180|X240|F0.80|T0.30|S0.35
68,30,0.4411764705882353,0.5974111613962807,-0.7523284681458219,-51.158335833915885,6,development,LONG,0,180,240,0.8,0.3,0.2,0.0,23,17,28,LONG|E0000|R180|X240|F0.80|T0.30|S0.20
68,25,0.36764705882352944,0.560663312173856,-0.6324012190774487,-43.003282897266516,6,development,LONG,0,180,240,0.75,0.1,0.5,0.0,21,33,14,LONG|E0000|R180|X240|F0.75|T0.10|S0.50
68,27,0.39705882352941174,0.4972226576808488,-0.8578908604290345,-58.336578509174345,6,development,LONG,0,180,240,0.75,0.1,0.35,0.0,23,27,18,LONG|E0000|R180|X240|F0.75|T0.10|S0.35
68,30,0.4411764705882353,0.5831248784686341,-0.687092955962685,-46.72232100546258,6,development,LONG,0,180,240,0.75,0.1,0.2,0.0,26,18,24,LONG|E0000|R180|X240|F0.75|T0.10|S0.20
68,24,0.35294117647058826,0.566275582961253,-0.6390114502139076,-43.452778614545714,8,development,LONG,0,180,240,0.75,0.2,0.5,0.0,18,34,16,LONG|E0000|R180|X240|F0.75|T0.20|S0.50
