character_rule,lookback_min,hold_min,trades,wr,net,exp,pf,dd,ls,H1_trades,H1_exp,H1_pf,H2_trades,H2_exp,H2_pf,min_half_exp,positive_anchors,dev_eligible
ALL,60,120,1039,0.4138594802694899,-1124.6795122392032,-1.0824634381513023,0.5915878726473289,1128.1788880145361,20,516,-1.477039653813526,0.5339218798195926,523,-0.6931683573067375,0.6758925253053905,-1.477039653813526,0,False
ALL,60,240,1039,0.4456207892204042,-835.6588476349993,-0.8042914799181899,0.7545739338051821,850.6371915881224,20,516,-1.2408620307406069,0.6869446240793318,523,-0.37356412958479224,0.8563061232498266,-1.2408620307406069,0,False
ALL,60,360,1039,0.4523580365736285,-802.830826890232,-0.7726956947932935,0.8013816451276831,911.4427761308935,17,516,-0.9640456254923058,0.7789501090182331,523,-0.5839068530328914,0.8295559151506822,-0.9640456254923058,0,False
ALL,60,480,1039,0.4793070259865255,-936.9496530910149,-0.901780224341689,0.8087332540371569,992.252795276651,14,516,-1.3975335593347271,0.7468659579106592,523,-0.4126622112319224,0.8947135157716142,-1.3975335593347271,0,False
ALL,120,120,1040,0.41442307692307695,-1115.3718275491656,-1.072472911104967,0.5949678322390333,1118.8712033244983,20,516,-1.477039653813526,0.5339218798195926,524,-0.6740827598881415,0.6842138082907302,-1.477039653813526,0,False
ALL,120,240,1040,0.4461538461538462,-825.849826046566,-0.7940863711986211,0.7574547620145433,840.8281699996891,20,516,-1.2408620307406069,0.6869446240793318,524,-0.3541317140923912,0.8635204713833191,-1.2408620307406069,0,False
ALL,120,360,1040,0.4528846153846154,-802.6400465376869,-0.7717692755170066,0.801428843713606,911.2519957783485,17,516,-0.9640456254923058,0.7789501090182331,524,-0.5824284423352235,0.8296623957090034,-0.9640456254923058,0,False
ALL,120,480,1040,0.4798076923076923,-936.5762870779428,-0.9005541221903296,0.8088094721158314,991.8794292635793,14,516,-1.3975335593347271,0.7468659579106592,524,-0.41116215736874745,0.8948956581554326,-1.3975335593347271,0,False
ALL,180,120,1039,0.4138594802694899,-1117.8887472202598,-1.0759275719155532,0.5940538469605064,1121.3881229955925,20,516,-1.477039653813526,0.5339218798195926,523,-0.6801841029684136,0.6819636245412786,-1.477039653813526,0,False
ALL,180,240,1039,0.4456207892204042,-826.2604838580778,-0.7952458939923752,0.7573341552244438,841.2388278112008,20,516,-1.2408620307406069,0.6869446240793318,523,-0.35559402676085033,0.8632184404020153,-1.2408620307406069,0,False
ALL,180,360,1039,0.45332050048123196,-797.4719567211151,-0.7675379756699857,0.8024548404848901,906.0839059617767,17,516,-0.9640456254923058,0.7789501090182331,523,-0.5736604473558038,0.8320624587719542,-0.9640456254923058,0,False
ALL,180,480,1039,0.480269489894129,-923.8307146554255,-0.8891537195913624,0.8109193641414991,979.1338568410619,14,516,-1.3975335593347271,0.7468659579106592,523,-0.3875781989267804,0.9004947392667122,-1.3975335593347271,0,False
ALL,240,120,1040,0.41442307692307695,-1115.3718275491656,-1.072472911104967,0.5949678322390333,1118.8712033244983,20,516,-1.477039653813526,0.5339218798195926,524,-0.6740827598881415,0.6842138082907302,-1.477039653813526,0,False
ALL,240,240,1040,0.4461538461538462,-825.849826046566,-0.7940863711986211,0.7574547620145433,840.8281699996891,20,516,-1.2408620307406069,0.6869446240793318,524,-0.3541317140923912,0.8635204713833191,-1.2408620307406069,0,False
