partition,horizon_min,from_state,to_state,n,share,from_total_n
development,30,UP_POSITION_BUILD,UP_POSITION_BUILD,240,0.10512483574244415,2283
development,30,UP_POSITION_BUILD,UP_UNWIND_LIKE,48,0.02102496714848883,2283
development,30,UP_UNWIND_LIKE,DELEVERAGING,67,0.1561771561771562,429
development,30,UP_UNWIND_LIKE,DOWN_POSITION_BUILD,1,0.002331002331002331,429
development,30,UP_UNWIND_LIKE,DOWN_UNWIND_LIKE,20,0.046620046620046623,429
development,30,UP_UNWIND_LIKE,EVENT_CONFLICT,4,0.009324009324009324,429
development,30,UP_UNWIND_LIKE,HIGHLOC_BUY_BUILD,22,0.05128205128205128,429
development,30,UP_UNWIND_LIKE,HIGHLOC_BUY_EXHAUSTION_LIKE,8,0.018648018648018648,429
development,30,UP_UNWIND_LIKE,HIGHLOC_SELL_ABSORPTION_LIKE,11,0.02564102564102564,429
development,30,UP_UNWIND_LIKE,HIGHLOC_SELL_UNWIND_LIKE,37,0.08624708624708624,429
development,30,UP_UNWIND_LIKE,NEUTRAL_TRANSITION,157,0.36596736596736595,429
development,30,UP_UNWIND_LIKE,PRESSURE_BUILD,56,0.13053613053613053,429
development,30,UP_UNWIND_LIKE,UP_POSITION_BUILD,36,0.08391608391608392,429
development,30,UP_UNWIND_LIKE,UP_UNWIND_LIKE,10,0.023310023310023312,429
validation_2025,15,DELEVERAGING,DELEVERAGING,501,0.18459837877671334,2714
validation_2025,15,DELEVERAGING,DOWN_POSITION_BUILD,36,0.013264554163596167,2714
validation_2025,15,DELEVERAGING,DOWN_UNWIND_LIKE,138,0.05084745762711865,2714
validation_2025,15,DELEVERAGING,EVENT_CONFLICT,4,0.0014738393515106854,2714
validation_2025,15,DELEVERAGING,HIGHLOC_BUY_BUILD,43,0.015843773028739867,2714
validation_2025,15,DELEVERAGING,HIGHLOC_BUY_EXHAUSTION_LIKE,17,0.006263817243920413,2714
validation_2025,15,DELEVERAGING,HIGHLOC_SELL_ABSORPTION_LIKE,36,0.013264554163596167,2714
validation_2025,15,DELEVERAGING,HIGHLOC_SELL_UNWIND_LIKE,62,0.022844509948415623,2714
validation_2025,15,DELEVERAGING,NEUTRAL_TRANSITION,1313,0.48378776713338245,2714
validation_2025,15,DELEVERAGING,POST_BREAKDOWN_UNWIND_30M,15,0.00552689756816507,2714
validation_2025,15,DELEVERAGING,PRESSURE_BUILD,465,0.17133382461311716,2714
validation_2025,15,DELEVERAGING,UP_POSITION_BUILD,71,0.026160648489314663,2714
validation_2025,15,DELEVERAGING,UP_UNWIND_LIKE,13,0.004789977892409728,2714
validation_2025,15,DOWN_POSITION_BUILD,DELEVERAGING,22,0.11518324607329843,191
validation_2025,15,DOWN_POSITION_BUILD,DOWN_POSITION_BUILD,8,0.041884816753926704,191
validation_2025,15,DOWN_POSITION_BUILD,DOWN_UNWIND_LIKE,18,0.09424083769633508,191
validation_2025,15,DOWN_POSITION_BUILD,EVENT_CONFLICT,1,0.005235602094240838,191
validation_2025,15,DOWN_POSITION_BUILD,HIGHLOC_BUY_BUILD,1,0.005235602094240838,191
validation_2025,15,DOWN_POSITION_BUILD,HIGHLOC_SELL_UNWIND_LIKE,1,0.005235602094240838,191
validation_2025,15,DOWN_POSITION_BUILD,NEUTRAL_TRANSITION,75,0.39267015706806285,191
validation_2025,15,DOWN_POSITION_BUILD,POST_BREAKDOWN_UNWIND_30M,17,0.08900523560209424,191
validation_2025,15,DOWN_POSITION_BUILD,PRESSURE_BUILD,31,0.16230366492146597,191
validation_2025,15,DOWN_POSITION_BUILD,UP_POSITION_BUILD,16,0.08376963350785341,191
validation_2025,15,DOWN_POSITION_BUILD,UP_UNWIND_LIKE,1,0.005235602094240838,191
validation_2025,15,DOWN_UNWIND_LIKE,DELEVERAGING,116,0.14215686274509803,816
validation_2025,15,DOWN_UNWIND_LIKE,DOWN_POSITION_BUILD,45,0.05514705882352941,816
validation_2025,15,DOWN_UNWIND_LIKE,DOWN_UNWIND_LIKE,76,0.09313725490196079,816
validation_2025,15,DOWN_UNWIND_LIKE,EVENT_CONFLICT,5,0.006127450980392157,816
validation_2025,15,DOWN_UNWIND_LIKE,HIGHLOC_BUY_BUILD,18,0.022058823529411766,816
validation_2025,15,DOWN_UNWIND_LIKE,HIGHLOC_BUY_EXHAUSTION_LIKE,5,0.006127450980392157,816
validation_2025,15,DOWN_UNWIND_LIKE,HIGHLOC_SELL_ABSORPTION_LIKE,3,0.003676470588235294,816
validation_2025,15,DOWN_UNWIND_LIKE,HIGHLOC_SELL_UNWIND_LIKE,21,0.025735294117647058,816
validation_2025,15,DOWN_UNWIND_LIKE,NEUTRAL_TRANSITION,296,0.3627450980392157,816
validation_2025,15,DOWN_UNWIND_LIKE,POST_BREAKDOWN_UNWIND_30M,18,0.022058823529411766,816
validation_2025,15,DOWN_UNWIND_LIKE,PRESSURE_BUILD,159,0.1948529411764706,816
validation_2025,15,DOWN_UNWIND_LIKE,UP_POSITION_BUILD,47,0.05759803921568627,816
validation_2025,15,DOWN_UNWIND_LIKE,UP_UNWIND_LIKE,7,0.00857843137254902,816
