partition,horizon_min,from_state,to_state,n,share,from_total_n
validation_2025,15,EVENT_CONFLICT,DELEVERAGING,4,0.2,20
validation_2025,15,EVENT_CONFLICT,DOWN_POSITION_BUILD,1,0.05,20
validation_2025,15,EVENT_CONFLICT,DOWN_UNWIND_LIKE,2,0.1,20
validation_2025,15,EVENT_CONFLICT,HIGHLOC_SELL_UNWIND_LIKE,1,0.05,20
validation_2025,15,EVENT_CONFLICT,NEUTRAL_TRANSITION,3,0.15,20
validation_2025,15,EVENT_CONFLICT,POST_BREAKDOWN_UNWIND_30M,1,0.05,20
validation_2025,15,EVENT_CONFLICT,PRESSURE_BUILD,4,0.2,20
validation_2025,15,EVENT_CONFLICT,UP_POSITION_BUILD,3,0.15,20
validation_2025,15,EVENT_CONFLICT,UP_UNWIND_LIKE,1,0.05,20
validation_2025,15,HIGHLOC_BUY_BUILD,DELEVERAGING,78,0.04498269896193772,1734
validation_2025,15,HIGHLOC_BUY_BUILD,DOWN_UNWIND_LIKE,26,0.014994232987312572,1734
validation_2025,15,HIGHLOC_BUY_BUILD,EVENT_CONFLICT,1,0.0005767012687427913,1734
validation_2025,15,HIGHLOC_BUY_BUILD,HIGHLOC_BUY_BUILD,268,0.15455594002306805,1734
validation_2025,15,HIGHLOC_BUY_BUILD,HIGHLOC_BUY_EXHAUSTION_LIKE,137,0.0790080738177624,1734
validation_2025,15,HIGHLOC_BUY_BUILD,HIGHLOC_SELL_ABSORPTION_LIKE,72,0.04152249134948097,1734
validation_2025,15,HIGHLOC_BUY_BUILD,HIGHLOC_SELL_UNWIND_LIKE,183,0.10553633217993079,1734
validation_2025,15,HIGHLOC_BUY_BUILD,NEUTRAL_TRANSITION,781,0.45040369088811993,1734
validation_2025,15,HIGHLOC_BUY_BUILD,PRESSURE_BUILD,40,0.02306805074971165,1734
validation_2025,15,HIGHLOC_BUY_BUILD,UP_POSITION_BUILD,123,0.07093425605536333,1734
validation_2025,15,HIGHLOC_BUY_BUILD,UP_UNWIND_LIKE,25,0.01441753171856978,1734
validation_2025,15,HIGHLOC_BUY_EXHAUSTION_LIKE,DELEVERAGING,38,0.0581039755351682,654
validation_2025,15,HIGHLOC_BUY_EXHAUSTION_LIKE,DOWN_UNWIND_LIKE,10,0.01529051987767584,654
validation_2025,15,HIGHLOC_BUY_EXHAUSTION_LIKE,HIGHLOC_BUY_BUILD,43,0.06574923547400612,654
validation_2025,15,HIGHLOC_BUY_EXHAUSTION_LIKE,HIGHLOC_BUY_EXHAUSTION_LIKE,18,0.027522935779816515,654
validation_2025,15,HIGHLOC_BUY_EXHAUSTION_LIKE,HIGHLOC_SELL_ABSORPTION_LIKE,54,0.08256880733944955,654
validation_2025,15,HIGHLOC_BUY_EXHAUSTION_LIKE,HIGHLOC_SELL_UNWIND_LIKE,115,0.17584097859327216,654
validation_2025,15,HIGHLOC_BUY_EXHAUSTION_LIKE,NEUTRAL_TRANSITION,339,0.518348623853211,654
validation_2025,15,HIGHLOC_BUY_EXHAUSTION_LIKE,PRESSURE_BUILD,15,0.022935779816513763,654
validation_2025,15,HIGHLOC_BUY_EXHAUSTION_LIKE,UP_POSITION_BUILD,21,0.03211009174311927,654
validation_2025,15,HIGHLOC_BUY_EXHAUSTION_LIKE,UP_UNWIND_LIKE,1,0.0015290519877675841,654
validation_2025,15,HIGHLOC_SELL_ABSORPTION_LIKE,DELEVERAGING,28,0.038303693570451436,731
validation_2025,15,HIGHLOC_SELL_ABSORPTION_LIKE,DOWN_UNWIND_LIKE,13,0.017783857729138167,731
validation_2025,15,HIGHLOC_SELL_ABSORPTION_LIKE,EVENT_CONFLICT,1,0.0013679890560875513,731
validation_2025,15,HIGHLOC_SELL_ABSORPTION_LIKE,HIGHLOC_BUY_BUILD,114,0.15595075239398085,731
validation_2025,15,HIGHLOC_SELL_ABSORPTION_LIKE,HIGHLOC_BUY_EXHAUSTION_LIKE,50,0.06839945280437756,731
validation_2025,15,HIGHLOC_SELL_ABSORPTION_LIKE,HIGHLOC_SELL_ABSORPTION_LIKE,27,0.036935704514363885,731
validation_2025,15,HIGHLOC_SELL_ABSORPTION_LIKE,HIGHLOC_SELL_UNWIND_LIKE,78,0.106703146374829,731
validation_2025,15,HIGHLOC_SELL_ABSORPTION_LIKE,NEUTRAL_TRANSITION,338,0.46238030095759236,731
validation_2025,15,HIGHLOC_SELL_ABSORPTION_LIKE,PRESSURE_BUILD,16,0.02188782489740082,731
validation_2025,15,HIGHLOC_SELL_ABSORPTION_LIKE,UP_POSITION_BUILD,58,0.07934336525307797,731
validation_2025,15,HIGHLOC_SELL_ABSORPTION_LIKE,UP_UNWIND_LIKE,8,0.01094391244870041,731
validation_2025,15,HIGHLOC_SELL_UNWIND_LIKE,DELEVERAGING,106,0.05905292479108635,1795
validation_2025,15,HIGHLOC_SELL_UNWIND_LIKE,DOWN_POSITION_BUILD,1,0.0005571030640668524,1795
validation_2025,15,HIGHLOC_SELL_UNWIND_LIKE,DOWN_UNWIND_LIKE,20,0.011142061281337047,1795
validation_2025,15,HIGHLOC_SELL_UNWIND_LIKE,HIGHLOC_BUY_BUILD,192,0.10696378830083565,1795
validation_2025,15,HIGHLOC_SELL_UNWIND_LIKE,HIGHLOC_BUY_EXHAUSTION_LIKE,46,0.02562674094707521,1795
validation_2025,15,HIGHLOC_SELL_UNWIND_LIKE,HIGHLOC_SELL_ABSORPTION_LIKE,148,0.08245125348189415,1795
validation_2025,15,HIGHLOC_SELL_UNWIND_LIKE,HIGHLOC_SELL_UNWIND_LIKE,333,0.18551532033426185,1795
validation_2025,15,HIGHLOC_SELL_UNWIND_LIKE,NEUTRAL_TRANSITION,859,0.4785515320334262,1795
validation_2025,15,HIGHLOC_SELL_UNWIND_LIKE,PRESSURE_BUILD,64,0.03565459610027855,1795
validation_2025,15,HIGHLOC_SELL_UNWIND_LIKE,UP_POSITION_BUILD,20,0.011142061281337047,1795
validation_2025,15,HIGHLOC_SELL_UNWIND_LIKE,UP_UNWIND_LIKE,6,0.003342618384401114,1795
validation_2025,15,POST_BREAKDOWN_UNWIND_30M,DELEVERAGING,23,0.11616161616161616,198
validation_2025,15,POST_BREAKDOWN_UNWIND_30M,DOWN_POSITION_BUILD,9,0.045454545454545456,198
validation_2025,15,POST_BREAKDOWN_UNWIND_30M,DOWN_UNWIND_LIKE,20,0.10101010101010101,198
validation_2025,15,POST_BREAKDOWN_UNWIND_30M,EVENT_CONFLICT,1,0.005050505050505051,198
validation_2025,15,POST_BREAKDOWN_UNWIND_30M,NEUTRAL_TRANSITION,62,0.31313131313131315,198
validation_2025,15,POST_BREAKDOWN_UNWIND_30M,POST_BREAKDOWN_UNWIND_30M,24,0.12121212121212122,198
validation_2025,15,POST_BREAKDOWN_UNWIND_30M,PRESSURE_BUILD,46,0.23232323232323232,198
validation_2025,15,POST_BREAKDOWN_UNWIND_30M,UP_POSITION_BUILD,13,0.06565656565656566,198
validation_2025,15,PRESSURE_BUILD,DELEVERAGING,403,0.171343537414966,2352
validation_2025,15,PRESSURE_BUILD,DOWN_POSITION_BUILD,14,0.005952380952380952,2352
validation_2025,15,PRESSURE_BUILD,DOWN_UNWIND_LIKE,75,0.03188775510204082,2352
validation_2025,15,PRESSURE_BUILD,EVENT_CONFLICT,1,0.00042517006802721087,2352
validation_2025,15,PRESSURE_BUILD,HIGHLOC_BUY_BUILD,83,0.0352891156462585,2352
validation_2025,15,PRESSURE_BUILD,HIGHLOC_BUY_EXHAUSTION_LIKE,37,0.015731292517006803,2352
validation_2025,15,PRESSURE_BUILD,HIGHLOC_SELL_ABSORPTION_LIKE,13,0.0055272108843537416,2352
validation_2025,15,PRESSURE_BUILD,HIGHLOC_SELL_UNWIND_LIKE,49,0.020833333333333332,2352
validation_2025,15,PRESSURE_BUILD,NEUTRAL_TRANSITION,1164,0.49489795918367346,2352
validation_2025,15,PRESSURE_BUILD,POST_BREAKDOWN_UNWIND_30M,46,0.0195578231292517,2352
validation_2025,15,PRESSURE_BUILD,PRESSURE_BUILD,354,0.15051020408163265,2352
validation_2025,15,PRESSURE_BUILD,UP_POSITION_BUILD,94,0.039965986394557826,2352
validation_2025,15,PRESSURE_BUILD,UP_UNWIND_LIKE,19,0.008078231292517007,2352
validation_2025,15,UP_POSITION_BUILD,DELEVERAGING,133,0.13711340206185568,970
validation_2025,15,UP_POSITION_BUILD,DOWN_POSITION_BUILD,11,0.01134020618556701,970
validation_2025,15,UP_POSITION_BUILD,DOWN_UNWIND_LIKE,51,0.05257731958762887,970
validation_2025,15,UP_POSITION_BUILD,EVENT_CONFLICT,4,0.004123711340206186,970
validation_2025,15,UP_POSITION_BUILD,HIGHLOC_BUY_BUILD,39,0.04020618556701031,970
validation_2025,15,UP_POSITION_BUILD,HIGHLOC_BUY_EXHAUSTION_LIKE,24,0.024742268041237112,970
validation_2025,15,UP_POSITION_BUILD,HIGHLOC_SELL_ABSORPTION_LIKE,27,0.027835051546391754,970
validation_2025,15,UP_POSITION_BUILD,HIGHLOC_SELL_UNWIND_LIKE,80,0.08247422680412371,970
validation_2025,15,UP_POSITION_BUILD,NEUTRAL_TRANSITION,314,0.3237113402061856,970
validation_2025,15,UP_POSITION_BUILD,POST_BREAKDOWN_UNWIND_30M,12,0.012371134020618556,970
validation_2025,15,UP_POSITION_BUILD,PRESSURE_BUILD,89,0.09175257731958762,970
validation_2025,15,UP_POSITION_BUILD,UP_POSITION_BUILD,146,0.15051546391752577,970
validation_2025,15,UP_POSITION_BUILD,UP_UNWIND_LIKE,40,0.041237113402061855,970
validation_2025,15,UP_UNWIND_LIKE,DELEVERAGING,21,0.12209302325581395,172
validation_2025,15,UP_UNWIND_LIKE,DOWN_POSITION_BUILD,4,0.023255813953488372,172
validation_2025,15,UP_UNWIND_LIKE,DOWN_UNWIND_LIKE,9,0.05232558139534884,172
validation_2025,15,UP_UNWIND_LIKE,EVENT_CONFLICT,1,0.005813953488372093,172
validation_2025,15,UP_UNWIND_LIKE,HIGHLOC_BUY_BUILD,5,0.029069767441860465,172
validation_2025,15,UP_UNWIND_LIKE,HIGHLOC_BUY_EXHAUSTION_LIKE,2,0.011627906976744186,172
validation_2025,15,UP_UNWIND_LIKE,HIGHLOC_SELL_ABSORPTION_LIKE,12,0.06976744186046512,172
validation_2025,15,UP_UNWIND_LIKE,HIGHLOC_SELL_UNWIND_LIKE,20,0.11627906976744186,172
validation_2025,15,UP_UNWIND_LIKE,NEUTRAL_TRANSITION,61,0.3546511627906977,172
validation_2025,15,UP_UNWIND_LIKE,POST_BREAKDOWN_UNWIND_30M,1,0.005813953488372093,172
validation_2025,15,UP_UNWIND_LIKE,PRESSURE_BUILD,22,0.12790697674418605,172
validation_2025,15,UP_UNWIND_LIKE,UP_POSITION_BUILD,11,0.06395348837209303,172
validation_2025,15,UP_UNWIND_LIKE,UP_UNWIND_LIKE,3,0.01744186046511628,172
validation_2025,30,DELEVERAGING,DELEVERAGING,410,0.15106853352984526,2714
validation_2025,30,DELEVERAGING,DOWN_POSITION_BUILD,32,0.011790714812085483,2714
validation_2025,30,DELEVERAGING,DOWN_UNWIND_LIKE,119,0.04384672070744289,2714
validation_2025,30,DELEVERAGING,EVENT_CONFLICT,5,0.0018422991893883567,2714
validation_2025,30,DELEVERAGING,HIGHLOC_BUY_BUILD,60,0.02210759027266028,2714
validation_2025,30,DELEVERAGING,HIGHLOC_BUY_EXHAUSTION_LIKE,32,0.011790714812085483,2714
validation_2025,30,DELEVERAGING,HIGHLOC_SELL_ABSORPTION_LIKE,18,0.006632277081798084,2714
validation_2025,30,DELEVERAGING,HIGHLOC_SELL_UNWIND_LIKE,43,0.015843773028739867,2714
validation_2025,30,DELEVERAGING,NEUTRAL_TRANSITION,1499,0.5523212969786293,2714
validation_2025,30,DELEVERAGING,PRESSURE_BUILD,404,0.14885777450257923,2714
validation_2025,30,DELEVERAGING,UP_POSITION_BUILD,75,0.02763448784082535,2714
validation_2025,30,DELEVERAGING,UP_UNWIND_LIKE,17,0.006263817243920413,2714
validation_2025,30,DOWN_POSITION_BUILD,DELEVERAGING,14,0.07329842931937172,191
validation_2025,30,DOWN_POSITION_BUILD,DOWN_POSITION_BUILD,8,0.041884816753926704,191
validation_2025,30,DOWN_POSITION_BUILD,DOWN_UNWIND_LIKE,1,0.005235602094240838,191
validation_2025,30,DOWN_POSITION_BUILD,HIGHLOC_BUY_EXHAUSTION_LIKE,1,0.005235602094240838,191
validation_2025,30,DOWN_POSITION_BUILD,HIGHLOC_SELL_ABSORPTION_LIKE,2,0.010471204188481676,191
validation_2025,30,DOWN_POSITION_BUILD,HIGHLOC_SELL_UNWIND_LIKE,5,0.02617801047120419,191
validation_2025,30,DOWN_POSITION_BUILD,NEUTRAL_TRANSITION,85,0.44502617801047123,191
validation_2025,30,DOWN_POSITION_BUILD,POST_BREAKDOWN_UNWIND_30M,37,0.193717277486911,191
validation_2025,30,DOWN_POSITION_BUILD,PRESSURE_BUILD,29,0.1518324607329843,191
validation_2025,30,DOWN_POSITION_BUILD,UP_POSITION_BUILD,9,0.04712041884816754,191
validation_2025,30,DOWN_UNWIND_LIKE,DELEVERAGING,76,0.09313725490196079,816
validation_2025,30,DOWN_UNWIND_LIKE,DOWN_POSITION_BUILD,20,0.024509803921568627,816
validation_2025,30,DOWN_UNWIND_LIKE,DOWN_UNWIND_LIKE,39,0.04779411764705882,816
validation_2025,30,DOWN_UNWIND_LIKE,EVENT_CONFLICT,3,0.003676470588235294,816
validation_2025,30,DOWN_UNWIND_LIKE,HIGHLOC_BUY_BUILD,22,0.02696078431372549,816
validation_2025,30,DOWN_UNWIND_LIKE,HIGHLOC_BUY_EXHAUSTION_LIKE,4,0.004901960784313725,816
validation_2025,30,DOWN_UNWIND_LIKE,HIGHLOC_SELL_ABSORPTION_LIKE,6,0.007352941176470588,816
validation_2025,30,DOWN_UNWIND_LIKE,HIGHLOC_SELL_UNWIND_LIKE,20,0.024509803921568627,816
validation_2025,30,DOWN_UNWIND_LIKE,NEUTRAL_TRANSITION,325,0.39828431372549017,816
validation_2025,30,DOWN_UNWIND_LIKE,POST_BREAKDOWN_UNWIND_30M,105,0.12867647058823528,816
validation_2025,30,DOWN_UNWIND_LIKE,PRESSURE_BUILD,144,0.17647058823529413,816
validation_2025,30,DOWN_UNWIND_LIKE,UP_POSITION_BUILD,47,0.05759803921568627,816
validation_2025,30,DOWN_UNWIND_LIKE,UP_UNWIND_LIKE,5,0.006127450980392157,816
validation_2025,30,EVENT_CONFLICT,DOWN_POSITION_BUILD,1,0.05,20
validation_2025,30,EVENT_CONFLICT,HIGHLOC_SELL_ABSORPTION_LIKE,1,0.05,20
validation_2025,30,EVENT_CONFLICT,HIGHLOC_SELL_UNWIND_LIKE,1,0.05,20
validation_2025,30,EVENT_CONFLICT,NEUTRAL_TRANSITION,6,0.3,20
validation_2025,30,EVENT_CONFLICT,POST_BREAKDOWN_UNWIND_30M,5,0.25,20
validation_2025,30,EVENT_CONFLICT,PRESSURE_BUILD,3,0.15,20
validation_2025,30,EVENT_CONFLICT,UP_POSITION_BUILD,2,0.1,20
validation_2025,30,EVENT_CONFLICT,UP_UNWIND_LIKE,1,0.05,20
validation_2025,30,HIGHLOC_BUY_BUILD,DELEVERAGING,82,0.04728950403690888,1734
validation_2025,30,HIGHLOC_BUY_BUILD,DOWN_POSITION_BUILD,3,0.0017301038062283738,1734
validation_2025,30,HIGHLOC_BUY_BUILD,DOWN_UNWIND_LIKE,12,0.006920415224913495,1734
validation_2025,30,HIGHLOC_BUY_BUILD,EVENT_CONFLICT,1,0.0005767012687427913,1734
validation_2025,30,HIGHLOC_BUY_BUILD,HIGHLOC_BUY_BUILD,213,0.12283737024221453,1734
validation_2025,30,HIGHLOC_BUY_BUILD,HIGHLOC_BUY_EXHAUSTION_LIKE,82,0.04728950403690888,1734
validation_2025,30,HIGHLOC_BUY_BUILD,HIGHLOC_SELL_ABSORPTION_LIKE,98,0.05651672433679354,1734
validation_2025,30,HIGHLOC_BUY_BUILD,HIGHLOC_SELL_UNWIND_LIKE,283,0.1632064590542099,1734
validation_2025,30,HIGHLOC_BUY_BUILD,NEUTRAL_TRANSITION,794,0.45790080738177624,1734
validation_2025,30,HIGHLOC_BUY_BUILD,PRESSURE_BUILD,42,0.02422145328719723,1734
validation_2025,30,HIGHLOC_BUY_BUILD,UP_POSITION_BUILD,103,0.059400230680507496,1734
validation_2025,30,HIGHLOC_BUY_BUILD,UP_UNWIND_LIKE,21,0.012110726643598616,1734
validation_2025,30,HIGHLOC_BUY_EXHAUSTION_LIKE,DELEVERAGING,43,0.06574923547400612,654
validation_2025,30,HIGHLOC_BUY_EXHAUSTION_LIKE,DOWN_POSITION_BUILD,1,0.0015290519877675841,654
validation_2025,30,HIGHLOC_BUY_EXHAUSTION_LIKE,DOWN_UNWIND_LIKE,15,0.022935779816513763,654
validation_2025,30,HIGHLOC_BUY_EXHAUSTION_LIKE,EVENT_CONFLICT,1,0.0015290519877675841,654
validation_2025,30,HIGHLOC_BUY_EXHAUSTION_LIKE,HIGHLOC_BUY_BUILD,77,0.11773700305810397,654
validation_2025,30,HIGHLOC_BUY_EXHAUSTION_LIKE,HIGHLOC_BUY_EXHAUSTION_LIKE,39,0.05963302752293578,654
validation_2025,30,HIGHLOC_BUY_EXHAUSTION_LIKE,HIGHLOC_SELL_ABSORPTION_LIKE,37,0.05657492354740061,654
validation_2025,30,HIGHLOC_BUY_EXHAUSTION_LIKE,HIGHLOC_SELL_UNWIND_LIKE,66,0.10091743119266056,654
validation_2025,30,HIGHLOC_BUY_EXHAUSTION_LIKE,NEUTRAL_TRANSITION,331,0.5061162079510704,654
validation_2025,30,HIGHLOC_BUY_EXHAUSTION_LIKE,PRESSURE_BUILD,19,0.0290519877675841,654
validation_2025,30,HIGHLOC_BUY_EXHAUSTION_LIKE,UP_POSITION_BUILD,19,0.0290519877675841,654
validation_2025,30,HIGHLOC_BUY_EXHAUSTION_LIKE,UP_UNWIND_LIKE,6,0.009174311926605505,654
validation_2025,30,HIGHLOC_SELL_ABSORPTION_LIKE,DELEVERAGING,29,0.03967168262653899,731
validation_2025,30,HIGHLOC_SELL_ABSORPTION_LIKE,DOWN_UNWIND_LIKE,11,0.015047879616963064,731
validation_2025,30,HIGHLOC_SELL_ABSORPTION_LIKE,EVENT_CONFLICT,1,0.0013679890560875513,731
validation_2025,30,HIGHLOC_SELL_ABSORPTION_LIKE,HIGHLOC_BUY_BUILD,80,0.1094391244870041,731
validation_2025,30,HIGHLOC_SELL_ABSORPTION_LIKE,HIGHLOC_BUY_EXHAUSTION_LIKE,44,0.060191518467852256,731
validation_2025,30,HIGHLOC_SELL_ABSORPTION_LIKE,HIGHLOC_SELL_ABSORPTION_LIKE,45,0.06155950752393981,731
validation_2025,30,HIGHLOC_SELL_ABSORPTION_LIKE,HIGHLOC_SELL_UNWIND_LIKE,112,0.15321477428180574,731
validation_2025,30,HIGHLOC_SELL_ABSORPTION_LIKE,NEUTRAL_TRANSITION,332,0.454172366621067,731
validation_2025,30,HIGHLOC_SELL_ABSORPTION_LIKE,PRESSURE_BUILD,20,0.027359781121751026,731
validation_2025,30,HIGHLOC_SELL_ABSORPTION_LIKE,UP_POSITION_BUILD,43,0.058823529411764705,731
validation_2025,30,HIGHLOC_SELL_ABSORPTION_LIKE,UP_UNWIND_LIKE,14,0.019151846785225718,731
validation_2025,30,HIGHLOC_SELL_UNWIND_LIKE,DELEVERAGING,125,0.06963788300835655,1795
validation_2025,30,HIGHLOC_SELL_UNWIND_LIKE,DOWN_POSITION_BUILD,2,0.0011142061281337048,1795
validation_2025,30,HIGHLOC_SELL_UNWIND_LIKE,DOWN_UNWIND_LIKE,29,0.01615598885793872,1795
validation_2025,30,HIGHLOC_SELL_UNWIND_LIKE,HIGHLOC_BUY_BUILD,232,0.12924791086350976,1795
validation_2025,30,HIGHLOC_SELL_UNWIND_LIKE,HIGHLOC_BUY_EXHAUSTION_LIKE,91,0.050696378830083565,1795
validation_2025,30,HIGHLOC_SELL_UNWIND_LIKE,HIGHLOC_SELL_ABSORPTION_LIKE,95,0.052924791086350974,1795
validation_2025,30,HIGHLOC_SELL_UNWIND_LIKE,HIGHLOC_SELL_UNWIND_LIKE,257,0.14317548746518105,1795
validation_2025,30,HIGHLOC_SELL_UNWIND_LIKE,NEUTRAL_TRANSITION,858,0.47799442896935934,1795
validation_2025,30,HIGHLOC_SELL_UNWIND_LIKE,PRESSURE_BUILD,62,0.03454038997214485,1795
validation_2025,30,HIGHLOC_SELL_UNWIND_LIKE,UP_POSITION_BUILD,40,0.022284122562674095,1795
validation_2025,30,HIGHLOC_SELL_UNWIND_LIKE,UP_UNWIND_LIKE,4,0.0022284122562674096,1795
validation_2025,30,POST_BREAKDOWN_UNWIND_30M,DELEVERAGING,18,0.09090909090909091,198
validation_2025,30,POST_BREAKDOWN_UNWIND_30M,DOWN_POSITION_BUILD,8,0.04040404040404041,198
validation_2025,30,POST_BREAKDOWN_UNWIND_30M,DOWN_UNWIND_LIKE,20,0.10101010101010101,198
validation_2025,30,POST_BREAKDOWN_UNWIND_30M,NEUTRAL_TRANSITION,85,0.4292929292929293,198
validation_2025,30,POST_BREAKDOWN_UNWIND_30M,POST_BREAKDOWN_UNWIND_30M,22,0.1111111111111111,198
validation_2025,30,POST_BREAKDOWN_UNWIND_30M,PRESSURE_BUILD,35,0.17676767676767677,198
validation_2025,30,POST_BREAKDOWN_UNWIND_30M,UP_POSITION_BUILD,9,0.045454545454545456,198
validation_2025,30,POST_BREAKDOWN_UNWIND_30M,UP_UNWIND_LIKE,1,0.005050505050505051,198
validation_2025,30,PRESSURE_BUILD,DELEVERAGING,339,0.1441326530612245,2352
validation_2025,30,PRESSURE_BUILD,DOWN_POSITION_BUILD,13,0.0055272108843537416,2352
validation_2025,30,PRESSURE_BUILD,DOWN_UNWIND_LIKE,99,0.042091836734693876,2352
validation_2025,30,PRESSURE_BUILD,EVENT_CONFLICT,1,0.00042517006802721087,2352
validation_2025,30,PRESSURE_BUILD,HIGHLOC_BUY_BUILD,60,0.025510204081632654,2352
validation_2025,30,PRESSURE_BUILD,HIGHLOC_BUY_EXHAUSTION_LIKE,22,0.00935374149659864,2352
validation_2025,30,PRESSURE_BUILD,HIGHLOC_SELL_ABSORPTION_LIKE,34,0.01445578231292517,2352
validation_2025,30,PRESSURE_BUILD,HIGHLOC_SELL_UNWIND_LIKE,71,0.03018707482993197,2352
validation_2025,30,PRESSURE_BUILD,NEUTRAL_TRANSITION,1296,0.5510204081632653,2352
validation_2025,30,PRESSURE_BUILD,PRESSURE_BUILD,313,0.133078231292517,2352
validation_2025,30,PRESSURE_BUILD,UP_POSITION_BUILD,91,0.03869047619047619,2352
validation_2025,30,PRESSURE_BUILD,UP_UNWIND_LIKE,13,0.0055272108843537416,2352
validation_2025,30,UP_POSITION_BUILD,DELEVERAGING,98,0.10103092783505155,970
validation_2025,30,UP_POSITION_BUILD,DOWN_POSITION_BUILD,7,0.007216494845360825,970
validation_2025,30,UP_POSITION_BUILD,DOWN_UNWIND_LIKE,44,0.04536082474226804,970
validation_2025,30,UP_POSITION_BUILD,EVENT_CONFLICT,2,0.002061855670103093,970
validation_2025,30,UP_POSITION_BUILD,HIGHLOC_BUY_BUILD,50,0.05154639175257732,970
validation_2025,30,UP_POSITION_BUILD,HIGHLOC_BUY_EXHAUSTION_LIKE,16,0.016494845360824743,970
validation_2025,30,UP_POSITION_BUILD,HIGHLOC_SELL_ABSORPTION_LIKE,53,0.05463917525773196,970
validation_2025,30,UP_POSITION_BUILD,HIGHLOC_SELL_UNWIND_LIKE,112,0.1154639175257732,970
validation_2025,30,UP_POSITION_BUILD,NEUTRAL_TRANSITION,384,0.3958762886597938,970
validation_2025,30,UP_POSITION_BUILD,PRESSURE_BUILD,97,0.1,970
validation_2025,30,UP_POSITION_BUILD,UP_POSITION_BUILD,89,0.09175257731958762,970
validation_2025,30,UP_POSITION_BUILD,UP_UNWIND_LIKE,18,0.018556701030927835,970
validation_2025,30,UP_UNWIND_LIKE,DELEVERAGING,20,0.11627906976744186,172
validation_2025,30,UP_UNWIND_LIKE,DOWN_POSITION_BUILD,2,0.011627906976744186,172
validation_2025,30,UP_UNWIND_LIKE,DOWN_UNWIND_LIKE,12,0.06976744186046512,172
validation_2025,30,UP_UNWIND_LIKE,HIGHLOC_BUY_BUILD,12,0.06976744186046512,172
validation_2025,30,UP_UNWIND_LIKE,HIGHLOC_BUY_EXHAUSTION_LIKE,5,0.029069767441860465,172
validation_2025,30,UP_UNWIND_LIKE,HIGHLOC_SELL_ABSORPTION_LIKE,6,0.03488372093023256,172
validation_2025,30,UP_UNWIND_LIKE,HIGHLOC_SELL_UNWIND_LIKE,19,0.11046511627906977,172
validation_2025,30,UP_UNWIND_LIKE,NEUTRAL_TRANSITION,57,0.3313953488372093,172
validation_2025,30,UP_UNWIND_LIKE,PRESSURE_BUILD,24,0.13953488372093023,172
validation_2025,30,UP_UNWIND_LIKE,UP_POSITION_BUILD,9,0.05232558139534884,172
validation_2025,30,UP_UNWIND_LIKE,UP_UNWIND_LIKE,6,0.03488372093023256,172
validation_2026,15,DELEVERAGING,DELEVERAGING,280,0.16279069767441862,1720
validation_2026,15,DELEVERAGING,DOWN_POSITION_BUILD,17,0.009883720930232558,1720
validation_2026,15,DELEVERAGING,DOWN_UNWIND_LIKE,67,0.038953488372093024,1720
validation_2026,15,DELEVERAGING,HIGHLOC_BUY_BUILD,51,0.029651162790697676,1720
validation_2026,15,DELEVERAGING,HIGHLOC_BUY_EXHAUSTION_LIKE,13,0.007558139534883721,1720
validation_2026,15,DELEVERAGING,HIGHLOC_SELL_ABSORPTION_LIKE,14,0.00813953488372093,1720
validation_2026,15,DELEVERAGING,HIGHLOC_SELL_UNWIND_LIKE,44,0.02558139534883721,1720
validation_2026,15,DELEVERAGING,NEUTRAL_TRANSITION,912,0.5302325581395348,1720
validation_2026,15,DELEVERAGING,POST_BREAKDOWN_UNWIND_30M,2,0.0011627906976744186,1720
validation_2026,15,DELEVERAGING,PRESSURE_BUILD,285,0.16569767441860464,1720
validation_2026,15,DELEVERAGING,UP_POSITION_BUILD,32,0.018604651162790697,1720
validation_2026,15,DELEVERAGING,UP_UNWIND_LIKE,3,0.0017441860465116279,1720
validation_2026,15,DOWN_POSITION_BUILD,DELEVERAGING,6,0.06593406593406594,91
validation_2026,15,DOWN_POSITION_BUILD,DOWN_POSITION_BUILD,4,0.04395604395604396,91
validation_2026,15,DOWN_POSITION_BUILD,DOWN_UNWIND_LIKE,7,0.07692307692307693,91
validation_2026,15,DOWN_POSITION_BUILD,HIGHLOC_BUY_BUILD,2,0.02197802197802198,91
validation_2026,15,DOWN_POSITION_BUILD,HIGHLOC_BUY_EXHAUSTION_LIKE,1,0.01098901098901099,91
validation_2026,15,DOWN_POSITION_BUILD,NEUTRAL_TRANSITION,38,0.4175824175824176,91
validation_2026,15,DOWN_POSITION_BUILD,POST_BREAKDOWN_UNWIND_30M,7,0.07692307692307693,91
validation_2026,15,DOWN_POSITION_BUILD,PRESSURE_BUILD,21,0.23076923076923078,91
validation_2026,15,DOWN_POSITION_BUILD,UP_POSITION_BUILD,5,0.054945054945054944,91
validation_2026,15,DOWN_UNWIND_LIKE,DELEVERAGING,49,0.13687150837988826,358
validation_2026,15,DOWN_UNWIND_LIKE,DOWN_POSITION_BUILD,20,0.055865921787709494,358
validation_2026,15,DOWN_UNWIND_LIKE,DOWN_UNWIND_LIKE,38,0.10614525139664804,358
validation_2026,15,DOWN_UNWIND_LIKE,EVENT_CONFLICT,1,0.002793296089385475,358
validation_2026,15,DOWN_UNWIND_LIKE,HIGHLOC_BUY_BUILD,4,0.0111731843575419,358
