transition,partition,n,wins,losses,wr,tp_rate,net_pf,net_expectancy_usd,total_net_usd,median_risk_pct,median_hold_min,time_exit_rate,samebar_rate,repeatable_pass
ASIA_TO_LONDON,external,177,60,117,0.3389830508474576,0.12994350282485875,0.5828725108939019,-0.776751490851042,-137.48501388063443,0.007589611576222512,50.0,0.519774011299435,0.011299435028248588,False
ASIA_TO_LONDON,development,254,86,168,0.33858267716535434,0.07874015748031496,0.5928961567522194,-0.472378274242143,-119.98408165750432,0.005281067440659145,50.0,0.5669291338582677,0.003937007874015748,False
ASIA_TO_LONDON,reference_validation,131,49,82,0.37404580152671757,0.13740458015267176,0.6805344088319347,-0.30894623418428707,-40.47195667814161,0.0037072468937988,55.0,0.48091603053435117,0.007633587786259542,False
ASIA_TO_LONDON,august,3,1,2,0.3333333333333333,0.0,0.2821734468232091,-0.3783662045791389,-1.1350986137374166,0.002002255486541723,35.0,0.6666666666666666,0.0,False
LONDON_TO_NEWYORK,external,213,78,135,0.36619718309859156,0.09859154929577464,0.5753073663658301,-0.8558417731837702,-182.29429768814305,0.008043557678431889,65.0,0.5117370892018779,0.004694835680751174,False
LONDON_TO_NEWYORK,development,393,150,243,0.3816793893129771,0.16793893129770993,0.7901363089007181,-0.3703028443198859,-145.52901781771516,0.006796667928814843,75.0,0.4631043256997455,0.005089058524173028,False
LONDON_TO_NEWYORK,reference_validation,223,91,132,0.4080717488789238,0.17937219730941703,0.8186414662189875,-0.3118556226950143,-69.54380386098819,0.006660335033031736,80.0,0.4304932735426009,0.008968609865470852,False
LONDON_TO_NEWYORK,august,3,1,2,0.3333333333333333,0.0,0.1344945410300157,-1.113898287334036,-3.341694862002108,0.0036222939538899357,15.0,0.3333333333333333,0.0,False
