omitted_lb,omitted_hold,remaining_cells,viable_cells,median_exp,median_pf,jackknife_pass
120,240,4,0,0.6297783636559467,1.1763789790228532,False
180,240,4,0,0.37718832379393696,1.1024317942813162,False
180,360,4,0,0.019581408823890367,1.00712675677706,False
240,240,4,0,0.6297783636559467,1.1763789790228532,False
240,360,4,0,0.019581408823890367,1.00712675677706,False
