type,name,dev_bounce_candidate,ref_directionally_consistent,dev_fill_rate,ref_fill_rate,dev_improve_immediate,ref_improve_immediate,dev_improve_endpoint,ref_improve_endpoint
FIXED_WAIT,WAIT_5M,False,False,1.0,1.0,0.007834628523335947,0.017020481569752777,-0.01840910387190734,-0.04889222591648146
FIXED_WAIT,WAIT_10M,False,False,1.0,1.0,-0.038236526546037874,-0.029313051592355532,-0.032876244932687426,-0.06644576778090425
FIXED_WAIT,WAIT_15M,False,False,1.0,1.0,-0.13196593825651803,0.01732401705702291,-0.06249611656117038,-0.06766869602226946
FIXED_WAIT,WAIT_30M,False,False,1.0,1.0,0.04185280537099824,0.050140057896020634,-0.1020190161802358,-0.05829291283846014
FIXED_WAIT,WAIT_45M,False,False,1.0,1.0,-0.061090156756336764,0.06855471743373387,-0.14785479995758063,0.015784104429729218
FIXED_WAIT,WAIT_60M,False,False,1.0,1.0,-0.003358351171651286,0.04891712965465542,-0.061509811584863926,-0.0361879467413353
PROBE,FIRST_CLOSE_ABOVE_FAILURE_30,True,False,1.0,0.7142857142857143,0.015367453428466855,0.0423948457007029,0.007848003719974815,-0.06603812503377787
PROBE,FIRST_WALL_TOUCH_60,False,False,0.0,0.14285714285714285,,0.16582305744358378,,-0.10228165161243158
PROBE,FIRST_WALL_CLOSE_60,False,False,0.0,0.14285714285714285,,0.23062770671485305,,-0.0374770023411623
