target_family,candidate,dev_delta_vs_t1,ref_delta_vs_t1,dev_delta_vs_base,ref_delta_vs_base,dev_cat_capture,ref_cat_capture,dev_false_exit,ref_false_exit,annual_nonneg_vs_base,passes_advance_rule
T15,P1_ANCHOR_TWO_CONSEC_CLOSE5,0.02377802901460152,-0.05339466648755903,0.011661280991211028,-0.022836155404085953,1.0,0.8,0.06779661016949153,0.17142857142857143,2,False
T15,P2_ANCHOR_THREE_CONSEC_CLOSE5,0.02520159421808177,-0.05145061501863948,0.013084846194691281,-0.02089210393516641,1.0,0.8,0.06779661016949153,0.17142857142857143,2,False
T15,P3_T05_THEN_ANCHOR_CLOSE5,0.027593892990067145,-0.045569989477068064,0.015477144966676657,-0.015011478393594995,1.0,1.0,0.06779661016949153,0.22857142857142856,3,False
T15,P4_ANCHOR_RECLAIM_REJECT5,0.01814201003278184,-0.04844607865819015,0.00602526200939135,-0.017887567574717086,0.6,0.3,0.05084745762711865,0.11428571428571428,3,False
T2,P1_ANCHOR_TWO_CONSEC_CLOSE5,-0.012099633604273102,-0.010628752341284483,0.001934046097407355,0.0038874341611013275,1.0,0.8461538461538461,0.13333333333333333,0.13333333333333333,3,False
T2,P2_ANCHOR_THREE_CONSEC_CLOSE5,-0.011444406365173918,-0.01326049011331768,0.0025892733365065375,0.0012556963890681325,0.9375,0.8461538461538461,0.13333333333333333,0.13333333333333333,3,False
T2,P3_T05_THEN_ANCHOR_CLOSE5,-0.005373547146480621,0.0027983003581173284,0.008660132555199838,0.01731448686050314,1.0,1.0,0.13333333333333333,0.16666666666666666,4,False
T2,P4_ANCHOR_RECLAIM_REJECT5,-0.014459884168580604,-0.02827237688684553,-0.00042620446690014166,-0.013756190384459726,0.625,0.38461538461538464,0.1111111111111111,0.13333333333333333,2,False
