year,target_family,candidate,n,runner_n,clean_signals,signal_rate_runner,base_catastrophic,catastrophic_captured,catastrophic_capture_rate,base_target_winners,winner_false_exit,winner_false_exit_rate,base_unresolved,unresolved_exited,signal_precision_nontarget,median_failure_exit_r,median_r_improve_vs_base,median_cat_r_saved,median_lead_to_cat_min,median_false_exit_to_target_min,later_target_after_false_exit,later_target_after_false_exit_rate,false_reclaim_next5_rate,false_reclaim_within15_rate,expectancy_r,total_r,pf,max_dd_r,max_loss_streak,delta_vs_fixed_t1_mean_r,delta_vs_base_mean_r
2023,T2,P1_ANCHOR_TWO_CONSEC_CLOSE5,98,24,5,0.20833333333333334,3,3,1.0,16,1,0.0625,5,1,0.8,-0.29853862212943827,0.7886792452830378,1.2312925170068052,125.0,400.0,1,1.0,0.0,0.0,0.0023108621147022237,0.2264644872408179,1.0049697959540793,13.265841430527097,5,0.04391566864916394,0.010522397593773582
2023,T2,P2_ANCHOR_THREE_CONSEC_CLOSE5,98,24,5,0.20833333333333334,3,3,1.0,16,1,0.0625,5,1,0.8,-0.27210884353741904,0.879245283018891,1.2676056338027908,105.0,395.0,1,1.0,0.0,0.0,0.00018779556759292471,0.018403965624106622,1.0004020419987583,13.545782034484867,5,0.041792602102054655,0.008399331046664274
2023,T2,P3_T05_THEN_ANCHOR_CLOSE5,98,24,5,0.20833333333333334,3,3,1.0,16,1,0.0625,5,1,0.8,-0.16226415094337873,0.9018867924528543,1.272108843537419,130.0,405.0,1,1.0,0.0,0.0,0.008039701606152711,0.7878907574029657,1.0175060615667855,13.162236502419823,5,0.04964450814061445,0.016251237085224073
2023,T2,P4_ANCHOR_RECLAIM_REJECT5,98,24,4,0.16666666666666666,3,2,0.6666666666666666,16,1,0.0625,5,1,0.75,-0.23900167184140664,0.2930737998567099,1.0099858811449214,522.5,360.0,1,1.0,0.0,0.0,-0.00886012701950451,-0.868292447911442,0.9813922405097211,14.537813555552795,5,0.032744679514957215,-0.0006485915404331514
2024,T15,P1_ANCHOR_TWO_CONSEC_CLOSE5,100,25,7,0.28,5,5,1.0,19,1,0.05263157894736842,1,1,0.8571428571428571,-0.35872576177284615,0.6261022927689598,0.8185595567867248,45.0,190.0,1,1.0,0.0,1.0,0.02515944633739096,2.515944633739096,1.0603185597819746,13.455254974921868,5,-0.00012516459462954876,0.027645251254674433
2024,T15,P2_ANCHOR_THREE_CONSEC_CLOSE5,100,25,7,0.28,5,5,1.0,19,1,0.05263157894736842,1,1,0.8571428571428571,-0.322751322751319,0.7795414462081136,1.0069252077562578,40.0,185.0,1,1.0,1.0,1.0,0.029888087913535893,2.9888087913535895,1.07247689816006,13.18252770219457,5,0.00460347698151538,0.032373892830819366
2024,T15,P3_T05_THEN_ANCHOR_CLOSE5,100,25,7,0.28,5,5,1.0,19,1,0.05263157894736842,1,1,0.8571428571428571,-0.26881720430107564,0.8871252204585566,1.0329732802728913,65.0,195.0,1,1.0,0.0,1.0,0.02845365708697843,2.845365708697843,1.068759312467637,13.435492129072038,5,0.0031690461549579085,0.030939462004261894
2024,T15,P4_ANCHOR_RECLAIM_REJECT5,100,25,4,0.16,5,2,0.4,19,1,0.05263157894736842,1,1,0.75,-0.26571195240040274,0.39977596793342657,1.0756627175790978,355.0,185.0,1,1.0,1.0,1.0,0.005485362285024593,0.5485362285024593,1.0125585348522266,13.795175923538478,5,-0.01979924864699592,0.007971167202308057
2024,T2,P1_ANCHOR_TWO_CONSEC_CLOSE5,100,25,13,0.52,8,8,1.0,13,3,0.23076923076923078,4,2,0.7692307692307693,-0.36419753086418105,0.3399209486166098,0.758166335680325,45.0,550.0,3,1.0,0.0,0.3333333333333333,-0.043581201971161755,-4.358120197116175,0.9013860296412203,15.81572599008015,7,-0.06886581290318226,0.005795304027484703
2024,T2,P2_ANCHOR_THREE_CONSEC_CLOSE5,100,25,13,0.52,8,8,1.0,13,3,0.23076923076923078,4,2,0.7692307692307693,-0.3240506329114008,0.6126482213439071,0.7851730219546291,40.0,545.0,3,1.0,0.3333333333333333,0.3333333333333333,-0.038827277322526256,-3.8827277322526257,0.9111876838100488,15.388927847028853,7,-0.06411188825454676,0.010549228676120202
2024,T2,P3_T05_THEN_ANCHOR_CLOSE5,100,25,13,0.52,8,8,1.0,13,3,0.23076923076923078,4,2,0.7692307692307693,-0.27160493827160276,0.7028985507245897,0.9050568631028375,57.5,555.0,3,1.0,0.0,0.3333333333333333,-0.0328015496822549,-3.28015496822549,0.9239221616230917,15.371386165703889,7,-0.05808616061427541,0.016574956316391547
2024,T2,P4_ANCHOR_RECLAIM_REJECT5,100,25,9,0.36,8,4,0.5,13,3,0.23076923076923078,4,2,0.6666666666666666,-0.3024691358024739,-0.20257826887660488,0.9353997766530007,27.5,525.0,3,1.0,1.0,1.0,-0.06351031887165708,-6.351031887165708,0.8624920488508112,16.334492071104332,7,-0.08879492980367759,-0.014133812873010637
2025,T15,P1_ANCHOR_TWO_CONSEC_CLOSE5,106,31,8,0.25806451612903225,7,5,0.7142857142857143,24,3,0.125,0,0,0.625,-0.22923606470062372,0.6197892087462533,0.966731898238748,65.0,515.0,3,1.0,0.0,0.3333333333333333,0.20368135497207598,21.590223627040054,1.645869109966745,4.862312161880883,5,-0.03493944685561342,-0.00036256870313801446
2025,T15,P2_ANCHOR_THREE_CONSEC_CLOSE5,106,31,8,0.25806451612903225,7,5,0.7142857142857143,24,3,0.125,0,0,0.625,-0.3154325143385695,0.7463426144407668,0.7822966507176872,60.0,510.0,3,1.0,0.3333333333333333,0.3333333333333333,0.2028012929730605,21.49693705514441,1.6412888352979744,4.999254450400985,5,-0.03581950885462894,-0.0012426307021535337
2025,T15,P3_T05_THEN_ANCHOR_CLOSE5,106,31,11,0.3548387096774194,7,7,1.0,24,4,0.16666666666666666,0,0,0.6363636363636364,-0.28425357873210433,0.6868250539956817,0.8447380840018845,40.0,520.0,4,1.0,0.25,0.5,0.21237208857796158,22.51144138926393,1.7105083375190626,3.2646277180436005,5,-0.026248713249727815,0.00832816490274759
2025,T15,P4_ANCHOR_RECLAIM_REJECT5,106,31,5,0.16129032258064516,7,2,0.2857142857142857,24,3,0.125,0,0,0.4,-0.12877792378448322,-1.1450511945392448,1.0271819024522602,87.5,515.0,3,1.0,0.3333333333333333,0.3333333333333333,0.1858614894495661,19.701317881654006,1.5578411125774954,6.323815044281262,5,-0.05275931237812331,-0.01818243422564791
2025,T2,P1_ANCHOR_TWO_CONSEC_CLOSE5,106,31,11,0.3548387096774194,8,6,0.75,22,4,0.18181818181818182,1,1,0.6363636363636364,-0.29434954007883374,0.42740286298566943,0.9929353271097958,50.0,535.0,4,1.0,0.0,0.25,0.23575365191154724,24.989887102624007,1.721357045064585,4.693922854314678,5,-0.0028671499161421962,-0.020130725200687743
2025,T2,P2_ANCHOR_THREE_CONSEC_CLOSE5,106,31,11,0.3548387096774194,8,6,0.75,22,4,0.18181818181818182,1,1,0.6363636363636364,-0.3429697766097154,0.6900369003690106,0.7724602649529901,45.0,530.0,4,1.0,0.25,0.25,0.22796673822807473,24.16447425217592,1.681297881660887,4.640064398630491,5,-0.01065406359961469,-0.02791763888416023
2025,T2,P3_T05_THEN_ANCHOR_CLOSE5,106,31,13,0.41935483870967744,8,8,1.0,22,4,0.18181818181818182,1,1,0.6923076923076923,-0.3014925373134315,0.6868250539956817,0.9324799356734781,32.5,632.5,4,1.0,0.25,0.5,0.25626805837204275,27.16441418743653,1.8366427597005854,3.9658771686972836,5,0.017647256544353326,0.00038368125980779634
2025,T2,P4_ANCHOR_RECLAIM_REJECT5,106,31,7,0.22580645161290322,8,2,0.25,22,4,0.18181818181818182,1,1,0.42857142857142855,-0.16985645933014965,-1.5182837640175468,1.0271819024522602,87.5,442.5,4,1.0,0.25,0.25,0.20709733456505217,21.95231746389553,1.5825916733976262,5.87706277842023,5,-0.03152346726263727,-0.048787042547182816
2026,T15,P1_ANCHOR_TWO_CONSEC_CLOSE5,54,15,7,0.4666666666666667,3,3,1.0,11,3,0.2727272727272727,1,1,0.5714285714285714,-0.45151515151514493,-0.25257731958763385,0.49285714285716264,25.0,380.0,3,1.0,0.0,0.0,-0.15891434893525463,-8.58137484250375,0.7084730236656818,12.810317029674573,5,-0.08962157909841523,-0.06695097374298375
2026,T15,P2_ANCHOR_THREE_CONSEC_CLOSE5,54,15,7,0.4666666666666667,3,3,1.0,11,3,0.2727272727272727,1,1,0.5714285714285714,-0.43923611111110705,-0.24914089347078872,0.6309523809524127,20.0,375.0,3,1.0,0.0,0.3333333333333333,-0.15142666732557367,-8.177040035580978,0.7183402065921816,12.405982222751799,5,-0.08213389748873422,-0.05946329213330278
2026,T15,P3_T05_THEN_ANCHOR_CLOSE5,54,15,8,0.5333333333333333,3,3,1.0,11,4,0.36363636363636365,1,1,0.5,-0.23452425990731518,-0.6926270158596487,0.7452380952381061,30.0,255.0,4,1.0,0.5,0.5,-0.15278970894535318,-8.250644283049072,0.708669636375514,12.064121469500952,5,-0.08349693910851376,-0.060826333753082294
2026,T15,P4_ANCHOR_RECLAIM_REJECT5,54,15,3,0.2,3,1,0.3333333333333333,11,1,0.09090909090909091,1,1,0.6666666666666666,-0.25257731958763385,-0.25257731958763385,0.6272727272727294,20.0,350.0,1,1.0,0.0,0.0,-0.10927213045219776,-5.900695044418679,0.7959982586905157,10.129637231589502,5,-0.03997936061535839,-0.01730875525992694
2026,T2,P1_ANCHOR_TWO_CONSEC_CLOSE5,54,15,7,0.4666666666666667,5,5,1.0,8,0,0.0,2,2,1.0,-0.45151515151514493,0.49285714285716264,0.6272727272727294,80.0,,0,,,,-0.09515726027192167,-5.138492054683771,0.8254348424217289,11.518866574388046,5,-0.025864490435082294,0.05103419142683542
2026,T2,P2_ANCHOR_THREE_CONSEC_CLOSE5,54,15,7,0.4666666666666667,5,5,1.0,8,0,0.0,2,2,1.0,-0.43923611111110705,0.6309523809524127,0.7450980392156813,75.0,,0,,,,-0.0876695786622407,-4.734157247760998,0.8369309986789432,11.166800094243541,5,-0.018376808825401297,0.0585218730365164
2026,T2,P3_T05_THEN_ANCHOR_CLOSE5,54,15,8,0.5333333333333333,5,5,1.0,8,1,0.125,2,2,0.875,-0.23452425990731518,0.5653100775193922,0.927272727272726,85.0,445.0,1,1.0,1.0,1.0,-0.0956424205109631,-5.164690707592007,0.817634699760109,10.388528739283025,5,-0.026349650674123697,0.050549031187794
2026,T2,P4_ANCHOR_RECLAIM_REJECT5,54,15,4,0.26666666666666666,5,3,0.6,8,0,0.0,2,1,1.0,-0.2746067026072776,0.9573672504865268,1.2874617737003242,95.0,,0,,,,-0.09118337672676037,-4.92390234324506,0.8314964971483739,11.304276862949337,5,-0.021890606889920998,0.0550080749719967
