year,n,eligible,eligible_GE1R,eligible_base_GE1R,too_fast_GE1R,pass_n,pass_rate_eligible,pass_GE1R,pass_GE1R_precision,uplift_pp,retention_residual_GE1R,wilson_lo,wilson_hi
2022,150,147,109,0.7414965986394558,3,41,0.2789115646258503,32,0.7804878048780488,3.899120623859298,0.29357798165137616,0.6329499401177383,0.8799682522178243
2023,168,158,111,0.7025316455696202,10,39,0.2468354430379747,31,0.7948717948717948,9.23401493021746,0.27927927927927926,0.644660319864177,0.8922028176928961
2024,182,171,117,0.6842105263157895,11,39,0.22807017543859648,29,0.7435897435897436,5.937921727395413,0.24786324786324787,0.5891834407831603,0.8543121945900741
2025,196,187,139,0.7433155080213903,9,36,0.1925133689839572,31,0.8611111111111112,11.779560308972082,0.22302158273381295,0.713404696106438,0.9391818499086717
2026,113,110,80,0.7272727272727273,3,36,0.32727272727272727,28,0.7777777777777778,5.05050505050505,0.35,0.6191529705388181,0.8828366802420353
