candidate,role,period,n,pass_n,pass_rate,median_proof_min_pass,GE1R_base,GE1R_pass_success,GE1R_precision,GE1R_uplift_pp,GE1R_relative_lift,GE1R_retention,GE1_5R_base,GE1_5R_pass_success,GE1_5R_precision,GE1_5R_uplift_pp,GE1_5R_relative_lift,GE1_5R_retention,GE2R_base,GE2R_pass_success,GE2R_precision,GE2R_uplift_pp,GE2R_relative_lift,GE2R_retention,GE1R_local_only_false_positive,GE1R_local_only_rate_in_pass,GE1R_wilson_lo,GE1R_wilson_hi
XP1_FAST_PROOF60,PRIMARY,DEV,500,240,0.48,30.0,0.722,188,0.7833333333333333,6.133333333333335,1.084949215143121,0.5207756232686981,0.532,152,0.6333333333333333,10.133333333333328,1.1904761904761905,0.5714285714285714,0.41,128,0.5333333333333333,12.333333333333336,1.3008130081300813,0.624390243902439,52,0.21666666666666667,0.7269687195982353,0.8307707257682146
XP1_FAST_PROOF60,PRIMARY,REF,309,159,0.5145631067961165,15.0,0.7475728155339806,132,0.8301886792452831,8.261586371130248,1.110512129380054,0.5714285714285714,0.5436893203883495,106,0.6666666666666666,12.297734627831714,1.2261904761904763,0.6309523809523809,0.4336569579288026,89,0.559748427672956,12.609146974415337,1.2907631653055476,0.664179104477612,27,0.16981132075471697,0.7642074836821473,0.8805914560990067
B1_NARROW_SOURCE_Q1,BENCHMARK,DEV,500,125,0.25,30.0,0.722,98,0.784,6.2000000000000055,1.0858725761772854,0.27146814404432135,0.532,75,0.6,6.799999999999995,1.1278195488721803,0.2819548872180451,0.41,61,0.488,7.800000000000002,1.1902439024390243,0.2975609756097561,27,0.216,0.7039729577824652,0.8470918985912055
B1_NARROW_SOURCE_Q1,BENCHMARK,REF,309,110,0.3559870550161812,30.0,0.7475728155339806,90,0.8181818181818182,7.060900264783765,1.0944510035419126,0.38961038961038963,0.5436893203883495,73,0.6636363636363637,11.99470432480142,1.2206168831168833,0.43452380952380953,0.4336569579288026,59,0.5363636363636364,10.270667843483377,1.2368385345997286,0.44029850746268656,20,0.18181818181818182,0.7357859471105165,0.8791042758815609
