partition,snapshot_age_min,feature,direction,n,case_median,control_median,median_gap,effect,direction_ok,adequate_dev_blocks,same_direction_dev_blocks,dev_block_rule_pass,development_eligible,oos_replication_pass,full_snapshot_replication
development,60,max_reclaim_fraction_of_mae,lower,33,0.3882149046793715,0.6358695652173819,-0.24765466053801044,0.42659759412911313,True,4,2,False,False,False,False
development,60,half_reclaim_latency_fraction,higher,33,1.0,0.5,0.5,0.7499999999999999,True,4,1,False,False,False,False
development,60,longest_half_reclaim_run_fraction,lower,33,0.0,0.4,-0.4,0.6857142857142858,True,4,1,False,False,False,False
development,60,post_half_reclaim_hold_fraction,lower,33,0.0,0.8571428571428571,-0.8571428571428571,0.9350649350649349,True,4,1,False,False,False,False
development,60,late_mae_extension_fraction,higher,33,0.20560747663551143,0.03442028985508187,0.17118718678042955,0.43440994354507756,True,4,2,False,False,False,False
development,120,max_reclaim_fraction_of_mae,lower,29,0.4806378132118417,0.4769475357710658,0.00369027744077588,0.008967935699007204,False,3,2,False,False,False,False
development,120,half_reclaim_latency_fraction,higher,29,1.0,1.0,0.0,0.0,False,3,1,False,False,False,False
development,120,longest_half_reclaim_run_fraction,lower,29,0.0,0.0,0.0,0.0,False,3,1,False,False,False,False
development,120,post_half_reclaim_hold_fraction,lower,29,0.0,0.0,0.0,0.0,False,3,1,False,False,False,False
development,120,late_mae_extension_fraction,higher,29,0.17990038089657265,0.3365769891242067,-0.15667660822763405,0.4354028202552316,False,3,1,False,False,False,False
external,60,max_reclaim_fraction_of_mae,lower,12,0.421277172667635,0.9592319040918464,-0.5379547314242115,0.8977951626523922,True,0,0,False,False,False,False
external,60,half_reclaim_latency_fraction,higher,12,1.0,0.5,0.5,0.7877461706783371,True,0,0,False,False,False,False
external,60,longest_half_reclaim_run_fraction,lower,12,0.0,0.5714285714285714,-0.5714285714285714,1.168831168831169,True,0,0,False,False,False,False
external,60,post_half_reclaim_hold_fraction,lower,12,0.0,0.9,-0.9,1.3808219178082193,True,0,0,False,False,False,False
external,60,late_mae_extension_fraction,higher,12,0.0196770938446004,0.0,0.0196770938446004,0.08117339885213311,True,0,0,False,False,False,False
external,120,max_reclaim_fraction_of_mae,lower,11,0.3402777777777796,0.9925968109339459,-0.6523190331561664,0.7522778639310559,True,0,0,False,False,False,False
external,120,half_reclaim_latency_fraction,higher,11,1.0,0.36363636363636365,0.6363636363636364,0.9216300940438872,True,0,0,False,False,False,False
external,120,longest_half_reclaim_run_fraction,lower,11,0.0,0.3684210526315789,-0.3684210526315789,0.6315789473684211,True,0,0,False,False,False,False
external,120,post_half_reclaim_hold_fraction,lower,11,0.0,0.625,-0.625,0.6944444444444444,True,0,0,False,False,False,False
external,120,late_mae_extension_fraction,higher,11,0.06901408450704143,0.15650319829423892,-0.0874891137871975,0.25642725711439507,False,0,0,False,False,False,False
reference_validation,60,max_reclaim_fraction_of_mae,lower,22,0.4074074074074016,0.41206349206349263,-0.00465608465609102,0.0074854581931061495,True,0,0,False,False,False,False
reference_validation,60,half_reclaim_latency_fraction,higher,22,1.0,1.0,0.0,0.0,False,0,0,False,False,False,False
reference_validation,60,longest_half_reclaim_run_fraction,lower,22,0.0,0.0,0.0,0.0,False,0,0,False,False,False,False
reference_validation,60,post_half_reclaim_hold_fraction,lower,22,0.0,0.0,0.0,0.0,False,0,0,False,False,False,False
reference_validation,60,late_mae_extension_fraction,higher,22,0.22837865467184323,0.1525829081632593,0.07579574650858392,0.2026591353161624,True,0,0,False,False,False,False
reference_validation,120,max_reclaim_fraction_of_mae,lower,19,0.2580645161290478,0.6235294117647114,-0.36546489563566364,0.6827610310625045,True,0,0,False,False,False,False
reference_validation,120,half_reclaim_latency_fraction,higher,19,1.0,0.8333333333333334,0.16666666666666663,0.2777565814574589,True,0,0,False,False,False,False
reference_validation,120,longest_half_reclaim_run_fraction,lower,19,0.0,0.23076923076923078,-0.23076923076923078,0.4382955174322081,True,0,0,False,False,False,False
reference_validation,120,post_half_reclaim_hold_fraction,lower,19,0.0,0.9285714285714286,-0.9285714285714286,1.1361344537815126,True,0,0,False,False,False,False
reference_validation,120,late_mae_extension_fraction,higher,19,0.20481927710843623,0.09206349206348934,0.11275578504494689,0.36234111705143063,True,0,0,False,False,False,False
