snapshot_age_min,feature,direction,dev_block,n,case_median,control_median,median_gap,effect,adequate,direction_ok
60,max_reclaim_fraction_of_mae,lower,0,3,0.18681318681317377,0.9944444444444417,-0.8076312576312679,11.56934415233797,False,False
60,max_reclaim_fraction_of_mae,lower,1,4,0.949275362318851,1.0412087912088048,-0.09193342888995382,0.14202093306953523,False,False
60,max_reclaim_fraction_of_mae,lower,2,7,0.5135135135135126,0.24175824175823818,0.2717552717552744,0.30199769896229595,True,False
60,max_reclaim_fraction_of_mae,lower,3,7,0.5705996131528085,0.11042944785276475,0.46017016530004373,1.0552557226697867,True,False
60,max_reclaim_fraction_of_mae,lower,4,7,0.23604218362282822,0.6358695652173819,-0.39982738159455367,2.280005109471482,True,True
60,max_reclaim_fraction_of_mae,lower,5,5,0.17757009345795385,0.4563971992361642,-0.27882710577821035,1.3667091097071231,True,True
60,half_reclaim_latency_fraction,higher,0,3,1.0,0.3333333333333333,0.6666666666666667,3.555555555555556,False,False
60,half_reclaim_latency_fraction,higher,1,4,0.5,0.25,0.25,0.3733333333333333,False,False
60,half_reclaim_latency_fraction,higher,2,7,0.3333333333333333,1.0,-0.6666666666666667,0.744186046511628,True,False
60,half_reclaim_latency_fraction,higher,3,7,1.0,1.0,0.0,0.0,True,False
60,half_reclaim_latency_fraction,higher,4,7,1.0,0.5,0.5,20.000000000000004,True,True
60,half_reclaim_latency_fraction,higher,5,5,1.0,1.0,0.0,0.0,True,False
60,longest_half_reclaim_run_fraction,lower,0,3,0.0,0.42857142857142855,-0.42857142857142855,6.42857142857143,False,False
60,longest_half_reclaim_run_fraction,lower,1,4,0.625,0.4583333333333333,0.16666666666666669,0.23260643821391486,False,False
60,longest_half_reclaim_run_fraction,lower,2,7,0.16666666666666666,0.0,0.16666666666666666,0.2151088348271447,True,False
60,longest_half_reclaim_run_fraction,lower,3,7,0.2857142857142857,0.0,0.2857142857142857,0.5517241379310344,True,False
60,longest_half_reclaim_run_fraction,lower,4,7,0.0,0.6666666666666666,-0.6666666666666666,88.00000000000007,True,True
60,longest_half_reclaim_run_fraction,lower,5,5,0.0,0.0,0.0,0.0,True,False
60,post_half_reclaim_hold_fraction,lower,0,3,0.0,0.8333333333333334,-0.8333333333333334,16.666666666666654,False,False
60,post_half_reclaim_hold_fraction,lower,1,4,1.0,1.0,0.0,0.0,False,False
60,post_half_reclaim_hold_fraction,lower,2,7,0.16666666666666666,0.0,0.16666666666666666,0.18181818181818182,True,False
60,post_half_reclaim_hold_fraction,lower,3,7,0.4,0.0,0.4,0.5333333333333333,True,False
60,post_half_reclaim_hold_fraction,lower,4,7,0.0,1.0,-1.0,inf,True,True
60,post_half_reclaim_hold_fraction,lower,5,5,0.0,0.0,0.0,0.0,True,False
60,late_mae_extension_fraction,higher,0,3,0.02197802197801768,0.1071428571428614,-0.08516483516484372,0.40756237750229574,False,False
60,late_mae_extension_fraction,higher,1,4,0.3285024154589413,0.02777777777778737,0.30072463768115393,1.5206106870228713,False,False
60,late_mae_extension_fraction,higher,2,7,0.19402985074626672,0.31501831501831,-0.1209884642720433,0.3912269139293261,True,False
60,late_mae_extension_fraction,higher,3,7,0.0,0.16564417177914725,-0.16564417177914725,0.9960584360136386,True,False
60,late_mae_extension_fraction,higher,4,7,0.44884115319389534,0.03442028985508187,0.41442086333881345,2.306481541059423,True,True
