partition,snapshot_age_min,case_entry_ts,case_execution_start,case_dev_block,case_exit_ts,case_invalidation_close_ts,case_measurement_start_ts,case_last_completed_bar_ts,case_pnl,control_entry_ts,control_execution_start,control_dev_block,control_exit_ts,control_break_ts,control_invalidation_close_ts,control_measurement_start_ts,control_last_completed_bar_ts,control_pnl,case__running_mae_R,control__running_mae_R,abs_running_mae_R_match_gap,case__max_reclaim_fraction_of_mae,control__max_reclaim_fraction_of_mae,case__half_reclaim_latency_fraction,control__half_reclaim_latency_fraction,case__longest_half_reclaim_run_fraction,control__longest_half_reclaim_run_fraction,case__post_half_reclaim_hold_fraction,control__post_half_reclaim_hold_fraction,case__late_mae_extension_fraction,control__late_mae_extension_fraction
development,60,2023-03-05 15:30:00+00:00,2023-03-05 15:00:00+00:00,2.0,2023-03-05 18:00:00+00:00,2023-03-05 17:55:00+00:00,2023-03-05 15:35:00+00:00,2023-03-05 16:25:00+00:00,-5.648525758214951,2023-01-08 15:45:00+00:00,2023-01-08 15:00:00+00:00,2.0,2023-01-08 23:50:00+00:00,,,2023-01-08 15:50:00+00:00,2023-01-08 16:40:00+00:00,6.863309352517999,0.5891089108910933,0.5723270440251562,0.01678186686593708,0.3445378151260542,0.24175824175823818,1.0,1.0,0.0,0.0,0.0,0.0,0.16806722689078288,0.31501831501831
development,60,2023-03-09 15:05:00+00:00,2023-03-09 15:00:00+00:00,2.0,2023-03-09 16:40:00+00:00,2023-03-09 16:35:00+00:00,2023-03-09 15:10:00+00:00,2023-03-09 16:00:00+00:00,-13.837489943684611,2023-02-26 16:15:00+00:00,2023-02-26 15:00:00+00:00,2.0,2023-02-26 18:40:00+00:00,,,2023-02-26 16:20:00+00:00,2023-02-26 17:10:00+00:00,3.710639780497349,0.638132295719844,0.6103286384976502,0.0278036572221938,0.0060975609756063875,0.21153846153846206,1.0,1.0,0.0,0.0,0.0,0.0,0.13719512195121406,0.41538461538462057
development,60,2023-06-14 17:35:00+00:00,2023-06-14 15:00:00+00:00,2.0,2023-06-14 20:05:00+00:00,2023-06-14 20:00:00+00:00,2023-06-14 17:40:00+00:00,2023-06-14 18:30:00+00:00,-10.76077713089557,2023-02-26 16:15:00+00:00,2023-02-26 15:00:00+00:00,2.0,2023-02-26 18:40:00+00:00,,,2023-02-26 16:20:00+00:00,2023-02-26 17:10:00+00:00,3.710639780497349,1.3257328990227997,0.6103286384976502,0.7154042605251495,0.5135135135135126,0.21153846153846206,0.0,1.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.5012285012284983,0.41538461538462057
development,60,2023-06-18 16:20:00+00:00,2023-06-18 15:00:00+00:00,2.0,2023-06-18 20:25:00+00:00,2023-06-18 20:20:00+00:00,2023-06-18 16:25:00+00:00,2023-06-18 17:15:00+00:00,-10.388294166086053,2023-04-22 15:00:00+00:00,2023-04-22 15:00:00+00:00,2.0,2023-04-22 16:10:00+00:00,,,2023-04-22 15:05:00+00:00,2023-04-22 15:55:00+00:00,4.157043879907563,0.2938931297709917,0.306666666666663,0.01277353689567129,0.9870129870129711,1.5072463768116031,0.16666666666666666,0.125,0.5714285714285714,0.8888888888888888,0.6666666666666666,1.0,0.0,0.0
development,60,2023-07-30 15:30:00+00:00,2023-07-30 15:00:00+00:00,3.0,2023-07-30 19:50:00+00:00,2023-07-30 19:45:00+00:00,2023-07-30 15:35:00+00:00,2023-07-30 16:25:00+00:00,-14.970657511277906,2023-09-03 18:20:00+00:00,2023-09-03 15:00:00+00:00,3.0,2023-09-04 00:40:00+00:00,,,2023-09-03 18:25:00+00:00,2023-09-03 19:15:00+00:00,2.9145574474612745,0.664723032069965,0.5719298245614042,0.0927932075085608,0.6271929824561333,0.11042944785276475,0.3333333333333333,1.0,0.2857142857142857,0.0,0.4,0.0,0.0,0.16564417177914725
development,60,2023-08-03 15:00:00+00:00,2023-08-03 15:00:00+00:00,3.0,2023-08-03 22:10:00+00:00,2023-08-03 22:05:00+00:00,2023-08-03 15:05:00+00:00,2023-08-03 15:55:00+00:00,-11.36560443366813,2023-11-06 15:20:00+00:00,2023-11-06 15:00:00+00:00,3.0,2023-11-06 22:40:00+00:00,,,2023-11-06 15:25:00+00:00,2023-11-06 16:15:00+00:00,4.1189032622303,0.7936507936507887,0.9630512514898703,0.16940045783908153,0.40249999999999597,0.10891089108911013,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5371287128712928
development,60,2023-09-02 15:25:00+00:00,2023-09-02 15:00:00+00:00,3.0,2023-09-02 17:50:00+00:00,2023-09-02 17:45:00+00:00,2023-09-02 15:30:00+00:00,2023-09-02 16:20:00+00:00,-7.91107041107042,2023-09-28 15:05:00+00:00,2023-09-28 15:00:00+00:00,3.0,2023-09-28 20:00:00+00:00,,,2023-09-28 15:10:00+00:00,2023-09-28 16:00:00+00:00,4.368733374258249,0.3815789473684218,0.35831381733020806,0.023265130038213733,0.3275862068965549,1.7189542483660387,1.0,0.3333333333333333,0.0,0.7142857142857143,0.0,1.0,0.03448275862070119,0.0
development,60,2023-09-24 17:55:00+00:00,2023-09-24 15:00:00+00:00,3.0,2023-09-24 19:30:00+00:00,2023-09-24 19:25:00+00:00,2023-09-24 18:00:00+00:00,2023-09-24 18:50:00+00:00,-4.531568228105909,2023-11-06 15:20:00+00:00,2023-11-06 15:00:00+00:00,3.0,2023-11-06 22:40:00+00:00,,,2023-11-06 15:25:00+00:00,2023-11-06 16:15:00+00:00,4.1189032622303,1.3176470588235174,0.9630512514898703,0.35459580733364715,0.8571428571428571,0.10891089108911013,0.16666666666666666,1.0,0.8571428571428571,0.0,1.0,0.0,0.0,0.5371287128712928
development,60,2023-10-02 15:00:00+00:00,2023-10-02 15:00:00+00:00,3.0,2023-10-02 18:40:00+00:00,2023-10-02 18:35:00+00:00,2023-10-02 15:05:00+00:00,2023-10-02 15:55:00+00:00,-24.249041987720933,2023-09-03 18:20:00+00:00,2023-09-03 15:00:00+00:00,3.0,2023-09-04 00:40:00+00:00,,,2023-09-03 18:25:00+00:00,2023-09-03 19:15:00+00:00,2.9145574474612745,0.7375178316690466,0.5719298245614042,0.16558800710764243,0.5705996131528085,0.11042944785276475,1.0,1.0,0.5,0.0,1.0,0.0,0.7040618955512595,0.16564417177914725
development,60,2023-11-08 19:15:00+00:00,2023-11-08 15:00:00+00:00,3.0,2023-11-09 01:05:00+00:00,2023-11-09 01:00:00+00:00,2023-11-08 19:20:00+00:00,2023-11-08 20:10:00+00:00,-11.343584572724996,2023-09-03 18:20:00+00:00,2023-09-03 15:00:00+00:00,3.0,2023-09-04 00:40:00+00:00,,,2023-09-03 18:25:00+00:00,2023-09-03 19:15:00+00:00,2.9145574474612745,0.6354625550660764,0.5719298245614042,0.06353273050467223,0.3882149046793715,0.11042944785276475,1.0,1.0,0.0,0.0,0.0,0.0,0.19064124783362174,0.16564417177914725
