partition,snapshot_age_min,case_entry_ts,case_execution_start,case_dev_block,case_exit_ts,case_invalidation_close_ts,case_measurement_start_ts,case_last_completed_bar_ts,case_pnl,control_entry_ts,control_execution_start,control_dev_block,control_exit_ts,control_break_ts,control_invalidation_close_ts,control_measurement_start_ts,control_last_completed_bar_ts,control_pnl,case__running_mae_R,control__running_mae_R,abs_running_mae_R_match_gap,case__max_reclaim_fraction_of_mae,control__max_reclaim_fraction_of_mae,case__half_reclaim_latency_fraction,control__half_reclaim_latency_fraction,case__longest_half_reclaim_run_fraction,control__longest_half_reclaim_run_fraction,case__post_half_reclaim_hold_fraction,control__post_half_reclaim_hold_fraction,case__late_mae_extension_fraction,control__late_mae_extension_fraction
development,60,2023-12-16 15:35:00+00:00,2023-12-16 15:00:00+00:00,3.0,2023-12-16 20:50:00+00:00,2023-12-16 20:45:00+00:00,2023-12-16 15:40:00+00:00,2023-12-16 16:30:00+00:00,-21.33903765635803,2023-11-10 16:50:00+00:00,2023-11-10 15:00:00+00:00,3.0,2023-11-10 18:05:00+00:00,,,2023-11-10 16:55:00+00:00,2023-11-10 17:45:00+00:00,19.5133202629455,0.10453444098304158,0.15307328605200965,0.048538845068968065,2.678807947019847,1.1595881595881532,0.1,0.0,0.9090909090909091,1.0,1.0,1.0,0.0,0.23423423423422757
development,60,2024-01-30 15:25:00+00:00,2024-01-30 15:00:00+00:00,4.0,2024-01-30 23:25:00+00:00,2024-01-30 23:20:00+00:00,2024-01-30 15:30:00+00:00,2024-01-30 16:20:00+00:00,-16.660716969788048,2024-01-20 17:55:00+00:00,2024-01-20 15:00:00+00:00,4.0,2024-01-20 20:35:00+00:00,,,2024-01-20 18:00:00+00:00,2024-01-20 18:50:00+00:00,2.9679179114170395,0.9112492933860917,0.4026258205689299,0.5086234728171618,0.23604218362282822,0.6358695652173819,1.0,0.5,0.0,0.6666666666666666,0.0,1.0,0.5418734491315154,0.03442028985508187
development,60,2024-02-19 15:20:00+00:00,2024-02-19 15:00:00+00:00,4.0,2024-02-20 01:20:00+00:00,2024-02-20 01:15:00+00:00,2024-02-19 15:25:00+00:00,2024-02-19 16:15:00+00:00,-19.7173913043478,2024-01-10 18:00:00+00:00,2024-01-10 15:00:00+00:00,4.0,2024-01-10 21:50:00+00:00,,,2024-01-10 18:05:00+00:00,2024-01-10 18:55:00+00:00,12.613528879306003,0.33072360616844704,0.32398000322528664,0.006743602943160398,0.3357245337159266,0.9034345445495329,1.0,0.4,0.0,0.6363636363636364,0.0,1.0,0.0,0.0
development,60,2024-03-19 17:10:00+00:00,2024-03-19 15:00:00+00:00,4.0,2024-03-19 22:15:00+00:00,2024-03-19 22:10:00+00:00,2024-03-19 17:15:00+00:00,2024-03-19 18:05:00+00:00,-42.44157296123496,2024-01-10 18:00:00+00:00,2024-01-10 15:00:00+00:00,4.0,2024-01-10 21:50:00+00:00,,,2024-01-10 18:05:00+00:00,2024-01-10 18:55:00+00:00,12.613528879306003,0.33667907471417136,0.32398000322528664,0.012699071488884717,0.04363277393879078,0.9034345445495329,1.0,0.4,0.0,0.6363636363636364,0.0,1.0,0.2716683119447141,0.0
development,60,2024-04-07 15:15:00+00:00,2024-04-07 15:00:00+00:00,4.0,2024-04-07 18:35:00+00:00,2024-04-07 18:30:00+00:00,2024-04-07 15:20:00+00:00,2024-04-07 16:10:00+00:00,-10.593406352202628,2024-01-20 17:55:00+00:00,2024-01-20 15:00:00+00:00,4.0,2024-01-20 20:35:00+00:00,,,2024-01-20 18:00:00+00:00,2024-01-20 18:50:00+00:00,2.9679179114170395,0.7387238723872337,0.4026258205689299,0.33609805181830377,0.37118391660461414,0.6358695652173819,1.0,0.5,0.0,0.6666666666666666,0.0,1.0,0.008935219657483565,0.03442028985508187
development,60,2024-05-08 18:25:00+00:00,2024-05-08 15:00:00+00:00,4.0,2024-05-08 20:10:00+00:00,2024-05-08 20:05:00+00:00,2024-05-08 18:30:00+00:00,2024-05-08 19:20:00+00:00,-16.917672031598496,2024-01-20 17:55:00+00:00,2024-01-20 15:00:00+00:00,4.0,2024-01-20 20:35:00+00:00,,,2024-01-20 18:00:00+00:00,2024-01-20 18:50:00+00:00,2.9679179114170395,0.7697998259355917,0.4026258205689299,0.3671740053666618,0.001130582249856048,0.6358695652173819,1.0,0.5,0.0,0.6666666666666666,0.0,1.0,0.44884115319389534,0.03442028985508187
development,60,2024-05-12 16:20:00+00:00,2024-05-12 15:00:00+00:00,4.0,2024-05-12 21:25:00+00:00,2024-05-12 21:20:00+00:00,2024-05-12 16:25:00+00:00,2024-05-12 17:15:00+00:00,-10.262035594193419,2024-01-20 17:55:00+00:00,2024-01-20 15:00:00+00:00,4.0,2024-01-20 20:35:00+00:00,,,2024-01-20 18:00:00+00:00,2024-01-20 18:50:00+00:00,2.9679179114170395,0.8666107382550293,0.4026258205689299,0.4639849176860994,0.4133591481123003,0.6358695652173819,1.0,0.5,0.0,0.6666666666666666,0.0,1.0,0.49177153920619066,0.03442028985508187
development,60,2024-06-01 15:05:00+00:00,2024-06-01 15:00:00+00:00,4.0,2024-06-01 23:15:00+00:00,2024-06-01 23:10:00+00:00,2024-06-01 15:10:00+00:00,2024-06-01 16:00:00+00:00,-3.641282971191595,2024-01-20 17:55:00+00:00,2024-01-20 15:00:00+00:00,4.0,2024-01-20 20:35:00+00:00,,,2024-01-20 18:00:00+00:00,2024-01-20 18:50:00+00:00,2.9679179114170395,0.49555950266428983,0.4026258205689299,0.0929336820953599,0.22939068100356197,0.6358695652173819,1.0,0.5,0.0,0.6666666666666666,0.0,1.0,0.4731182795698657,0.03442028985508187
development,60,2024-07-09 20:45:00+00:00,2024-07-09 15:00:00+00:00,5.0,2024-07-10 01:05:00+00:00,2024-07-10 01:00:00+00:00,2024-07-09 20:50:00+00:00,2024-07-09 21:40:00+00:00,-15.40905757882599,2024-10-26 18:10:00+00:00,2024-10-26 15:00:00+00:00,5.0,2024-10-26 19:10:00+00:00,,,2024-10-26 18:15:00+00:00,2024-10-26 19:05:00+00:00,3.735024665257214,0.2709136250283366,0.2641509433962269,0.0067626816321096905,1.023430962343113,2.2023809523809366,0.16666666666666666,0.3333333333333333,0.7142857142857143,0.4,0.8333333333333334,0.8571428571428571,0.0,0.0
development,60,2024-10-02 16:05:00+00:00,2024-10-02 15:00:00+00:00,5.0,2024-10-02 19:00:00+00:00,2024-10-02 18:55:00+00:00,2024-10-02 16:10:00+00:00,2024-10-02 17:00:00+00:00,-19.988117180801122,2024-07-15 15:00:00+00:00,2024-07-15 15:00:00+00:00,5.0,2024-07-15 18:25:00+00:00,,,2024-07-15 15:05:00+00:00,2024-07-15 15:55:00+00:00,3.7452355244500524,0.5132954337062177,0.5456755817992369,0.032380148093019256,0.008574490889603735,0.4563971992361642,1.0,1.0,0.0,0.0,0.0,0.0,0.5076813147552759,0.0
development,60,2024-11-23 15:00:00+00:00,2024-11-23 15:00:00+00:00,5.0,2024-11-23 16:30:00+00:00,2024-11-23 16:25:00+00:00,2024-11-23 15:05:00+00:00,2024-11-23 15:55:00+00:00,-14.497153700189724,2024-07-15 15:00:00+00:00,2024-07-15 15:00:00+00:00,5.0,2024-07-15 18:25:00+00:00,,,2024-07-15 15:05:00+00:00,2024-07-15 15:55:00+00:00,3.7452355244500524,0.5133333333333364,0.5456755817992369,0.0323422484659005,0.0753246753246802,0.4563971992361642,1.0,1.0,0.0,0.0,0.0,0.0,0.5194805194805164,0.0
development,60,2024-12-08 16:00:00+00:00,2024-12-08 15:00:00+00:00,5.0,2024-12-09 01:40:00+00:00,2024-12-09 01:35:00+00:00,2024-12-08 16:05:00+00:00,2024-12-08 16:55:00+00:00,-9.649344096871848,2024-09-24 17:40:00+00:00,2024-09-24 15:00:00+00:00,5.0,2024-09-24 22:10:00+00:00,,,2024-09-24 17:45:00+00:00,2024-09-24 18:35:00+00:00,5.8500569242067035,0.4745011086474543,0.45854444956241547,0.01595665908503885,0.17757009345795385,0.4997488699146146,1.0,1.0,0.0,0.0,0.0,0.0,0.20560747663551143,0.3867403314917151
development,60,2024-12-26 16:55:00+00:00,2024-12-26 15:00:00+00:00,5.0,2024-12-26 21:15:00+00:00,2024-12-26 21:10:00+00:00,2024-12-26 17:00:00+00:00,2024-12-26 17:50:00+00:00,-10.246331236897333,2024-09-10 15:25:00+00:00,2024-09-10 15:00:00+00:00,5.0,2024-09-10 18:15:00+00:00,,,2024-09-10 15:30:00+00:00,2024-09-10 16:20:00+00:00,4.014705882352865,1.0416666666666625,0.8542124542124551,0.18745421245420746,0.4399999999999977,0.27572898799314,1.0,1.0,0.0,0.0,0.0,0.0,0.3999999999999936,0.37607204116637377
development,120,2022-03-06 16:20:00+00:00,2022-03-06 15:00:00+00:00,0.0,2022-03-06 19:45:00+00:00,2022-03-06 19:40:00+00:00,2022-03-06 16:25:00+00:00,2022-03-06 18:15:00+00:00,-17.630385487528322,2022-02-03 15:20:00+00:00,2022-02-03 15:00:00+00:00,0.0,2022-02-03 21:50:00+00:00,,,2022-02-03 15:25:00+00:00,2022-02-03 17:15:00+00:00,10.16880622662486,0.5407407407407431,0.5765407554671979,0.035800014726454776,0.5,0.3620689655172397,0.8888888888888888,1.0,0.1,0.0,0.5,0.0,0.13698630136986417,0.3793103448275835
development,120,2022-03-09 15:50:00+00:00,2022-03-09 15:00:00+00:00,0.0,2022-03-09 19:15:00+00:00,2022-03-09 19:10:00+00:00,2022-03-09 15:55:00+00:00,2022-03-09 17:45:00+00:00,-16.31165919282507,2022-02-03 15:20:00+00:00,2022-02-03 15:00:00+00:00,0.0,2022-02-03 21:50:00+00:00,,,2022-02-03 15:25:00+00:00,2022-02-03 17:15:00+00:00,10.16880622662486,0.5873605947955389,0.5765407554671979,0.010819839328341074,0.5189873417721481,0.3620689655172397,1.0,1.0,0.16666666666666666,0.0,1.0,0.0,0.42405063291139394,0.3793103448275835
development,120,2022-06-05 16:05:00+00:00,2022-06-05 15:00:00+00:00,0.0,2022-06-05 23:30:00+00:00,2022-06-05 23:25:00+00:00,2022-06-05 16:10:00+00:00,2022-06-05 18:00:00+00:00,-17.508754377188573,2022-02-03 15:20:00+00:00,2022-02-03 15:00:00+00:00,0.0,2022-02-03 21:50:00+00:00,,,2022-02-03 15:25:00+00:00,2022-02-03 17:15:00+00:00,10.16880622662486,0.6349206349206337,0.5765407554671979,0.05837987945343581,0.762500000000002,0.3620689655172397,0.5555555555555556,1.0,0.3157894736842105,0.0,0.8888888888888888,0.0,0.0,0.3793103448275835
development,120,2022-07-09 18:30:00+00:00,2022-07-09 15:00:00+00:00,1.0,2022-07-10 00:50:00+00:00,2022-07-10 00:45:00+00:00,2022-07-09 18:35:00+00:00,2022-07-09 20:25:00+00:00,-15.717598557072886,2022-08-22 16:00:00+00:00,2022-08-22 15:00:00+00:00,1.0,2022-08-22 23:45:00+00:00,,,2022-08-22 16:05:00+00:00,2022-08-22 17:55:00+00:00,5.733944954128378,0.5887850467289742,0.5300000000000011,0.05878504672897311,0.3968253968253952,0.283018867924525,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3584905660377308
development,120,2022-07-10 20:25:00+00:00,2022-07-10 15:00:00+00:00,1.0,2022-07-11 00:20:00+00:00,2022-07-11 00:15:00+00:00,2022-07-10 20:30:00+00:00,2022-07-10 22:20:00+00:00,-16.353887399463808,2022-08-22 16:00:00+00:00,2022-08-22 15:00:00+00:00,1.0,2022-08-22 23:45:00+00:00,,,2022-08-22 16:05:00+00:00,2022-08-22 17:55:00+00:00,5.733944954128378,0.6226415094339619,0.5300000000000011,0.09264150943396077,0.13636363636363147,0.283018867924525,1.0,1.0,0.0,0.0,0.0,0.0,0.5909090909090948,0.3584905660377308
development,120,2022-09-20 15:50:00+00:00,2022-09-20 15:00:00+00:00,1.0,2022-09-20 18:00:00+00:00,2022-09-20 17:55:00+00:00,2022-09-20 15:55:00+00:00,2022-09-20 17:45:00+00:00,-14.77832512315269,2022-10-16 15:10:00+00:00,2022-10-16 15:00:00+00:00,1.0,2022-10-16 19:30:00+00:00,,,2022-10-16 15:15:00+00:00,2022-10-16 17:05:00+00:00,1.267089029676538,0.9139784946236574,0.8947368421052642,0.01924165251839327,0.14117647058823682,0.35294117647058454,1.0,1.0,0.0,0.0,0.0,0.0,0.4588235294117707,0.5294117647058872
development,120,2022-11-27 15:15:00+00:00,2022-11-27 15:00:00+00:00,1.0,2022-11-27 23:25:00+00:00,2022-11-27 23:20:00+00:00,2022-11-27 15:20:00+00:00,2022-11-27 17:10:00+00:00,-8.668105548979954,2022-10-16 15:10:00+00:00,2022-10-16 15:00:00+00:00,1.0,2022-10-16 19:30:00+00:00,,,2022-10-16 15:15:00+00:00,2022-10-16 17:05:00+00:00,1.267089029676538,0.8036529680365325,0.8947368421052642,0.09108387406873164,0.4147727272727292,0.35294117647058454,1.0,1.0,0.0,0.0,0.0,0.0,0.7784090909090927,0.5294117647058872
development,120,2023-01-07 15:55:00+00:00,2023-01-07 15:00:00+00:00,2.0,2023-01-07 22:35:00+00:00,2023-01-07 22:30:00+00:00,2023-01-07 16:00:00+00:00,2023-01-07 17:50:00+00:00,-6.367746797287078,2023-02-26 16:15:00+00:00,2023-02-26 15:00:00+00:00,2.0,2023-02-26 18:40:00+00:00,,,2023-02-26 16:20:00+00:00,2023-02-26 18:10:00+00:00,3.710639780497349,0.7066666666666641,0.6784037558685423,0.02826291079812182,0.6981132075471692,0.8062283737024298,0.6923076923076923,0.5555555555555556,0.21428571428571427,0.5,0.8,1.0,0.0,0.10034602076124616
development,120,2023-02-21 18:00:00+00:00,2023-02-21 15:00:00+00:00,2.0,2023-02-21 21:25:00+00:00,2023-02-21 21:20:00+00:00,2023-02-21 18:05:00+00:00,2023-02-21 19:55:00+00:00,-14.591668627912446,2023-01-08 15:45:00+00:00,2023-01-08 15:00:00+00:00,2.0,2023-01-08 23:50:00+00:00,,,2023-01-08 15:50:00+00:00,2023-01-08 17:40:00+00:00,6.863309352517999,0.5940460081190793,0.5807127882599599,0.013333219859119394,0.4806378132118417,0.1444043321299667,1.0,1.0,0.0,0.0,0.0,0.0,0.5125284738041033,0.014440433213001185
development,120,2023-02-28 15:25:00+00:00,2023-02-28 15:00:00+00:00,2.0,2023-02-28 20:05:00+00:00,2023-02-28 20:00:00+00:00,2023-02-28 15:30:00+00:00,2023-02-28 17:20:00+00:00,-11.032343819229073,2023-04-16 15:55:00+00:00,2023-04-16 15:00:00+00:00,2.0,2023-04-16 18:55:00+00:00,,,2023-04-16 16:00:00+00:00,2023-04-16 17:50:00+00:00,3.243154480890076,0.42701525054466594,0.377215189873417,0.049800060671248925,1.0204081632653128,1.3489932885905993,0.8333333333333334,0.3,0.2857142857142857,0.7142857142857143,1.0,1.0,0.3163265306122484,0.0
development,120,2023-03-05 15:30:00+00:00,2023-03-05 15:00:00+00:00,2.0,2023-03-05 18:00:00+00:00,2023-03-05 17:55:00+00:00,2023-03-05 15:35:00+00:00,2023-03-05 17:25:00+00:00,-5.648525758214951,2023-02-26 16:15:00+00:00,2023-02-26 15:00:00+00:00,2.0,2023-02-26 18:40:00+00:00,,,2023-02-26 16:20:00+00:00,2023-02-26 18:10:00+00:00,3.710639780497349,0.7475247524752533,0.6784037558685423,0.069120996606711,0.23178807947019991,0.8062283737024298,1.0,0.5555555555555556,0.0,0.5,0.0,1.0,0.21192052980132497,0.10034602076124616
development,120,2023-06-14 17:35:00+00:00,2023-06-14 15:00:00+00:00,2.0,2023-06-14 20:05:00+00:00,2023-06-14 20:00:00+00:00,2023-06-14 17:40:00+00:00,2023-06-14 19:30:00+00:00,-10.76077713089557,2023-02-26 16:15:00+00:00,2023-02-26 15:00:00+00:00,2.0,2023-02-26 18:40:00+00:00,,,2023-02-26 16:20:00+00:00,2023-02-26 18:10:00+00:00,3.710639780497349,1.3257328990227997,0.6784037558685423,0.6473291431542574,0.9312039312039301,0.8062283737024298,0.0,0.5555555555555556,0.6666666666666666,0.5,0.7222222222222222,1.0,0.0,0.10034602076124616
development,120,2023-06-18 16:20:00+00:00,2023-06-18 15:00:00+00:00,2.0,2023-06-18 20:25:00+00:00,2023-06-18 20:20:00+00:00,2023-06-18 16:25:00+00:00,2023-06-18 18:15:00+00:00,-10.388294166086053,2023-04-16 15:55:00+00:00,2023-04-16 15:00:00+00:00,2.0,2023-04-16 18:55:00+00:00,,,2023-04-16 16:00:00+00:00,2023-04-16 17:50:00+00:00,3.243154480890076,0.32442748091603324,0.377215189873417,0.05278770895738377,0.08235294117646591,1.3489932885905993,1.0,0.3,0.0,0.7142857142857143,0.0,1.0,0.09411764705883317,0.0
development,120,2023-07-30 15:30:00+00:00,2023-07-30 15:00:00+00:00,3.0,2023-07-30 19:50:00+00:00,2023-07-30 19:45:00+00:00,2023-07-30 15:35:00+00:00,2023-07-30 17:25:00+00:00,-14.970657511277906,2023-07-18 19:05:00+00:00,2023-07-18 15:00:00+00:00,3.0,2023-07-19 00:55:00+00:00,,,2023-07-18 19:10:00+00:00,2023-07-18 21:00:00+00:00,7.624747396238085,0.664723032069965,0.7206931702344568,0.05597013816449181,0.7719298245614032,0.042432814710043995,0.1111111111111111,1.0,0.15789473684210525,0.0,0.47058823529411764,0.0,0.0,0.30127298444130235
development,120,2023-08-03 15:00:00+00:00,2023-08-03 15:00:00+00:00,3.0,2023-08-03 22:10:00+00:00,2023-08-03 22:05:00+00:00,2023-08-03 15:05:00+00:00,2023-08-03 16:55:00+00:00,-11.36560443366813,2023-07-18 19:05:00+00:00,2023-07-18 15:00:00+00:00,3.0,2023-07-19 00:55:00+00:00,,,2023-07-18 19:10:00+00:00,2023-07-18 21:00:00+00:00,7.624747396238085,0.815476190476191,0.7206931702344568,0.09478302024173424,0.3868613138686179,0.042432814710043995,1.0,1.0,0.0,0.0,0.0,0.0,0.026763990267646597,0.30127298444130235
development,120,2023-09-02 15:25:00+00:00,2023-09-02 15:00:00+00:00,3.0,2023-09-02 17:50:00+00:00,2023-09-02 17:45:00+00:00,2023-09-02 15:30:00+00:00,2023-09-02 17:20:00+00:00,-7.91107041107042,2023-07-18 19:05:00+00:00,2023-07-18 15:00:00+00:00,3.0,2023-07-19 00:55:00+00:00,,,2023-07-18 19:10:00+00:00,2023-07-18 21:00:00+00:00,7.624747396238085,0.769736842105261,0.7206931702344568,0.04904367187080427,0.10256410256410724,0.042432814710043995,1.0,1.0,0.0,0.0,0.0,0.0,0.5042735042735019,0.30127298444130235
