detector_id,structure,direction,family,phase,policy_id,policy,n,parent_n,participation,hit_60,wilson_60,median_signed_60,hit_30,hit_120,n_2022,hit_2022,n_2023,hit_2023,n_2024,hit_2024,worst_dev_hit,aux_ge53,dev_gate
F1LM,LIQUIDITY_SWEEP_LONG_MATURE,LONG,F1,MATURE,E4,PULLBACK_RECLAIM,1126,1296,0.8688271604938271,0.5301953818827708,0.5009909980941551,0.00026271941365685336,0.5053285968028419,0.5177619893428064,350,0.49714285714285716,390,0.5564102564102564,386,0.533678756476684,0.49714285714285716,0,False
F1LM,LIQUIDITY_SWEEP_LONG_MATURE,LONG,F1,MATURE,E5,FOLLOW_THROUGH_DISPLACEMENT,1162,1296,0.8966049382716049,0.5223752151462995,0.49362905945556496,0.00025335367415435517,0.49483648881239245,0.5232358003442341,348,0.5,414,0.5265700483091788,400,0.5375,0.5,0,False
F2LE,IMPULSE_PULLBACK_LONG_EARLY,LONG,F2,EARLY,E0,PHASE_CLOSE,4844,4844,1.0,0.48203963666391414,0.46798809091825383,-0.00015639680928009048,0.4725433526011561,0.4787365813377374,1626,0.46740467404674046,1592,0.47738693467336685,1626,0.501230012300123,0.46740467404674046,0,False
F2LE,IMPULSE_PULLBACK_LONG_EARLY,LONG,F2,EARLY,E1,NATIVE_LEVEL_RETEST,2222,4844,0.4587118084227911,0.5189018901890189,0.4981124414600328,0.0002308746468429046,0.49954995499549953,0.49864986498649866,773,0.5071151358344114,696,0.5100574712643678,753,0.5391766268260292,0.5071151358344114,0,False
F2LE,IMPULSE_PULLBACK_LONG_EARLY,LONG,F2,EARLY,E2,PHASE_MID_RETEST,3387,4844,0.699215524360033,0.4886330085621494,0.47182099657876553,-8.387995101422074e-05,0.4759374077354591,0.4924712134632418,1156,0.4852941176470588,1104,0.46557971014492755,1127,0.5146406388642414,0.46557971014492755,0,False
F2LE,IMPULSE_PULLBACK_LONG_EARLY,LONG,F2,EARLY,E3,PHASE_EXTREME_BREAK,3364,4844,0.694467382328654,0.4759215219976219,0.4590819540949878,-0.000171130047227519,0.47443519619500596,0.4768133174791914,1107,0.45257452574525747,1101,0.47956403269754766,1156,0.49480968858131485,0.45257452574525747,0,False
F2LE,IMPULSE_PULLBACK_LONG_EARLY,LONG,F2,EARLY,E4,PULLBACK_RECLAIM,4231,4844,0.8734516928158547,0.4842826754904278,0.46924525078621426,-9.127418765975115e-05,0.474828645710234,0.4795556606003309,1400,0.47785714285714287,1396,0.4792263610315186,1435,0.49547038327526133,0.47785714285714287,0,False
F2LE,IMPULSE_PULLBACK_LONG_EARLY,LONG,F2,EARLY,E5,FOLLOW_THROUGH_DISPLACEMENT,4386,4844,0.9054500412881916,0.482672138622891,0.4679053102705599,-9.378949957178362e-05,0.472640218878249,0.48700410396716826,1441,0.46703678001387927,1453,0.47350309704060567,1492,0.5067024128686327,0.46703678001387927,0,False
F2LM,IMPULSE_HL_LONG_MATURE,LONG,F2,MATURE,E0,PHASE_CLOSE,1299,1299,1.0,0.45111624326404925,0.42423990769279135,-0.00042904133098153885,0.45727482678983833,0.4795996920708237,436,0.44036697247706424,417,0.45083932853717024,446,0.4618834080717489,0.44036697247706424,0,False
F2LM,IMPULSE_HL_LONG_MATURE,LONG,F2,MATURE,E1,NATIVE_LEVEL_RETEST,323,1299,0.24865280985373364,0.5170278637770898,0.46265253385690397,9.686480901494043e-05,0.4891640866873065,0.4953560371517028,117,0.5384615384615384,104,0.5096153846153846,102,0.5,0.5,0,False
F2LM,IMPULSE_HL_LONG_MATURE,LONG,F2,MATURE,E2,PHASE_MID_RETEST,910,1299,0.7005388760585065,0.48021978021978023,0.44791046473021845,-0.00014385919534354308,0.4758241758241758,0.48021978021978023,316,0.4430379746835443,281,0.4377224199288256,313,0.5559105431309904,0.4377224199288256,0,False
F2LM,IMPULSE_HL_LONG_MATURE,LONG,F2,MATURE,E3,PHASE_EXTREME_BREAK,890,1299,0.6851424172440339,0.45617977528089887,0.42371527648482116,-0.00046948653813350116,0.4404494382022472,0.45955056179775283,285,0.45263157894736844,283,0.40636042402826855,322,0.5031055900621118,0.40636042402826855,0,False
F2LM,IMPULSE_HL_LONG_MATURE,LONG,F2,MATURE,E4,PULLBACK_RECLAIM,1121,1299,0.8629715165511932,0.4745762711864407,0.44548128730790393,-0.00012899480795891538,0.4620874219446922,0.47636039250669043,382,0.4790575916230366,353,0.44192634560906513,386,0.5,0.44192634560906513,0,False
F2LM,IMPULSE_HL_LONG_MATURE,LONG,F2,MATURE,E5,FOLLOW_THROUGH_DISPLACEMENT,1174,1299,0.9037721324095458,0.45911413969335607,0.43078829297837823,-0.00027820610762302467,0.46422487223168657,0.4804088586030664,393,0.43765903307888043,378,0.43915343915343913,403,0.4987593052109181,0.43765903307888043,0,False
F3LE,COMPRESSION_BREAK_LONG_EARLY,LONG,F3,EARLY,E0,PHASE_CLOSE,789,789,1.0,0.47782002534854245,0.4431579253279657,-0.0001865671641790856,0.4752851711026616,0.4879594423320659,245,0.4448979591836735,255,0.5098039215686274,289,0.47750865051903113,0.4448979591836735,0,False
F3LE,COMPRESSION_BREAK_LONG_EARLY,LONG,F3,EARLY,E1,NATIVE_LEVEL_RETEST,504,789,0.6387832699619772,0.48214285714285715,0.43881900999762924,-0.0001731774654545326,0.46825396825396826,0.4861111111111111,163,0.4539877300613497,153,0.5620915032679739,188,0.44148936170212766,0.44148936170212766,0,False
F3LE,COMPRESSION_BREAK_LONG_EARLY,LONG,F3,EARLY,E2,PHASE_MID_RETEST,501,789,0.6349809885931559,0.49101796407185627,0.4474778218398295,-8.239268352971951e-05,0.48502994011976047,0.4750499001996008,168,0.4523809523809524,153,0.5294117647058824,180,0.49444444444444446,0.4523809523809524,0,False
F3LE,COMPRESSION_BREAK_LONG_EARLY,LONG,F3,EARLY,E3,PHASE_EXTREME_BREAK,558,789,0.7072243346007605,0.4731182795698925,0.4320175861434452,-0.00027534449389343685,0.45161290322580644,0.5017921146953405,167,0.46107784431137727,182,0.5054945054945055,209,0.45454545454545453,0.45454545454545453,0,False
F3LE,COMPRESSION_BREAK_LONG_EARLY,LONG,F3,EARLY,E4,PULLBACK_RECLAIM,700,789,0.8871989860583016,0.45571428571428574,0.4191617510423487,-0.0004781600632476346,0.4642857142857143,0.4828571428571429,215,0.4697674418604651,229,0.44541484716157204,256,0.453125,0.44541484716157204,0,False
F3LE,COMPRESSION_BREAK_LONG_EARLY,LONG,F3,EARLY,E5,FOLLOW_THROUGH_DISPLACEMENT,705,789,0.8935361216730038,0.4907801418439716,0.45402822003172366,-4.374134285922704e-05,0.4652482269503546,0.4794326241134752,219,0.45662100456621,227,0.4889867841409692,259,0.5212355212355212,0.45662100456621,0,False
F3LM,COMPRESSION_RETEST_LONG_MATURE,LONG,F3,MATURE,E0,PHASE_CLOSE,413,413,1.0,0.45036319612590797,0.40305649728080517,-0.000504477235464873,0.42857142857142855,0.48668280871670705,138,0.37681159420289856,125,0.488,150,0.4866666666666667,0.37681159420289856,0,False
F3LM,COMPRESSION_RETEST_LONG_MATURE,LONG,F3,MATURE,E1,NATIVE_LEVEL_RETEST,267,413,0.6464891041162227,0.47191011235955055,0.41285414542937965,-0.00019267822736035445,0.4307116104868914,0.4606741573033708,96,0.4791666666666667,73,0.4657534246575342,98,0.46938775510204084,0.4657534246575342,0,False
F3LM,COMPRESSION_RETEST_LONG_MATURE,LONG,F3,MATURE,E2,PHASE_MID_RETEST,287,413,0.6949152542372882,0.4634146341463415,0.4065866364788908,-0.0004361611112042585,0.4181184668989547,0.5052264808362369,96,0.4270833333333333,80,0.5,111,0.46846846846846846,0.4270833333333333,0,False
F3LM,COMPRESSION_RETEST_LONG_MATURE,LONG,F3,MATURE,E3,PHASE_EXTREME_BREAK,237,413,0.5738498789346247,0.510548523206751,0.44724713952865935,0.0001953697372276686,0.5063291139240507,0.4767932489451477,67,0.5074626865671642,74,0.4594594594594595,96,0.5520833333333334,0.4594594594594595,0,False
F3LM,COMPRESSION_RETEST_LONG_MATURE,LONG,F3,MATURE,E4,PULLBACK_RECLAIM,351,413,0.8498789346246973,0.4843304843304843,0.43250173502948464,-7.350779182591083e-05,0.45584045584045585,0.4672364672364672,109,0.48623853211009177,115,0.4956521739130435,127,0.47244094488188976,0.47244094488188976,0,False
F3LM,COMPRESSION_RETEST_LONG_MATURE,LONG,F3,MATURE,E5,FOLLOW_THROUGH_DISPLACEMENT,365,413,0.8837772397094431,0.4876712328767123,0.43678820109303973,-7.350779182591083e-05,0.4849315068493151,0.4520547945205479,115,0.4434782608695652,118,0.5169491525423728,132,0.5,0.4434782608695652,0,False
F4LE,FAILED_BREAK_LONG_EARLY,LONG,F4,EARLY,E0,PHASE_CLOSE,2424,2424,1.0,0.5235148514851485,0.5036108469271582,0.00021171882671355835,0.5078382838283828,0.5148514851485149,809,0.5179233621755254,832,0.5060096153846154,783,0.5478927203065134,0.5060096153846154,0,False
F4LE,FAILED_BREAK_LONG_EARLY,LONG,F4,EARLY,E1,NATIVE_LEVEL_RETEST,1480,2424,0.6105610561056105,0.5304054054054054,0.5049332264027078,0.0002542046661607733,0.5317567567567567,0.527027027027027,521,0.5412667946257198,492,0.49796747967479676,467,0.5524625267665952,0.49796747967479676,1,False
F4LE,FAILED_BREAK_LONG_EARLY,LONG,F4,EARLY,E2,PHASE_MID_RETEST,1484,2424,0.6122112211221122,0.5269541778975741,0.5015152297164857,0.00027308495320610415,0.5175202156334232,0.5289757412398922,505,0.5128712871287129,502,0.5159362549800797,477,0.5534591194968553,0.5128712871287129,0,False
F4LE,FAILED_BREAK_LONG_EARLY,LONG,F4,EARLY,E3,PHASE_EXTREME_BREAK,1769,2424,0.7297854785478548,0.5110231769361221,0.48773028686674214,9.073092835887309e-05,0.5065008479366874,0.5059355568117581,575,0.4991304347826087,616,0.4935064935064935,578,0.5415224913494809,0.4935064935064935,0,False
F4LE,FAILED_BREAK_LONG_EARLY,LONG,F4,EARLY,E4,PULLBACK_RECLAIM,2137,2424,0.8816006600660066,0.5264389330837623,0.5052410753168378,0.00024406117800190863,0.5273748245203557,0.5208235844642022,716,0.5335195530726257,746,0.4785522788203753,675,0.5718518518518518,0.4785522788203753,0,False
F4LE,FAILED_BREAK_LONG_EARLY,LONG,F4,EARLY,E5,FOLLOW_THROUGH_DISPLACEMENT,2214,2424,0.9133663366336634,0.5225835591689251,0.5017565644445164,0.00017288880203303325,0.5149051490514905,0.5167118337850045,733,0.5266030013642565,765,0.4993464052287582,716,0.5432960893854749,0.4993464052287582,0,False
F4LM,FAILED_BREAK_LONG_MATURE,LONG,F4,MATURE,E0,PHASE_CLOSE,1743,1743,1.0,0.5272518646012622,0.5037794918120652,0.000261752696052886,0.4991394148020654,0.5180722891566265,560,0.5339285714285714,584,0.5051369863013698,599,0.5425709515859767,0.5051369863013698,0,False
F4LM,FAILED_BREAK_LONG_MATURE,LONG,F4,MATURE,E1,NATIVE_LEVEL_RETEST,902,1743,0.5174985656913368,0.5221729490022173,0.48955024480436427,0.00015423135256298348,0.5221729490022173,0.5421286031042128,306,0.5620915032679739,293,0.46757679180887374,303,0.5346534653465347,0.46757679180887374,1,False
F4LM,FAILED_BREAK_LONG_MATURE,LONG,F4,MATURE,E2,PHASE_MID_RETEST,942,1743,0.540447504302926,0.5063694267515924,0.47448149981857213,5.0052103347297816e-05,0.5031847133757962,0.5212314225053079,320,0.49375,309,0.5080906148867314,313,0.5175718849840255,0.49375,0,False
F4LM,FAILED_BREAK_LONG_MATURE,LONG,F4,MATURE,E3,PHASE_EXTREME_BREAK,1358,1743,0.7791164658634538,0.5139911634756995,0.48740654617903895,0.00012324848922851128,0.5036818851251841,0.5198821796759941,433,0.5011547344110855,456,0.47368421052631576,469,0.5650319829424307,0.47368421052631576,0,False
F4LM,FAILED_BREAK_LONG_MATURE,LONG,F4,MATURE,E4,PULLBACK_RECLAIM,1527,1743,0.8760757314974182,0.5324165029469549,0.5073408780399411,0.0002555502315924052,0.5317616240995415,0.5304518664047151,500,0.51,506,0.5079051383399209,521,0.5777351247600768,0.5079051383399209,2,False
F4LM,FAILED_BREAK_LONG_MATURE,LONG,F4,MATURE,E5,FOLLOW_THROUGH_DISPLACEMENT,1589,1743,0.9116465863453815,0.5267463813719321,0.5021624075277088,0.00023579344494217835,0.5179358086847073,0.5235997482693517,505,0.499009900990099,540,0.5166666666666667,544,0.5625,0.499009900990099,0,False
F1SE,LIQUIDITY_SWEEP_SHORT_EARLY,SHORT,F1,EARLY,E0,PHASE_CLOSE,4883,4883,1.0,0.5031742781077206,0.4891534868870251,3.547860640029654e-05,0.4878148679090723,0.4994880196600451,1609,0.49223119950279676,1633,0.5156154317207593,1641,0.5015234613040829,0.49223119950279676,0,False
F1SE,LIQUIDITY_SWEEP_SHORT_EARLY,SHORT,F1,EARLY,E1,NATIVE_LEVEL_RETEST,3143,4883,0.6436616833913578,0.5090677696468342,0.4915900622865911,7.495689978254116e-05,0.501749920458161,0.4960229080496341,1015,0.5211822660098522,1040,0.5,1088,0.5064338235294118,0.5,0,False
F1SE,LIQUIDITY_SWEEP_SHORT_EARLY,SHORT,F1,EARLY,E2,PHASE_MID_RETEST,3315,4883,0.678885930780258,0.4907993966817496,0.4738021189236042,-5.029169181236526e-05,0.4790346907993967,0.48717948717948717,1107,0.5058717253839206,1101,0.47956403269754766,1107,0.4869015356820235,0.47956403269754766,0,False
F1SE,LIQUIDITY_SWEEP_SHORT_EARLY,SHORT,F1,EARLY,E3,PHASE_EXTREME_BREAK,2978,4883,0.6098709809543313,0.48388179986568164,0.46596554278614355,-9.739879219883285e-05,0.46877098723975824,0.49529885829415715,945,0.5058201058201058,1031,0.466537342386033,1002,0.4810379241516966,0.466537342386033,0,False
F1SE,LIQUIDITY_SWEEP_SHORT_EARLY,SHORT,F1,EARLY,E4,PULLBACK_RECLAIM,4244,4883,0.8691378251075159,0.4917530631479736,0.47672650828234114,-4.7114307385132115e-05,0.49528746465598494,0.4934024505183789,1381,0.499637943519189,1431,0.4856743535988819,1432,0.49022346368715086,0.4856743535988819,0,False
F1SE,LIQUIDITY_SWEEP_SHORT_EARLY,SHORT,F1,EARLY,E5,FOLLOW_THROUGH_DISPLACEMENT,4366,4883,0.8941224656973172,0.49289967934035733,0.4780827371196751,-3.892740089062041e-05,0.4908382959230417,0.5,1404,0.5113960113960114,1484,0.48921832884097033,1478,0.4790257104194858,0.4790257104194858,0,False
F1SM,LIQUIDITY_SWEEP_SHORT_MATURE,SHORT,F1,MATURE,E0,PHASE_CLOSE,1231,1231,1.0,0.4800974817221771,0.4522937425591983,-0.0001234009296202654,0.45085296506904954,0.4890333062550772,387,0.4883720930232558,431,0.48491879350348027,413,0.46731234866828086,0.46731234866828086,0,False
F1SM,LIQUIDITY_SWEEP_SHORT_MATURE,SHORT,F1,MATURE,E1,NATIVE_LEVEL_RETEST,393,1231,0.3192526401299756,0.5038167938931297,0.45458755645020726,3.216571777797661e-05,0.47837150127226463,0.5165394402035624,117,0.48717948717948717,146,0.5273972602739726,130,0.49230769230769234,0.48717948717948717,0,False
F1SM,LIQUIDITY_SWEEP_SHORT_MATURE,SHORT,F1,MATURE,E2,PHASE_MID_RETEST,804,1231,0.6531275385865151,0.48258706467661694,0.44821165357066917,-9.943478368568126e-05,0.47885572139303484,0.48383084577114427,256,0.5,278,0.48201438848920863,270,0.4666666666666667,0.4666666666666667,0,False
F1SM,LIQUIDITY_SWEEP_SHORT_MATURE,SHORT,F1,MATURE,E3,PHASE_EXTREME_BREAK,917,1231,0.7449228269699432,0.4612868047982552,0.4292505598653943,-0.0003271823059809442,0.4612868047982552,0.47546346782988,296,0.4358108108108108,317,0.4794952681388013,304,0.46710526315789475,0.4358108108108108,0,False
F1SM,LIQUIDITY_SWEEP_SHORT_MATURE,SHORT,F1,MATURE,E4,PULLBACK_RECLAIM,1076,1231,0.8740861088545898,0.4758364312267658,0.4461350212725802,-0.00014492445841973733,0.48141263940520446,0.483271375464684,327,0.4709480122324159,391,0.47570332480818417,358,0.48044692737430167,0.4709480122324159,0,False
F1SM,LIQUIDITY_SWEEP_SHORT_MATURE,SHORT,F1,MATURE,E5,FOLLOW_THROUGH_DISPLACEMENT,1100,1231,0.8935824532900081,0.48454545454545456,0.4551171717938804,-5.3417185165827163e-05,0.47363636363636363,0.4863636363636364,340,0.47941176470588237,393,0.4758269720101781,367,0.4986376021798365,0.4758269720101781,0,False
F2SE,IMPULSE_PULLBACK_SHORT_EARLY,SHORT,F2,EARLY,E0,PHASE_CLOSE,4639,4639,1.0,0.4580728605302867,0.44377593464219933,-0.0003506087843436756,0.4578572968312136,0.4625996982108213,1568,0.4764030612244898,1559,0.45285439384220655,1512,0.4444444444444444,0.4444444444444444,0,False
F2SE,IMPULSE_PULLBACK_SHORT_EARLY,SHORT,F2,EARLY,E1,NATIVE_LEVEL_RETEST,2090,4639,0.45052813106272904,0.47464114832535886,0.45329879791755473,-0.00017818384582590774,0.4842105263157895,0.46507177033492825,710,0.4915492957746479,704,0.46732954545454547,676,0.46449704142011833,0.46449704142011833,0,False
F2SE,IMPULSE_PULLBACK_SHORT_EARLY,SHORT,F2,EARLY,E2,PHASE_MID_RETEST,3179,4639,0.6852769993533089,0.477194086190626,0.45986923700198507,-0.00017721855478258774,0.46052217678515256,0.4639823843976093,1073,0.4846225535880708,1096,0.46624087591240876,1010,0.48118811881188117,0.46624087591240876,0,False
F2SE,IMPULSE_PULLBACK_SHORT_EARLY,SHORT,F2,EARLY,E3,PHASE_EXTREME_BREAK,3181,4639,0.6857081267514551,0.4539453002200566,0.4367096051763487,-0.0004148746387133695,0.4526878340144609,0.4426281043696951,1073,0.47530288909599255,1093,0.42909423604757546,1015,0.458128078817734,0.42909423604757546,0,False
F2SE,IMPULSE_PULLBACK_SHORT_EARLY,SHORT,F2,EARLY,E4,PULLBACK_RECLAIM,3943,4639,0.849967665445139,0.4592949530814101,0.44378742415010625,-0.00035640228097455484,0.4572660410854679,0.4453461831093076,1337,0.47270007479431564,1321,0.4428463285389856,1285,0.4622568093385214,0.4428463285389856,0,False
F2SE,IMPULSE_PULLBACK_SHORT_EARLY,SHORT,F2,EARLY,E5,FOLLOW_THROUGH_DISPLACEMENT,4108,4639,0.8855356757921966,0.45934761441090555,0.44415344897935016,-0.00031330227749004624,0.45691333982473226,0.45034079844206426,1379,0.4807831762146483,1402,0.43794579172610554,1327,0.45968349660889224,0.43794579172610554,0,False
F2SM,IMPULSE_LH_SHORT_MATURE,SHORT,F2,MATURE,E0,PHASE_CLOSE,1119,1119,1.0,0.45308310991957107,0.4241267257709989,-0.00038202807075826684,0.4450402144772118,0.4575513851653262,382,0.46596858638743455,376,0.43617021276595747,361,0.45706371191135736,0.43617021276595747,0,False
F2SM,IMPULSE_LH_SHORT_MATURE,SHORT,F2,MATURE,E1,NATIVE_LEVEL_RETEST,247,1119,0.22073279714030383,0.4574898785425101,0.3964860315246339,-0.00029599560235094025,0.4817813765182186,0.4574898785425101,85,0.47058823529411764,80,0.45,82,0.45121951219512196,0.45,0,False
F2SM,IMPULSE_LH_SHORT_MATURE,SHORT,F2,MATURE,E2,PHASE_MID_RETEST,743,1119,0.6639857015192135,0.48183041722745623,0.446087965596958,-0.00016557387906468435,0.4697173620457604,0.4737550471063257,262,0.4732824427480916,247,0.46558704453441296,234,0.5085470085470085,0.46558704453441296,0,False
F2SM,IMPULSE_LH_SHORT_MATURE,SHORT,F2,MATURE,E3,PHASE_EXTREME_BREAK,754,1119,0.6738159070598749,0.45225464190981435,0.41706023502245354,-0.0004082008067491927,0.45755968169761274,0.45755968169761274,256,0.484375,246,0.43089430894308944,252,0.44047619047619047,0.43089430894308944,0,False
F2SM,IMPULSE_LH_SHORT_MATURE,SHORT,F2,MATURE,E4,PULLBACK_RECLAIM,969,1119,0.8659517426273459,0.45304437564499483,0.4219487551120809,-0.00039504872267581703,0.46233230134158926,0.4613003095975232,318,0.46855345911949686,335,0.4298507462686567,316,0.4620253164556962,0.4298507462686567,0,False
F2SM,IMPULSE_LH_SHORT_MATURE,SHORT,F2,MATURE,E5,FOLLOW_THROUGH_DISPLACEMENT,982,1119,0.8775692582663092,0.4847250509164969,0.4535875892266946,-0.00017470945720654552,0.48370672097759676,0.47352342158859473,327,0.5076452599388379,337,0.4629080118694362,318,0.48427672955974843,0.4629080118694362,0,False
F3SE,COMPRESSION_BREAK_SHORT_EARLY,SHORT,F3,EARLY,E0,PHASE_CLOSE,703,703,1.0,0.4366998577524893,0.40047869007785336,-0.0005512881767064659,0.45376955903271693,0.4566145092460882,233,0.4248927038626609,237,0.42616033755274263,233,0.4592274678111588,0.4248927038626609,0,False
F3SE,COMPRESSION_BREAK_SHORT_EARLY,SHORT,F3,EARLY,E1,NATIVE_LEVEL_RETEST,417,703,0.5931721194879089,0.460431654676259,0.41317088981587846,-0.0003161805390878847,0.47721822541966424,0.4556354916067146,142,0.4295774647887324,135,0.48148148148148145,140,0.4714285714285714,0.4295774647887324,0,False
F3SE,COMPRESSION_BREAK_SHORT_EARLY,SHORT,F3,EARLY,E2,PHASE_MID_RETEST,428,703,0.6088193456614509,0.4602803738317757,0.413623346628463,-0.00040142366588902245,0.45794392523364486,0.4485981308411215,148,0.3918918918918919,141,0.48936170212765956,139,0.5035971223021583,0.3918918918918919,0,False
F3SE,COMPRESSION_BREAK_SHORT_EARLY,SHORT,F3,EARLY,E3,PHASE_EXTREME_BREAK,467,703,0.6642958748221907,0.4475374732334047,0.40304996457374853,-0.0004649983090969645,0.4539614561027837,0.44325481798715205,150,0.43333333333333335,151,0.45695364238410596,166,0.45180722891566266,0.43333333333333335,0,False
F3SE,COMPRESSION_BREAK_SHORT_EARLY,SHORT,F3,EARLY,E4,PULLBACK_RECLAIM,600,703,0.8534850640113798,0.43,0.3909554314092677,-0.0007214685200832571,0.4583333333333333,0.4666666666666667,195,0.40512820512820513,198,0.48484848484848486,207,0.40096618357487923,0.40096618357487923,0,False
F3SE,COMPRESSION_BREAK_SHORT_EARLY,SHORT,F3,EARLY,E5,FOLLOW_THROUGH_DISPLACEMENT,615,703,0.8748221906116643,0.44227642276422763,0.40350265638986527,-0.0006349084192704968,0.44390243902439025,0.4585365853658537,190,0.42105263157894735,216,0.46296296296296297,209,0.44019138755980863,0.42105263157894735,0,False
F3SM,COMPRESSION_RETEST_SHORT_MATURE,SHORT,F3,MATURE,E0,PHASE_CLOSE,340,340,1.0,0.4470588235294118,0.39509477922472486,-0.000670479384283662,0.4294117647058823,0.43529411764705883,120,0.36666666666666664,103,0.47572815533980584,117,0.5042735042735043,0.36666666666666664,0,False
F3SM,COMPRESSION_RETEST_SHORT_MATURE,SHORT,F3,MATURE,E1,NATIVE_LEVEL_RETEST,206,340,0.6058823529411764,0.47572815533980584,0.4086000589392007,-0.00038438193271705945,0.47572815533980584,0.47572815533980584,76,0.47368421052631576,59,0.4915254237288136,71,0.4647887323943662,0.4647887323943662,0,False
F3SM,COMPRESSION_RETEST_SHORT_MATURE,SHORT,F3,MATURE,E2,PHASE_MID_RETEST,233,340,0.6852941176470588,0.45064377682403434,0.3880722854768967,-0.00044491054120188167,0.4678111587982833,0.44635193133047213,78,0.3717948717948718,67,0.47761194029850745,88,0.5,0.3717948717948718,0,False
F3SM,COMPRESSION_RETEST_SHORT_MATURE,SHORT,F3,MATURE,E3,PHASE_EXTREME_BREAK,214,340,0.6294117647058823,0.42990654205607476,0.36538972699258465,-0.0006735318742981944,0.43457943925233644,0.411214953271028,65,0.36923076923076925,65,0.4461538461538462,84,0.4642857142857143,0.36923076923076925,0,False
F3SM,COMPRESSION_RETEST_SHORT_MATURE,SHORT,F3,MATURE,E4,PULLBACK_RECLAIM,295,340,0.8676470588235294,0.4440677966101695,0.38844914487906573,-0.0007642338555597927,0.4440677966101695,0.41694915254237286,105,0.34285714285714286,87,0.4827586206896552,103,0.5145631067961165,0.34285714285714286,0,False
F3SM,COMPRESSION_RETEST_SHORT_MATURE,SHORT,F3,MATURE,E5,FOLLOW_THROUGH_DISPLACEMENT,302,340,0.888235294117647,0.4304635761589404,0.37583829396021196,-0.0007336673523593573,0.46357615894039733,0.4337748344370861,99,0.40404040404040403,96,0.4791666666666667,107,0.411214953271028,0.40404040404040403,0,False
