data_end,dev_parent_n,ref_parent_n,ref_2025_n,ref_2026_n,dev_full_reclaim_share,ref_full_reclaim_share,dev_inzone_share,ref_inzone_share,ref_entry_plans,ref_no_policy_target,policy_plans,policy_resolved,policy_wins,policy_losses,policy_ambiguous,policy_unresolved,policy_hit_rate,policy_expectancy_r,policy_total_r,policy_profit_factor,policy_max_loss_streak,policy_max_drawdown_r
2026-08-27 00:00:00+00:00,788,463,299,164,0.6091370558375635,0.5896328293736501,0.39086294416243655,0.4103671706263499,402,3,399,399,212,187,0,0,0.531328320802005,0.06202363214963543,24.747429227704536,1.1323391937310403,9,12.530145136521249
