snapshot_age_min,feature,direction,dev_block,n,case_median,control_median,median_gap,effect,adequate,direction_ok
60,recovery_from_worst_R,lower,0,3,0.06319702602230023,0.3509933774834473,-0.287796351461147,2.821680971332663,False,False
60,recovery_from_worst_R,lower,1,4,0.22856999296552954,0.2873239436619718,-0.058753950696442236,0.5823203819730932,False,False
60,recovery_from_worst_R,lower,2,7,0.19485791610283926,0.1362683438155125,0.05858957228732675,0.24166135136629177,True,False
60,recovery_from_worst_R,lower,3,7,0.2419825072886251,0.10488676996424447,0.13709573732438063,1.282803189993292,True,False
60,recovery_from_worst_R,lower,4,7,0.11367673179394792,0.2560175054704571,-0.14234077367650916,1.5255515988886925,True,True
60,recovery_from_worst_R,lower,5,5,0.06651884700665454,0.23167766585620136,-0.1651588188495468,4.205736507920316,True,True
60,recovery_efficiency,lower,0,3,0.18681318681317374,0.946428571428582,-0.7596153846154083,8.625931627318733,False,False
60,recovery_efficiency,lower,1,4,0.6928651059085894,0.9821428571428543,-0.2892777512342649,0.7944139117651507,False,False
60,recovery_efficiency,lower,2,7,0.38679245283019265,0.23809523809523656,0.1486972147349561,0.18368479101852705,True,False
60,recovery_efficiency,lower,3,7,0.38821490467937153,0.11042944785276473,0.2777854568266068,0.599601236025461,True,False
60,recovery_efficiency,lower,4,7,0.23604218362282822,0.6358695652173819,-0.39982738159455367,2.863029241384393,True,True
60,recovery_efficiency,lower,5,5,0.14018691588785484,0.42457033736473737,-0.28438342147688256,1.3598277169594777,True,True
60,bars_since_worst_fraction,lower,0,3,0.1,0.5,-0.4,2.0,False,False
60,bars_since_worst_fraction,lower,1,4,0.4,0.55,-0.15000000000000002,0.6315789473684211,False,False
60,bars_since_worst_fraction,lower,2,7,0.3,0.3,0.0,0.0,True,False
60,bars_since_worst_fraction,lower,3,7,0.6,0.0,0.6,4.000000000000002,True,False
60,bars_since_worst_fraction,lower,4,7,0.1,0.2,-0.1,0.28571428571428575,True,True
60,bars_since_worst_fraction,lower,5,5,0.2,0.9,-0.7,1.2727272727272725,True,True
60,post_worst_close_slope_R_per_bar,lower,0,3,0.0,0.0436665719965926,-0.0436665719965926,1.2789935090699391,False,False
60,post_worst_close_slope_R_per_bar,lower,1,4,0.02773005516789102,0.035381562881564785,-0.007651507713673764,0.3488435402837088,False,False
60,post_worst_close_slope_R_per_bar,lower,2,7,0.0009541984732810999,0.02033542976938576,-0.01938123129610466,0.5552497786082734,True,True
60,post_worst_close_slope_R_per_bar,lower,3,7,0.012390670553944147,0.0,0.012390670553944147,0.29596673535544255,True,False
60,post_worst_close_slope_R_per_bar,lower,4,7,0.004451222956561334,0.04121079504012001,-0.03675957208355868,0.9266340188744713,True,True
60,post_worst_close_slope_R_per_bar,lower,5,5,0.0,0.040747093577281526,-0.040747093577281526,1.0780647731235504,True,True
120,recovery_from_worst_R,lower,0,3,0.30483271375464455,0.02584493041749412,0.2789877833371504,5.0458077560499515,False,False
120,recovery_from_worst_R,lower,1,4,0.07969048336850756,0.1865789473684242,-0.10688846399991664,0.9433514754767552,False,False
120,recovery_from_worst_R,lower,2,6,0.34942715381145917,0.462173887205084,-0.11274673339362484,0.5728213577214484,True,True
120,recovery_from_worst_R,lower,3,6,0.3146764212292885,0.0305810397553529,0.2840953814739356,2.088749767964506,True,False
120,recovery_from_worst_R,lower,4,6,0.20992731835460918,0.18368005160457943,0.026247266750029752,0.22946251375187468,True,False
120,recovery_from_worst_R,lower,5,4,0.30906381496370033,0.4486060583901561,-0.13954224342645577,0.5839260733901213,False,False
120,recovery_efficiency,lower,0,3,0.5189873417721481,0.04482758620689489,0.47415975556525325,6.8669385554893685,False,False
120,recovery_efficiency,lower,1,4,0.12445887445887735,0.25083240843507504,-0.1263735339761977,1.281205691652909,False,False
120,recovery_efficiency,lower,2,6,0.532771736794606,0.8027681660899687,-0.2699964292953627,1.1107728628282956,True,True
120,recovery_efficiency,lower,3,6,0.3867820816290193,0.042432814710043995,0.34434926691897527,2.389884504531585,True,False
120,recovery_efficiency,lower,4,6,0.32879246833139175,0.3621621621621613,-0.03336969383076954,0.34795845157106664,True,True
