partition,snapshot_age_min,case_entry_ts,case_execution_start,case_dev_block,case_exit_ts,case_invalidation_close_ts,case_measurement_start_ts,case_last_completed_bar_ts,case_pnl,control_entry_ts,control_execution_start,control_dev_block,control_exit_ts,control_break_ts,control_invalidation_close_ts,control_measurement_start_ts,control_last_completed_bar_ts,control_pnl,case__running_mae_R,control__running_mae_R,abs_running_mae_R_match_gap,case__recovery_from_worst_R,control__recovery_from_worst_R,case__recovery_efficiency,control__recovery_efficiency,case__bars_since_worst_fraction,control__bars_since_worst_fraction,case__post_worst_close_slope_R_per_bar,control__post_worst_close_slope_R_per_bar
development,120,2023-03-05 15:30:00+00:00,2023-03-05 15:00:00+00:00,2.0,2023-03-05 18:00:00+00:00,2023-03-05 17:55:00+00:00,2023-03-05 15:35:00+00:00,2023-03-05 17:25:00+00:00,-5.648525758214951,2023-02-26 16:15:00+00:00,2023-02-26 15:00:00+00:00,2.0,2023-02-26 18:40:00+00:00,,,2023-02-26 16:20:00+00:00,2023-02-26 18:10:00+00:00,3.710639780497349,0.7475247524752533,0.6784037558685423,0.069120996606711,0.17326732673267553,0.5446009389671366,0.23178807947019991,0.8027681660899687,0.13636363636363635,0.4090909090909091,0.028217821782165278,0.06285389102290563
development,120,2023-06-14 17:35:00+00:00,2023-06-14 15:00:00+00:00,2.0,2023-06-14 20:05:00+00:00,2023-06-14 20:00:00+00:00,2023-06-14 17:40:00+00:00,2023-06-14 19:30:00+00:00,-10.76077713089557,2023-02-26 16:15:00+00:00,2023-02-26 15:00:00+00:00,2.0,2023-02-26 18:40:00+00:00,,,2023-02-26 16:20:00+00:00,2023-02-26 18:10:00+00:00,3.710639780497349,1.3257328990227997,0.6784037558685423,0.6473291431542574,0.8501628664495079,0.5446009389671366,0.6412776412776394,0.8027681660899687,0.7727272727272727,0.4090909090909091,0.02619309338684868,0.06285389102290563
development,120,2023-06-18 16:20:00+00:00,2023-06-18 15:00:00+00:00,2.0,2023-06-18 20:25:00+00:00,2023-06-18 20:20:00+00:00,2023-06-18 16:25:00+00:00,2023-06-18 18:15:00+00:00,-10.388294166086053,2023-04-16 15:55:00+00:00,2023-04-16 15:00:00+00:00,2.0,2023-04-16 18:55:00+00:00,,,2023-04-16 16:00:00+00:00,2023-04-16 17:50:00+00:00,3.243154480890076,0.32442748091603324,0.377215189873417,0.05278770895738377,0.026717557251907102,0.3797468354430314,0.08235294117646591,1.0067114093959577,0.045454545454545456,0.9090909090909091,0.022900763358774247,0.01710340292618745
development,120,2023-07-30 15:30:00+00:00,2023-07-30 15:00:00+00:00,3.0,2023-07-30 19:50:00+00:00,2023-07-30 19:45:00+00:00,2023-07-30 15:35:00+00:00,2023-07-30 17:25:00+00:00,-14.970657511277906,2023-07-18 19:05:00+00:00,2023-07-18 15:00:00+00:00,3.0,2023-07-19 00:55:00+00:00,,,2023-07-18 19:10:00+00:00,2023-07-18 21:00:00+00:00,7.624747396238085,0.664723032069965,0.7206931702344568,0.05597013816449181,0.4227405247813399,0.0305810397553529,0.6359649122807055,0.042432814710043995,0.8181818181818182,0.0,0.008096772543602939,0.0
development,120,2023-08-03 15:00:00+00:00,2023-08-03 15:00:00+00:00,3.0,2023-08-03 22:10:00+00:00,2023-08-03 22:05:00+00:00,2023-08-03 15:05:00+00:00,2023-08-03 16:55:00+00:00,-11.36560443366813,2023-07-18 19:05:00+00:00,2023-07-18 15:00:00+00:00,3.0,2023-07-19 00:55:00+00:00,,,2023-07-18 19:10:00+00:00,2023-07-18 21:00:00+00:00,7.624747396238085,0.815476190476191,0.7206931702344568,0.09478302024173424,0.3154761904761946,0.0305810397553529,0.3868613138686179,0.042432814710043995,0.36363636363636365,0.0,0.013161375661377673,0.0
development,120,2023-09-02 15:25:00+00:00,2023-09-02 15:00:00+00:00,3.0,2023-09-02 17:50:00+00:00,2023-09-02 17:45:00+00:00,2023-09-02 15:30:00+00:00,2023-09-02 17:20:00+00:00,-7.91107041107042,2023-07-18 19:05:00+00:00,2023-07-18 15:00:00+00:00,3.0,2023-07-19 00:55:00+00:00,,,2023-07-18 19:10:00+00:00,2023-07-18 21:00:00+00:00,7.624747396238085,0.769736842105261,0.7206931702344568,0.04904367187080427,0.02302631578946688,0.0305810397553529,0.029914529914521155,0.042432814710043995,0.09090909090909091,0.0,-0.01151315789472898,0.0
development,120,2023-10-02 15:00:00+00:00,2023-10-02 15:00:00+00:00,3.0,2023-10-02 18:40:00+00:00,2023-10-02 18:35:00+00:00,2023-10-02 15:05:00+00:00,2023-10-02 16:55:00+00:00,-24.249041987720933,2023-07-18 19:05:00+00:00,2023-07-18 15:00:00+00:00,3.0,2023-07-19 00:55:00+00:00,,,2023-07-18 19:10:00+00:00,2023-07-18 21:00:00+00:00,7.624747396238085,0.7375178316690466,0.7206931702344568,0.016824661434589827,0.44650499286733775,0.0305810397553529,0.605415860735015,0.042432814710043995,0.5909090909090909,0.0,0.011020363374142446,0.0
development,120,2023-11-08 19:15:00+00:00,2023-11-08 15:00:00+00:00,3.0,2023-11-09 01:05:00+00:00,2023-11-09 01:00:00+00:00,2023-11-08 19:20:00+00:00,2023-11-08 21:10:00+00:00,-11.343584572724996,2023-07-18 19:05:00+00:00,2023-07-18 15:00:00+00:00,3.0,2023-07-19 00:55:00+00:00,,,2023-07-18 19:10:00+00:00,2023-07-18 21:00:00+00:00,7.624747396238085,0.8116740088105736,0.7206931702344568,0.09098083857611683,0.3138766519823825,0.0305810397553529,0.3867028493894206,0.042432814710043995,0.3181818181818182,0.0,0.04725194042374881,0.0
development,120,2023-12-16 15:35:00+00:00,2023-12-16 15:00:00+00:00,3.0,2023-12-16 20:50:00+00:00,2023-12-16 20:45:00+00:00,2023-12-16 15:40:00+00:00,2023-12-16 17:30:00+00:00,-21.33903765635803,2023-08-01 18:30:00+00:00,2023-08-01 15:00:00+00:00,3.0,2023-08-01 23:25:00+00:00,,,2023-08-01 18:35:00+00:00,2023-08-01 20:25:00+00:00,4.904078261974365,0.27379716164762824,0.24870466321243212,0.02509249843519612,0.06057459328487276,0.02590673575129629,0.22123893805309464,0.1041666666666718,0.0,0.0,0.0,0.0
development,120,2024-01-30 15:25:00+00:00,2024-01-30 15:00:00+00:00,4.0,2024-01-30 23:25:00+00:00,2024-01-30 23:20:00+00:00,2024-01-30 15:30:00+00:00,2024-01-30 17:20:00+00:00,-16.660716969788048,2024-01-10 18:00:00+00:00,2024-01-10 15:00:00+00:00,4.0,2024-01-10 21:50:00+00:00,,,2024-01-10 18:05:00+00:00,2024-01-10 19:55:00+00:00,12.613528879306003,0.9112492933860917,0.5071762618932429,0.4040730314928488,0.35132843414358284,0.18368005160457943,0.3855459057071957,0.3621621621621613,0.5909090909090909,0.13636363636363635,0.02917461283769802,0.028382518948553835
development,120,2024-02-19 15:20:00+00:00,2024-02-19 15:00:00+00:00,4.0,2024-02-20 01:20:00+00:00,2024-02-20 01:15:00+00:00,2024-02-19 15:25:00+00:00,2024-02-19 17:15:00+00:00,-19.7173913043478,2024-01-10 18:00:00+00:00,2024-01-10 15:00:00+00:00,4.0,2024-01-10 21:50:00+00:00,,,2024-01-10 18:05:00+00:00,2024-01-10 19:55:00+00:00,12.613528879306003,0.6201660735468569,0.5071762618932429,0.11298981165361399,0.11814946619217183,0.18368005160457943,0.1905126243305294,0.3621621621621613,0.13636363636363635,0.13636363636363635,-0.03155397390273272,0.028382518948553835
development,120,2024-03-19 17:10:00+00:00,2024-03-19 15:00:00+00:00,4.0,2024-03-19 22:15:00+00:00,2024-03-19 22:10:00+00:00,2024-03-19 17:15:00+00:00,2024-03-19 19:05:00+00:00,-42.44157296123496,2024-03-29 20:35:00+00:00,2024-03-29 15:00:00+00:00,4.0,2024-03-29 23:00:00+00:00,,,2024-03-29 20:40:00+00:00,2024-03-29 22:30:00+00:00,6.836473818767175,0.3951076841265629,0.399815327793168,0.004707643666605088,0.10748471151289667,0.7311480455524763,0.27203903095558785,1.8287143956889842,0.0,0.5454545454545454,0.0,0.04362542658941521
development,120,2024-04-07 15:15:00+00:00,2024-04-07 15:00:00+00:00,4.0,2024-04-07 18:35:00+00:00,2024-04-07 18:30:00+00:00,2024-04-07 15:20:00+00:00,2024-04-07 17:10:00+00:00,-10.593406352202628,2024-01-10 18:00:00+00:00,2024-01-10 15:00:00+00:00,4.0,2024-01-10 21:50:00+00:00,,,2024-01-10 18:05:00+00:00,2024-01-10 19:55:00+00:00,12.613528879306003,0.7387238723872337,0.5071762618932429,0.23154761049399075,0.30170517051704654,0.18368005160457943,0.4084139985107925,0.3621621621621613,0.6818181818181818,0.13636363636363635,0.02210654889018392,0.028382518948553835
development,120,2024-05-12 16:20:00+00:00,2024-05-12 15:00:00+00:00,4.0,2024-05-12 21:25:00+00:00,2024-05-12 21:20:00+00:00,2024-05-12 16:25:00+00:00,2024-05-12 18:15:00+00:00,-10.262035594193419,2024-01-10 18:00:00+00:00,2024-01-10 15:00:00+00:00,4.0,2024-01-10 21:50:00+00:00,,,2024-01-10 18:05:00+00:00,2024-01-10 19:55:00+00:00,12.613528879306003,0.8666107382550293,0.5071762618932429,0.3594344763617864,0.38171140939596937,0.18368005160457943,0.44046466602129497,0.3621621621621613,0.6818181818181818,0.13636363636363635,0.014095810303985273,0.028382518948553835
development,120,2024-06-01 15:05:00+00:00,2024-06-01 15:00:00+00:00,4.0,2024-06-01 23:15:00+00:00,2024-06-01 23:10:00+00:00,2024-06-01 15:10:00+00:00,2024-06-01 17:00:00+00:00,-3.641282971191595,2024-01-10 18:00:00+00:00,2024-01-10 15:00:00+00:00,4.0,2024-01-10 21:50:00+00:00,,,2024-01-10 18:05:00+00:00,2024-01-10 19:55:00+00:00,12.613528879306003,0.6811722912966187,0.5071762618932429,0.17399602940337577,0.08880994671402655,0.18368005160457943,0.13037809647978468,0.3621621621621613,0.36363636363636365,0.13636363636363635,0.0043664890467855055,0.028382518948553835
development,120,2024-07-09 20:45:00+00:00,2024-07-09 15:00:00+00:00,5.0,2024-07-10 01:05:00+00:00,2024-07-10 01:00:00+00:00,2024-07-09 20:50:00+00:00,2024-07-09 22:40:00+00:00,-15.40905757882599,2024-07-15 15:00:00+00:00,2024-07-15 15:00:00+00:00,5.0,2024-07-15 18:25:00+00:00,,,2024-07-15 15:05:00+00:00,2024-07-15 16:55:00+00:00,3.7452355244500524,0.5493085468147815,0.5456755817992369,0.0036329650155445536,0.2500566764905936,0.5498436957276844,0.45522080066034165,1.0076384468491408,0.22727272727272727,0.9545454545454546,0.028960067364057686,0.035142033012670236
development,120,2024-10-02 16:05:00+00:00,2024-10-02 15:00:00+00:00,5.0,2024-10-02 19:00:00+00:00,2024-10-02 18:55:00+00:00,2024-10-02 16:10:00+00:00,2024-10-02 18:00:00+00:00,-19.988117180801122,2024-07-01 16:00:00+00:00,2024-07-01 15:00:00+00:00,5.0,2024-07-02 02:55:00+00:00,,,2024-07-01 16:05:00+00:00,2024-07-01 17:55:00+00:00,0.880690030723219,0.6258940033009369,0.5932088285229207,0.032685174778016246,0.024390243902440805,0.3473684210526277,0.0389686492821592,0.5855752718946696,0.22727272727272727,0.36363636363636365,-0.018689581095593804,0.03934917940011529
development,120,2024-12-08 16:00:00+00:00,2024-12-08 15:00:00+00:00,5.0,2024-12-09 01:40:00+00:00,2024-12-09 01:35:00+00:00,2024-12-08 16:05:00+00:00,2024-12-08 17:55:00+00:00,-9.649344096871848,2024-07-01 16:00:00+00:00,2024-07-01 15:00:00+00:00,5.0,2024-07-02 02:55:00+00:00,,,2024-07-01 16:05:00+00:00,2024-07-01 17:55:00+00:00,0.880690030723219,0.5964523281596459,0.5932088285229207,0.003243499636725211,0.36807095343680707,0.3473684210526277,0.6171003717472112,0.5855752718946696,0.4090909090909091,0.36363636363636365,0.01979439629107174,0.03934917940011529
development,120,2024-12-26 16:55:00+00:00,2024-12-26 15:00:00+00:00,5.0,2024-12-26 21:15:00+00:00,2024-12-26 21:10:00+00:00,2024-12-26 17:00:00+00:00,2024-12-26 18:50:00+00:00,-10.246331236897333,2024-09-10 15:25:00+00:00,2024-09-10 15:00:00+00:00,5.0,2024-09-10 18:15:00+00:00,,,2024-09-10 15:30:00+00:00,2024-09-10 17:20:00+00:00,4.014705882352865,1.0416666666666625,0.8542124542124551,0.18745421245420746,0.529761904761903,0.7923076923076888,0.5085714285714289,0.9275300171526537,0.7272727272727273,0.6363636363636364,0.010664682539682788,0.04690607012035597
external,60,2020-09-23 17:35:00+00:00,2020-09-23 15:00:00+00:00,,2020-09-23 19:35:00+00:00,2020-09-23 19:30:00+00:00,2020-09-23 17:40:00+00:00,2020-09-23 18:30:00+00:00,-32.58333333333335,2021-09-18 16:15:00+00:00,2021-09-18 15:00:00+00:00,,2021-09-18 23:15:00+00:00,,,2021-09-18 16:20:00+00:00,2021-09-18 17:10:00+00:00,8.976078762238382,0.5248940677966097,0.5054097917230176,0.019484276073592155,0.18167372881355923,0.05220449012712948,0.34611503531786086,0.10329141022210227,0.2,0.1,0.07335805084745972,0.007708953205295078
external,60,2020-09-28 16:00:00+00:00,2020-09-28 15:00:00+00:00,,2020-09-28 19:40:00+00:00,2020-09-28 19:35:00+00:00,2020-09-28 16:05:00+00:00,2020-09-28 16:55:00+00:00,-12.24774511712412,2021-02-05 15:00:00+00:00,2021-02-05 15:00:00+00:00,,2021-02-05 16:00:00+00:00,,,2021-02-05 15:05:00+00:00,2021-02-05 15:55:00+00:00,9.126955518708124,0.2631578947368376,0.2521327014218023,0.01102519331503532,0.10249307479224472,0.3270142180094794,0.38947368421053663,1.2969924812030036,0.8,0.9,0.0018236380424752096,0.032593230887070036
external,60,2020-10-24 17:35:00+00:00,2020-10-24 15:00:00+00:00,,2020-10-24 21:55:00+00:00,2020-10-24 21:50:00+00:00,2020-10-24 17:40:00+00:00,2020-10-24 18:30:00+00:00,-20.036615134255477,2021-11-14 22:15:00+00:00,2021-11-14 15:00:00+00:00,,2021-11-15 00:20:00+00:00,,,2021-11-14 22:20:00+00:00,2021-11-14 23:10:00+00:00,4.3258499897402825,0.3762057877813481,0.3829622458857719,0.006756458104423768,0.11736334405144466,0.028267182962248835,0.31196581196580786,0.07381193124368775,0.1,0.0,0.008038585209000049,0.0
external,60,2020-11-25 16:05:00+00:00,2020-11-25 15:00:00+00:00,,2020-11-25 22:30:00+00:00,2020-11-25 22:25:00+00:00,2020-11-25 16:10:00+00:00,2020-11-25 17:00:00+00:00,-46.244643867733856,2020-12-02 15:10:00+00:00,2020-12-02 15:00:00+00:00,,2020-12-02 17:20:00+00:00,,,2020-12-02 15:15:00+00:00,2020-12-02 16:05:00+00:00,8.580174240640392,0.45518763796909645,0.45225027442370935,0.002937363545387095,0.36203090507726376,0.1437980241492878,0.7953443258971868,0.31796116504854716,0.7,0.6,0.02561231998318125,0.009330406147092862
external,60,2020-12-07 15:25:00+00:00,2020-12-07 15:00:00+00:00,,2020-12-07 19:00:00+00:00,2020-12-07 18:55:00+00:00,2020-12-07 15:30:00+00:00,2020-12-07 16:20:00+00:00,-15.815214502152951,2021-03-09 20:05:00+00:00,2021-03-09 15:00:00+00:00,,2021-03-10 01:20:00+00:00,,,2021-03-09 20:10:00+00:00,2021-03-09 21:00:00+00:00,11.662602690956426,0.05254237288135773,0.09653265752793468,0.04399028464657695,0.298305084745764,0.17820527588987448,5.67741935483854,1.846062052505965,1.0,0.9,0.02832049306625593,0.017434801883598017
external,60,2020-12-22 15:15:00+00:00,2020-12-22 15:00:00+00:00,,2020-12-22 22:05:00+00:00,2020-12-22 22:00:00+00:00,2020-12-22 15:20:00+00:00,2020-12-22 16:10:00+00:00,-30.790762771168655,2021-07-02 15:00:00+00:00,2021-07-02 15:00:00+00:00,,2021-07-02 22:55:00+00:00,,,2021-07-02 15:05:00+00:00,2021-07-02 15:55:00+00:00,8.899808899808903,0.3164426059979336,0.3115201090661221,0.004922496931811515,0.008273009307136855,0.3333333333333366,0.026143790849677426,1.0700218818380822,0.0,0.8,0.0,0.023392410815724223
external,60,2021-03-03 19:05:00+00:00,2021-03-03 15:00:00+00:00,,2021-03-04 00:10:00+00:00,2021-03-04 00:05:00+00:00,2021-03-03 19:10:00+00:00,2021-03-03 20:00:00+00:00,-30.195303480965386,2020-10-16 15:00:00+00:00,2020-10-16 15:00:00+00:00,,2020-10-16 16:30:00+00:00,,,2020-10-16 15:05:00+00:00,2020-10-16 15:55:00+00:00,4.699333880828549,0.7959440735609028,0.633009708737868,0.1629343648230348,0.18226476886257773,0.7378640776699033,0.22899192910270658,1.1656441717791344,0.6,0.6,0.028129667284472554,0.12829403606102588
external,60,2021-03-23 15:00:00+00:00,2021-03-23 15:00:00+00:00,,2021-03-23 20:50:00+00:00,2021-03-23 20:45:00+00:00,2021-03-23 15:05:00+00:00,2021-03-23 15:55:00+00:00,-18.656211977828853,2021-08-29 20:15:00+00:00,2021-08-29 15:00:00+00:00,,2021-08-30 00:20:00+00:00,,,2021-08-29 20:20:00+00:00,2021-08-29 21:10:00+00:00,6.276677999851654,0.23888674139930352,0.23827202159973154,0.0006147197995719778,0.05276381909547455,0.11846101923726426,0.22087378640775576,0.49716713881021496,0.8,0.6,0.0008600695786637576,0.01035388843353901
external,60,2021-05-30 20:30:00+00:00,2021-05-30 15:00:00+00:00,,2021-05-31 02:10:00+00:00,2021-05-31 02:05:00+00:00,2021-05-30 20:35:00+00:00,2021-05-30 21:25:00+00:00,-31.430317018532328,2021-11-14 22:15:00+00:00,2021-11-14 15:00:00+00:00,,2021-11-15 00:20:00+00:00,,,2021-11-14 22:20:00+00:00,2021-11-14 23:10:00+00:00,4.3258499897402825,0.36824512534819054,0.3829622458857719,0.01471712053758134,0.07130919220055724,0.028267182962248835,0.19364599092284396,0.07381193124368775,0.1,0.0,0.06740947075208535,0.0
external,60,2021-09-20 15:55:00+00:00,2021-09-20 15:00:00+00:00,,2021-09-21 00:15:00+00:00,2021-09-21 00:10:00+00:00,2021-09-20 16:00:00+00:00,2021-09-20 16:50:00+00:00,-63.225255972696296,2021-02-05 15:00:00+00:00,2021-02-05 15:00:00+00:00,,2021-02-05 16:00:00+00:00,,,2021-02-05 15:05:00+00:00,2021-02-05 15:55:00+00:00,9.126955518708124,0.2576899696048637,0.2521327014218023,0.0055572681830614035,0.05981762917933189,0.3270142180094794,0.23213021939136771,1.2969924812030036,0.8,0.9,0.006253292806484783,0.032593230887070036
external,60,2021-12-14 15:05:00+00:00,2021-12-14 15:00:00+00:00,,2021-12-14 18:45:00+00:00,2021-12-14 18:40:00+00:00,2021-12-14 15:10:00+00:00,2021-12-14 16:00:00+00:00,-25.85350713842327,2020-10-16 15:00:00+00:00,2020-10-16 15:00:00+00:00,,2020-10-16 16:30:00+00:00,,,2020-10-16 15:05:00+00:00,2020-10-16 15:55:00+00:00,4.699333880828549,0.579874213836477,0.633009708737868,0.05313549490139102,0.18993710691823812,0.7378640776699033,0.32754880694143074,1.1656441717791344,0.1,0.6,0.04025157232704008,0.12829403606102588
external,60,2021-12-27 15:10:00+00:00,2021-12-27 15:00:00+00:00,,2021-12-28 00:10:00+00:00,2021-12-28 00:05:00+00:00,2021-12-27 15:15:00+00:00,2021-12-27 16:05:00+00:00,-23.74507874015741,2021-11-19 15:00:00+00:00,2021-11-19 15:00:00+00:00,,2021-11-20 02:55:00+00:00,,,2021-11-19 15:05:00+00:00,2021-11-19 15:55:00+00:00,3.3495017442426445,0.3021077283372349,0.3072983354673502,0.005190607130115266,0.04449648711943745,0.18367477592829698,0.1472868217054255,0.5977083333333318,0.0,0.5,0.0,0.027799524419242966
external,120,2020-09-28 16:00:00+00:00,2020-09-28 15:00:00+00:00,,2020-09-28 19:40:00+00:00,2020-09-28 19:35:00+00:00,2020-09-28 16:05:00+00:00,2020-09-28 17:55:00+00:00,-12.24774511712412,2020-11-14 15:00:00+00:00,2020-11-14 15:00:00+00:00,,2020-11-15 02:55:00+00:00,,,2020-11-14 15:05:00+00:00,2020-11-14 16:55:00+00:00,4.37004855609513,0.7977839335180034,0.7855392156862734,0.012244717831729979,0.271468144044322,0.04656862745098077,0.34027777777777957,0.05928237129485236,0.18181818181818182,0.045454545454545456,0.023407202216059127,-0.028186274509805532
external,120,2020-10-24 17:35:00+00:00,2020-10-24 15:00:00+00:00,,2020-10-24 21:55:00+00:00,2020-10-24 21:50:00+00:00,2020-10-24 17:40:00+00:00,2020-10-24 19:30:00+00:00,-20.036615134255477,2020-12-02 15:10:00+00:00,2020-12-02 15:00:00+00:00,,2020-12-02 17:20:00+00:00,,,2020-12-02 15:15:00+00:00,2020-12-02 17:05:00+00:00,8.580174240640392,0.42282958199356874,0.45225027442370935,0.029420692430140616,0.0836012861736349,0.40065861690449805,0.19771863117871086,0.8859223300970835,0.3181818181818182,0.8181818181818182,-0.0022393201653632447,0.0038650413079895298
external,120,2020-11-25 16:05:00+00:00,2020-11-25 15:00:00+00:00,,2020-11-25 22:30:00+00:00,2020-11-25 22:25:00+00:00,2020-11-25 16:10:00+00:00,2020-11-25 18:00:00+00:00,-46.244643867733856,2021-11-14 22:15:00+00:00,2021-11-14 15:00:00+00:00,,2021-11-15 00:20:00+00:00,,,2021-11-14 22:20:00+00:00,2021-11-15 00:10:00+00:00,4.3258499897402825,0.45518763796909645,0.4540174249757991,0.001170212993297337,0.2092715231788083,0.5299128751210066,0.4597478176527635,1.167164179104476,0.8636363636363636,0.5,-0.0035794784975685732,0.05027856944604355
external,120,2020-12-07 15:25:00+00:00,2020-12-07 15:00:00+00:00,,2020-12-07 19:00:00+00:00,2020-12-07 18:55:00+00:00,2020-12-07 15:30:00+00:00,2020-12-07 17:20:00+00:00,-15.815214502152951,2021-03-09 20:05:00+00:00,2021-03-09 15:00:00+00:00,,2021-03-10 01:20:00+00:00,,,2021-03-09 20:10:00+00:00,2021-03-09 22:00:00+00:00,11.662602690956426,0.05254237288135773,0.09653265752793468,0.04399028464657695,0.19661016949152654,0.06105287409284534,3.7419354838708614,0.6324582338902026,1.0,0.9545454545454546,0.004439941046425603,-0.0029207006012923
external,120,2020-12-22 15:15:00+00:00,2020-12-22 15:00:00+00:00,,2020-12-22 22:05:00+00:00,2020-12-22 22:00:00+00:00,2020-12-22 15:20:00+00:00,2020-12-22 17:10:00+00:00,-30.790762771168655,2021-08-16 16:35:00+00:00,2021-08-16 15:00:00+00:00,,2021-08-17 02:05:00+00:00,,,2021-08-16 16:40:00+00:00,2021-08-16 18:30:00+00:00,23.023525994771976,0.5501551189245102,0.5500189226693578,0.00013619625515237654,0.09824198552223437,0.061309448719566575,0.17857142857142932,0.11146788990825787,0.36363636363636365,0.0,0.006204756980352906,0.0
external,120,2021-03-03 19:05:00+00:00,2021-03-03 15:00:00+00:00,,2021-03-04 00:10:00+00:00,2021-03-04 00:05:00+00:00,2021-03-03 19:10:00+00:00,2021-03-03 21:00:00+00:00,-30.195303480965386,2020-11-14 15:00:00+00:00,2020-11-14 15:00:00+00:00,,2020-11-15 02:55:00+00:00,,,2020-11-14 15:05:00+00:00,2020-11-14 16:55:00+00:00,4.37004855609513,0.8385187051265904,0.7855392156862734,0.05297948944031705,0.0274593777553835,0.04656862745098077,0.03274748385158323,0.05928237129485236,0.0,0.045454545454545456,0.0,-0.028186274509805532
external,120,2021-03-23 15:00:00+00:00,2021-03-23 15:00:00+00:00,,2021-03-23 20:50:00+00:00,2021-03-23 20:45:00+00:00,2021-03-23 15:05:00+00:00,2021-03-23 16:55:00+00:00,-18.656211977828853,2021-08-29 20:15:00+00:00,2021-08-29 15:00:00+00:00,,2021-08-30 00:20:00+00:00,,,2021-08-29 20:20:00+00:00,2021-08-29 22:10:00+00:00,6.276677999851654,0.6393505991495937,0.5926425919676017,0.04670800718199197,0.20255121762659267,0.5592305096186297,0.3168077388149913,0.9436218678815469,0.4090909090909091,0.22727272727272727,-0.006066462850382239,0.0878260450315785
external,120,2021-05-30 20:30:00+00:00,2021-05-30 15:00:00+00:00,,2021-05-31 02:10:00+00:00,2021-05-31 02:05:00+00:00,2021-05-30 20:35:00+00:00,2021-05-30 22:25:00+00:00,-31.430317018532328,2020-12-02 15:10:00+00:00,2020-12-02 15:00:00+00:00,,2020-12-02 17:20:00+00:00,,,2020-12-02 15:15:00+00:00,2020-12-02 17:05:00+00:00,8.580174240640392,0.39554317548746604,0.45225027442370935,0.056707098936243316,0.010027855153203733,0.40065861690449805,0.02535211267605727,0.8859223300970835,0.045454545454545456,0.8181818181818182,-0.0384401114206142,0.0038650413079895298
external,120,2021-09-20 15:55:00+00:00,2021-09-20 15:00:00+00:00,,2021-09-21 00:15:00+00:00,2021-09-21 00:10:00+00:00,2021-09-20 16:00:00+00:00,2021-09-20 17:50:00+00:00,-63.225255972696296,2020-12-31 17:20:00+00:00,2020-12-31 15:00:00+00:00,,2021-01-01 01:20:00+00:00,,,2020-12-31 17:25:00+00:00,2020-12-31 19:15:00+00:00,15.966112740306237,0.2651671732522795,0.22367346938775393,0.04149370386452558,0.18018237082066874,0.20897959183673334,0.679504814305365,0.9343065693430646,0.3181818181818182,0.5,0.016752786220871875,0.00944198658484362
external,120,2021-12-14 15:05:00+00:00,2021-12-14 15:00:00+00:00,,2021-12-14 18:45:00+00:00,2021-12-14 18:40:00+00:00,2021-12-14 15:10:00+00:00,2021-12-14 17:00:00+00:00,-25.85350713842327,2020-11-14 15:00:00+00:00,2020-11-14 15:00:00+00:00,,2020-11-15 02:55:00+00:00,,,2020-11-14 15:05:00+00:00,2020-11-14 16:55:00+00:00,4.37004855609513,0.761006289308175,0.7855392156862734,0.02453292637809834,0.07547169811320693,0.04656862745098077,0.0991735537190076,0.05928237129485236,0.0,0.045454545454545456,0.0,-0.028186274509805532
external,120,2021-12-27 15:10:00+00:00,2021-12-27 15:00:00+00:00,,2021-12-28 00:10:00+00:00,2021-12-28 00:05:00+00:00,2021-12-27 15:15:00+00:00,2021-12-27 17:05:00+00:00,-23.74507874015741,2021-11-19 15:00:00+00:00,2021-11-19 15:00:00+00:00,,2021-11-20 02:55:00+00:00,,,2021-11-19 15:05:00+00:00,2021-11-19 16:55:00+00:00,3.3495017442426445,0.3021077283372349,0.3072983354673502,0.005190607130115266,0.31733021077283496,0.36830985915493036,1.0503875968992344,1.1985416666666668,0.5454545454545454,0.7727272727272727,0.022228942018169617,0.0089310230460538
reference_validation,60,2025-01-26 18:30:00+00:00,2025-01-26 15:00:00+00:00,,2025-01-26 21:05:00+00:00,2025-01-26 21:00:00+00:00,2025-01-26 18:35:00+00:00,2025-01-26 19:25:00+00:00,-11.302726637147487,2025-02-08 17:05:00+00:00,2025-02-08 15:00:00+00:00,,2025-02-08 19:30:00+00:00,,,2025-02-08 17:10:00+00:00,2025-02-08 18:00:00+00:00,4.655664221678846,0.304801670146134,0.286652078774618,0.018149591371516005,0.085594989561592,0.42231947483588833,0.2808219178082403,1.4732824427480942,0.1,0.8,0.04384133611691358,0.04752005835157092
reference_validation,60,2025-01-28 15:30:00+00:00,2025-01-28 15:00:00+00:00,,2025-01-28 16:55:00+00:00,2025-01-28 16:50:00+00:00,2025-01-28 15:35:00+00:00,2025-01-28 16:25:00+00:00,-13.487596414425706,2025-06-02 18:20:00+00:00,2025-06-02 15:00:00+00:00,,2025-06-02 22:00:00+00:00,,,2025-06-02 18:25:00+00:00,2025-06-02 19:15:00+00:00,4.250371423034749,0.8938906752411581,0.8693009118541096,0.024589763387048436,0.1511254019292601,0.10638297872341142,0.16906474820143838,0.12237762237762974,0.2,0.0,0.020096463022504518,0.0
