year,eligible,eligible_ge1r,eligible_base_rate,signals,signal_rate,ge1r_tp,ge1r_fp,ge1r_rate,ge1r_wilson_lo,ge1r_wilson_hi,ge1_5r,ge1_5r_rate,ge2r,ge2r_rate,clean1r,clean1r_rate,clean1_5r,clean1_5r_rate,winner_retention_unresolved,whole_ge1r,whole_ge1r_capture,too_fast_win,uplift_pp,relative_lift
2022,208,116,0.5576923076923077,57,0.27403846153846156,38,19,0.6666666666666666,0.5372251158005144,0.7750619392484925,28,0.49122807017543857,21,0.3684210526315789,34,0.5964912280701754,25,0.43859649122807015,0.3275862068965517,140,0.2714285714285714,24,10.897435897435892,1.1954022988505746
2023,183,96,0.5245901639344263,42,0.22950819672131148,30,12,0.7142857142857143,0.5643279073180463,0.8283297537395091,23,0.5476190476190477,19,0.4523809523809524,25,0.5952380952380952,18,0.42857142857142855,0.3125,115,0.2608695652173913,19,18.969555035128806,1.3616071428571428
2024,213,105,0.49295774647887325,52,0.24413145539906103,40,12,0.7692307692307693,0.6386621744190016,0.8627573907450726,32,0.6153846153846154,29,0.5576923076923077,34,0.6538461538461539,25,0.4807692307692308,0.38095238095238093,120,0.3333333333333333,15,27.627302275189603,1.5604395604395604
2025,231,137,0.5930735930735931,62,0.2683982683982684,52,10,0.8387096774193549,0.7279366398602256,0.9099593112969091,41,0.6612903225806451,32,0.5161290322580645,39,0.6290322580645161,30,0.4838709677419355,0.3795620437956204,165,0.3151515151515151,28,24.563608434576178,1.414174711561102
2026,138,70,0.5072463768115942,39,0.2826086956521739,31,8,0.7948717948717948,0.644660319864177,0.8922028176928961,26,0.6666666666666666,21,0.5384615384615384,25,0.6410256410256411,19,0.48717948717948717,0.44285714285714284,76,0.40789473684210525,6,28.76254180602006,1.5670329670329668
